"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Department for Education (excl. agencies)","SEO/HEO","Female","170","165","35670","36500"
"In post","2022","Asian","Department for Education (excl. agencies)","SEO/HEO","Male","115","115","35500","36500"
"In post","2022","Asian","Department for Education (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Female","40","40","27240","27290"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Female","40","40","54770","53310"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Male","35","35","55380","53200"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Female","90","90","35470","35200"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Male","85","85","35160","33830"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G6/G7","Female","35","35","57040","55070"
"In post","2022","Asian","Department for International Trade","G6/G7","Male","50","50","56950","54810"
"In post","2022","Asian","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SEO/HEO","Female","75","75","36270","38160"
"In post","2022","Asian","Department for International Trade","SEO/HEO","Male","70","70","37100","38160"
"In post","2022","Asian","Department for International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Female","25","25","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Female","50","50","56380","53130"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Male","35","35","56760","53130"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Female","90","90","35420","35780"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Male","65","65","35380","34700"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","EO","Female","25","25","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","EO","Male","20","20","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","G6/G7","Female","55","55","57400","54760"
"In post","2022","Asian","Department for Transport (excl. agencies)","G6/G7","Male","50","50","59090","55340"
"In post","2022","Asian","Department for Transport (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","SEO/HEO","Female","85","85","37870","35700"
"In post","2022","Asian","Department for Transport (excl. agencies)","SEO/HEO","Male","80","80","38410","37660"
"In post","2022","Asian","Department for Transport (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","Female","1505","1185","22080","21260"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","Male","915","865","21720","21260"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","EO","Female","2880","2550","29040","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","EO","Male","2035","1990","28730","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","Female","65","65","57190","54070"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","Male","95","95","57840","57230"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","Female","350","335","36330","36650"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","Male","295","290","36310","36650"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","EO","Female","30","25","26900","27270"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","EO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","Female","55","55","56860","54020"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","Female","85","80","37140","37540"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","Male","55","55","35070","32790"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","AA/AO","Female","30","25","21550","21840"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","AA/AO","Male","30","30","21250","21840"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","EO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","EO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","EO","Female","20","20","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","EO","Male","60","60","28880","27300"
"In post","2022","Asian","Driver and Vehicle Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","SEO/HEO","Female","10","10","[c]","[c]"
