"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Office for Budget Responsibility","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Budget Responsibility","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Budget Responsibility","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","110","95","21450","21410"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","50","50","21550","21410"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","EO","Female","100","95","26090","25880"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","EO","Male","65","65","26440","25880"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","345","340","72560","75500"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","230","225","73310","75500"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","SCS level","Female","15","15","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","SCS level","Male","15","15","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","480","460","44880","46360"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","155","155","39800","39850"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Gas and Electricity Markets","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","White","Office of Gas and Electricity Markets","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","White","Office of Gas and Electricity Markets","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Gas and Electricity Markets","EO","Female","115","110","26100","25750"
"In post","2022","White","Office of Gas and Electricity Markets","EO","Male","125","125","25480","25000"
"In post","2022","White","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Gas and Electricity Markets","G6/G7","Female","150","145","57450","55000"
"In post","2022","White","Office of Gas and Electricity Markets","G6/G7","Male","195","195","60040","59140"
"In post","2022","White","Office of Gas and Electricity Markets","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Gas and Electricity Markets","SCS level","Female","20","15","[c]","[c]"
"In post","2022","White","Office of Gas and Electricity Markets","SCS level","Male","25","25","[c]","[c]"
"In post","2022","White","Office of Gas and Electricity Markets","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Gas and Electricity Markets","SEO/HEO","Female","130","125","35560","35000"
"In post","2022","White","Office of Gas and Electricity Markets","SEO/HEO","Male","135","135","35550","34680"
"In post","2022","White","Office of Gas and Electricity Markets","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","EO","Female","15","15","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","G6/G7","Female","50","50","53050","48350"
"In post","2022","White","Office of Qualifications and Examinations Regulation","G6/G7","Male","40","40","53640","48890"
"In post","2022","White","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","SCS level","Female","10","10","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","SCS level","Male","10","10","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","60","55","36420","38000"
"In post","2022","White","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","35","35","36460","38000"
"In post","2022","White","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Rail and Road","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","White","Office of Rail and Road","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Rail and Road","EO","Female","10","10","[c]","[c]"
"In post","2022","White","Office of Rail and Road","EO","Male","5","5","[c]","[c]"
"In post","2022","White","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Rail and Road","G6/G7","Female","55","50","61790","60650"
"In post","2022","White","Office of Rail and Road","G6/G7","Male","100","95","62220","61880"
"In post","2022","White","Office of Rail and Road","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Rail and Road","SCS level","Male","10","10","[c]","[c]"
"In post","2022","White","Office of Rail and Road","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of Rail and Road","SEO/HEO","Female","30","30","39810","39120"
"In post","2022","White","Office of Rail and Road","SEO/HEO","Male","30","30","41620","43090"
"In post","2022","White","Office of Rail and Road","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Public Guardian","AA/AO","Female","125","110","21010","20970"
"In post","2022","White","Office of the Public Guardian","AA/AO","Male","95","90","20990","20970"
"In post","2022","White","Office of the Public Guardian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Public Guardian","EO","Female","115","105","25250","25120"
"In post","2022","White","Office of the Public Guardian","EO","Male","75","75","25150","25120"
"In post","2022","White","Office of the Public Guardian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Public Guardian","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","White","Office of the Public Guardian","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","White","Office of the Public Guardian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Public Guardian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Public Guardian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Public Guardian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Public Guardian","SEO/HEO","Female","75","70","32270","30450"
"In post","2022","White","Office of the Public Guardian","SEO/HEO","Male","45","45","32790","30450"
"In post","2022","White","Office of the Public Guardian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","EO","Male","5","5","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Female","5","5","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Female","20","15","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","AA/AO","Female","60","55","21750","22560"
"In post","2022","White","Planning Inspectorate","AA/AO","Male","45","45","21780","22560"
"In post","2022","White","Planning Inspectorate","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","EO","Female","35","30","26810","27530"
"In post","2022","White","Planning Inspectorate","EO","Male","35","35","26710","26050"
"In post","2022","White","Planning Inspectorate","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","G6/G7","Female","130","115","56610","58810"
"In post","2022","White","Planning Inspectorate","G6/G7","Male","210","185","58110","58810"
"In post","2022","White","Planning Inspectorate","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","SEO/HEO","Female","65","60","35540","34860"
"In post","2022","White","Planning Inspectorate","SEO/HEO","Male","60","55","36370","34860"
"In post","2022","White","Planning Inspectorate","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Registers of Scotland","AA/AO","Female","140","130","24870","25050"
"In post","2022","White","Registers of Scotland","AA/AO","Male","130","130","24840","25050"
"In post","2022","White","Registers of Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Registers of Scotland","EO","Female","155","145","30790","30840"
"In post","2022","White","Registers of Scotland","EO","Male","135","135","30700","30840"
"In post","2022","White","Registers of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Registers of Scotland","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","White","Registers of Scotland","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","White","Registers of Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Registers of Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Registers of Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Registers of Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Registers of Scotland","SEO/HEO","Female","165","155","40030","37710"
"In post","2022","White","Registers of Scotland","SEO/HEO","Male","175","175","40940","37710"
"In post","2022","White","Registers of Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","EO","Female","5","5","[c]","[c]"
"In post","2022","White","Revenue Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2022","White","Revenue Scotland","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","White","Revenue Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Royal Fleet Auxiliary","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Rural Payments Agency","AA/AO","Female","385","315","21290","21300"
"In post","2022","White","Rural Payments Agency","AA/AO","Male","250","240","21280","21300"
"In post","2022","White","Rural Payments Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Rural Payments Agency","EO","Female","265","225","25530","25190"
"In post","2022","White","Rural Payments Agency","EO","Male","150","145","25630","25280"
"In post","2022","White","Rural Payments Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Rural Payments Agency","G6/G7","Female","45","40","52380","49410"
"In post","2022","White","Rural Payments Agency","G6/G7","Male","30","30","52050","49370"
"In post","2022","White","Rural Payments Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Rural Payments Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Rural Payments Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Rural Payments Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Rural Payments Agency","SEO/HEO","Female","195","180","32680","31040"
"In post","2022","White","Rural Payments Agency","SEO/HEO","Male","160","150","33440","31900"
"In post","2022","White","Rural Payments Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Courts and Tribunals Service","AA/AO","Female","165","150","22320","22000"
"In post","2022","White","Scottish Courts and Tribunals Service","AA/AO","Male","80","75","21970","22000"
"In post","2022","White","Scottish Courts and Tribunals Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Courts and Tribunals Service","EO","Female","80","75","28950","30450"
"In post","2022","White","Scottish Courts and Tribunals Service","EO","Male","30","30","28800","30450"
"In post","2022","White","Scottish Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Courts and Tribunals Service","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","White","Scottish Courts and Tribunals Service","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","White","Scottish Courts and Tribunals Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Courts and Tribunals Service","SCS level","Male","5","5","[c]","[c]"
"In post","2022","White","Scottish Courts and Tribunals Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Courts and Tribunals Service","SEO/HEO","Female","70","70","39060","38640"
"In post","2022","White","Scottish Courts and Tribunals Service","SEO/HEO","Male","45","45","37890","36360"
"In post","2022","White","Scottish Courts and Tribunals Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Forestry","AA/AO","Female","35","35","24560","24020"
"In post","2022","White","Scottish Forestry","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","White","Scottish Forestry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Forestry","EO","Female","30","25","[c]","[c]"
"In post","2022","White","Scottish Forestry","EO","Male","25","25","[c]","[c]"
"In post","2022","White","Scottish Forestry","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Forestry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Forestry","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","White","Scottish Forestry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Forestry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Forestry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Forestry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Forestry","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2022","White","Scottish Forestry","SEO/HEO","Male","35","30","42570","43400"
"In post","2022","White","Scottish Forestry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Government (excl. agencies)","AA/AO","Female","370","345","24100","24400"
"In post","2022","White","Scottish Government (excl. agencies)","AA/AO","Male","290","285","25280","24400"
"In post","2022","White","Scottish Government (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Government (excl. agencies)","EO","Female","525","495","28840","28990"
"In post","2022","White","Scottish Government (excl. agencies)","EO","Male","395","385","29650","30040"
"In post","2022","White","Scottish Government (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Government (excl. agencies)","G6/G7","Female","1120","1050","63020","62170"
"In post","2022","White","Scottish Government (excl. agencies)","G6/G7","Male","820","805","64520","62170"
"In post","2022","White","Scottish Government (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Government (excl. agencies)","SCS level","Female","80","80","87860","83230"
"In post","2022","White","Scottish Government (excl. agencies)","SCS level","Male","85","85","88410","83230"
"In post","2022","White","Scottish Government (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Government (excl. agencies)","SEO/HEO","Female","1755","1660","39610","39660"
"In post","2022","White","Scottish Government (excl. agencies)","SEO/HEO","Male","1355","1330","40560","39660"
"In post","2022","White","Scottish Government (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Prison Service","AA/AO","Female","190","175","25190","26900"
"In post","2022","White","Scottish Prison Service","AA/AO","Male","225","215","26050","26900"
"In post","2022","White","Scottish Prison Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Prison Service","EO","Female","215","205","34310","35000"
"In post","2022","White","Scottish Prison Service","EO","Male","550","520","34600","35000"
"In post","2022","White","Scottish Prison Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Prison Service","G6/G7","Female","30","30","[c]","[c]"
"In post","2022","White","Scottish Prison Service","G6/G7","Male","45","45","62910","56170"
"In post","2022","White","Scottish Prison Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Prison Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Prison Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Prison Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Prison Service","SEO/HEO","Female","85","80","41600","40290"
"In post","2022","White","Scottish Prison Service","SEO/HEO","Male","275","240","41590","40290"
"In post","2022","White","Scottish Prison Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Public Pensions Agency","AA/AO","Female","50","45","25780","25930"
"In post","2022","White","Scottish Public Pensions Agency","AA/AO","Male","45","45","25690","25930"
"In post","2022","White","Scottish Public Pensions Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Public Pensions Agency","EO","Female","30","25","28850","29510"
"In post","2022","White","Scottish Public Pensions Agency","EO","Male","20","20","[c]","[c]"
