"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Property","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Delivery","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Delivery","EO","70","[c]","26760","25650"
"Leaver Dept.","2022","Asian","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Policy","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Policy","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","AA/AO","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","EO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","SEO/HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Finance","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
