"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Digital, Data & Technology","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Science and Engineering","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","EO","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","G6/G7","80","80","58130","54700"
"In post","2022","Asian","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","SEO/HEO","55","55","37380","37300"
"In post","2022","Asian","Finance","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Commercial","EO","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Commercial","SEO/HEO","35","35","35590","36570"
"In post","2022","Asian","Finance","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Corporate Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Digital, Data and Technology","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Finance","AA/AO","40","35","22820","22200"
"In post","2022","Asian","Finance","Finance","EO","165","160","27510","27380"
"In post","2022","Asian","Finance","Finance","G6/G7","155","155","59180","57850"
"In post","2022","Asian","Finance","Finance","SCS level","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Finance","SEO/HEO","420","410","38090","37560"
"In post","2022","Asian","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Operational Delivery","AA/AO","65","55","21410","21250"
"In post","2022","Asian","Finance","Operational Delivery","EO","25","25","[c]","[c]"
"In post","2022","Asian","Finance","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Operational Delivery","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Asian","Finance","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Security","G6/G7","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Security","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Tax","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Tax","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Asian","Grants Management","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Operational Delivery","AA/AO","30","25","[c]","[c]"
"In post","2022","Asian","Grants Management","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","Asian","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Human Resources","AA/AO","50","45","22000","21260"
"In post","2022","Asian","Human Resources","Human Resources","EO","100","95","27780","27130"
"In post","2022","Asian","Human Resources","Human Resources","G6/G7","85","80","58420","57190"
"In post","2022","Asian","Human Resources","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","Human Resources","SEO/HEO","200","195","36480","36650"
"In post","2022","Asian","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","Operational Delivery","EO","50","50","28510","27570"
"In post","2022","Asian","Human Resources","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Operational Delivery","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Asian","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Tax","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","EO","20","20","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","G6/G7","25","25","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","SEO/HEO","35","35","37290","37300"
"In post","2022","Asian","Internal Audit","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Internal Audit","G6/G7","20","20","[c]","[c]"
"In post","2022","Asian","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Internal Audit","SEO/HEO","55","50","41380","40760"
"In post","2022","Asian","Internal Audit","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
