"Status","Year","Age","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","South Yorkshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AO","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Southern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","West Central Scotland","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AA","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AO","Unknown","15","10","[c]","[c]"
"In post","2022","16-19","West Central Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Central Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Central Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","West Midlands","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AO","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","West Midlands","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","West Midlands","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","EO","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AA","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AA","Unknown","30","25","18390","18310"
"In post","2022","16-19","West Wales and The Valleys","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AO","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AO","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","West Yorkshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","West Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AA","Heterosexual / straight","30","30","21290","21790"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AA","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AA","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AO","Heterosexual / straight","165","165","27020","28140"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AO","Unknown","55","55","26140","28140"
"In post","2022","20-29","Bedfordshire and Hertfordshire","EO","Heterosexual / straight","175","175","28170","27570"
"In post","2022","20-29","Bedfordshire and Hertfordshire","EO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","EO","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","HEO","Heterosexual / straight","60","60","34770","35820"
"In post","2022","20-29","Bedfordshire and Hertfordshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","50","50","26370","25190"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA","Heterosexual / straight","45","45","21220","21790"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AO","Heterosexual / straight","400","395","26180","25630"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AO","LGBO","55","50","27390","28140"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AO","Undeclared","35","35","26270","25000"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AO","Unknown","155","155","26790","27680"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","270","265","28440","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","35","35","27460","26930"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","HEO","Heterosexual / straight","95","90","32250","32120"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","35","35","30330","29250"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO","Heterosexual / straight","40","40","39990","40000"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","115","115","24770","24090"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","45","45","24800","24270"
"In post","2022","20-29","Cheshire","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Cheshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","AA","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Cheshire","AO","Heterosexual / straight","150","150","23030","22170"
"In post","2022","20-29","Cheshire","AO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Cheshire","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Cheshire","AO","Unknown","80","80","23260","23140"
"In post","2022","20-29","Cheshire","EO","Heterosexual / straight","190","190","29790","28840"
"In post","2022","20-29","Cheshire","EO","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Cheshire","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Cheshire","EO","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Cheshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","HEO","Heterosexual / straight","50","50","33130","33000"
"In post","2022","20-29","Cheshire","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Cheshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Cheshire","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Cheshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AO","Heterosexual / straight","60","60","21570","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","AO","Heterosexual / straight","55","55","22380","21300"
"In post","2022","20-29","Cumbria","AO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Cumbria","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Cumbria","AO","Unknown","75","75","21690","21300"
"In post","2022","20-29","Cumbria","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
