"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","SEO","45","45","44500","45200"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Internal Audit","EO","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Internal Audit","G7","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Internal Audit","HEO","10","10","33670","33300"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","AO","30","30","21880","21380"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","EO","40","40","27410","26670"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","G7","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","HEO","35","30","34860","33300"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Legal","G6","10","10","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Legal","G7","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Medicine","AA","20","20","19110","19010"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Medicine","AO","75","70","23360","23280"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Medicine","EO","50","45","33010","31530"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Medicine","G6","110","85","83580","86030"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Medicine","G7","40","35","66980","70530"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Medicine","HEO","105","90","38790","39030"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Medicine","SCS level","15","10","92890","95140"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Medicine","SEO","65","55","45470","45840"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Other","AA","265","255","19510","19760"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Other","AO","880","835","21640","21170"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Other","EO","455","450","27910","26670"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Other","G6","10","10","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Other","G7","35","35","58490","56360"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Other","HEO","310","305","36930","33300"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Other","SEO","100","100","44380","40580"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Policy","AO","10","10","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Policy","EO","20","20","28890","27470"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Policy","G6","25","25","68180","68500"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Policy","G7","50","50","57930","58550"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Policy","HEO","35","35","34920","33300"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Policy","SCS level","40","40","81170","76480"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Policy","SEO","45","45","43290","42580"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","EO","45","45","26860","26670"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","G6","50","50","65700","64220"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","G7","155","155","55430","54540"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","HEO","145","140","33940","33300"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","SCS level","25","20","79890","76480"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","SEO","210","205","41210","40580"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Property","AA","65","65","18340","17480"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Property","AO","20","20","21410","21170"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Property","EO","55","50","26790","26670"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Property","G6","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Property","G7","25","25","54390","54540"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Property","HEO","140","140","33410","33300"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Property","SEO","95","90","41090","40580"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","AA","15","15","18710","19010"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","AO","55","55","22220","22200"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","EO","55","55","26620","26350"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","G6","10","10","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","G7","30","30","59560","58050"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","HEO","60","60","36210","33300"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","SEO","55","55","44380","41810"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Security","AA","400","400","20590","19810"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Security","AO","545","540","35690","39070"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Security","EO","135","135","37260","43710"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Security","G7","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Security","HEO","60","60","38780","35630"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Security","SEO","35","35","44560","44500"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Security","Unknown","25","25","29900","28120"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Statistics","G6","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Statistics","G7","10","10","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Statistics","HEO","10","5","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Statistics","SEO","10","10","44700","45200"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Unknown","HEO","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Commercial","EO","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Commercial","SEO","20","20","43770","43130"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Communications","EO","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Communications","G7","15","15","57150","56450"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Communications","HEO","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Communications","SEO","15","15","45400","44390"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","EO","20","20","26700","26900"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","G6","25","25","69500","67900"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","G7","120","115","60280","59050"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","HEO","35","35","33410","34110"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SEO","55","55","42210","41750"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Finance","EO","30","30","27190","26900"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Finance","G6","15","15","69390","68790"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Finance","G7","35","35","57490","57230"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Finance","HEO","15","15","33520","34260"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Finance","SEO","60","60","41680","41750"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Human Resources","AO","5","5","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Human Resources","EO","15","15","27280","26790"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Human Resources","G6","15","15","68750","68110"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Human Resources","G7","45","45","56320","56650"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Human Resources","HEO","110","110","32310","31740"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Human Resources","SEO","85","80","41430","41100"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Knowledge and Information Management","AO","10","10","20970","20970"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
