"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Met Office","Science and Engineering","Outside London","SEO","10","[c]","40360","40040"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","EO","15","[c]","24980","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","HEO","25","[c]","34690","34500"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","SEO","20","[c]","42110","42000"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","AO","30","[c]","21800","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","EO","50","[c]","28100","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","HEO","45","[c]","34880","33300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","SEO","25","[c]","42010","40580"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","AO","35","[c]","21610","21380"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","EO","65","[c]","25750","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","G7","15","[c]","55900","54540"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","HEO","70","[c]","34450","33300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","SEO","35","[c]","43950","42580"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Geography","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Geography","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Geography","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Geography","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","AO","50","[c]","21360","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","EO","15","[c]","26310","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","HEO","15","[c]","34000","33300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","SEO","10","[c]","41710","40980"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","EO","10","[c]","29440","29250"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","HEO","10","[c]","37930","37640"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","EO","10","[c]","28540","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","HEO","10","[c]","35080","33460"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","AO","45","[c]","22960","23280"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","EO","55","[c]","31480","31530"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","G6","25","[c]","83640","89050"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","G7","20","[c]","66010","68140"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","HEO","70","[c]","37220","39030"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","SEO","25","[c]","43820","45840"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","London","AO","20","[c]","24380","24590"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","London","EO","15","[c]","28980","30200"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","London","G6","10","[c]","54080","52590"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Outside London","AA","245","[c]","19330","19050"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Outside London","AO","485","[c]","21460","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Outside London","EO","210","[c]","28310","26930"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Outside London","HEO","95","[c]","35300","34150"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Outside London","SEO","40","[c]","46060","42580"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Overseas","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Overseas","HEO","35","[c]","40600","40860"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","G7","20","[c]","56260","54540"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","HEO","40","[c]","34630","33300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","SEO","55","[c]","41110","40580"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","Outside London","AA","60","[c]","18430","18760"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","Outside London","AO","10","[c]","21350","21500"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","Outside London","EO","15","[c]","26850","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","Outside London","HEO","45","[c]","34390","33300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","Outside London","SEO","30","[c]","42450","40980"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","AO","55","[c]","22220","22500"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","EO","35","[c]","27090","26350"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","HEO","30","[c]","35720","35480"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","SEO","25","[c]","42760","40830"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","London","AA","15","[c]","22030","22650"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","London","AO","15","[c]","35370","40320"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","Outside London","AA","160","[c]","21060","19810"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","Outside London","AO","305","[c]","32970","39070"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","Outside London","EO","55","[c]","37390","43920"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","Outside London","HEO","20","[c]","47310","54300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Statistics","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Statistics","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","London","AA","10","[c]","18890","18200"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","London","AO","15","[c]","22180","22680"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","London","EO","45","[c]","27130","26720"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","London","G6","15","[c]","69190","68790"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","London","G7","65","[c]","59570","57540"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","London","HEO","50","[c]","34010","34260"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","London","SEO","60","[c]","42970","41750"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","AO","20","[c]","20320","20970"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","EO","20","[c]","23700","25120"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","G7","20","[c]","57450","59000"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","HEO","25","[c]","30240","30450"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","SEO","20","[c]","40070","40230"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
