"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Other","London","SCS level","130","125","100630","92000"
"In post","2022","No function","Other","London","SEO","155","150","41400","40650"
"In post","2022","No function","Other","Outside London","AA","135","120","21280","21640"
"In post","2022","No function","Other","Outside London","AO","1270","1175","21670","21260"
"In post","2022","No function","Other","Outside London","EO","3135","2905","27690","27570"
"In post","2022","No function","Other","Outside London","G6","90","85","68840","67910"
"In post","2022","No function","Other","Outside London","G7","185","175","51780","50310"
"In post","2022","No function","Other","Outside London","HEO","630","600","32560","31990"
"In post","2022","No function","Other","Outside London","SCS level","40","40","87970","81290"
"In post","2022","No function","Other","Outside London","SEO","280","255","40370","39850"
"In post","2022","No function","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Unknown","EO","20","20","27480","27570"
"In post","2022","No function","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","London","EO","10","10","[c]","[c]"
"In post","2022","No function","Planning","London","G6","10","10","66630","66410"
"In post","2022","No function","Planning","London","G7","20","20","55110","53170"
"In post","2022","No function","Planning","London","HEO","20","20","34720","33210"
"In post","2022","No function","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","London","SEO","25","25","42090","42560"
"In post","2022","No function","Planning","Outside London","EO","5","5","[c]","[c]"
"In post","2022","No function","Planning","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Outside London","G7","10","10","50370","49830"
"In post","2022","No function","Planning","Outside London","HEO","15","15","32910","32780"
"In post","2022","No function","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Outside London","SEO","25","25","40370","40720"
"In post","2022","No function","Planning Inspectors","London","G6","15","15","65490","62040"
"In post","2022","No function","Planning Inspectors","London","G7","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Outside London","G6","200","170","63750","58810"
"In post","2022","No function","Planning Inspectors","Outside London","G7","140","130","46490","47660"
"In post","2022","No function","Planning Inspectors","Outside London","HEO","10","10","32780","32780"
"In post","2022","No function","Planning Inspectors","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","London","AA","5","5","[c]","[c]"
"In post","2022","No function","Policy","London","AO","225","215","26160","24900"
"In post","2022","No function","Policy","London","EO","1190","1165","28960","28310"
"In post","2022","No function","Policy","London","G6","1980","1905","66220","64990"
"In post","2022","No function","Policy","London","G7","4840","4720","55020","53760"
"In post","2022","No function","Policy","London","HEO","3980","3935","34600","33900"
"In post","2022","No function","Policy","London","SCS level","1135","1085","84750","77060"
"In post","2022","No function","Policy","London","SEO","2660","2605","41480","40230"
"In post","2022","No function","Policy","London","Unknown","25","20","[c]","[c]"
"In post","2022","No function","Policy","Outside London","AA","30","30","17950","17860"
"In post","2022","No function","Policy","Outside London","AO","120","115","21650","21840"
"In post","2022","No function","Policy","Outside London","EO","595","575","25500","25000"
"In post","2022","No function","Policy","Outside London","G6","425","405","62690","61210"
"In post","2022","No function","Policy","Outside London","G7","1415","1370","50730","49860"
"In post","2022","No function","Policy","Outside London","HEO","1600","1545","30880","30320"
"In post","2022","No function","Policy","Outside London","SCS level","150","145","87020","77350"
"In post","2022","No function","Policy","Outside London","SEO","1705","1640","38210","36780"
"In post","2022","No function","Policy","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","No function","Policy","Overseas","AO","20","20","23370","23250"
"In post","2022","No function","Policy","Overseas","EO","40","40","27310","27460"
"In post","2022","No function","Policy","Overseas","G6","210","205","64710","64580"
"In post","2022","No function","Policy","Overseas","G7","360","360","55050","54470"
"In post","2022","No function","Policy","Overseas","HEO","470","470","33920","33860"
"In post","2022","No function","Policy","Overseas","SCS level","215","215","86590","76690"
"In post","2022","No function","Policy","Overseas","SEO","115","115","40360","40050"
"In post","2022","No function","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Unknown","G7","10","10","[c]","[c]"
"In post","2022","No function","Policy","Unknown","HEO","5","5","[c]","[c]"
"In post","2022","No function","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","London","EO","15","15","27530","26330"
"In post","2022","No function","Project Delivery","London","G6","40","40","65670","64660"
"In post","2022","No function","Project Delivery","London","G7","105","105","53520","52050"
"In post","2022","No function","Project Delivery","London","HEO","75","75","34320","34020"
"In post","2022","No function","Project Delivery","London","SCS level","10","10","88780","79260"
"In post","2022","No function","Project Delivery","London","SEO","25","25","42070","41650"
"In post","2022","No function","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Outside London","EO","25","25","25480","25830"
"In post","2022","No function","Project Delivery","Outside London","G6","15","15","63290","60830"
"In post","2022","No function","Project Delivery","Outside London","G7","50","50","50810","50520"
"In post","2022","No function","Project Delivery","Outside London","HEO","65","60","32080","31000"
"In post","2022","No function","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Outside London","SEO","45","40","39210","38790"
"In post","2022","No function","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","No function","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Outside London","G7","10","10","[c]","[c]"
"In post","2022","No function","Property","Outside London","HEO","10","5","[c]","[c]"
"In post","2022","No function","Property","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","No function","Psychology","London","AO","5","5","[c]","[c]"
"In post","2022","No function","Psychology","London","EO","20","20","28520","28350"
"In post","2022","No function","Psychology","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","London","G7","5","5","[c]","[c]"
"In post","2022","No function","Psychology","London","HEO","30","30","32620","32350"
"In post","2022","No function","Psychology","London","SEO","20","20","50440","52170"
"In post","2022","No function","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Outside London","AO","75","70","21630","21550"
"In post","2022","No function","Psychology","Outside London","EO","395","385","27040","26850"
"In post","2022","No function","Psychology","Outside London","G6","20","20","78170","72130"
"In post","2022","No function","Psychology","Outside London","G7","90","85","60550","61450"
"In post","2022","No function","Psychology","Outside London","HEO","485","475","30530","30450"
"In post","2022","No function","Psychology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Outside London","SEO","360","335","45430","45830"
"In post","2022","No function","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","London","AA","15","10","22040","22350"
"In post","2022","No function","Science and Engineering","London","AO","15","15","24380","23780"
"In post","2022","No function","Science and Engineering","London","EO","75","75","27710","27140"
"In post","2022","No function","Science and Engineering","London","G6","90","80","69010","66690"
"In post","2022","No function","Science and Engineering","London","G7","200","195","55220","54110"
"In post","2022","No function","Science and Engineering","London","HEO","185","180","33810","32640"
"In post","2022","No function","Science and Engineering","London","SCS level","25","20","91570","86680"
"In post","2022","No function","Science and Engineering","London","SEO","260","250","42210","41010"
"In post","2022","No function","Science and Engineering","Outside London","AA","95","95","18760","18330"
"In post","2022","No function","Science and Engineering","Outside London","AO","365","350","22420","23080"
"In post","2022","No function","Science and Engineering","Outside London","EO","780","750","27310","27780"
"In post","2022","No function","Science and Engineering","Outside London","G6","235","215","71520","68820"
"In post","2022","No function","Science and Engineering","Outside London","G7","1545","1475","52580","51240"
"In post","2022","No function","Science and Engineering","Outside London","HEO","1370","1305","31430","30350"
"In post","2022","No function","Science and Engineering","Outside London","SCS level","25","25","96760","95240"
"In post","2022","No function","Science and Engineering","Outside London","SEO","1375","1300","40240","39390"
"In post","2022","No function","Science and Engineering","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","London","G6","10","5","[c]","[c]"
"In post","2022","No function","Statistics","London","G7","15","10","56870","55840"
"In post","2022","No function","Statistics","London","HEO","10","10","[c]","[c]"
"In post","2022","No function","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","London","SEO","5","5","[c]","[c]"
"In post","2022","No function","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","Outside London","G7","10","10","[c]","[c]"
"In post","2022","No function","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Tax","London","AO","30","25","25740","26400"
"In post","2022","No function","Tax","London","EO","360","345","31710","31020"
"In post","2022","No function","Tax","London","G6","130","115","74610","74850"
"In post","2022","No function","Tax","London","G7","295","285","61780","62120"
"In post","2022","No function","Tax","London","HEO","770","740","38460","37930"
"In post","2022","No function","Tax","London","SCS level","30","30","85010","82860"
"In post","2022","No function","Tax","London","SEO","270","260","44410","43810"
"In post","2022","No function","Tax","Outside London","AO","2510","2330","21280","21250"
"In post","2022","No function","Tax","Outside London","EO","1890","1775","26830","26590"
"In post","2022","No function","Tax","Outside London","G6","420","400","68230","67910"
"In post","2022","No function","Tax","Outside London","G7","1370","1320","54950","55210"
"In post","2022","No function","Tax","Outside London","HEO","3480","3320","33440","33370"
"In post","2022","No function","Tax","Outside London","SCS level","40","40","79850","76430"
"In post","2022","No function","Tax","Outside London","SEO","1350","1295","40330","40520"
"In post","2022","No function","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","London","AO","135","130","25330","24490"
"In post","2022","No function","Unknown","London","EO","445","440","29030","29520"
"In post","2022","No function","Unknown","London","G6","365","360","67610","66230"
"In post","2022","No function","Unknown","London","G7","775","765","56160","54700"
"In post","2022","No function","Unknown","London","HEO","1730","1725","31890","32000"
"In post","2022","No function","Unknown","London","SCS level","310","300","89790","79960"
"In post","2022","No function","Unknown","London","SEO","430","425","41760","41220"
"In post","2022","No function","Unknown","Outside London","AA","10","5","[c]","[c]"
"In post","2022","No function","Unknown","Outside London","AO","925","855","21310","21250"
"In post","2022","No function","Unknown","Outside London","EO","650","635","26270","26590"
"In post","2022","No function","Unknown","Outside London","G6","65","60","72360","67670"
"In post","2022","No function","Unknown","Outside London","G7","220","215","59550","54680"
"In post","2022","No function","Unknown","Outside London","HEO","1185","1170","32020","33080"
"In post","2022","No function","Unknown","Outside London","SCS level","35","30","88650","81930"
"In post","2022","No function","Unknown","Outside London","SEO","220","220","39470","40180"
"In post","2022","No function","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Unknown","G7","20","20","53940","54700"
"In post","2022","No function","Unknown","Unknown","HEO","245","240","30020","29250"
"In post","2022","No function","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Unknown","Unknown","SEO","10","10","[c]","[c]"
"In post","2022","No function","Veterinarian","London","G7","5","5","[c]","[c]"
"In post","2022","No function","Veterinarian","London","SEO","5","5","[c]","[c]"
"In post","2022","No function","Veterinarian","Outside London","AO","5","5","[c]","[c]"
"In post","2022","No function","Veterinarian","Outside London","EO","15","15","24970","24920"
"In post","2022","No function","Veterinarian","Outside London","G6","20","20","62010","61210"
"In post","2022","No function","Veterinarian","Outside London","G7","85","80","52600","52070"
"In post","2022","No function","Veterinarian","Outside London","HEO","10","10","30110","29550"
"In post","2022","No function","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Veterinarian","Outside London","SEO","240","225","40270","37530"
"In post","2022","No function","Veterinarian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Veterinarian","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Commercial","Outside London","EO","100","90","23050","23000"
"In post","2022","Project Delivery","Commercial","Outside London","G6","40","40","70760","69030"
"In post","2022","Project Delivery","Commercial","Outside London","G7","110","105","52610","51280"
"In post","2022","Project Delivery","Commercial","Outside London","HEO","250","240","30650","30420"
"In post","2022","Project Delivery","Commercial","Outside London","SCS level","10","10","97590","95170"
"In post","2022","Project Delivery","Commercial","Outside London","SEO","240","230","39880","40000"
"In post","2022","Project Delivery","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","London","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Communications","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","Outside London","HEO","10","5","[c]","[c]"
"In post","2022","Project Delivery","Communications","Outside London","SEO","15","15","38010","37190"
"In post","2022","Project Delivery","Communications","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","Outside London","G6","10","10","74830","78730"
"In post","2022","Project Delivery","Digital, Data and Technology","Outside London","G7","70","65","51780","47530"
"In post","2022","Project Delivery","Digital, Data and Technology","Outside London","HEO","25","25","31040","30220"
"In post","2022","Project Delivery","Digital, Data and Technology","Outside London","SEO","45","45","40240","38070"
"In post","2022","Project Delivery","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","London","G6","15","15","67660","66720"
"In post","2022","Project Delivery","Economics","London","G7","25","20","55370","55620"
"In post","2022","Project Delivery","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","London","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Economics","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","Overseas","G6","10","10","66190","66150"
"In post","2022","Project Delivery","Economics","Overseas","G7","20","20","54780","55060"
"In post","2022","Project Delivery","Economics","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Finance","London","G7","10","10","55530","56600"
"In post","2022","Project Delivery","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Finance","Outside London","EO","30","30","24880","24120"
"In post","2022","Project Delivery","Finance","Outside London","G6","25","25","70330","68360"
"In post","2022","Project Delivery","Finance","Outside London","G7","45","40","56030","56780"
"In post","2022","Project Delivery","Finance","Outside London","HEO","60","60","32340","31430"
"In post","2022","Project Delivery","Finance","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Finance","Outside London","SEO","40","35","44150","43820"
"In post","2022","Project Delivery","Finance","Overseas","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inspector of Education and Training","Outside London","G6","65","60","75110","75480"
"In post","2022","Project Delivery","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","Outside London","G7","25","25","51860","48090"
"In post","2022","Project Delivery","Knowledge and Information Management","Outside London","HEO","20","20","30680","29970"
"In post","2022","Project Delivery","Knowledge and Information Management","Outside London","SEO","25","25","39130","38110"
"In post","2022","Project Delivery","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Legal","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","London","G6","10","10","68130","69190"
"In post","2022","Project Delivery","Medicine","London","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Medicine","Overseas","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Medicine","Overseas","G7","15","15","55040","54070"
"In post","2022","Project Delivery","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","London","AO","15","15","25630","25680"
"In post","2022","Project Delivery","Operational Delivery","London","EO","45","45","29760","30630"
"In post","2022","Project Delivery","Operational Delivery","London","G6","15","15","67090","67100"
"In post","2022","Project Delivery","Operational Delivery","London","G7","40","35","54190","54070"
"In post","2022","Project Delivery","Operational Delivery","London","HEO","60","60","36490","37500"
"In post","2022","Project Delivery","Operational Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","London","SEO","50","50","43000","41750"
"In post","2022","Project Delivery","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Outside London","AO","130","120","21250","21300"
"In post","2022","Project Delivery","Operational Delivery","Outside London","EO","265","245","25920","26120"
"In post","2022","Project Delivery","Operational Delivery","Outside London","G6","65","65","66360","66940"
"In post","2022","Project Delivery","Operational Delivery","Outside London","G7","225","220","51250","49170"
"In post","2022","Project Delivery","Operational Delivery","Outside London","HEO","355","335","32470","33080"
"In post","2022","Project Delivery","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Outside London","SEO","235","225","39870","39750"
"In post","2022","Project Delivery","Operational Delivery","Outside London","Unknown","315","295","33250","32710"
"In post","2022","Project Delivery","Operational Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Overseas","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","London","EO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Other","London","G6","50","45","68140","67370"
"In post","2022","Project Delivery","Other","London","G7","45","40","53120","53160"
"In post","2022","Project Delivery","Other","London","HEO","25","25","36080","37930"
"In post","2022","Project Delivery","Other","London","SCS level","40","35","86900","79310"
"In post","2022","Project Delivery","Other","London","SEO","15","15","42470","42880"
"In post","2022","Project Delivery","Other","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","Outside London","EO","1000","940","21740","21010"
"In post","2022","Project Delivery","Other","Outside London","G6","100","100","67770","66680"
"In post","2022","Project Delivery","Other","Outside London","G7","285","280","49980","49000"
"In post","2022","Project Delivery","Other","Outside London","HEO","940","890","28750","28650"
"In post","2022","Project Delivery","Other","Outside London","SCS level","30","30","111920","97870"
"In post","2022","Project Delivery","Other","Outside London","SEO","735","720","38090","38070"
"In post","2022","Project Delivery","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","Overseas","G6","55","55","66940","66680"
"In post","2022","Project Delivery","Other","Overseas","G7","25","25","54290","55060"
"In post","2022","Project Delivery","Other","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","Overseas","SCS level","25","25","77330","76370"
"In post","2022","Project Delivery","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Policy","London","AO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Policy","London","EO","40","35","31370","31020"
"In post","2022","Project Delivery","Policy","London","G6","320","305","70750","73430"
"In post","2022","Project Delivery","Policy","London","G7","485","465","57830","58600"
"In post","2022","Project Delivery","Policy","London","HEO","150","145","37580","37930"
"In post","2022","Project Delivery","Policy","London","SCS level","55","55","85970","80080"
"In post","2022","Project Delivery","Policy","London","SEO","165","160","43550","43810"
"In post","2022","Project Delivery","Policy","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Policy","Outside London","EO","40","35","27020","26820"
"In post","2022","Project Delivery","Policy","Outside London","G6","95","90","66590","67910"
"In post","2022","Project Delivery","Policy","Outside London","G7","255","245","53470","55210"
"In post","2022","Project Delivery","Policy","Outside London","HEO","120","110","33360","33370"
"In post","2022","Project Delivery","Policy","Outside London","SCS level","15","15","83280","76430"
"In post","2022","Project Delivery","Policy","Outside London","SEO","185","175","39900","40520"
"In post","2022","Project Delivery","Policy","Outside London","Unknown","10","10","75240","47410"
"In post","2022","Project Delivery","Policy","Overseas","G6","60","60","66940","66680"
"In post","2022","Project Delivery","Policy","Overseas","G7","135","135","54420","53610"
"In post","2022","Project Delivery","Policy","Overseas","HEO","15","15","32970","30300"
