"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Tax","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","London","EO","20","15","27630","27500"
"In post","2022","Commercial","Unknown","London","G6","200","200","76240","73210"
"In post","2022","Commercial","Unknown","London","G7","405","400","60550","59720"
"In post","2022","Commercial","Unknown","London","HEO","20","20","34850","34550"
"In post","2022","Commercial","Unknown","London","SCS level","140","140","124880","120900"
"In post","2022","Commercial","Unknown","London","SEO","35","35","41300","40600"
"In post","2022","Commercial","Unknown","Outside London","EO","15","15","25740","26570"
"In post","2022","Commercial","Unknown","Outside London","G6","180","175","75600","73490"
"In post","2022","Commercial","Unknown","Outside London","G7","415","410","59550","61710"
"In post","2022","Commercial","Unknown","Outside London","HEO","25","25","32620","32000"
"In post","2022","Commercial","Unknown","Outside London","SCS level","90","90","109400","104120"
"In post","2022","Commercial","Unknown","Outside London","SEO","70","70","39090","38980"
"In post","2022","Commercial","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","G7","25","25","56160","54700"
"In post","2022","Commercial","Unknown","Unknown","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","SEO","10","10","[c]","[c]"
"In post","2022","Commercial","Veterinarian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Veterinarian","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","London","AA","5","5","[c]","[c]"
"In post","2022","Communications","Communications","London","AO","50","50","24260","24250"
"In post","2022","Communications","Communications","London","EO","225","220","28650","27850"
"In post","2022","Communications","Communications","London","G6","195","190","68390","66230"
"In post","2022","Communications","Communications","London","G7","410","395","56000","54700"
"In post","2022","Communications","Communications","London","HEO","440","430","35710","35010"
"In post","2022","Communications","Communications","London","SCS level","90","85","91170","88010"
"In post","2022","Communications","Communications","London","SEO","440","430","43490","43310"
"In post","2022","Communications","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Outside London","AA","10","10","[c]","[c]"
"In post","2022","Communications","Communications","Outside London","AO","120","115","21470","21300"
"In post","2022","Communications","Communications","Outside London","EO","280","265","27000","26670"
"In post","2022","Communications","Communications","Outside London","G6","80","75","64440","63580"
"In post","2022","Communications","Communications","Outside London","G7","200","195","52600","52810"
"In post","2022","Communications","Communications","Outside London","HEO","460","440","32630","33000"
"In post","2022","Communications","Communications","Outside London","SCS level","15","15","76550","75520"
"In post","2022","Communications","Communications","Outside London","SEO","395","380","39910","40000"
"In post","2022","Communications","Communications","Outside London","Unknown","10","10","36930","31420"
"In post","2022","Communications","Communications","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","London","G7","5","5","[c]","[c]"
"In post","2022","Communications","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","London","EO","10","10","[c]","[c]"
"In post","2022","Communications","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","London","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","London","AO","5","5","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","London","EO","20","20","31650","31880"
"In post","2022","Communications","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","London","G7","10","10","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","London","HEO","20","20","40740","41880"
"In post","2022","Communications","Knowledge and Information Management","London","SEO","15","10","45850","46070"
"In post","2022","Communications","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Outside London","HEO","15","15","37890","37620"
"In post","2022","Communications","Knowledge and Information Management","Outside London","SEO","10","10","43680","43220"
"In post","2022","Communications","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Delivery","London","EO","5","5","[c]","[c]"
"In post","2022","Communications","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Delivery","London","G7","10","10","57330","57480"
"In post","2022","Communications","Operational Delivery","London","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Operational Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","Operational Delivery","London","SEO","15","15","42510","41750"
"In post","2022","Communications","Operational Delivery","Outside London","AA","10","10","21250","21250"
"In post","2022","Communications","Operational Delivery","Outside London","AO","245","215","21520","21250"
"In post","2022","Communications","Operational Delivery","Outside London","EO","790","765","26570","26590"
"In post","2022","Communications","Operational Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Communications","Operational Delivery","Outside London","G7","40","40","50420","54160"
"In post","2022","Communications","Operational Delivery","Outside London","HEO","480","470","33020","33370"
"In post","2022","Communications","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Delivery","Outside London","SEO","195","190","39460","40520"
"In post","2022","Communications","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","London","EO","10","10","[c]","[c]"
"In post","2022","Communications","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","London","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Other","London","SEO","5","5","[c]","[c]"
"In post","2022","Communications","Other","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Communications","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","London","G7","5","5","[c]","[c]"
"In post","2022","Communications","Policy","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","London","SEO","15","15","47540","50400"
"In post","2022","Communications","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","Outside London","AO","35","25","21600","21250"
"In post","2022","Communications","Tax","Outside London","EO","1765","1710","26800","26820"
"In post","2022","Communications","Tax","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Communications","Tax","Outside London","G7","25","25","51890","54160"
"In post","2022","Communications","Tax","Outside London","HEO","575","560","33180","33370"
"In post","2022","Communications","Tax","Outside London","SEO","90","85","38610","40520"
"In post","2022","Communications","Unknown","London","AO","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","London","EO","30","30","27730","27500"
"In post","2022","Communications","Unknown","London","G6","45","45","67820","66700"
"In post","2022","Communications","Unknown","London","G7","100","100","56630","54700"
"In post","2022","Communications","Unknown","London","HEO","55","55","35200","34550"
"In post","2022","Communications","Unknown","London","SCS level","25","25","92880","83110"
"In post","2022","Communications","Unknown","London","SEO","95","95","41600","40600"
"In post","2022","Communications","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Outside London","EO","85","85","26530","26590"
"In post","2022","Communications","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Outside London","G7","15","15","51450","52630"
