"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","235","235","39860","40650"
"In post","2022","20-29","Disclosure Scotland","Scottish Government","AA","55","50","21710","21050"
"In post","2022","20-29","Disclosure Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Disclosure Scotland","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Disclosure Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","AA","185","170","18520","18310"
"In post","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","AO","430","410","21870","21840"
"In post","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","EO","105","105","26410","26130"
"In post","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","HEO","50","50","32980","31040"
"In post","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","SEO","20","20","43290","42750"
"In post","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","AO","145","140","23220","21840"
"In post","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","EO","105","105","26840","26130"
"In post","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","HEO","45","45","31620","30730"
"In post","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Education and Skills Funding Agency","Department for Education","AO","5","5","[c]","[c]"
"In post","2022","20-29","Education and Skills Funding Agency","Department for Education","EO","75","75","25660","25000"
"In post","2022","20-29","Education and Skills Funding Agency","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Education and Skills Funding Agency","Department for Education","G7","30","30","51180","50080"
"In post","2022","20-29","Education and Skills Funding Agency","Department for Education","HEO","135","135","30020","29360"
"In post","2022","20-29","Education and Skills Funding Agency","Department for Education","SEO","90","90","37740","36500"
"In post","2022","20-29","Education Scotland","Scottish Government","AA","5","5","[c]","[c]"
"In post","2022","20-29","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Education Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Education Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","AO","20","20","23010","22600"
"In post","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","EO","55","55","27800","26570"
"In post","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","HEO","25","25","33220","33390"
"In post","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","SEO","10","10","[c]","[c]"
"In post","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","40","40","23070","21750"
"In post","2022","20-29","Food Standards Agency","Food Standards Agency","AO","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","Food Standards Agency","EO","30","30","26290","26750"
"In post","2022","20-29","Food Standards Agency","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","Food Standards Agency","HEO","55","55","31210","30350"
"In post","2022","20-29","Food Standards Agency","Food Standards Agency","SEO","40","40","39250","39390"
"In post","2022","20-29","Food Standards Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Scotland","Scottish Government","EO","20","20","27630","27230"
"In post","2022","20-29","Food Standards Scotland","Scottish Government","HEO","20","20","32240","31540"
"In post","2022","20-29","Food Standards Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","120","120","26040","25000"
"In post","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","155","155","29070","29300"
"In post","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","5","5","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","105","105","51820","52430"
"In post","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","630","625","35360","35700"
"In post","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","85","85","39960","41000"
"In post","2022","20-29","Forestry and Land Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Forestry and Land Scotland","Scottish Government","AO","60","60","24550","24020"
"In post","2022","20-29","Forestry and Land Scotland","Scottish Government","EO","20","20","30270","30020"
"In post","2022","20-29","Forestry and Land Scotland","Scottish Government","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Forestry and Land Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Government Actuary's Department","Chancellor's other departments","AO","5","5","[c]","[c]"
"In post","2022","20-29","Government Actuary's Department","Chancellor's other departments","EO","10","10","28450","28230"
"In post","2022","20-29","Government Actuary's Department","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Government Actuary's Department","Chancellor's other departments","G7","10","10","57840","57250"
"In post","2022","20-29","Government Actuary's Department","Chancellor's other departments","HEO","20","20","35630","35840"
"In post","2022","20-29","Government Actuary's Department","Chancellor's other departments","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Government Internal Audit Agency","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Government Internal Audit Agency","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Government Internal Audit Agency","HM Treasury","HEO","20","20","32650","33420"
"In post","2022","20-29","Government Internal Audit Agency","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Government Legal Department","Attorney General's Departments","AO","15","15","23660","23570"
"In post","2022","20-29","Government Legal Department","Attorney General's Departments","EO","175","175","28480","26950"
"In post","2022","20-29","Government Legal Department","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Government Legal Department","Attorney General's Departments","G7","90","85","50700","50500"
"In post","2022","20-29","Government Legal Department","Attorney General's Departments","HEO","75","75","38930","43920"
"In post","2022","20-29","Government Legal Department","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Government Property Agency","Cabinet Office","EO","10","10","24670","24100"
"In post","2022","20-29","Government Property Agency","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Government Property Agency","Cabinet Office","G7","10","10","53660","54700"
"In post","2022","20-29","Government Property Agency","Cabinet Office","HEO","15","15","33040","32000"
"In post","2022","20-29","Government Property Agency","Cabinet Office","SEO","10","10","38830","37300"
"In post","2022","20-29","Health and Safety Executive","Department for Work and Pensions","AO","45","45","21540","20730"
"In post","2022","20-29","Health and Safety Executive","Department for Work and Pensions","EO","150","150","26350","26370"
"In post","2022","20-29","Health and Safety Executive","Department for Work and Pensions","G7","5","5","[c]","[c]"
"In post","2022","20-29","Health and Safety Executive","Department for Work and Pensions","HEO","85","85","32100","31660"
"In post","2022","20-29","Health and Safety Executive","Department for Work and Pensions","SEO","25","25","40160","40230"
"In post","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","AA","160","160","19760","19200"
"In post","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","AO","1255","1215","21690","20970"
"In post","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","EO","370","370","26500","25120"
"In post","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","G7","15","15","52650","50430"
"In post","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","HEO","280","280","32140","30450"
"In post","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","SEO","70","70","39260","41750"
"In post","2022","20-29","HM Land Registry","HM Land Registry","AA","20","20","21960","21290"
"In post","2022","20-29","HM Land Registry","HM Land Registry","AO","550","535","22690","22600"
"In post","2022","20-29","HM Land Registry","HM Land Registry","EO","435","430","27590","27130"
"In post","2022","20-29","HM Land Registry","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Land Registry","HM Land Registry","HEO","85","85","34630","33840"
"In post","2022","20-29","HM Land Registry","HM Land Registry","SEO","35","35","40880","38550"
"In post","2022","20-29","HM Prison and Probation Service","Ministry of Justice","AA","1205","1185","21280","20890"
"In post","2022","20-29","HM Prison and Probation Service","Ministry of Justice","AO","6090","6035","26230","25700"
"In post","2022","20-29","HM Prison and Probation Service","Ministry of Justice","EO","805","800","29330","28960"
"In post","2022","20-29","HM Prison and Probation Service","Ministry of Justice","G7","25","25","59460","59030"
"In post","2022","20-29","HM Prison and Probation Service","Ministry of Justice","HEO","455","450","31400","30450"
"In post","2022","20-29","HM Prison and Probation Service","Ministry of Justice","SEO","65","65","40760","42140"
"In post","2022","20-29","HM Prison and Probation Service","Ministry of Justice","Unknown","3370","3305","25430","24090"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","5","5","[c]","[c]"
