"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","210","195","22000","21300"
"In post","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","190","180","26470","25910"
"In post","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6","35","35","62570","61840"
"In post","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G7","65","65","52710","52610"
"In post","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","140","135","31310","31430"
"In post","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO","120","115","41020","38920"
"In post","2022","50-59","Cabinet Office (excl. agencies)","Cabinet Office","AO","115","105","21870","21170"
"In post","2022","50-59","Cabinet Office (excl. agencies)","Cabinet Office","EO","145","140","27300","26930"
"In post","2022","50-59","Cabinet Office (excl. agencies)","Cabinet Office","G6","255","255","71300","67790"
"In post","2022","50-59","Cabinet Office (excl. agencies)","Cabinet Office","G7","460","455","57090","54700"
"In post","2022","50-59","Cabinet Office (excl. agencies)","Cabinet Office","HEO","255","245","34110","33300"
"In post","2022","50-59","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","240","235","112300","105580"
"In post","2022","50-59","Cabinet Office (excl. agencies)","Cabinet Office","SEO","160","155","40450","40600"
"In post","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","20","20","25130","25010"
"In post","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6","15","15","63650","61850"
"In post","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G7","40","40","49280","48080"
"In post","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","HEO","30","30","30060","29750"
"In post","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO","30","30","37540","37280"
"In post","2022","50-59","Charity Commission","Charity Commission","AO","10","5","[c]","[c]"
"In post","2022","50-59","Charity Commission","Charity Commission","EO","25","25","25490","25110"
"In post","2022","50-59","Charity Commission","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Charity Commission","G7","10","10","48320","51070"
"In post","2022","50-59","Charity Commission","Charity Commission","HEO","30","30","29660","29160"
"In post","2022","50-59","Charity Commission","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Charity Commission","SEO","25","25","38210","37910"
"In post","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","AO","115","105","22160","22740"
"In post","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","EO","85","80","28010","27460"
"In post","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","G6","10","10","[c]","[c]"
"In post","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","G7","20","15","53450","51610"
"In post","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","HEO","40","40","35150","36070"
"In post","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","SEO","50","50","42670","41750"
"In post","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","EO","20","20","29130","28670"
"In post","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","G6","25","25","78930","81480"
"In post","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","G7","40","40","58620","59000"
"In post","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","HEO","20","20","37080","36880"
"In post","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","SCS level","40","40","116270","102710"
"In post","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","SEO","10","10","45540","45970"
"In post","2022","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","AO","30","25","21280","21410"
"In post","2022","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","EO","20","20","25510","25120"
"In post","2022","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","HEO","30","30","31200","30450"
"In post","2022","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Crown Commercial Service","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Crown Commercial Service","Cabinet Office","EO","25","20","25940","25950"
"In post","2022","50-59","Crown Commercial Service","Cabinet Office","G6","20","20","67340","67100"
"In post","2022","50-59","Crown Commercial Service","Cabinet Office","G7","40","40","53340","51600"
"In post","2022","50-59","Crown Commercial Service","Cabinet Office","HEO","35","35","31450","30940"
"In post","2022","50-59","Crown Commercial Service","Cabinet Office","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Crown Commercial Service","Cabinet Office","SEO","60","60","40010","39360"
"In post","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","AO","180","160","23040","23230"
"In post","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","EO","80","75","29510","30040"
"In post","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","G6","20","20","75170","75340"
"In post","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","G7","50","45","66520","69780"
"In post","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","HEO","115","110","34920","36130"
"In post","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","15","15","88320","83970"
"In post","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","SEO","95","85","53390","53490"
"In post","2022","50-59","Crown Prosecution Service","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Crown Prosecution Service","Attorney General's Departments","AO","345","310","22830","22200"
"In post","2022","50-59","Crown Prosecution Service","Attorney General's Departments","EO","455","420","28730","28430"
"In post","2022","50-59","Crown Prosecution Service","Attorney General's Departments","G6","120","120","76010","74460"
"In post","2022","50-59","Crown Prosecution Service","Attorney General's Departments","G7","980","910","57810","55610"
"In post","2022","50-59","Crown Prosecution Service","Attorney General's Departments","HEO","225","220","33840","33930"
"In post","2022","50-59","Crown Prosecution Service","Attorney General's Departments","SCS level","50","50","98440","92180"
"In post","2022","50-59","Crown Prosecution Service","Attorney General's Departments","SEO","80","75","40440","39750"
"In post","2022","50-59","Defence Electronics and Components Agency","Ministry of Defence","AO","25","25","22360","22100"
"In post","2022","50-59","Defence Electronics and Components Agency","Ministry of Defence","EO","115","115","29780","29470"
"In post","2022","50-59","Defence Electronics and Components Agency","Ministry of Defence","G6","5","5","[c]","[c]"
"In post","2022","50-59","Defence Electronics and Components Agency","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Defence Electronics and Components Agency","Ministry of Defence","HEO","40","40","35880","33670"
"In post","2022","50-59","Defence Electronics and Components Agency","Ministry of Defence","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Defence Equipment and Support","Ministry of Defence","EO","465","445","22630","22330"
"In post","2022","50-59","Defence Equipment and Support","Ministry of Defence","G6","205","200","68270","67820"
"In post","2022","50-59","Defence Equipment and Support","Ministry of Defence","G7","490","485","53260","54070"
"In post","2022","50-59","Defence Equipment and Support","Ministry of Defence","HEO","725","705","31280","32050"
"In post","2022","50-59","Defence Equipment and Support","Ministry of Defence","SCS level","65","65","103730","97480"
"In post","2022","50-59","Defence Equipment and Support","Ministry of Defence","SEO","1045","1025","41240","41540"
"In post","2022","50-59","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","AO","10","10","18950","18330"
"In post","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","EO","50","45","24580","23490"
"In post","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","G6","85","85","70130","68470"
"In post","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","G7","580","565","51760","48090"
"In post","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","HEO","125","120","30710","29260"
"In post","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","SEO","210","205","39090","38070"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AO","20","20","25380","24900"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","85","80","28690","28500"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6","140","135","67650","66450"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","260","255","55720","53750"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","135","135","35730","33690"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","85","85","95430","84900"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","150","150","43020","40220"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AO","5","5","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","20","20","26920","26390"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6","30","30","66520","66190"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G7","50","50","53880","52350"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","HEO","55","55","36540","35790"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","15","15","94580","88320"
"In post","2022","50-59","Department for Education (excl. agencies)","Department for Education","AO","20","15","22100","21250"
"In post","2022","50-59","Department for Education (excl. agencies)","Department for Education","EO","115","110","27140","26000"
"In post","2022","50-59","Department for Education (excl. agencies)","Department for Education","G6","185","185","65340","65370"
"In post","2022","50-59","Department for Education (excl. agencies)","Department for Education","G7","330","320","52810","50630"
"In post","2022","50-59","Department for Education (excl. agencies)","Department for Education","HEO","220","215","31560","30310"
"In post","2022","50-59","Department for Education (excl. agencies)","Department for Education","SCS level","60","55","88970","76760"
"In post","2022","50-59","Department for Education (excl. agencies)","Department for Education","SEO","315","300","39340","37450"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AO","50","45","23310","24370"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","135","130","27090","26520"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6","165","165","63640","63380"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G7","360","350","51940","51340"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","HEO","235","225","32120","31490"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","50","50","89960","79590"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO","345","340","39200","38060"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Department for International Trade","Department for International Trade","AO","15","15","24840","25140"
"In post","2022","50-59","Department for International Trade","Department for International Trade","EO","50","50","28700","29530"
"In post","2022","50-59","Department for International Trade","Department for International Trade","G6","60","55","66520","66140"
"In post","2022","50-59","Department for International Trade","Department for International Trade","G7","115","110","53940","51970"
"In post","2022","50-59","Department for International Trade","Department for International Trade","HEO","70","70","34240","34860"
"In post","2022","50-59","Department for International Trade","Department for International Trade","SCS level","45","45","93060","84040"
"In post","2022","50-59","Department for International Trade","Department for International Trade","SEO","85","85","40530","39440"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AO","15","15","25760","26870"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","65","65","30250","31060"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6","65","65","67210","67570"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G7","155","150","54090","53130"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","HEO","105","105","33720","33960"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","35","35","89090","81900"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO","95","95","40740","40590"
"In post","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","AO","45","40","29840","33390"
"In post","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","EO","70","65","29110","30270"
"In post","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","G6","110","105","70130","67000"
"In post","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","G7","165","160","59350","54870"
"In post","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","HEO","110","105","35300","35700"
"In post","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","SCS level","75","70","92600","84960"
"In post","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","SEO","135","130","43390","43360"
"In post","2022","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA","115","100","20420","20480"
"In post","2022","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","9615","8320","21330","21260"
"In post","2022","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","15965","14520","28070","27570"
"In post","2022","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","405","395","66100","64960"
"In post","2022","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","1030","1005","52360","49170"
"In post","2022","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","2950","2825","33690","33170"
"In post","2022","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","120","120","89340","79600"
"In post","2022","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","1375","1335","38120","36970"
"In post","2022","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","15","15","22660","23170"
"In post","2022","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","75","75","27230","27270"
"In post","2022","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","115","115","68610","66520"
"In post","2022","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","220","210","54030","53360"
"In post","2022","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","90","85","32910","32790"
"In post","2022","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","95","95","96180","93000"
"In post","2022","50-59","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","125","125","40480","40650"
"In post","2022","50-59","Disclosure Scotland","Scottish Government","AA","30","25","22280","23230"
"In post","2022","50-59","Disclosure Scotland","Scottish Government","AO","5","5","[c]","[c]"
"In post","2022","50-59","Disclosure Scotland","Scottish Government","EO","15","15","31590","30040"
"In post","2022","50-59","Disclosure Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Disclosure Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Disclosure Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Disclosure Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Disclosure Scotland","Scottish Government","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","AA","260","220","18480","18310"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","AO","610","535","21960","21840"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","EO","210","195","26710","26780"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","G6","40","40","77810","81100"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","G7","60","60","57830","55320"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","HEO","125","120","33160","32180"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Driver and Vehicle Licensing Agency","Department for Transport","SEO","130","125","42670","41230"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","AO","320","305","25150","26830"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","EO","1035","1000","28220","26780"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","G6","10","10","65360","64370"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","G7","50","50","52200","50980"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","HEO","240","235","33220","32320"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Driver and Vehicle Standards Agency","Department for Transport","SEO","110","110","41360","41090"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","EO","25","20","26100","26000"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","G6","55","55","65990","65700"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","G7","135","135","52060","50630"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","HEO","100","95","31530","30840"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","SCS level","15","15","84800","78000"
"In post","2022","50-59","Education and Skills Funding Agency","Department for Education","SEO","130","125","38500","37100"
"In post","2022","50-59","Education Scotland","Scottish Government","AA","5","5","[c]","[c]"
"In post","2022","50-59","Education Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Education Scotland","Scottish Government","G6","70","70","75030","77340"
"In post","2022","50-59","Education Scotland","Scottish Government","G7","20","20","56770","57190"
"In post","2022","50-59","Education Scotland","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2022","50-59","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Education Scotland","Scottish Government","SEO","15","15","46400","47490"
"In post","2022","50-59","Estyn","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Estyn","G6","35","35","75160","75480"
"In post","2022","50-59","Estyn","Estyn","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Estyn","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","AO","40","40","25840","23950"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","EO","40","40","30110","28700"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","G6","20","20","76640","71800"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","G7","55","50","60350","58250"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","HEO","60","60","38220","37340"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","FCDO Services","Foreign, Commonwealth and Development Office","SEO","90","90","46800","46960"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","EO","185","185","27260","26750"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","G6","15","15","66190","66070"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","G7","70","65","54060","52070"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","HEO","95","95","32170","31680"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","SCS level","10","10","86880","89190"
"In post","2022","50-59","Food Standards Agency","Food Standards Agency","SEO","85","85","40010","39300"
"In post","2022","50-59","Food Standards Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Scotland","Scottish Government","EO","25","25","29550","30040"
"In post","2022","50-59","Food Standards Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Scotland","Scottish Government","G7","10","10","[c]","[c]"
"In post","2022","50-59","Food Standards Scotland","Scottish Government","HEO","20","20","32780","31540"
"In post","2022","50-59","Food Standards Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Scotland","Scottish Government","SEO","15","10","44080","43000"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","90","85","26510","28250"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","195","190","30950","30680"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","340","335","68980","69810"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","380","370","56940","57010"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","315","310","36500","36520"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","215","210","89440","79720"
"In post","2022","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","195","190","44090","44110"
"In post","2022","50-59","Forestry and Land Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Forestry and Land Scotland","Scottish Government","AO","130","130","26850","27360"
"In post","2022","50-59","Forestry and Land Scotland","Scottish Government","EO","80","75","32860","31060"
"In post","2022","50-59","Forestry and Land Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Forestry and Land Scotland","Scottish Government","G7","15","15","56790","57670"
"In post","2022","50-59","Forestry and Land Scotland","Scottish Government","HEO","40","40","38870","39520"
"In post","2022","50-59","Forestry and Land Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Forestry and Land Scotland","Scottish Government","SEO","40","40","46130","47250"
"In post","2022","50-59","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Government Actuary's Department","Chancellor's other departments","G6","15","15","105830","98180"
"In post","2022","50-59","Government Actuary's Department","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Government Actuary's Department","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Government Actuary's Department","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Government Actuary's Department","Chancellor's other departments","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Government Internal Audit Agency","HM Treasury","EO","10","10","[c]","[c]"
"In post","2022","50-59","Government Internal Audit Agency","HM Treasury","G6","35","35","64590","63830"
"In post","2022","50-59","Government Internal Audit Agency","HM Treasury","G7","45","45","54290","54130"
"In post","2022","50-59","Government Internal Audit Agency","HM Treasury","HEO","25","25","35000","34350"
"In post","2022","50-59","Government Internal Audit Agency","HM Treasury","SCS level","15","15","88740","77520"
"In post","2022","50-59","Government Internal Audit Agency","HM Treasury","SEO","60","55","44600","44020"
"In post","2022","50-59","Government Legal Department","Attorney General's Departments","AO","15","15","24070","24050"
"In post","2022","50-59","Government Legal Department","Attorney General's Departments","EO","40","40","28510","27580"
"In post","2022","50-59","Government Legal Department","Attorney General's Departments","G6","230","210","69630","68710"
"In post","2022","50-59","Government Legal Department","Attorney General's Departments","G7","100","95","53670","52040"
"In post","2022","50-59","Government Legal Department","Attorney General's Departments","HEO","30","25","33250","31930"
"In post","2022","50-59","Government Legal Department","Attorney General's Departments","SCS level","100","95","85120","80040"
"In post","2022","50-59","Government Legal Department","Attorney General's Departments","SEO","20","20","39410","38880"
"In post","2022","50-59","Government Property Agency","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Government Property Agency","Cabinet Office","EO","10","10","[c]","[c]"
"In post","2022","50-59","Government Property Agency","Cabinet Office","G6","15","15","67720","67010"
"In post","2022","50-59","Government Property Agency","Cabinet Office","G7","20","20","54590","54700"
"In post","2022","50-59","Government Property Agency","Cabinet Office","HEO","10","10","[c]","[c]"
"In post","2022","50-59","Government Property Agency","Cabinet Office","SCS level","15","15","97020","88000"
"In post","2022","50-59","Government Property Agency","Cabinet Office","SEO","10","10","39600","38810"
"In post","2022","50-59","Health and Safety Executive","Department for Work and Pensions","AO","110","100","22530","22410"
"In post","2022","50-59","Health and Safety Executive","Department for Work and Pensions","EO","165","150","28460","28990"
"In post","2022","50-59","Health and Safety Executive","Department for Work and Pensions","G6","60","60","70550","66280"
"In post","2022","50-59","Health and Safety Executive","Department for Work and Pensions","G7","200","195","59990","57510"
"In post","2022","50-59","Health and Safety Executive","Department for Work and Pensions","HEO","125","115","34320","34400"
"In post","2022","50-59","Health and Safety Executive","Department for Work and Pensions","SCS level","25","25","90550","86100"
"In post","2022","50-59","Health and Safety Executive","Department for Work and Pensions","SEO","340","320","49820","46320"
