"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","60","[c]","34240","32560"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","30","[c]","33360","33210"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","SEO/HEO","30","[c]","35660","34710"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","455","[c]","21960","21260"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","EO","830","[c]","28680","27570"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","70","[c]","36490","36650"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","AA/AO","35","[c]","21410","21840"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","AA/AO","115","[c]","21700","20970"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","SEO/HEO","35","[c]","34830","34260"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","AA/AO","140","[c]","24880","23140"
"New entrant CS","2022","Asian","HM Prison and Probation Service","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","Unknown","255","[c]","27610","24800"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","AA/AO","480","[c]","21350","21250"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","EO","280","[c]","27290","26590"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","SEO/HEO","215","[c]","35330","33080"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","EO","45","[c]","26900","25770"
"New entrant CS","2022","Asian","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal Aid Agency","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicines and Healthcare Products Regulatory Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence (excl. agencies)","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence (excl. agencies)","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice (excl. agencies)","SEO/HEO","35","[c]","36160","34260"
"New entrant CS","2022","Asian","National Crime Agency","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Budget Responsibility","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","EO","30","[c]","26210","25750"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Public Guardian","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Public Guardian","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Public Health England","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Fiscal Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government (excl. agencies)","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Housing Regulator","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Housing Regulator","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Security Scotland","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Security Scotland","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Security Scotland","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
