"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Office of the Secretary of State for Wales","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Policy","London","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","Operational Delivery","Outside London","55","55","22560","21270"
"In post","2022","20-29","Planning Inspectorate","Other","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Planning Inspectorate","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Queen Elizabeth II Centre","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Queen Elizabeth II Centre","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Queen Elizabeth II Centre","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Queen Elizabeth II Centre","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Digital, Data and Technology","Outside London","15","15","30980","30840"
"In post","2022","20-29","Registers of Scotland","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Operational Delivery","Outside London","130","125","27430","25050"
"In post","2022","20-29","Registers of Scotland","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Revenue Scotland","Unknown","Outside London","15","15","31850","27230"
"In post","2022","20-29","Royal Fleet Auxiliary","Other","Unknown","365","365","28260","28980"
"In post","2022","20-29","Rural Payments Agency","Operational Delivery","Outside London","390","385","22510","21300"
"In post","2022","20-29","Rural Payments Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","Project Delivery","Outside London","10","10","31360","29180"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","15","15","30120","30450"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","260","255","24370","22000"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Fiscal Commission","Unknown","Outside London","10","10","35510","31540"
"In post","2022","20-29","Scottish Forestry","Unknown","Outside London","15","15","27680","27360"
"In post","2022","20-29","Scottish Government (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government (excl. agencies)","Unknown","Outside London","1590","1570","31560","31540"
"In post","2022","20-29","Scottish Government (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Prison Service","Commercial","Outside London","20","15","25740","24380"
"In post","2022","20-29","Scottish Prison Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Prison Service","Finance","Outside London","15","10","26770","23330"
"In post","2022","20-29","Scottish Prison Service","Human Resources","Outside London","15","15","25480","23330"
"In post","2022","20-29","Scottish Prison Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Prison Service","Operational Delivery","Outside London","550","540","26290","23330"
"In post","2022","20-29","Scottish Prison Service","Other","Outside London","80","80","26520","23330"
"In post","2022","20-29","Scottish Prison Service","Psychology","Outside London","15","15","26100","23330"
"In post","2022","20-29","Scottish Public Pensions Agency","Unknown","Outside London","35","30","25760","25930"
"In post","2022","20-29","Serious Fraud Office","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Counter Fraud","London","30","30","31330","33100"
"In post","2022","20-29","Serious Fraud Office","Digital, Data and Technology","London","15","15","35660","35290"
"In post","2022","20-29","Serious Fraud Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Social Security Scotland","Unknown","Outside London","555","545","26160","27230"
"In post","2022","20-29","Standards and Testing Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","Policy","Outside London","10","10","27490","25000"
"In post","2022","20-29","Student Awards Agency for Scotland","Unknown","Outside London","55","55","24710","23230"
"In post","2022","20-29","Submarine Delivery Agency","Commercial","Outside London","25","25","28480","27780"
"In post","2022","20-29","Submarine Delivery Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Finance","Outside London","15","15","29580","30420"
"In post","2022","20-29","Submarine Delivery Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Operational Delivery","Outside London","45","45","24760","22490"
"In post","2022","20-29","Submarine Delivery Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Project Delivery","Outside London","75","75","29650","29750"
"In post","2022","20-29","Submarine Delivery Agency","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Science and Engineering","Outside London","255","255","29020","27540"
"In post","2022","20-29","Submarine Delivery Agency","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Teaching Regulation Agency","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Teaching Regulation Agency","Policy","Outside London","15","15","24820","25000"
"In post","2022","20-29","The Insolvency Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Legal","London","5","5","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Operational Delivery","Outside London","145","140","22050","21130"
"In post","2022","20-29","The Insolvency Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","Communications","London","5","5","[c]","[c]"
"In post","2022","20-29","The National Archives","Digital, Data and Technology","London","15","15","29730","30000"
"In post","2022","20-29","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","Knowledge and Information Management","London","15","15","27100","28040"
"In post","2022","20-29","The National Archives","Operational Delivery","London","35","35","23370","20900"
"In post","2022","20-29","The National Archives","Other","London","10","10","[c]","[c]"
"In post","2022","20-29","The National Archives","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Transport Scotland","Unknown","Outside London","80","80","31270","31540"
"In post","2022","20-29","UK Debt Management Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","Operational Delivery","London","10","10","37930","35750"
"In post","2022","20-29","UK Debt Management Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Communications","London","10","10","36290","35610"
"In post","2022","20-29","UK Export Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Human Resources","London","5","5","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Operational Delivery","London","70","70","37520","33350"
"In post","2022","20-29","UK Export Finance","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Commercial","London","20","20","37170","32790"
"In post","2022","20-29","UK Health Security Agency","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Communications","London","10","10","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Digital, Data and Technology","Outside London","10","10","27400","28590"
"In post","2022","20-29","UK Health Security Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Human Resources","London","45","40","31120","27920"
"In post","2022","20-29","UK Health Security Agency","Human Resources","Outside London","25","25","35590","28970"
"In post","2022","20-29","UK Health Security Agency","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Operational Delivery","London","450","420","34750","32330"
"In post","2022","20-29","UK Health Security Agency","Operational Delivery","Outside London","465","435","26910","23390"
"In post","2022","20-29","UK Health Security Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Science and Engineering","London","170","170","33010","32330"
"In post","2022","20-29","UK Health Security Agency","Science and Engineering","Outside London","255","245","27410","28570"
"In post","2022","20-29","UK Hydrographic Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Digital, Data and Technology","Outside London","20","20","31320","33290"
"In post","2022","20-29","UK Hydrographic Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Geography","Outside London","110","110","25600","26740"
"In post","2022","20-29","UK Hydrographic Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Policy","London","5","5","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Project Delivery","London","10","10","39390","38210"
"In post","2022","20-29","UK Space Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Communications","Outside London","10","10","32110","30210"
"In post","2022","20-29","UK Statistics Authority","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Digital, Data and Technology","Outside London","110","110","30900","30210"
"In post","2022","20-29","UK Statistics Authority","Economics","London","15","15","36010","33710"
"In post","2022","20-29","UK Statistics Authority","Economics","Outside London","95","95","28830","30710"
"In post","2022","20-29","UK Statistics Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Human Resources","Outside London","15","15","28990","30210"
"In post","2022","20-29","UK Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Operational Delivery","London","30","30","33990","33460"
"In post","2022","20-29","UK Statistics Authority","Operational Delivery","Outside London","405","385","26310","23880"
"In post","2022","20-29","UK Statistics Authority","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Policy","London","15","15","38840","33540"
"In post","2022","20-29","UK Statistics Authority","Policy","Outside London","20","20","30030","30210"
"In post","2022","20-29","UK Statistics Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Project Delivery","Outside London","30","30","33000","30210"
"In post","2022","20-29","UK Statistics Authority","Security","Outside London","15","15","30860","30210"
"In post","2022","20-29","UK Statistics Authority","Social Research","London","45","45","35560","33710"
"In post","2022","20-29","UK Statistics Authority","Social Research","Outside London","250","245","34080","30710"
"In post","2022","20-29","UK Statistics Authority","Statistics","London","40","35","36850","33710"
"In post","2022","20-29","UK Statistics Authority","Statistics","Outside London","160","160","33800","30710"
"In post","2022","20-29","UK Supreme Court","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","Legal","London","5","5","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Operational Delivery","Outside London","195","190","23440","22010"
"In post","2022","20-29","Valuation Office Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Property","London","105","105","33840","31130"
"In post","2022","20-29","Valuation Office Agency","Property","Outside London","290","285","29540","26030"
"In post","2022","20-29","Valuation Office Agency","Statistics","London","5","5","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Statistics","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Vehicle Certification Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Vehicle Certification Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Vehicle Certification Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Vehicle Certification Agency","Operational Delivery","Outside London","10","10","22250","21840"
"In post","2022","20-29","Vehicle Certification Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Vehicle Certification Agency","Science and Engineering","Outside London","15","15","34190","34290"
"In post","2022","20-29","Veterinary Medicines Directorate","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","Unknown","Outside London","10","10","32970","32560"
"In post","2022","20-29","Water Services Regulation Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Economics","London","10","10","35120","28000"
"In post","2022","20-29","Water Services Regulation Authority","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government (excl. agencies)","Communications","Outside London","15","15","30590","31210"
"In post","2022","20-29","Welsh Government (excl. agencies)","Digital, Data and Technology","Outside London","20","20","27170","25250"
"In post","2022","20-29","Welsh Government (excl. agencies)","Economics","Outside London","15","15","37880","33190"
"In post","2022","20-29","Welsh Government (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government (excl. agencies)","Finance","Outside London","30","30","29010","25860"
"In post","2022","20-29","Welsh Government (excl. agencies)","Human Resources","Outside London","30","30","25580","24630"
"In post","2022","20-29","Welsh Government (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government (excl. agencies)","Knowledge and Information Management","Outside London","10","10","25440","24630"
"In post","2022","20-29","Welsh Government (excl. agencies)","Legal","Outside London","20","20","35590","31210"
"In post","2022","20-29","Welsh Government (excl. agencies)","Medicine","Outside London","15","15","28440","29430"
"In post","2022","20-29","Welsh Government (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government (excl. agencies)","Operational Delivery","Outside London","170","165","26360","24630"
"In post","2022","20-29","Welsh Government (excl. agencies)","Other","Outside London","40","35","26380","25250"
"In post","2022","20-29","Welsh Government (excl. agencies)","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government (excl. agencies)","Policy","Outside London","130","125","29850","26820"
"In post","2022","20-29","Welsh Government (excl. agencies)","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Welsh Government (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government (excl. agencies)","Social Research","Outside London","20","15","30990","32200"
"In post","2022","20-29","Welsh Government (excl. agencies)","Statistics","Outside London","20","20","29940","30320"
"In post","2022","20-29","Welsh Revenue Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Revenue Authority","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Welsh Revenue Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Revenue Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Revenue Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Revenue Authority","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wilton Park","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wilton Park","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wilton Park","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wilton Park","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Wilton Park","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Accountant in Bankruptcy","Unknown","Outside London","30","25","30150","30040"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","15","15","38810","35570"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","170","165","28440","30950"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Animal and Plant Health Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Animal and Plant Health Agency","Operational Delivery","London","20","20","32140","31460"
"In post","2022","30-39","Animal and Plant Health Agency","Operational Delivery","Outside London","345","330","26570","24920"
"In post","2022","30-39","Animal and Plant Health Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Animal and Plant Health Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Animal and Plant Health Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
