"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Crown Commercial Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Cabinet Office (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Crown Commercial Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Crown Prosecution Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Defence Equipment and Support","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Courts and Tribunals Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Prison and Probation Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Public Health England","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Public Health England","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","The Insolvency Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Advisory, Conciliation and Arbitration Service","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Advisory, Conciliation and Arbitration Service","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","10","[c]","23530","24250"
"Leaver Dept.","2022","20-29","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Animal and Plant Health Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Animal and Plant Health Agency","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Animal and Plant Health Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Animal and Plant Health Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Attorney General's Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Attorney General's Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Cabinet Office (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Cabinet Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Cabinet Office (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Cabinet Office (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Cabinet Office (excl. agencies)","Unknown","London","650","[c]","34920","32000"
"Leaver Dept.","2022","20-29","Cabinet Office (excl. agencies)","Unknown","Outside London","80","[c]","30160","32000"
"Leaver Dept.","2022","20-29","Cabinet Office (excl. agencies)","Unknown","Unknown","155","[c]","32820","32000"
"Leaver Dept.","2022","20-29","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Companies House","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Companies House","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Companies House","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Companies House","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Companies House","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Companies House","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Companies House","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Competition and Markets Authority","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Competition and Markets Authority","Project Delivery","London","10","[c]","27880","25130"
"Leaver Dept.","2022","20-29","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Commercial Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Commercial Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Commercial Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Commercial Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Commercial Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Commercial Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Operational Delivery","London","15","[c]","24480","23770"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Operational Delivery","Outside London","20","[c]","23840","22960"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Commercial","Outside London","20","[c]","27780","29380"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Finance","Outside London","10","[c]","25020","24380"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Other","Outside London","20","[c]","23670","20060"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Project Delivery","Outside London","30","[c]","28860","28260"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Science and Engineering","Outside London","45","[c]","26280","27540"
"Leaver Dept.","2022","20-29","Defence Science and Technology Laboratory","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Science and Technology Laboratory","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Science and Technology Laboratory","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Science and Technology Laboratory","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Science and Technology Laboratory","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Science and Technology Laboratory","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Science and Technology Laboratory","Science and Engineering","Outside London","15","[c]","30530","29230"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","15","[c]","31740","29840"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","15","[c]","39620","34780"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","140","[c]","38990","34960"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","10","[c]","32180","30390"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Unknown","15","[c]","41520","40050"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","10","[c]","37170","38160"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Policy","London","70","[c]","37380","34020"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Education (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Education (excl. agencies)","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Education (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","London","5","[c]","[c]","[c]"
