"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Department for Transport","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","1740","1640","38970","35310"
"In post","2022","Unknown","Department of Health and Social Care","235","225","47940","49530"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","210","205","50200","45300"
"In post","2022","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","30","30","36180","26750"
"In post","2022","Unknown","Home Office","36535","34230","32660","28650"
"In post","2022","Unknown","Ministry of Defence","19230","18525","31990","26670"
"In post","2022","Unknown","Ministry of Justice","10","10","44750","39530"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","75","70","48900","49860"
"In post","2022","Unknown","Scottish Government","15335","14740","40160","36130"
"In post","2022","Unknown","Welsh Government","5895","5570","41930","38160"
"Leaver CS","2022","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Chancellor's other departments","25","[c]","51380","45290"
"Leaver CS","2022","Analysis","Competition and Markets Authority","20","[c]","41060","34570"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","25","[c]","35240","29840"
"Leaver CS","2022","Analysis","Department for Digital, Culture, Media and Sport","10","[c]","39130","38020"
"Leaver CS","2022","Analysis","Department for Education","15","[c]","28680","25000"
"Leaver CS","2022","Analysis","Department for Environment, Food and Rural Affairs","35","[c]","32850","30220"
"Leaver CS","2022","Analysis","Department for International Trade","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities","25","[c]","36260","32870"
"Leaver CS","2022","Analysis","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions","25","[c]","39180","35910"
"Leaver CS","2022","Analysis","Department of Health and Social Care","65","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury","35","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence","40","[c]","37180","38070"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","35","[c]","46380","36690"
"Leaver CS","2022","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","125","[c]","30310","29540"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office","180","[c]","69030","64880"
"Leaver CS","2022","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","10","[c]","39140","37810"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education","25","[c]","32720","36500"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care","75","[c]","64750","58770"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office","15","[c]","42240","39060"
"Leaver CS","2022","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence","120","[c]","38270","35410"
"Leaver CS","2022","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","20","[c]","54650","49130"
"Leaver CS","2022","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office","65","[c]","46610","40600"
"Leaver CS","2022","Communications","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Business, Energy and Industrial Strategy","25","[c]","33710","33570"
"Leaver CS","2022","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Education","40","[c]","35740","35080"
"Leaver CS","2022","Communications","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Levelling Up, Housing and Communities","15","[c]","47920","39600"
"Leaver CS","2022","Communications","Department for Transport","15","[c]","38560","33350"
"Leaver CS","2022","Communications","Department for Work and Pensions","10","[c]","49440","43490"
"Leaver CS","2022","Communications","Department of Health and Social Care","65","[c]","41020","40070"
"Leaver CS","2022","Communications","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence","50","[c]","37070","36730"
"Leaver CS","2022","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","10","[c]","46060","37930"
"Leaver CS","2022","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Statistics Authority","10","[c]","33310","29540"
"Leaver CS","2022","Communications","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Attorney General's Departments","25","[c]","40040","37740"
"Leaver CS","2022","Counter Fraud","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","25","[c]","31850","27460"
"Leaver CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions","250","[c]","26580","27570"
"Leaver CS","2022","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs","35","[c]","38900","35980"
"Leaver CS","2022","Counter Fraud","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Department for Work and Pensions","215","[c]","22410","21260"
"Leaver CS","2022","Debt","HM Revenue and Customs","10","[c]","24120","22080"
"Leaver CS","2022","Digital, Data & Technology","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office","140","[c]","51920","54700"
"Leaver CS","2022","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Charity Commission","15","[c]","30630","29160"
"Leaver CS","2022","Digital, Data & Technology","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","140","[c]","36650","35630"
"Leaver CS","2022","Digital, Data & Technology","Department for Education","85","[c]","44500","38270"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","65","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","15","[c]","50310","53130"
"Leaver CS","2022","Digital, Data & Technology","Department for Transport","85","[c]","38930","34540"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions","220","[c]","46190","42300"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care","85","[c]","40570","39260"
"Leaver CS","2022","Digital, Data & Technology","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","30","[c]","40270","38850"
"Leaver CS","2022","Digital, Data & Technology","HM Land Registry","75","[c]","36720","37870"
"Leaver CS","2022","Digital, Data & Technology","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Ministry of Defence","205","[c]","34330","33290"
"Leaver CS","2022","Digital, Data & Technology","National Crime Agency","20","[c]","48930","45480"
"Leaver CS","2022","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","15","[c]","58100","57790"
"Leaver CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Government","15","[c]","43310","46100"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","10","[c]","36140","32230"
"Leaver CS","2022","Digital, Data & Technology","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","90","[c]","35440","33060"
"Leaver CS","2022","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Water Services Regulation Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Attorney General's Departments","10","[c]","45140","31250"
"Leaver CS","2022","Finance","Cabinet Office","10","[c]","44680","40000"
"Leaver CS","2022","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy","25","[c]","38340","36240"
"Leaver CS","2022","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education","45","[c]","43880","42290"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Transport","10","[c]","28580","21840"
"Leaver CS","2022","Finance","Department for Work and Pensions","75","[c]","37710","35310"
"Leaver CS","2022","Finance","Department of Health and Social Care","95","[c]","40990","34530"
"Leaver CS","2022","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","20","[c]","39530","31890"
"Leaver CS","2022","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","10","[c]","31610","28200"
"Leaver CS","2022","Finance","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","115","[c]","34640","29200"
"Leaver CS","2022","Finance","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","155","[c]","24210","21300"
"Leaver CS","2022","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","15","[c]","45860","40530"
"Leaver CS","2022","Human Resources","Cabinet Office","65","[c]","37500","34550"
"Leaver CS","2022","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","25","[c]","40030","36880"
"Leaver CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","15","[c]","35100","29500"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","25","[c]","34160","33350"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","100","[c]","33970","27570"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","90","[c]","40150","36330"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","15","[c]","40290","43730"
"Leaver CS","2022","Human Resources","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence","140","[c]","29870","26350"
"Leaver CS","2022","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","10","[c]","44480","43160"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","15","[c]","39350","38000"
"Leaver CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Government","15","[c]","34910","26900"
"Leaver CS","2022","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","20","[c]","31870","29920"
"Leaver CS","2022","Human Resources","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Treasury","30","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence","10","[c]","31610","33150"
"Leaver CS","2022","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","575","[c]","44230","48830"
"Leaver CS","2022","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","15","[c]","67750","61320"
"Leaver CS","2022","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Land Registry","30","[c]","51900","57000"
"Leaver CS","2022","Legal","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Gas and Electricity Markets","15","[c]","67400","55000"
"Leaver CS","2022","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scottish Government","30","[c]","54920","53490"
"Leaver CS","2022","Legal","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Supreme Court","15","[c]","34940","37230"
"Leaver CS","2022","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","10","[c]","39840","31120"
"Leaver CS","2022","No function","Cabinet Office","215","[c]","40900","32000"
"Leaver CS","2022","No function","Chancellor's other departments","10","[c]","52290","50000"
"Leaver CS","2022","No function","Charity Commission","35","[c]","34140","29160"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","425","[c]","39680","33640"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","110","[c]","41240","34060"
"Leaver CS","2022","No function","Department for Education","205","[c]","43050","36500"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs","540","[c]","29760","24920"
"Leaver CS","2022","No function","Department for International Trade","140","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities","130","[c]","43450","39600"
"Leaver CS","2022","No function","Department for Transport","1095","[c]","30300","26580"
"Leaver CS","2022","No function","Department for Work and Pensions","6565","[c]","26550","27570"
"Leaver CS","2022","No function","Department of Health and Social Care","2645","[c]","43040","37470"
"Leaver CS","2022","No function","Food Standards Agency","60","[c]","33420","30280"
"Leaver CS","2022","No function","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","260","[c]","28640","27130"
"Leaver CS","2022","No function","HM Revenue and Customs","90","[c]","30420","26400"
"Leaver CS","2022","No function","HM Treasury","135","[c]","39420","37160"
"Leaver CS","2022","No function","Ministry of Defence","535","[c]","34710","30560"
"Leaver CS","2022","No function","Ministry of Justice","9755","[c]","26920","21410"
"Leaver CS","2022","No function","National Crime Agency","255","[c]","41320","39730"
"Leaver CS","2022","No function","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","155","[c]","56420","51360"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","130","[c]","41800","35200"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","20","[c]","57710","40100"
"Leaver CS","2022","No function","Office of Rail and Road","20","[c]","53120","56470"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Government","530","[c]","29720","26900"
"Leaver CS","2022","No function","The National Archives","45","[c]","28710","23350"
"Leaver CS","2022","No function","UK Statistics Authority","295","[c]","23620","19860"
"Leaver CS","2022","No function","Water Services Regulation Authority","10","[c]","59670","50260"
"Leaver CS","2022","No function","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","30","[c]","60700","59790"
"Leaver CS","2022","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","35","[c]","56940","54320"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","95","[c]","40450","39650"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","20","[c]","49330","44120"
"Leaver CS","2022","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","10","[c]","39850","37900"
"Leaver CS","2022","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","10","[c]","37040","34800"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","65","[c]","36640","34290"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","85","[c]","54520","55060"
"Leaver CS","2022","Project Delivery","HM Land Registry","10","[c]","39950","38550"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","15","[c]","40730","39230"
"Leaver CS","2022","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","850","[c]","35570","33300"
"Leaver CS","2022","Project Delivery","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","10","[c]","41280","40000"
"Leaver CS","2022","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","20","[c]","41360","37170"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","25","[c]","54480","52630"
"Leaver CS","2022","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","20","[c]","47480","52120"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","10","[c]","41160","36530"
"Leaver CS","2022","Property","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","15","[c]","46900","45330"
"Leaver CS","2022","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","250","[c]","28460","22130"
"Leaver CS","2022","Property","Ministry of Defence","205","[c]","31520","30000"
"Leaver CS","2022","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","25","[c]","31090","26900"
"Leaver CS","2022","Property","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","75","[c]","32950","32000"
"Leaver CS","2022","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","15","[c]","32030","29320"
"Leaver CS","2022","Security","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","20","[c]","34600","33390"
"Leaver CS","2022","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","655","[c]","31570","28080"
"Leaver CS","2022","Security","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","40","[c]","32500","24030"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","20","[c]","39750","33370"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","30","[c]","32520","26050"
"Leaver CS","2022","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","1310","[c]","26580","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","200","[c]","[c]","[c]"
