"Status","Year","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Student Awards Agency for Scotland","Outside London","Female","130","120","30430","27230"
"In post","2022","Student Awards Agency for Scotland","Outside London","Male","100","100","32980","30040"
"In post","2022","Submarine Delivery Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Outside London","Female","595","560","37960","34850"
"In post","2022","Submarine Delivery Agency","Outside London","Male","1335","1320","42470","40270"
"In post","2022","Submarine Delivery Agency","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Overseas","Male","15","15","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Outside London","Female","55","50","29580","26000"
"In post","2022","Teaching Regulation Agency","Outside London","Male","30","30","[c]","[c]"
"In post","2022","The Insolvency Service","London","Female","155","145","37550","33270"
"In post","2022","The Insolvency Service","London","Male","140","135","44050","43000"
"In post","2022","The Insolvency Service","Outside London","Female","830","775","30620","26290"
"In post","2022","The Insolvency Service","Outside London","Male","595","580","32840","31000"
"In post","2022","The National Archives","London","Female","305","285","35390","33910"
"In post","2022","The National Archives","London","Male","270","265","36030","32070"
"In post","2022","The National Archives","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Outside London","Female","235","225","42350","39660"
"In post","2022","Transport Scotland","Outside London","Male","290","290","47920","47490"
"In post","2022","UK Debt Management Office","London","Female","35","30","50940","44130"
"In post","2022","UK Debt Management Office","London","Male","80","80","61180","56000"
"In post","2022","UK Export Finance","London","Female","205","200","48460","41950"
"In post","2022","UK Export Finance","London","Male","265","265","56860","52500"
"In post","2022","UK Export Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2022","UK Export Finance","Outside London","Male","15","15","[c]","[c]"
"In post","2022","UK Health Security Agency","London","Female","1825","1715","44190","40070"
"In post","2022","UK Health Security Agency","London","Male","1020","985","50010","41990"
"In post","2022","UK Health Security Agency","Outside London","Female","2510","2265","38690","34530"
"In post","2022","UK Health Security Agency","Outside London","Male","1245","1195","44770","37450"
"In post","2022","UK Health Security Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Outside London","Female","310","285","34210","33290"
"In post","2022","UK Hydrographic Office","Outside London","Male","595","580","35820","33290"
"In post","2022","UK Hydrographic Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","London","Female","70","70","44280","40050"
"In post","2022","UK Space Agency","London","Male","70","70","49830","40220"
"In post","2022","UK Space Agency","Outside London","Female","60","60","42680","40050"
"In post","2022","UK Space Agency","Outside London","Male","60","60","46690","49080"
"In post","2022","UK Statistics Authority","London","Female","185","180","43980","39840"
"In post","2022","UK Statistics Authority","London","Male","150","145","47290","41340"
"In post","2022","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Outside London","Female","3175","2770","32060","30210"
"In post","2022","UK Statistics Authority","Outside London","Male","2360","2160","34430","30710"
"In post","2022","UK Statistics Authority","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","London","Female","30","25","[c]","[c]"
"In post","2022","UK Supreme Court","London","Male","25","25","[c]","[c]"
"In post","2022","Valuation Office Agency","London","Female","345","315","39770","34810"
"In post","2022","Valuation Office Agency","London","Male","355","345","43370","38870"
"In post","2022","Valuation Office Agency","Outside London","Female","1645","1495","31940","27000"
"In post","2022","Valuation Office Agency","Outside London","Male","1510","1455","35240","31900"
"In post","2022","Vehicle Certification Agency","Outside London","Female","75","70","28740","26710"
"In post","2022","Vehicle Certification Agency","Outside London","Male","120","115","38770","37790"
"In post","2022","Vehicle Certification Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Outside London","Female","110","105","37820","35580"
"In post","2022","Veterinary Medicines Directorate","Outside London","Male","65","65","44760","47550"
"In post","2022","Water Services Regulation Authority","London","Female","40","35","64590","60000"
"In post","2022","Water Services Regulation Authority","London","Male","45","45","66170","66000"
"In post","2022","Water Services Regulation Authority","Outside London","Female","95","90","47990","40800"
"In post","2022","Water Services Regulation Authority","Outside London","Male","80","80","51760","50220"
"In post","2022","Welsh Government (excl. agencies)","London","Female","10","5","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Outside London","Female","3485","3230","40720","38160"
"In post","2022","Welsh Government (excl. agencies)","Outside London","Male","2375","2310","43570","38160"
"In post","2022","Welsh Government (excl. agencies)","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","Female","45","45","41910","38160"
"In post","2022","Welsh Revenue Authority","Outside London","Male","35","35","46680","41980"
"In post","2022","Wilton Park","Outside London","Female","75","65","35030","30700"
"In post","2022","Wilton Park","Outside London","Male","10","10","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","Female","155","[c]","27520","24920"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","Male","115","[c]","31860","27240"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","Female","235","[c]","49470","42860"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","Male","250","[c]","55570","54700"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","Female","70","[c]","43060","33300"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","Male","75","[c]","45990","33300"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","Female","35","[c]","48980","40600"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","Male","50","[c]","52360","50530"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","30","[c]","35790","31010"
"Leaver CS","2022","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","Male","35","[c]","37440","29990"
"Leaver CS","2022","Companies House","Outside London","Female","50","[c]","26820","22740"
"Leaver CS","2022","Companies House","Outside London","Male","35","[c]","35160","35800"
"Leaver CS","2022","Competition and Markets Authority","London","Female","50","[c]","54540","54320"
"Leaver CS","2022","Competition and Markets Authority","London","Male","40","[c]","51540","54070"
"Leaver CS","2022","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Outside London","Male","40","[c]","36800","31250"
"Leaver CS","2022","Crown Commercial Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Outside London","Female","70","[c]","33500","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Outside London","Male","40","[c]","33230","23230"
"Leaver CS","2022","Crown Prosecution Service","London","Female","70","[c]","39680","34320"
"Leaver CS","2022","Crown Prosecution Service","London","Male","45","[c]","49560","54580"
"Leaver CS","2022","Crown Prosecution Service","Outside London","Female","195","[c]","36830","28430"
"Leaver CS","2022","Crown Prosecution Service","Outside London","Male","110","[c]","43950","44040"
"Leaver CS","2022","Defence Electronics and Components Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Outside London","Female","265","[c]","31790","27000"
"Leaver CS","2022","Defence Equipment and Support","Outside London","Male","595","[c]","34390","31700"
"Leaver CS","2022","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Outside London","Female","90","[c]","34470","29850"
"Leaver CS","2022","Defence Science and Technology Laboratory","Outside London","Male","215","[c]","37310","38070"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","125","[c]","44490","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","155","[c]","49400","53380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Female","85","[c]","39210","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Male","65","[c]","46720","38020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Female","90","[c]","40240","33500"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Male","65","[c]","47100","40370"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","Female","105","[c]","36740","32300"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","Male","100","[c]","41660","37030"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","135","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","95","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","100","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","100","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Female","90","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Male","110","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","70","[c]","44890","39990"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","60","[c]","46110","42000"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","Female","90","[c]","44500","42470"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","Male","115","[c]","45780","43360"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Female","640","[c]","31830","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","Male","420","[c]","32780","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","Female","4665","[c]","25920","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Outside London","Male","2855","[c]","26710","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Female","45","[c]","28420","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Male","40","[c]","32480","27570"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","London","Female","240","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","London","Male","165","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Outside London","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Female","55","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","Female","245","[c]","23170","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","Male","170","[c]","26460","21840"
"Leaver CS","2022","Driver and Vehicle Standards Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","London","Male","30","[c]","30060","30530"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Outside London","Female","110","[c]","27660","26470"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Outside London","Male","310","[c]","28610","26780"
"Leaver CS","2022","Education and Skills Funding Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Outside London","Male","35","[c]","42840","37100"
"Leaver CS","2022","Education Scotland","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Outside London","Male","35","[c]","41890","37810"
"Leaver CS","2022","FCDO Services","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","Male","50","[c]","33160","29680"
"Leaver CS","2022","Food Standards Scotland","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","110","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","135","[c]","49960","51500"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","35","[c]","39440","33930"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Outside London","Female","40","[c]","29590","25940"
"Leaver CS","2022","Forestry and Land Scotland","Outside London","Male","70","[c]","30190","27360"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","London","Female","120","[c]","52440","51250"
"Leaver CS","2022","Government Legal Department","London","Male","75","[c]","51480","51250"
"Leaver CS","2022","Government Legal Department","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Outside London","Female","100","[c]","36040","30710"
"Leaver CS","2022","Health and Safety Executive","Outside London","Male","95","[c]","44280","43970"
"Leaver CS","2022","HM Courts and Tribunals Service","London","Female","355","[c]","26590","23720"
"Leaver CS","2022","HM Courts and Tribunals Service","London","Male","215","[c]","27820","23720"
"Leaver CS","2022","HM Courts and Tribunals Service","Outside London","Female","1000","[c]","22420","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Outside London","Male","470","[c]","23560","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Outside London","Female","205","[c]","31280","27130"
"Leaver CS","2022","HM Land Registry","Outside London","Male","155","[c]","34780","33840"
"Leaver CS","2022","HM Prison and Probation Service","London","Female","435","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","London","Male","320","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Outside London","Female","2960","[c]","30610","26310"
"Leaver CS","2022","HM Prison and Probation Service","Outside London","Male","3255","[c]","33550","31650"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Female","175","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","London","Female","245","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","London","Male","235","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","Female","2375","[c]","28750","26820"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","Male","1840","[c]","34350","28920"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","London","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","London","Male","95","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","London","Female","445","[c]","36620","30120"
"Leaver CS","2022","Home Office","London","Male","400","[c]","40910","35050"
"Leaver CS","2022","Home Office","Outside London","Female","580","[c]","26270","24890"
"Leaver CS","2022","Home Office","Outside London","Male","655","[c]","28600","25040"
"Leaver CS","2022","Home Office","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Outside London","Male","40","[c]","35710","24030"
"Leaver CS","2022","Legal Aid Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Outside London","Female","70","[c]","28930","26470"
"Leaver CS","2022","Maritime and Coastguard Agency","Outside London","Male","90","[c]","38940","33150"
"Leaver CS","2022","Maritime and Coastguard Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","London","Female","135","[c]","44160","33460"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","London","Male","85","[c]","57650","53620"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Outside London","Female","40","[c]","31820","32730"
"Leaver CS","2022","Met Office","Outside London","Male","90","[c]","36430","36730"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","London","Female","100","[c]","35370","34000"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","London","Male","160","[c]","42390","37640"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Outside London","Female","1215","[c]","28820","23280"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Outside London","Male","1815","[c]","31620","28750"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Overseas","Female","35","[c]","39080","39580"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Overseas","Male","30","[c]","46840","41090"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","London","Female","170","[c]","42900","37660"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","London","Male","120","[c]","45840","41750"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Outside London","Female","70","[c]","35260","30450"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Outside London","Male","60","[c]","39850","41100"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","Female","40","[c]","48780","39840"
"Leaver CS","2022","National Crime Agency","London","Male","60","[c]","51070","46460"
"Leaver CS","2022","National Crime Agency","Outside London","Female","80","[c]","34420","34140"
"Leaver CS","2022","National Crime Agency","Outside London","Male","130","[c]","40820","39550"
"Leaver CS","2022","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","London","Female","[c]","[c]","[c]","[c]"
