"Status","Year","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Food Standards Agency","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","Female","110","[c]","32500","30350"
"New entrant CS","2022","Food Standards Agency","Outside London","Male","55","[c]","33410","30350"
"New entrant CS","2022","Food Standards Scotland","Outside London","Female","45","[c]","31760","31540"
"New entrant CS","2022","Food Standards Scotland","Outside London","Male","40","[c]","34460","27230"
"New entrant CS","2022","Government Actuary's Department","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","Female","205","[c]","40840","43920"
"New entrant CS","2022","Government Legal Department","London","Male","100","[c]","38590","43920"
"New entrant CS","2022","Government Legal Department","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","Male","30","[c]","51460","50000"
"New entrant CS","2022","Health and Safety Executive","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","Female","140","[c]","29370","26370"
"New entrant CS","2022","Health and Safety Executive","Outside London","Male","145","[c]","38570","31660"
"New entrant CS","2022","HM Courts and Tribunals Service","London","Female","290","[c]","28740","23720"
"New entrant CS","2022","HM Courts and Tribunals Service","London","Male","150","[c]","29580","27360"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","Female","955","[c]","22340","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","Male","495","[c]","23670","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Outside London","Female","285","[c]","25880","22600"
"New entrant CS","2022","HM Land Registry","Outside London","Male","175","[c]","27240","27130"
"New entrant CS","2022","HM Prison and Probation Service","London","Female","1195","[c]","31770","30200"
"New entrant CS","2022","HM Prison and Probation Service","London","Male","675","[c]","32900","30520"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","Female","8335","[c]","26080","24090"
"New entrant CS","2022","HM Prison and Probation Service","Outside London","Male","4720","[c]","26440","24430"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Female","200","[c]","28480","24780"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Male","70","[c]","29080","26310"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","Female","345","[c]","36510","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","London","Male","365","[c]","36380","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","Female","3765","[c]","25320","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Outside London","Male","3530","[c]","26900","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","Female","115","[c]","31630","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","London","Male","100","[c]","33800","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","Female","45","[c]","33110","29320"
"New entrant CS","2022","HM Treasury (excl. agencies)","Outside London","Male","30","[c]","33970","29320"
"New entrant CS","2022","HM Treasury (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","London","Female","450","[c]","33480","28650"
"New entrant CS","2022","Home Office","London","Male","415","[c]","36290","32390"
"New entrant CS","2022","Home Office","Outside London","Female","770","[c]","26000","24880"
"New entrant CS","2022","Home Office","Outside London","Male","925","[c]","28320","24880"
"New entrant CS","2022","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","Female","35","[c]","40070","36570"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Outside London","Female","115","[c]","27410","24030"
"New entrant CS","2022","Intellectual Property Office","Outside London","Male","110","[c]","30440","24030"
"New entrant CS","2022","Legal Aid Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Outside London","Female","55","[c]","22020","20970"
"New entrant CS","2022","Legal Aid Agency","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Outside London","Female","70","[c]","28980","26840"
"New entrant CS","2022","Maritime and Coastguard Agency","Outside London","Male","115","[c]","32750","26840"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","London","Female","30","[c]","43830","32640"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Outside London","Female","90","[c]","29400","24150"
"New entrant CS","2022","Met Office","Outside London","Male","130","[c]","27030","24380"
"New entrant CS","2022","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","London","Female","135","[c]","34690","30450"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","London","Male","155","[c]","37840","37000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Outside London","Female","1120","[c]","28320","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Outside London","Male","1380","[c]","30160","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Overseas","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Overseas","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","London","Female","260","[c]","36810","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","London","Male","160","[c]","39320","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Outside London","Female","170","[c]","31540","30450"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Outside London","Male","140","[c]","36080","36050"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","London","Female","85","[c]","41820","37560"
"New entrant CS","2022","National Crime Agency","London","Male","85","[c]","40540","37560"
"New entrant CS","2022","National Crime Agency","Outside London","Female","150","[c]","32000","32770"
"New entrant CS","2022","National Crime Agency","Outside London","Male","190","[c]","36610","34140"
"New entrant CS","2022","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Outside London","Female","35","[c]","36160","36130"
"New entrant CS","2022","National Records of Scotland","Outside London","Male","40","[c]","36680","30110"
"New entrant CS","2022","National Savings and Investments","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","Female","35","[c]","43170","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Female","140","[c]","49330","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Male","55","[c]","51550","51360"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","Female","120","[c]","37730","32320"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","Male","130","[c]","40640","32320"
"New entrant CS","2022","Office of Gas and Electricity Markets","Outside London","Female","100","[c]","32030","26420"
"New entrant CS","2022","Office of Gas and Electricity Markets","Outside London","Male","110","[c]","32270","24900"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Female","40","[c]","36090","37270"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Outside London","Female","110","[c]","22340","20970"
"New entrant CS","2022","Office of the Public Guardian","Outside London","Male","100","[c]","22010","20970"
"New entrant CS","2022","Office of the Public Guardian","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Outside London","Female","35","[c]","31150","32780"
"New entrant CS","2022","Planning Inspectorate","Outside London","Male","40","[c]","33820","32780"
"New entrant CS","2022","Public Health England","London","Female","105","[c]","41160","38150"
"New entrant CS","2022","Public Health England","London","Male","45","[c]","39780","32330"
"New entrant CS","2022","Public Health England","Outside London","Female","85","[c]","37880","34500"
"New entrant CS","2022","Public Health England","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Outside London","Female","35","[c]","26490","22780"
"New entrant CS","2022","Registers of Scotland","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","Unknown","Female","35","[c]","20570","16190"
"New entrant CS","2022","Royal Fleet Auxiliary","Unknown","Male","120","[c]","20600","16190"
"New entrant CS","2022","Rural Payments Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Outside London","Female","300","[c]","21740","21300"
"New entrant CS","2022","Rural Payments Agency","Outside London","Male","235","[c]","22190","21300"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Outside London","Female","215","[c]","23230","22000"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Outside London","Male","90","[c]","25220","22000"
"New entrant CS","2022","Scottish Fiscal Commission","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Outside London","Female","850","[c]","35120","31540"
"New entrant CS","2022","Scottish Government (excl. agencies)","Outside London","Male","600","[c]","35040","31540"
"New entrant CS","2022","Scottish Housing Regulator","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Outside London","Female","195","[c]","22910","21640"
"New entrant CS","2022","Scottish Prison Service","Outside London","Male","205","[c]","23200","21640"
"New entrant CS","2022","Scottish Public Pensions Agency","Outside London","Female","35","[c]","24820","24400"
"New entrant CS","2022","Scottish Public Pensions Agency","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Outside London","Female","865","[c]","27410","27230"
"New entrant CS","2022","Social Security Scotland","Outside London","Male","530","[c]","27030","27230"
"New entrant CS","2022","Standards and Testing Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Outside London","Female","65","[c]","33030","30000"
"New entrant CS","2022","Submarine Delivery Agency","Outside London","Male","170","[c]","36340","33000"
"New entrant CS","2022","Teaching Regulation Agency","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Outside London","Female","30","[c]","25760","21130"
"New entrant CS","2022","The Insolvency Service","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","London","Female","55","[c]","31740","28040"
"New entrant CS","2022","The National Archives","London","Male","40","[c]","32280","28040"
"New entrant CS","2022","Transport Scotland","Outside London","Female","30","[c]","35710","31540"
"New entrant CS","2022","Transport Scotland","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","London","Female","65","[c]","41450","34180"
"New entrant CS","2022","UK Export Finance","London","Male","50","[c]","45240","44080"
"New entrant CS","2022","UK Export Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","London","Female","650","[c]","38190","32330"
"New entrant CS","2022","UK Health Security Agency","London","Male","335","[c]","41560","32790"
"New entrant CS","2022","UK Health Security Agency","Outside London","Female","725","[c]","34190","28970"
"New entrant CS","2022","UK Health Security Agency","Outside London","Male","365","[c]","36780","30460"
"New entrant CS","2022","UK Hydrographic Office","Outside London","Female","45","[c]","26420","20420"
"New entrant CS","2022","UK Hydrographic Office","Outside London","Male","80","[c]","29630","26740"
"New entrant CS","2022","UK Space Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Space Agency","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Space Agency","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Space Agency","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Outside London","Female","540","[c]","28000","27030"
"New entrant CS","2022","UK Statistics Authority","Outside London","Male","435","[c]","29300","30210"
"New entrant CS","2022","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Valuation Office Agency","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Valuation Office Agency","London","Male","35","[c]","31970","29000"
"New entrant CS","2022","Valuation Office Agency","Outside London","Female","240","[c]","25320","22010"
"New entrant CS","2022","Valuation Office Agency","Outside London","Male","200","[c]","25670","25000"
"New entrant CS","2022","Vehicle Certification Agency","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Vehicle Certification Agency","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Veterinary Medicines Directorate","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Veterinary Medicines Directorate","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government (excl. agencies)","Outside London","Female","210","[c]","34240","31210"
"New entrant CS","2022","Welsh Government (excl. agencies)","Outside London","Male","140","[c]","35640","31210"
"New entrant CS","2022","Welsh Revenue Authority","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wilton Park","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Organisation","Executive Agencies, Ministerial and Non-Ministerial Departments, Crown Non-departmental Public Bodies.","","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed it's name to the Department for Levelling Up, Housing and Communities.","","","","","","",""
"","On 1 October 2021, Public Health England was dissolved and its staff were transferred into either the newly created UK Health Security Agency, the NHS or the Department for Health and Social Care (excl. agencies). In addition to this the DHSC have been offboarding Test and Trace staff as well as onboarding the former PHE staff onto their system and so caution should be advised when interpretting data at DHSC as they are currently undertaking data cleansing exercises. PHE only includes entrants and leavers up to 30 September 2021 and UKHSA only inlcudes entrants and leavers from 1 October to 31 March 2022.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
