"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Work and Pensions","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department of Health and Social Care","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department of Health and Social Care","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department of Health and Social Care","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Home Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Defence","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","EO","55","[c]","27900","27570"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","SEO/HEO","35","[c]","35610","35310"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","AA/AO","45","[c]","21100","20010"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","EO","45","[c]","26790","26880"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","G6/G7","170","[c]","58880","55310"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","SCS level","30","[c]","101870","96930"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","SEO/HEO","185","[c]","37130","37490"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","SEO/HEO","40","[c]","37940","38070"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
