"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Legal","AA/AO","Male","35","35","22600","22080"
"In post","2022","50-59","Legal","EO","Female","195","180","28890","28920"
"In post","2022","50-59","Legal","EO","Male","155","155","29150","28920"
"In post","2022","50-59","Legal","G6/G7","Female","995","900","61510","61010"
"In post","2022","50-59","Legal","G6/G7","Male","785","770","62270","61440"
"In post","2022","50-59","Legal","SCS level","Female","100","100","89240","83370"
"In post","2022","50-59","Legal","SCS level","Male","85","80","91170","83830"
"In post","2022","50-59","Legal","SEO/HEO","Female","630","570","41100","40520"
"In post","2022","50-59","Legal","SEO/HEO","Male","560","550","40010","39500"
"In post","2022","50-59","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Medicine","AA/AO","Female","55","50","22760","23280"
"In post","2022","50-59","Medicine","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","50-59","Medicine","EO","Female","70","60","32330","31530"
"In post","2022","50-59","Medicine","EO","Male","25","25","[c]","[c]"
"In post","2022","50-59","Medicine","G6/G7","Female","150","130","74830","75970"
"In post","2022","50-59","Medicine","G6/G7","Male","90","80","78230","81410"
"In post","2022","50-59","Medicine","SCS level","Female","75","70","110530","113880"
"In post","2022","50-59","Medicine","SCS level","Male","50","45","116120","114000"
"In post","2022","50-59","Medicine","SEO/HEO","Female","155","140","40500","39030"
"In post","2022","50-59","Medicine","SEO/HEO","Male","55","50","41380","39640"
"In post","2022","50-59","Operational Delivery","AA/AO","Female","17440","14765","22110","21260"
"In post","2022","50-59","Operational Delivery","AA/AO","Male","10915","10310","24410","21860"
"In post","2022","50-59","Operational Delivery","EO","Female","16150","14405","27910","27570"
"In post","2022","50-59","Operational Delivery","EO","Male","10695","10285","29080","27570"
"In post","2022","50-59","Operational Delivery","G6/G7","Female","1555","1525","58350","55310"
"In post","2022","50-59","Operational Delivery","G6/G7","Male","1585","1575","62050","60120"
"In post","2022","50-59","Operational Delivery","SCS level","Female","190","185","90050","83190"
"In post","2022","50-59","Operational Delivery","SCS level","Male","205","205","96230","90000"
"In post","2022","50-59","Operational Delivery","SEO/HEO","Female","6790","6445","36390","35050"
"In post","2022","50-59","Operational Delivery","SEO/HEO","Male","5990","5860","39500","38160"
"In post","2022","50-59","Operational Delivery","Unknown","Female","3205","2980","31210","28200"
"In post","2022","50-59","Operational Delivery","Unknown","Male","1485","1400","32780","30200"
"In post","2022","50-59","Operational Research","AA/AO","Female","10","5","[c]","[c]"
"In post","2022","50-59","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Operational Research","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","50-59","Operational Research","G6/G7","Male","85","85","56970","57480"
"In post","2022","50-59","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Operational Research","SCS level","Male","5","5","[c]","[c]"
"In post","2022","50-59","Operational Research","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2022","50-59","Operational Research","SEO/HEO","Male","30","30","39780","40510"
"In post","2022","50-59","Other","AA/AO","Female","2380","2190","21530","21260"
"In post","2022","50-59","Other","AA/AO","Male","1495","1465","21090","20970"
"In post","2022","50-59","Other","EO","Female","1580","1470","27450","27570"
"In post","2022","50-59","Other","EO","Male","1270","1255","27600","27570"
"In post","2022","50-59","Other","G6/G7","Female","245","230","60440","57430"
"In post","2022","50-59","Other","G6/G7","Male","380","375","61830","60310"
"In post","2022","50-59","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other","SCS level","Female","60","60","93840","84860"
"In post","2022","50-59","Other","SCS level","Male","70","70","104950","94110"
"In post","2022","50-59","Other","SEO/HEO","Female","1085","1035","36410","35070"
"In post","2022","50-59","Other","SEO/HEO","Male","1170","1160","36970","36180"
"In post","2022","50-59","Other","Unknown","Female","40","40","[c]","[c]"
"In post","2022","50-59","Other","Unknown","Male","500","500","42760","38310"
"In post","2022","50-59","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","50-59","Planning","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","50-59","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","50-59","Planning","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","50-59","Planning Inspectors","G6/G7","Female","60","50","57710","58810"
"In post","2022","50-59","Planning Inspectors","G6/G7","Male","65","60","58670","58810"
"In post","2022","50-59","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Policy","AA/AO","Female","140","130","24110","24310"
"In post","2022","50-59","Policy","AA/AO","Male","65","65","24460","24630"
"In post","2022","50-59","Policy","EO","Female","390","375","28980","29080"
"In post","2022","50-59","Policy","EO","Male","210","205","29570","29430"
"In post","2022","50-59","Policy","G6/G7","Female","1120","1080","59580","58690"
"In post","2022","50-59","Policy","G6/G7","Male","1285","1270","60760","60080"
"In post","2022","50-59","Policy","SCS level","Female","210","200","90330","79870"
"In post","2022","50-59","Policy","SCS level","Male","300","295","92510","82290"
"In post","2022","50-59","Policy","SEO/HEO","Female","1220","1160","38490","38160"
"In post","2022","50-59","Policy","SEO/HEO","Male","1055","1045","39100","38640"
"In post","2022","50-59","Policy","Unknown","Female","10","10","[c]","[c]"
"In post","2022","50-59","Policy","Unknown","Male","5","5","[c]","[c]"
"In post","2022","50-59","Project Delivery","AA/AO","Female","120","95","21930","21260"
"In post","2022","50-59","Project Delivery","AA/AO","Male","40","40","22100","21260"
"In post","2022","50-59","Project Delivery","EO","Female","215","190","27890","27570"
"In post","2022","50-59","Project Delivery","EO","Male","105","100","28030","27570"
"In post","2022","50-59","Project Delivery","G6/G7","Female","725","710","57720","55210"
"In post","2022","50-59","Project Delivery","G6/G7","Male","955","945","58960","56380"
"In post","2022","50-59","Project Delivery","SCS level","Female","70","70","89650","82010"
"In post","2022","50-59","Project Delivery","SCS level","Male","100","100","96350","86950"
"In post","2022","50-59","Project Delivery","SEO/HEO","Female","1235","1180","37500","37720"
"In post","2022","50-59","Project Delivery","SEO/HEO","Male","1055","1040","38770","40000"
"In post","2022","50-59","Project Delivery","Unknown","Female","30","30","49350","45500"
"In post","2022","50-59","Project Delivery","Unknown","Male","100","100","54970","55000"
"In post","2022","50-59","Property","AA/AO","Female","150","135","20900","21300"
"In post","2022","50-59","Property","AA/AO","Male","195","190","19780","19010"
"In post","2022","50-59","Property","EO","Female","260","240","27770","27000"
"In post","2022","50-59","Property","EO","Male","230","225","27770","27000"
"In post","2022","50-59","Property","G6/G7","Female","190","185","58150","57150"
"In post","2022","50-59","Property","G6/G7","Male","455","455","59870","58250"
"In post","2022","50-59","Property","SCS level","Female","15","15","[c]","[c]"
"In post","2022","50-59","Property","SCS level","Male","35","35","91520","84960"
"In post","2022","50-59","Property","SEO/HEO","Female","465","440","37470","35880"
"In post","2022","50-59","Property","SEO/HEO","Male","725","715","39470","39270"
"In post","2022","50-59","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","AA/AO","Female","15","10","[c]","[c]"
"In post","2022","50-59","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","EO","Female","30","30","27400","27380"
"In post","2022","50-59","Psychology","EO","Male","15","15","[c]","[c]"
"In post","2022","50-59","Psychology","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","50-59","Psychology","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","50-59","Psychology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","SEO/HEO","Female","50","45","42990","43870"
"In post","2022","50-59","Psychology","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","50-59","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Science and Engineering","AA/AO","Female","50","45","22490","21830"
"In post","2022","50-59","Science and Engineering","AA/AO","Male","230","230","22230","22750"
"In post","2022","50-59","Science and Engineering","EO","Female","75","70","26370","26370"
"In post","2022","50-59","Science and Engineering","EO","Male","290","285","27070","26670"
"In post","2022","50-59","Science and Engineering","G6/G7","Female","275","255","57340","55300"
"In post","2022","50-59","Science and Engineering","G6/G7","Male","820","805","57420","57330"
"In post","2022","50-59","Science and Engineering","SCS level","Female","15","15","[c]","[c]"
"In post","2022","50-59","Science and Engineering","SCS level","Male","30","30","[c]","[c]"
"In post","2022","50-59","Science and Engineering","SEO/HEO","Female","375","335","38150","38710"
"In post","2022","50-59","Science and Engineering","SEO/HEO","Male","1135","1120","39510","39890"
"In post","2022","50-59","Science and Engineering","Unknown","Female","10","10","[c]","[c]"
"In post","2022","50-59","Science and Engineering","Unknown","Male","150","150","53530","48680"
"In post","2022","50-59","Security","AA/AO","Female","275","265","24500","21170"
"In post","2022","50-59","Security","AA/AO","Male","1635","1620","27410","21850"
"In post","2022","50-59","Security","EO","Female","110","105","29320","27570"
"In post","2022","50-59","Security","EO","Male","315","315","37670","43920"
"In post","2022","50-59","Security","G6/G7","Female","70","70","57560","55210"
"In post","2022","50-59","Security","G6/G7","Male","130","130","60360","59090"
"In post","2022","50-59","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","SCS level","Male","10","10","[c]","[c]"
"In post","2022","50-59","Security","SEO/HEO","Female","230","220","38970","36960"
"In post","2022","50-59","Security","SEO/HEO","Male","490","490","42360","39000"
"In post","2022","50-59","Security","Unknown","Female","15","10","[c]","[c]"
"In post","2022","50-59","Security","Unknown","Male","45","45","33160","27370"
"In post","2022","50-59","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","G6/G7","Female","30","30","62220","61000"
"In post","2022","50-59","Social Research","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","50-59","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2022","50-59","Social Research","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","50-59","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","EO","Female","10","10","[c]","[c]"
"In post","2022","50-59","Statistics","EO","Male","20","20","[c]","[c]"
"In post","2022","50-59","Statistics","G6/G7","Female","50","45","60950","59730"
"In post","2022","50-59","Statistics","G6/G7","Male","85","80","61570","61210"
"In post","2022","50-59","Statistics","SCS level","Female","10","10","[c]","[c]"
"In post","2022","50-59","Statistics","SCS level","Male","10","10","[c]","[c]"
"In post","2022","50-59","Statistics","SEO/HEO","Female","35","30","37870","37930"
"In post","2022","50-59","Statistics","SEO/HEO","Male","80","75","39460","38380"
"In post","2022","50-59","Tax","AA/AO","Female","280","255","21590","21250"
"In post","2022","50-59","Tax","AA/AO","Male","170","160","21630","21250"
"In post","2022","50-59","Tax","EO","Female","515","465","28510","27570"
"In post","2022","50-59","Tax","EO","Male","390","380","28470","26820"
"In post","2022","50-59","Tax","G6/G7","Female","395","380","59960","55800"
"In post","2022","50-59","Tax","G6/G7","Male","520","510","61540","58710"
"In post","2022","50-59","Tax","SCS level","Female","15","15","[c]","[c]"
"In post","2022","50-59","Tax","SCS level","Male","20","20","[c]","[c]"
"In post","2022","50-59","Tax","SEO/HEO","Female","1170","1105","37300","37930"
"In post","2022","50-59","Tax","SEO/HEO","Male","1070","1050","37630","37930"
"In post","2022","50-59","Unknown","AA/AO","Female","530","490","23210","23230"
"In post","2022","50-59","Unknown","AA/AO","Male","435","420","24420","23230"
"In post","2022","50-59","Unknown","EO","Female","495","470","28540","27940"
"In post","2022","50-59","Unknown","EO","Male","395","390","29540","30040"
"In post","2022","50-59","Unknown","G6/G7","Female","1045","1015","63410","62170"
"In post","2022","50-59","Unknown","G6/G7","Male","955","950","65170","64500"
"In post","2022","50-59","Unknown","SCS level","Female","185","180","98040","91090"
"In post","2022","50-59","Unknown","SCS level","Male","265","260","109140","101600"
"In post","2022","50-59","Unknown","SEO/HEO","Female","1120","1070","39330","39030"
"In post","2022","50-59","Unknown","SEO/HEO","Male","990","975","40270","39660"
"In post","2022","50-59","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","50-59","Veterinarian","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","50-59","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","SEO/HEO","Female","30","30","43950","44730"
"In post","2022","50-59","Veterinarian","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","60-64","Commercial","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","60-64","Commercial","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","60-64","Commercial","EO","Female","30","25","26910","26780"
"In post","2022","60-64","Commercial","EO","Male","20","15","[c]","[c]"
"In post","2022","60-64","Commercial","G6/G7","Female","25","20","[c]","[c]"
"In post","2022","60-64","Commercial","G6/G7","Male","35","30","62110","60490"
"In post","2022","60-64","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","SEO/HEO","Female","95","85","37970","38500"
"In post","2022","60-64","Commercial","SEO/HEO","Male","95","85","38620","39020"
"In post","2022","60-64","Commercial","Unknown","Female","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","Unknown","Male","5","5","[c]","[c]"
"In post","2022","60-64","Communications","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Communications","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","60-64","Communications","EO","Female","15","15","[c]","[c]"
"In post","2022","60-64","Communications","EO","Male","20","15","[c]","[c]"
"In post","2022","60-64","Communications","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","60-64","Communications","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","60-64","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","SEO/HEO","Female","35","35","38560","37930"
"In post","2022","60-64","Communications","SEO/HEO","Male","35","35","37590","36950"
"In post","2022","60-64","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","AA/AO","Female","135","95","22540","21760"
"In post","2022","60-64","Counter Fraud","AA/AO","Male","65","55","22420","21260"
"In post","2022","60-64","Counter Fraud","EO","Female","295","215","28240","27570"
"In post","2022","60-64","Counter Fraud","EO","Male","195","145","27950","27570"
"In post","2022","60-64","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","60-64","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","SEO/HEO","Female","45","40","35340","34290"
"In post","2022","60-64","Counter Fraud","SEO/HEO","Male","80","65","36900","35800"
"In post","2022","60-64","Digital, Data and Technology","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","AA/AO","Male","30","30","22730","21830"
"In post","2022","60-64","Digital, Data and Technology","EO","Female","85","70","27850","27570"
"In post","2022","60-64","Digital, Data and Technology","EO","Male","160","135","28270","27570"
"In post","2022","60-64","Digital, Data and Technology","G6/G7","Female","70","65","56330","55210"
"In post","2022","60-64","Digital, Data and Technology","G6/G7","Male","190","180","59650","58710"
"In post","2022","60-64","Digital, Data and Technology","SCS level","Female","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","SCS level","Male","10","10","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","SEO/HEO","Female","165","140","36990","36740"
"In post","2022","60-64","Digital, Data and Technology","SEO/HEO","Male","380","340","39190","38450"
"In post","2022","60-64","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","60-64","Economics","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","60-64","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","AA/AO","Female","80","65","22240","21830"
"In post","2022","60-64","Finance","AA/AO","Male","30","30","21820","21790"
"In post","2022","60-64","Finance","EO","Female","135","115","27490","26930"
"In post","2022","60-64","Finance","EO","Male","65","65","27700","26930"
"In post","2022","60-64","Finance","G6/G7","Female","50","45","57890","55360"
"In post","2022","60-64","Finance","G6/G7","Male","80","70","60340","59560"
"In post","2022","60-64","Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2022","60-64","Finance","SCS level","Male","10","10","[c]","[c]"
"In post","2022","60-64","Finance","SEO/HEO","Female","185","160","37800","36460"
"In post","2022","60-64","Finance","SEO/HEO","Male","235","215","39570","39990"
"In post","2022","60-64","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","Unknown","Male","10","10","[c]","[c]"
"In post","2022","60-64","Geography","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","EO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Geography","EO","Male","10","5","[c]","[c]"
"In post","2022","60-64","Geography","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Geography","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","60-64","Human Resources","AA/AO","Female","95","80","22150","21830"
"In post","2022","60-64","Human Resources","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","60-64","Human Resources","EO","Female","85","70","27720","26980"
"In post","2022","60-64","Human Resources","EO","Male","35","30","28850","28750"
"In post","2022","60-64","Human Resources","G6/G7","Female","60","55","59040","56540"
"In post","2022","60-64","Human Resources","G6/G7","Male","25","20","[c]","[c]"
"In post","2022","60-64","Human Resources","SCS level","Female","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","SEO/HEO","Female","170","140","37550","36670"
"In post","2022","60-64","Human Resources","SEO/HEO","Male","110","95","38110","37920"
"In post","2022","60-64","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","G6/G7","Female","35","35","75040","75500"
"In post","2022","60-64","Inspector of Education and Training","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","EO","Female","30","25","28540","27870"
"In post","2022","60-64","Intelligence Analysis","EO","Male","55","45","28590","28350"
"In post","2022","60-64","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","SEO/HEO","Male","40","35","40490","39420"
"In post","2022","60-64","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","60-64","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","60-64","Internal Audit","SEO/HEO","Male","30","25","41160","43290"
"In post","2022","60-64","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","60-64","International Trade","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","60-64","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","60-64","International Trade","SEO/HEO","Male","15","10","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","AA/AO","Female","35","35","22650","21380"
"In post","2022","60-64","Knowledge and Information Management","AA/AO","Male","25","20","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","EO","Female","30","30","28030","27570"
"In post","2022","60-64","Knowledge and Information Management","EO","Male","25","25","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","SEO/HEO","Female","40","35","37490","37840"
"In post","2022","60-64","Knowledge and Information Management","SEO/HEO","Male","40","40","39220","38230"
"In post","2022","60-64","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","60-64","Legal","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","60-64","Legal","EO","Female","55","40","28810","28920"
"In post","2022","60-64","Legal","EO","Male","40","35","29140","28920"
"In post","2022","60-64","Legal","G6/G7","Female","180","155","62620","62140"
"In post","2022","60-64","Legal","G6/G7","Male","185","155","62950","62590"
"In post","2022","60-64","Legal","SCS level","Female","15","15","[c]","[c]"
"In post","2022","60-64","Legal","SCS level","Male","10","10","[c]","[c]"
"In post","2022","60-64","Legal","SEO/HEO","Female","85","65","43270","43810"
"In post","2022","60-64","Legal","SEO/HEO","Male","115","90","41830","40910"
"In post","2022","60-64","Medicine","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","60-64","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","EO","Female","20","15","[c]","[c]"
"In post","2022","60-64","Medicine","EO","Male","10","10","[c]","[c]"
"In post","2022","60-64","Medicine","G6/G7","Female","20","15","[c]","[c]"
"In post","2022","60-64","Medicine","G6/G7","Male","40","35","81690","81410"
"In post","2022","60-64","Medicine","SCS level","Female","20","15","[c]","[c]"
"In post","2022","60-64","Medicine","SCS level","Male","25","25","[c]","[c]"
"In post","2022","60-64","Medicine","SEO/HEO","Female","40","35","40730","39030"
"In post","2022","60-64","Medicine","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","60-64","Operational Delivery","AA/AO","Female","7060","5370","21850","21260"
"In post","2022","60-64","Operational Delivery","AA/AO","Male","3910","3240","23570","21680"
"In post","2022","60-64","Operational Delivery","EO","Female","4655","3555","28040","27570"
"In post","2022","60-64","Operational Delivery","EO","Male","3115","2515","29190","27570"
"In post","2022","60-64","Operational Delivery","G6/G7","Female","215","190","59010","55430"
"In post","2022","60-64","Operational Delivery","G6/G7","Male","275","250","62770","60910"
"In post","2022","60-64","Operational Delivery","SCS level","Female","20","20","[c]","[c]"
"In post","2022","60-64","Operational Delivery","SCS level","Male","35","35","106980","103000"
"In post","2022","60-64","Operational Delivery","SEO/HEO","Female","1375","1115","36230","34500"
"In post","2022","60-64","Operational Delivery","SEO/HEO","Male","1380","1120","39510","37290"
"In post","2022","60-64","Operational Delivery","Unknown","Female","1085","925","30010","28200"
"In post","2022","60-64","Operational Delivery","Unknown","Male","585","520","32670","30880"
"In post","2022","60-64","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
