"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Scottish Prison Service","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Finance","AA/AO","10","10","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Human Resources","AA/AO","10","10","24750","24990"
"In post","2022","40-49","Scottish Prison Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Operational Delivery","AA/AO","170","165","25410","26900"
"In post","2022","40-49","Scottish Prison Service","Operational Delivery","EO","320","315","34280","35000"
"In post","2022","40-49","Scottish Prison Service","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Operational Delivery","SEO/HEO","70","70","40570","40290"
"In post","2022","40-49","Scottish Prison Service","Other","AA/AO","60","55","25710","26900"
"In post","2022","40-49","Scottish Prison Service","Other","EO","10","10","34630","35000"
"In post","2022","40-49","Scottish Prison Service","Other","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Other","SEO/HEO","35","30","42920","44150"
"In post","2022","40-49","Scottish Prison Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Psychology","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Psychology","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","Unknown","AA/AO","30","30","25240","25930"
"In post","2022","40-49","Scottish Public Pensions Agency","Unknown","EO","20","15","29420","30040"
"In post","2022","40-49","Scottish Public Pensions Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","Unknown","SEO/HEO","20","20","40400","39660"
"In post","2022","40-49","Serious Fraud Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Counter Fraud","G6/G7","20","20","65010","66330"
"In post","2022","40-49","Serious Fraud Office","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Counter Fraud","SEO/HEO","20","20","39250","40270"
"In post","2022","40-49","Serious Fraud Office","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Digital, Data and Technology","SEO/HEO","10","10","42110","41130"
"In post","2022","40-49","Serious Fraud Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Legal","G6/G7","20","15","58010","56010"
"In post","2022","40-49","Serious Fraud Office","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Policy","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","Unknown","AA/AO","145","140","22170","22140"
"In post","2022","40-49","Social Security Scotland","Unknown","EO","215","205","27760","27230"
"In post","2022","40-49","Social Security Scotland","Unknown","G6/G7","65","65","62100","62170"
"In post","2022","40-49","Social Security Scotland","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","Unknown","SEO/HEO","185","180","36600","34600"
"In post","2022","40-49","Standards and Testing Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","Operational Delivery","G6/G7","10","10","55800","54400"
"In post","2022","40-49","Standards and Testing Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","Operational Delivery","SEO/HEO","15","10","39190","37150"
"In post","2022","40-49","Standards and Testing Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","Policy","SEO/HEO","10","5","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","Unknown","AA/AO","10","10","23100","23230"
"In post","2022","40-49","Student Awards Agency for Scotland","Unknown","EO","10","10","29890","27580"
"In post","2022","40-49","Student Awards Agency for Scotland","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","Unknown","SEO/HEO","30","25","40850","40130"
"In post","2022","40-49","Submarine Delivery Agency","Commercial","Unknown","35","35","42770","40580"
"In post","2022","40-49","Submarine Delivery Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Submarine Delivery Agency","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Submarine Delivery Agency","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Submarine Delivery Agency","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Submarine Delivery Agency","Knowledge and Information Management","Unknown","10","10","34840","34350"
"In post","2022","40-49","Submarine Delivery Agency","Operational Delivery","Unknown","80","75","38120","35980"
"In post","2022","40-49","Submarine Delivery Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Submarine Delivery Agency","Project Delivery","Unknown","140","140","47140","42380"
"In post","2022","40-49","Submarine Delivery Agency","Science and Engineering","Unknown","105","105","50690","50760"
"In post","2022","40-49","Submarine Delivery Agency","Security","Unknown","10","10","37780","34500"
"In post","2022","40-49","Teaching Regulation Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Counter Fraud","SEO/HEO","80","75","37840","38910"
"In post","2022","40-49","The Insolvency Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Digital, Data and Technology","SEO/HEO","10","10","40590","41870"
"In post","2022","40-49","The Insolvency Service","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Intelligence Analysis","SEO/HEO","10","5","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Legal","G6/G7","10","10","57340","55260"
"In post","2022","40-49","The Insolvency Service","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Legal","SEO/HEO","10","10","40480","39490"
"In post","2022","40-49","The Insolvency Service","Operational Delivery","AA/AO","135","120","21390","21130"
"In post","2022","40-49","The Insolvency Service","Operational Delivery","EO","40","40","26250","26290"
"In post","2022","40-49","The Insolvency Service","Operational Delivery","G6/G7","15","15","55560","51510"
"In post","2022","40-49","The Insolvency Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Operational Delivery","SEO/HEO","115","110","36860","39150"
"In post","2022","40-49","The Insolvency Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Project Delivery","SEO/HEO","10","10","38890","42290"
"In post","2022","40-49","The Insolvency Service","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2022","40-49","The National Archives","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Digital, Data and Technology","SEO/HEO","30","30","42720","41380"
"In post","2022","40-49","The National Archives","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Knowledge and Information Management","G6/G7","10","10","[c]","[c]"
"In post","2022","40-49","The National Archives","Knowledge and Information Management","SEO/HEO","20","20","34960","34390"
"In post","2022","40-49","The National Archives","Operational Delivery","AA/AO","10","10","21500","21580"
"In post","2022","40-49","The National Archives","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","40-49","The National Archives","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","The National Archives","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Operational Delivery","SEO/HEO","15","15","33180","34770"
"In post","2022","40-49","The National Archives","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Other","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Other","SEO/HEO","10","10","33770","33630"
"In post","2022","40-49","The National Archives","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","Property","EO","[c]","[c]","[c]","[c]"
