"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Medicine","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Medicine","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Medicine","SEO/HEO","10","[c]","40290","39030"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Other","AA/AO","200","[c]","21090","21050"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Other","EO","60","[c]","29170","29200"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Other","SEO/HEO","45","[c]","39320","37320"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Project Delivery","SEO/HEO","20","[c]","40220","40580"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Property","AA/AO","15","[c]","19210","18730"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Property","SEO/HEO","20","[c]","37720","36460"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Science and Engineering","AA/AO","15","[c]","21860","22620"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Science and Engineering","SEO/HEO","15","[c]","39440","38390"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Security","AA/AO","85","[c]","31710","39070"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Security","EO","15","[c]","41420","43920"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Security","SEO/HEO","10","[c]","58960","57700"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Justice (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Justice (excl. agencies)","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Justice (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Justice (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Justice (excl. agencies)","Operational Delivery","G6/G7","15","[c]","65250","63500"
"Leaver CS","2022","60-64","Ministry of Justice (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","15","[c]","39620","37580"
"Leaver CS","2022","60-64","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Operational Delivery","EO","20","[c]","35350","36410"
"Leaver CS","2022","60-64","National Crime Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Operational Delivery","SEO/HEO","25","[c]","46600","45200"
"Leaver CS","2022","60-64","National Crime Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Records of Scotland","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Records of Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Records of Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Records of Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Savings and Investments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Savings and Investments","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Savings and Investments","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G6/G7","15","[c]","76130","75500"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO/HEO","15","[c]","51050","51360"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Qualifications and Examinations Regulation","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Rail and Road","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Rail and Road","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of the Public Guardian","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of the Public Guardian","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of the Scottish Charity Regulator","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of the Secretary of State for Wales","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectorate","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectorate","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectorate","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectorate","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Knowledge and Information Management","EO","15","[c]","25550","25080"
"Leaver CS","2022","60-64","Public Health England","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Medicine","SCS level","20","[c]","113010","114000"
"Leaver CS","2022","60-64","Public Health England","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Operational Delivery","G6/G7","25","[c]","62320","56130"
"Leaver CS","2022","60-64","Public Health England","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Operational Delivery","SEO/HEO","10","[c]","39110","39400"
"Leaver CS","2022","60-64","Public Health England","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Science and Engineering","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","Science and Engineering","SEO/HEO","15","[c]","39780","40560"
"Leaver CS","2022","60-64","Registers of Scotland","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Registers of Scotland","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Registers of Scotland","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Registers of Scotland","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Royal Fleet Auxiliary","Other","Unknown","45","[c]","45410","39050"
"Leaver CS","2022","60-64","Rural Payments Agency","Operational Delivery","AA/AO","10","[c]","21280","21300"
"Leaver CS","2022","60-64","Rural Payments Agency","Operational Delivery","EO","10","[c]","26130","26270"
"Leaver CS","2022","60-64","Rural Payments Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Rural Payments Agency","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Rural Payments Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Courts and Tribunals Service","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Courts and Tribunals Service","Operational Delivery","AA/AO","15","[c]","22250","21480"
"Leaver CS","2022","60-64","Scottish Courts and Tribunals Service","Operational Delivery","EO","10","[c]","30450","30450"
"Leaver CS","2022","60-64","Scottish Courts and Tribunals Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Courts and Tribunals Service","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Courts and Tribunals Service","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Courts and Tribunals Service","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Forestry","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Forestry","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Forestry","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Forestry","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Government (excl. agencies)","Unknown","AA/AO","10","[c]","24750","25530"
"Leaver CS","2022","60-64","Scottish Government (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Government (excl. agencies)","Unknown","G6/G7","30","[c]","70120","75340"
"Leaver CS","2022","60-64","Scottish Government (excl. agencies)","Unknown","SCS level","10","[c]","99410","89580"
"Leaver CS","2022","60-64","Scottish Government (excl. agencies)","Unknown","SEO/HEO","35","[c]","42770","47240"
"Leaver CS","2022","60-64","Scottish Housing Regulator","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Operational Delivery","EO","30","[c]","35000","35000"
"Leaver CS","2022","60-64","Scottish Prison Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Public Pensions Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Public Pensions Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Public Pensions Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Public Pensions Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Serious Fraud Office","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Serious Fraud Office","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Social Security Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Student Awards Agency for Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Student Awards Agency for Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Student Awards Agency for Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Submarine Delivery Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Submarine Delivery Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Submarine Delivery Agency","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Submarine Delivery Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Submarine Delivery Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The Insolvency Service","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The Insolvency Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The Insolvency Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The Insolvency Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The Insolvency Service","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The Insolvency Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The Insolvency Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The National Archives","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The National Archives","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The National Archives","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The National Archives","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Transport Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Transport Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Transport Scotland","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Debt Management Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Hydrographic Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Hydrographic Office","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Hydrographic Office","Geography","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Space Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Space Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Operational Delivery","AA/AO","40","[c]","19730","19520"
"Leaver CS","2022","60-64","UK Statistics Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Supreme Court","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Operational Delivery","AA/AO","10","[c]","22030","21900"
"Leaver CS","2022","60-64","Valuation Office Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Property","SEO/HEO","10","[c]","39890","40450"
"Leaver CS","2022","60-64","Vehicle Certification Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Veterinary Medicines Directorate","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
