"Status","Year","Age","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","London","495","[c]","30440","28670"
"Leaver CS","2022","20-29","Unknown","Outside London","1780","[c]","24790","21680"
"Leaver CS","2022","20-29","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","75","[c]","27590","28980"
"Leaver CS","2022","30-39","Analysis","London","60","[c]","48380","48680"
"Leaver CS","2022","30-39","Analysis","Outside London","65","[c]","34640","33000"
"Leaver CS","2022","30-39","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","London","45","[c]","62860","60330"
"Leaver CS","2022","30-39","Commercial","Outside London","50","[c]","43240","37000"
"Leaver CS","2022","30-39","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","London","100","[c]","44170","40790"
"Leaver CS","2022","30-39","Communications","Outside London","30","[c]","35480","36810"
"Leaver CS","2022","30-39","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Outside London","10","[c]","24640","21260"
"Leaver CS","2022","30-39","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Outside London","20","[c]","21580","21260"
"Leaver CS","2022","30-39","Digital, Data & Technology","London","110","[c]","50260","53620"
"Leaver CS","2022","30-39","Digital, Data & Technology","Outside London","220","[c]","39230","36780"
"Leaver CS","2022","30-39","Digital, Data & Technology","Unknown","20","[c]","38290","34550"
"Leaver CS","2022","30-39","Finance","London","40","[c]","46250","45890"
"Leaver CS","2022","30-39","Finance","Outside London","40","[c]","38410","35310"
"Leaver CS","2022","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","Outside London","20","[c]","22730","21300"
"Leaver CS","2022","30-39","Human Resources","London","55","[c]","40970","37650"
"Leaver CS","2022","30-39","Human Resources","Outside London","75","[c]","31150","29360"
"Leaver CS","2022","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","London","115","[c]","51940","52390"
"Leaver CS","2022","30-39","Legal","Outside London","45","[c]","36630","38000"
"Leaver CS","2022","30-39","No function","London","1305","[c]","39700","34550"
"Leaver CS","2022","30-39","No function","Outside London","3255","[c]","28660","27570"
"Leaver CS","2022","30-39","No function","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Unknown","155","[c]","24690","21840"
"Leaver CS","2022","30-39","Project Delivery","London","55","[c]","50530","51440"
"Leaver CS","2022","30-39","Project Delivery","Outside London","190","[c]","36320","35200"
"Leaver CS","2022","30-39","Project Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","15","[c]","48170","48390"
"Leaver CS","2022","30-39","Property","Outside London","75","[c]","28820","22130"
"Leaver CS","2022","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Outside London","105","[c]","29780","26710"
"Leaver CS","2022","30-39","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","260","[c]","40520","35200"
"Leaver CS","2022","30-39","Unknown","Outside London","1370","[c]","28370","25310"
"Leaver CS","2022","30-39","Unknown","Overseas","20","[c]","37390","36960"
"Leaver CS","2022","30-39","Unknown","Unknown","75","[c]","34950","32700"
"Leaver CS","2022","40-49","Analysis","London","25","[c]","57690","54720"
"Leaver CS","2022","40-49","Analysis","Outside London","30","[c]","42980","37810"
"Leaver CS","2022","40-49","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","35","[c]","71830","66630"
"Leaver CS","2022","40-49","Commercial","Outside London","50","[c]","53060","42000"
"Leaver CS","2022","40-49","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","40","[c]","59540","55190"
"Leaver CS","2022","40-49","Communications","Outside London","25","[c]","41110","38580"
"Leaver CS","2022","40-49","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Outside London","15","[c]","28910","27570"
"Leaver CS","2022","40-49","Debt","Outside London","25","[c]","21740","21260"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","90","[c]","59550","57870"
"Leaver CS","2022","40-49","Digital, Data & Technology","Outside London","170","[c]","44130","40180"
"Leaver CS","2022","40-49","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Unknown","10","[c]","50540","40280"
"Leaver CS","2022","40-49","Finance","London","35","[c]","50800","43900"
"Leaver CS","2022","40-49","Finance","Outside London","45","[c]","43730","37750"
"Leaver CS","2022","40-49","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","Outside London","20","[c]","25250","25310"
"Leaver CS","2022","40-49","Human Resources","London","45","[c]","47310","41470"
"Leaver CS","2022","40-49","Human Resources","Outside London","55","[c]","33360","28280"
"Leaver CS","2022","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","London","60","[c]","62260","60400"
"Leaver CS","2022","40-49","Legal","Outside London","60","[c]","54250","53490"
"Leaver CS","2022","40-49","No function","London","820","[c]","46460","40580"
"Leaver CS","2022","40-49","No function","Outside London","2395","[c]","31140","27570"
"Leaver CS","2022","40-49","No function","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Unknown","110","[c]","25580","21840"
"Leaver CS","2022","40-49","Project Delivery","London","30","[c]","66510","59940"
"Leaver CS","2022","40-49","Project Delivery","Outside London","140","[c]","40200","40000"
"Leaver CS","2022","40-49","Project Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","60","[c]","29210","22040"
"Leaver CS","2022","40-49","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Outside London","70","[c]","30970","27170"
"Leaver CS","2022","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","195","[c]","42640","35200"
"Leaver CS","2022","40-49","Unknown","Outside London","1135","[c]","31040","27370"
"Leaver CS","2022","40-49","Unknown","Overseas","20","[c]","37110","36960"
"Leaver CS","2022","40-49","Unknown","Unknown","35","[c]","35140","32700"
"Leaver CS","2022","50-59","Analysis","London","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Outside London","20","[c]","56810","53420"
"Leaver CS","2022","50-59","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","London","25","[c]","85100","71630"
"Leaver CS","2022","50-59","Commercial","Outside London","70","[c]","54570","41700"
"Leaver CS","2022","50-59","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Unknown","15","[c]","87970","74240"
"Leaver CS","2022","50-59","Communications","London","25","[c]","53680","46160"
"Leaver CS","2022","50-59","Communications","Outside London","15","[c]","41690","35070"
"Leaver CS","2022","50-59","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Outside London","60","[c]","28580","27570"
"Leaver CS","2022","50-59","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Outside London","35","[c]","22810","21260"
"Leaver CS","2022","50-59","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","London","45","[c]","52240","44750"
"Leaver CS","2022","50-59","Digital, Data & Technology","Outside London","145","[c]","44580","40670"
"Leaver CS","2022","50-59","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","London","25","[c]","57300","42920"
"Leaver CS","2022","50-59","Finance","Outside London","75","[c]","41510","39100"
"Leaver CS","2022","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Outside London","30","[c]","25570","21860"
"Leaver CS","2022","50-59","Human Resources","London","30","[c]","53240","53180"
"Leaver CS","2022","50-59","Human Resources","Outside London","90","[c]","37160","34290"
"Leaver CS","2022","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","London","45","[c]","60410","57520"
"Leaver CS","2022","50-59","Legal","Outside London","100","[c]","45490","41540"
"Leaver CS","2022","50-59","No function","London","770","[c]","46690","40060"
"Leaver CS","2022","50-59","No function","Outside London","3545","[c]","32150","27570"
"Leaver CS","2022","50-59","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Unknown","95","[c]","27850","21840"
"Leaver CS","2022","50-59","Project Delivery","London","35","[c]","66490","64300"
"Leaver CS","2022","50-59","Project Delivery","Outside London","200","[c]","40500","39650"
"Leaver CS","2022","50-59","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Outside London","120","[c]","31620","25000"
"Leaver CS","2022","50-59","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","London","15","[c]","32170","30760"
"Leaver CS","2022","50-59","Security","Outside London","200","[c]","34430","39070"
"Leaver CS","2022","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","London","330","[c]","43850","35050"
"Leaver CS","2022","50-59","Unknown","Outside London","1910","[c]","31400","27370"
"Leaver CS","2022","50-59","Unknown","Overseas","20","[c]","46750","46600"
"Leaver CS","2022","50-59","Unknown","Unknown","45","[c]","37690","34460"
"Leaver CS","2022","60-64","Analysis","London","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Outside London","15","[c]","48030","39210"
"Leaver CS","2022","60-64","Commercial","London","15","[c]","71790","68030"
"Leaver CS","2022","60-64","Commercial","Outside London","50","[c]","43150","41490"
"Leaver CS","2022","60-64","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Outside London","15","[c]","38500","31040"
"Leaver CS","2022","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","London","10","[c]","36070","31880"
"Leaver CS","2022","60-64","Counter Fraud","Outside London","100","[c]","29870","27570"
"Leaver CS","2022","60-64","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Outside London","35","[c]","23630","21260"
"Leaver CS","2022","60-64","Digital, Data & Technology","London","20","[c]","50290","53080"
"Leaver CS","2022","60-64","Digital, Data & Technology","Outside London","120","[c]","41710","40000"
"Leaver CS","2022","60-64","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","London","15","[c]","50690","47000"
"Leaver CS","2022","60-64","Finance","Outside London","70","[c]","40240","39600"
"Leaver CS","2022","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Outside London","30","[c]","26900","26080"
"Leaver CS","2022","60-64","Human Resources","London","25","[c]","56380","43890"
"Leaver CS","2022","60-64","Human Resources","Outside London","70","[c]","33440","32730"
"Leaver CS","2022","60-64","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","London","35","[c]","60050","63150"
"Leaver CS","2022","60-64","Legal","Outside London","75","[c]","46920","55200"
"Leaver CS","2022","60-64","No function","London","420","[c]","47130","38690"
"Leaver CS","2022","60-64","No function","Outside London","2405","[c]","31380","27570"
"Leaver CS","2022","60-64","No function","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","70","[c]","24810","21840"
"Leaver CS","2022","60-64","Project Delivery","London","20","[c]","60660","62170"
"Leaver CS","2022","60-64","Project Delivery","Outside London","180","[c]","42400","40210"
"Leaver CS","2022","60-64","Project Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","London","15","[c]","54140","45200"
"Leaver CS","2022","60-64","Property","Outside London","95","[c]","34580","33270"
"Leaver CS","2022","60-64","Property","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","London","20","[c]","37420","37640"
"Leaver CS","2022","60-64","Security","Outside London","135","[c]","36580","39070"
"Leaver CS","2022","60-64","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","London","315","[c]","43320","35200"
"Leaver CS","2022","60-64","Unknown","Outside London","1740","[c]","33850","27370"
"Leaver CS","2022","60-64","Unknown","Overseas","15","[c]","52730","46600"
"Leaver CS","2022","60-64","Unknown","Unknown","55","[c]","43320","38310"
"Leaver CS","2022","65+","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","Outside London","15","[c]","35410","30130"
"Leaver CS","2022","65+","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Outside London","20","[c]","39180","37210"
"Leaver CS","2022","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Outside London","10","[c]","42600","38070"
"Leaver CS","2022","65+","Counter Fraud","London","10","[c]","30670","31100"
"Leaver CS","2022","65+","Counter Fraud","Outside London","80","[c]","26810","27570"
"Leaver CS","2022","65+","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","Outside London","60","[c]","22580","21260"
"Leaver CS","2022","65+","Digital, Data & Technology","London","15","[c]","47180","45220"
"Leaver CS","2022","65+","Digital, Data & Technology","Outside London","80","[c]","36630","32730"
"Leaver CS","2022","65+","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Outside London","40","[c]","32140","27250"
"Leaver CS","2022","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Outside London","15","[c]","23980","21300"
"Leaver CS","2022","65+","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Outside London","35","[c]","27770","26400"
"Leaver CS","2022","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","London","20","[c]","49670","29880"
"Leaver CS","2022","65+","Legal","Outside London","40","[c]","46070","52270"
"Leaver CS","2022","65+","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","London","320","[c]","39660","31060"
"Leaver CS","2022","65+","No function","Outside London","2140","[c]","27290","25820"
"Leaver CS","2022","65+","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Unknown","50","[c]","22910","21590"
"Leaver CS","2022","65+","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Outside London","125","[c]","35600","33840"
"Leaver CS","2022","65+","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Outside London","95","[c]","31570","27000"
"Leaver CS","2022","65+","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","London","15","[c]","34070","37770"
"Leaver CS","2022","65+","Security","Outside London","95","[c]","27840","25000"
"Leaver CS","2022","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","London","220","[c]","34390","29440"
"Leaver CS","2022","65+","Unknown","Outside London","1235","[c]","30330","25930"
"Leaver CS","2022","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","25","[c]","37230","33300"
"Leaver CS","2022","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","London","165","[c]","36850","34570"
"Leaver Dept.","2022","20-29","Analysis","Outside London","80","[c]","33720","30730"
"Leaver Dept.","2022","20-29","Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","London","35","[c]","38980","35320"
"Leaver Dept.","2022","20-29","Commercial","Outside London","45","[c]","29730","27070"
"Leaver Dept.","2022","20-29","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","London","95","[c]","33820","33360"
"Leaver Dept.","2022","20-29","Communications","Outside London","20","[c]","28910","28700"
"Leaver Dept.","2022","20-29","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","London","15","[c]","33760","31110"
"Leaver Dept.","2022","20-29","Counter Fraud","Outside London","20","[c]","26720","27570"
"Leaver Dept.","2022","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","Outside London","20","[c]","21890","21260"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","London","85","[c]","36690","34550"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Outside London","75","[c]","31580","31670"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","London","60","[c]","37900","34550"
"Leaver Dept.","2022","20-29","Finance","Outside London","50","[c]","29350","25560"
"Leaver Dept.","2022","20-29","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","Outside London","25","[c]","22180","21300"
"Leaver Dept.","2022","20-29","Human Resources","London","130","[c]","31120","29650"
"Leaver Dept.","2022","20-29","Human Resources","Outside London","85","[c]","28530","27570"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","London","45","[c]","28680","26970"
"Leaver Dept.","2022","20-29","Legal","Outside London","20","[c]","23840","22960"
"Leaver Dept.","2022","20-29","No function","London","2460","[c]","34140","32330"
"Leaver Dept.","2022","20-29","No function","Outside London","1895","[c]","25910","25120"
"Leaver Dept.","2022","20-29","No function","Unknown","215","[c]","32580","32000"
"Leaver Dept.","2022","20-29","Project Delivery","London","45","[c]","34070","33480"
"Leaver Dept.","2022","20-29","Project Delivery","Outside London","135","[c]","28660","27540"
"Leaver Dept.","2022","20-29","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Outside London","25","[c]","25640","23390"
"Leaver Dept.","2022","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","London","20","[c]","33750","34550"
"Leaver Dept.","2022","20-29","Security","Outside London","20","[c]","28990","26670"
"Leaver Dept.","2022","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","London","485","[c]","36880","35070"
"Leaver Dept.","2022","20-29","Unknown","Outside London","695","[c]","25900","24890"
"Leaver Dept.","2022","20-29","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","London","105","[c]","47420","45970"
"Leaver Dept.","2022","30-39","Analysis","Outside London","50","[c]","39880","38200"
"Leaver Dept.","2022","30-39","Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","London","45","[c]","45850","42200"
"Leaver Dept.","2022","30-39","Commercial","Outside London","75","[c]","36990","36780"
"Leaver Dept.","2022","30-39","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","London","130","[c]","44290","40600"
"Leaver Dept.","2022","30-39","Communications","Outside London","35","[c]","35920","36840"
"Leaver Dept.","2022","30-39","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","London","15","[c]","38740","35380"
"Leaver Dept.","2022","30-39","Counter Fraud","Outside London","25","[c]","29020","27570"
"Leaver Dept.","2022","30-39","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","Outside London","10","[c]","21130","21260"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","London","95","[c]","43340","40120"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","Outside London","135","[c]","38450","36610"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","Unknown","15","[c]","32290","30730"
"Leaver Dept.","2022","30-39","Finance","London","65","[c]","47550","44500"
"Leaver Dept.","2022","30-39","Finance","Outside London","75","[c]","37020","33930"
"Leaver Dept.","2022","30-39","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","Outside London","15","[c]","27090","24920"
"Leaver Dept.","2022","30-39","Human Resources","London","90","[c]","44370","37420"
"Leaver Dept.","2022","30-39","Human Resources","Outside London","105","[c]","33980","29270"
"Leaver Dept.","2022","30-39","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","London","55","[c]","49230","51830"
"Leaver Dept.","2022","30-39","Legal","Outside London","20","[c]","36640","30370"
"Leaver Dept.","2022","30-39","No function","London","1890","[c]","44250","40470"
"Leaver Dept.","2022","30-39","No function","Outside London","2065","[c]","31830","27570"
"Leaver Dept.","2022","30-39","No function","Unknown","135","[c]","40380","33250"
"Leaver Dept.","2022","30-39","Project Delivery","London","50","[c]","49360","52010"
"Leaver Dept.","2022","30-39","Project Delivery","Outside London","120","[c]","36230","35700"
"Leaver Dept.","2022","30-39","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Outside London","20","[c]","28540","26390"
"Leaver Dept.","2022","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","London","20","[c]","43780","39570"
"Leaver Dept.","2022","30-39","Security","Outside London","30","[c]","32970","33300"
"Leaver Dept.","2022","30-39","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","London","470","[c]","45170","41970"
"Leaver Dept.","2022","30-39","Unknown","Outside London","730","[c]","29470","25220"
"Leaver Dept.","2022","30-39","Unknown","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","London","50","[c]","60350","54700"
"Leaver Dept.","2022","40-49","Analysis","Outside London","25","[c]","42760","42220"
"Leaver Dept.","2022","40-49","Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","London","50","[c]","57620","54720"
"Leaver Dept.","2022","40-49","Commercial","Outside London","45","[c]","43750","40300"
"Leaver Dept.","2022","40-49","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","London","60","[c]","56120","53020"
"Leaver Dept.","2022","40-49","Communications","Outside London","40","[c]","39430","37510"
"Leaver Dept.","2022","40-49","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","Outside London","35","[c]","31400","27570"
"Leaver Dept.","2022","40-49","Debt","Outside London","20","[c]","25450","21260"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","London","75","[c]","57700","57290"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","Outside London","125","[c]","43530","39860"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","Unknown","20","[c]","37970","32000"
"Leaver Dept.","2022","40-49","Finance","London","60","[c]","53220","41970"
