"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Other","EO","80","[c]","25640","25750"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Other","G6/G7","30","[c]","62240","59160"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Other","SEO/HEO","25","[c]","36470","35540"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Policy","SEO/HEO","15","[c]","35420","34000"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO/HEO","15","[c]","34770","36540"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Policy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Policy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Operational Delivery","AA/AO","815","[c]","21530","21640"
"New entrant CS","2022","No function","Scottish Government","Operational Delivery","EO","55","[c]","27070","27020"
"New entrant CS","2022","No function","Scottish Government","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Operational Delivery","SEO/HEO","55","[c]","32570","31540"
"New entrant CS","2022","No function","Scottish Government","Other","AA/AO","25","[c]","21640","21640"
"New entrant CS","2022","No function","Scottish Government","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Psychology","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Operational Delivery","AA/AO","20","[c]","20340","20340"
"New entrant CS","2022","No function","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Other","SEO/HEO","15","[c]","32740","30520"
"New entrant CS","2022","No function","UK Statistics Authority","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Operational Delivery","AA/AO","305","[c]","19780","19860"
"New entrant CS","2022","No function","UK Statistics Authority","Operational Delivery","EO","30","[c]","23900","23880"
"New entrant CS","2022","No function","UK Statistics Authority","Operational Delivery","G6/G7","15","[c]","54090","50210"
"New entrant CS","2022","No function","UK Statistics Authority","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Operational Delivery","SEO/HEO","50","[c]","33470","30710"
"New entrant CS","2022","No function","UK Statistics Authority","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Policy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Government","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Government","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Government","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Unknown","EO","10","[c]","26070","27500"
"New entrant CS","2022","Project Delivery","Cabinet Office","Unknown","G6/G7","10","[c]","57540","55610"
"New entrant CS","2022","Project Delivery","Cabinet Office","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Charity Commission","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","SEO/HEO","15","[c]","35840","33120"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","15","[c]","24820","24150"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","15","[c]","50270","45150"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","15","[c]","40130","40050"
"New entrant CS","2022","Project Delivery","Department for Education","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","25","[c]","21300","21300"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","15","[c]","33900","33210"
"New entrant CS","2022","Project Delivery","Department for Transport","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","Project Delivery","G6/G7","35","[c]","55460","54110"
"New entrant CS","2022","Project Delivery","Department for Transport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","Project Delivery","SEO/HEO","25","[c]","35340","34710"
"New entrant CS","2022","Project Delivery","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","Project Delivery","AA/AO","40","[c]","21450","21260"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","Project Delivery","EO","10","[c]","28240","27570"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","Project Delivery","SEO/HEO","15","[c]","35220","35310"
"New entrant CS","2022","Project Delivery","Department of Health and Social Care","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department of Health and Social Care","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department of Health and Social Care","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Estyn","Inspector of Education and Training","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Estyn","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Estyn","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Food Standards Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Food Standards Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Food Standards Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Land Registry","Project Delivery","AA/AO","15","[c]","22600","22600"
"New entrant CS","2022","Project Delivery","HM Land Registry","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Land Registry","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Land Registry","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Policy","EO","10","[c]","28310","26590"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Policy","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Policy","SEO/HEO","15","[c]","39320","37610"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Project Delivery","G6/G7","30","[c]","59660","60360"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Project Delivery","SEO/HEO","85","[c]","38010","40180"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Tax","AA/AO","10","[c]","21250","21250"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Treasury","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Treasury","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Treasury","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Commercial","EO","30","[c]","22730","23000"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Commercial","SEO/HEO","20","[c]","35410","35000"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Operational Delivery","AA/AO","10","[c]","17990","18330"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Operational Delivery","Unknown","25","[c]","27560","26000"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Other","EO","115","[c]","20050","19460"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Other","G6/G7","15","[c]","51890","52000"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Other","SEO/HEO","110","[c]","31510","29000"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Project Delivery","EO","105","[c]","24230","24750"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Project Delivery","G6/G7","45","[c]","56770","53500"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Project Delivery","SEO/HEO","260","[c]","35550","34930"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Project Delivery","Unknown","60","[c]","40190","38500"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","EO","105","[c]","21810","20970"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","G6/G7","20","[c]","57870","56000"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","SEO/HEO","190","[c]","38800","38030"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","Unknown","95","[c]","35040","32000"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland Office","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","SEO/HEO","15","[c]","34720","36840"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Finance","G6/G7","10","[c]","61660","60000"
"New entrant CS","2022","Property","Cabinet Office","Finance","SEO/HEO","15","[c]","40050","39800"
"New entrant CS","2022","Property","Cabinet Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Other","EO","5","[c]","[c]","[c]"
