"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Finance","Department of Health and Social Care","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Department of Health and Social Care","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Department of Health and Social Care","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Cabinet Office","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Cabinet Office","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Cabinet Office","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Cabinet Office","HEO","10","[c]","32930","32000"
"Leaver Dept.","2022","30-39","Human Resources","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Cabinet Office","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Transport","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Work and Pensions","EO","20","[c]","28090","27570"
"Leaver Dept.","2022","30-39","Human Resources","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Work and Pensions","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department of Health and Social Care","EO","15","[c]","26600","26880"
"Leaver Dept.","2022","30-39","Human Resources","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department of Health and Social Care","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department of Health and Social Care","HEO","15","[c]","33030","32330"
"Leaver Dept.","2022","30-39","Human Resources","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Department of Health and Social Care","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Ministry of Defence","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Attorney General's Departments","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Attorney General's Departments","EO","10","[c]","26710","26970"
"Leaver Dept.","2022","30-39","Legal","Attorney General's Departments","G6","10","[c]","65190","64730"
"Leaver Dept.","2022","30-39","Legal","Attorney General's Departments","G7","25","[c]","53190","51830"
"Leaver Dept.","2022","30-39","Legal","Attorney General's Departments","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Cabinet Office","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Cabinet Office","EO","15","[c]","27100","27500"
"Leaver Dept.","2022","30-39","No function","Cabinet Office","G6","65","[c]","65380","64500"
"Leaver Dept.","2022","30-39","No function","Cabinet Office","G7","120","[c]","55020","54700"
"Leaver Dept.","2022","30-39","No function","Cabinet Office","HEO","160","[c]","32800","32000"
"Leaver Dept.","2022","30-39","No function","Cabinet Office","SCS level","25","[c]","76310","72140"
"Leaver Dept.","2022","30-39","No function","Cabinet Office","SEO","30","[c]","39870","40600"
"Leaver Dept.","2022","30-39","No function","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","AO","10","[c]","21050","21130"
"Leaver Dept.","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","EO","20","[c]","25020","24250"
"Leaver Dept.","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","G6","25","[c]","64990","64700"
"Leaver Dept.","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","G7","65","[c]","53520","53380"
"Leaver Dept.","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","HEO","30","[c]","32430","33570"
"Leaver Dept.","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","SEO","35","[c]","40130","40050"
"Leaver Dept.","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Digital, Culture, Media and Sport","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Digital, Culture, Media and Sport","G7","30","[c]","53800","52570"
"Leaver Dept.","2022","30-39","No function","Department for Digital, Culture, Media and Sport","HEO","20","[c]","34710","34110"
"Leaver Dept.","2022","30-39","No function","Department for Digital, Culture, Media and Sport","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Education","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Education","G6","15","[c]","64950","65070"
"Leaver Dept.","2022","30-39","No function","Department for Education","G7","30","[c]","52700","53590"
"Leaver Dept.","2022","30-39","No function","Department for Education","HEO","25","[c]","32200","33300"
"Leaver Dept.","2022","30-39","No function","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Education","SEO","25","[c]","39110","39490"
"Leaver Dept.","2022","30-39","No function","Department for Environment, Food and Rural Affairs","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Environment, Food and Rural Affairs","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Environment, Food and Rural Affairs","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Environment, Food and Rural Affairs","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Environment, Food and Rural Affairs","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for International Trade","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for International Trade","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for International Trade","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Levelling Up, Housing and Communities","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Levelling Up, Housing and Communities","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Levelling Up, Housing and Communities","G7","20","[c]","52470","53130"
"Leaver Dept.","2022","30-39","No function","Department for Levelling Up, Housing and Communities","HEO","20","[c]","32830","33210"
"Leaver Dept.","2022","30-39","No function","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Levelling Up, Housing and Communities","SEO","15","[c]","39630","39600"
"Leaver Dept.","2022","30-39","No function","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Transport","AO","25","[c]","22050","21840"
"Leaver Dept.","2022","30-39","No function","Department for Transport","EO","35","[c]","28110","26780"
"Leaver Dept.","2022","30-39","No function","Department for Transport","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Transport","G7","30","[c]","54990","54760"
"Leaver Dept.","2022","30-39","No function","Department for Transport","HEO","25","[c]","34110","35060"
"Leaver Dept.","2022","30-39","No function","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Transport","SEO","30","[c]","41770","42470"
"Leaver Dept.","2022","30-39","No function","Department for Work and Pensions","AO","120","[c]","21330","21260"
"Leaver Dept.","2022","30-39","No function","Department for Work and Pensions","EO","495","[c]","28120","27570"
"Leaver Dept.","2022","30-39","No function","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Work and Pensions","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Work and Pensions","HEO","50","[c]","32540","31990"
"Leaver Dept.","2022","30-39","No function","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Department for Work and Pensions","SEO","10","[c]","39990","40190"
"Leaver Dept.","2022","30-39","No function","Department of Health and Social Care","AA","25","[c]","19990","19520"
"Leaver Dept.","2022","30-39","No function","Department of Health and Social Care","AO","125","[c]","21820","21820"
"Leaver Dept.","2022","30-39","No function","Department of Health and Social Care","EO","175","[c]","25530","25010"
"Leaver Dept.","2022","30-39","No function","Department of Health and Social Care","G6","85","[c]","70040","65310"
"Leaver Dept.","2022","30-39","No function","Department of Health and Social Care","G7","270","[c]","52130","52610"
"Leaver Dept.","2022","30-39","No function","Department of Health and Social Care","HEO","350","[c]","31490","32310"
"Leaver Dept.","2022","30-39","No function","Department of Health and Social Care","SCS level","45","[c]","91540","91260"
"Leaver Dept.","2022","30-39","No function","Department of Health and Social Care","SEO","415","[c]","39510","40070"
"Leaver Dept.","2022","30-39","No function","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Food Standards Agency","SEO","10","[c]","40030","40350"
"Leaver Dept.","2022","30-39","No function","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","HM Treasury","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","HM Treasury","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","HM Treasury","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","HM Treasury","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Ministry of Defence","G7","10","[c]","47830","47010"
"Leaver Dept.","2022","30-39","No function","Ministry of Defence","HEO","15","[c]","31140","30870"
"Leaver Dept.","2022","30-39","No function","Ministry of Defence","SEO","20","[c]","37890","38070"
"Leaver Dept.","2022","30-39","No function","Ministry of Justice","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Ministry of Justice","AO","145","[c]","21020","20970"
"Leaver Dept.","2022","30-39","No function","Ministry of Justice","EO","80","[c]","24750","25120"
"Leaver Dept.","2022","30-39","No function","Ministry of Justice","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Ministry of Justice","G7","35","[c]","55400","54850"
"Leaver Dept.","2022","30-39","No function","Ministry of Justice","HEO","90","[c]","31520","30850"
"Leaver Dept.","2022","30-39","No function","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Ministry of Justice","SEO","95","[c]","38580","37180"
"Leaver Dept.","2022","30-39","No function","Ministry of Justice","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","National Crime Agency","EO","10","[c]","34550","34140"
"Leaver Dept.","2022","30-39","No function","National Crime Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of Gas and Electricity Markets","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of Gas and Electricity Markets","G7","10","[c]","49040","49080"
"Leaver Dept.","2022","30-39","No function","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Scottish Government","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","UK Statistics Authority","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","UK Statistics Authority","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","UK Statistics Authority","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Welsh Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Department for Education","SEO","[c]","[c]","[c]","[c]"
