"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","EO","45","[c]","28550","28040"
"Leaver Dept.","2022","Communications","London","G6","35","[c]","69820","69410"
"Leaver Dept.","2022","Communications","London","G7","55","[c]","54740","54800"
"Leaver Dept.","2022","Communications","London","HEO","90","[c]","34880","34550"
"Leaver Dept.","2022","Communications","London","SCS level","20","[c]","95020","88530"
"Leaver Dept.","2022","Communications","London","SEO","70","[c]","42270","41500"
"Leaver Dept.","2022","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","EO","10","[c]","26550","26090"
"Leaver Dept.","2022","Communications","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","G7","30","[c]","55190","55150"
"Leaver Dept.","2022","Communications","Outside London","HEO","40","[c]","32960","32650"
"Leaver Dept.","2022","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SEO","20","[c]","38680","37910"
"Leaver Dept.","2022","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","EO","15","[c]","29410","30470"
"Leaver Dept.","2022","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","HEO","10","[c]","33710","33100"
"Leaver Dept.","2022","Counter Fraud","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","AO","20","[c]","21210","21260"
"Leaver Dept.","2022","Counter Fraud","Outside London","EO","55","[c]","27380","27570"
"Leaver Dept.","2022","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","HEO","20","[c]","32860","31990"
"Leaver Dept.","2022","Counter Fraud","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","AO","45","[c]","21180","21260"
"Leaver Dept.","2022","Debt","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","EO","30","[c]","28650","28170"
"Leaver Dept.","2022","Digital, Data & Technology","London","G6","20","[c]","70950","70200"
"Leaver Dept.","2022","Digital, Data & Technology","London","G7","70","[c]","57360","55660"
"Leaver Dept.","2022","Digital, Data & Technology","London","HEO","100","[c]","34380","34550"
"Leaver Dept.","2022","Digital, Data & Technology","London","SCS level","15","[c]","96230","93270"
"Leaver Dept.","2022","Digital, Data & Technology","London","SEO","75","[c]","42470","41950"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","EO","55","[c]","26850","26670"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","G6","15","[c]","68420","66230"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","G7","90","[c]","53540","52640"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","HEO","115","[c]","32700","32170"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SEO","130","[c]","38440","37910"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","HEO","25","[c]","31190","30890"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","EO","25","[c]","28530","28310"
"Leaver Dept.","2022","Finance","London","G6","10","[c]","69770","68770"
"Leaver Dept.","2022","Finance","London","G7","50","[c]","56430","54850"
"Leaver Dept.","2022","Finance","London","HEO","65","[c]","34990","34550"
"Leaver Dept.","2022","Finance","London","SCS level","15","[c]","86940","75880"
"Leaver Dept.","2022","Finance","London","SEO","60","[c]","41540","41160"
"Leaver Dept.","2022","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","AO","20","[c]","20960","21260"
"Leaver Dept.","2022","Finance","Outside London","EO","60","[c]","25320","25060"
"Leaver Dept.","2022","Finance","Outside London","G6","25","[c]","65640","64650"
"Leaver Dept.","2022","Finance","Outside London","G7","60","[c]","53290","52800"
"Leaver Dept.","2022","Finance","Outside London","HEO","70","[c]","31530","31990"
"Leaver Dept.","2022","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SEO","85","[c]","38700","37330"
"Leaver Dept.","2022","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","AO","35","[c]","21120","21300"
"Leaver Dept.","2022","Grants Management","Outside London","EO","15","[c]","25300","25150"
"Leaver Dept.","2022","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","EO","90","[c]","27720","27500"
"Leaver Dept.","2022","Human Resources","London","G6","30","[c]","66330","66440"
"Leaver Dept.","2022","Human Resources","London","G7","50","[c]","54870","54400"
"Leaver Dept.","2022","Human Resources","London","HEO","105","[c]","33210","32960"
"Leaver Dept.","2022","Human Resources","London","SCS level","20","[c]","88880","85000"
"Leaver Dept.","2022","Human Resources","London","SEO","40","[c]","40850","40600"
"Leaver Dept.","2022","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","AO","55","[c]","21390","21170"
"Leaver Dept.","2022","Human Resources","Outside London","EO","100","[c]","26820","27570"
"Leaver Dept.","2022","Human Resources","Outside London","G6","20","[c]","64280","62650"
"Leaver Dept.","2022","Human Resources","Outside London","G7","50","[c]","51950","50850"
"Leaver Dept.","2022","Human Resources","Outside London","HEO","70","[c]","31090","31990"
"Leaver Dept.","2022","Human Resources","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","SEO","60","[c]","38940","37910"
"Leaver Dept.","2022","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","HEO","15","[c]","32160","31850"
"Leaver Dept.","2022","Human Resources","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","AO","25","[c]","23910","23770"
"Leaver Dept.","2022","Legal","London","EO","35","[c]","27300","27350"
"Leaver Dept.","2022","Legal","London","G6","35","[c]","68790","67290"
"Leaver Dept.","2022","Legal","London","G7","55","[c]","55030","52690"
"Leaver Dept.","2022","Legal","London","HEO","15","[c]","32550","31560"
"Leaver Dept.","2022","Legal","London","SCS level","10","[c]","90190","88130"
"Leaver Dept.","2022","Legal","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","AO","20","[c]","22540","22200"
"Leaver Dept.","2022","Legal","Outside London","EO","15","[c]","26460","26120"
"Leaver Dept.","2022","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","London","AA","80","[c]","21180","22350"
"Leaver Dept.","2022","No function","London","AO","285","[c]","23670","23780"
"Leaver Dept.","2022","No function","London","EO","1095","[c]","28580","27920"
"Leaver Dept.","2022","No function","London","G6","520","[c]","68770","65950"
"Leaver Dept.","2022","No function","London","G7","1350","[c]","54240","54070"
"Leaver Dept.","2022","No function","London","HEO","1830","[c]","33020","32750"
"Leaver Dept.","2022","No function","London","SCS level","365","[c]","96840","93000"
"Leaver Dept.","2022","No function","London","SEO","1130","[c]","40600","40230"
"Leaver Dept.","2022","No function","London","Unknown","45","[c]","43190","40430"
"Leaver Dept.","2022","No function","Outside London","AA","145","[c]","19380","19100"
"Leaver Dept.","2022","No function","Outside London","AO","1515","[c]","21030","21050"
"Leaver Dept.","2022","No function","Outside London","EO","2250","[c]","26590","27570"
"Leaver Dept.","2022","No function","Outside London","G6","270","[c]","70850","67810"
"Leaver Dept.","2022","No function","Outside London","G7","760","[c]","51910","50730"
"Leaver Dept.","2022","No function","Outside London","HEO","1340","[c]","31300","30880"
"Leaver Dept.","2022","No function","Outside London","SCS level","225","[c]","107400","107490"
"Leaver Dept.","2022","No function","Outside London","SEO","1030","[c]","39230","38730"
"Leaver Dept.","2022","No function","Outside London","Unknown","105","[c]","32310","30210"
"Leaver Dept.","2022","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","AO","50","[c]","21710","21840"
"Leaver Dept.","2022","No function","Unknown","EO","55","[c]","27460","27570"
"Leaver Dept.","2022","No function","Unknown","G6","25","[c]","64490","64500"
"Leaver Dept.","2022","No function","Unknown","G7","50","[c]","54400","54700"
"Leaver Dept.","2022","No function","Unknown","HEO","195","[c]","32210","32000"
"Leaver Dept.","2022","No function","Unknown","SCS level","20","[c]","86770","77880"
"Leaver Dept.","2022","No function","Unknown","SEO","35","[c]","39530","39470"
"Leaver Dept.","2022","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","EO","20","[c]","28300","28160"
"Leaver Dept.","2022","Project Delivery","London","G6","15","[c]","68470","69140"
"Leaver Dept.","2022","Project Delivery","London","G7","35","[c]","55430","54400"
"Leaver Dept.","2022","Project Delivery","London","HEO","40","[c]","36350","36650"
"Leaver Dept.","2022","Project Delivery","London","SCS level","15","[c]","97850","92580"
"Leaver Dept.","2022","Project Delivery","London","SEO","20","[c]","42450","41750"
"Leaver Dept.","2022","Project Delivery","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","EO","100","[c]","24040","25150"
"Leaver Dept.","2022","Project Delivery","Outside London","G6","30","[c]","64790","64220"
"Leaver Dept.","2022","Project Delivery","Outside London","G7","75","[c]","51710","51420"
"Leaver Dept.","2022","Project Delivery","Outside London","HEO","150","[c]","30810","31310"
"Leaver Dept.","2022","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","SEO","135","[c]","39930","40280"
"Leaver Dept.","2022","Project Delivery","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","EO","10","[c]","28250","27960"
"Leaver Dept.","2022","Property","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","HEO","10","[c]","35440","34550"
"Leaver Dept.","2022","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","AO","30","[c]","21680","22010"
"Leaver Dept.","2022","Property","Outside London","EO","20","[c]","25360","26130"
"Leaver Dept.","2022","Property","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","G7","15","[c]","54470","54670"
"Leaver Dept.","2022","Property","Outside London","HEO","20","[c]","31530","31690"
"Leaver Dept.","2022","Property","Outside London","SEO","25","[c]","39350","39930"
"Leaver Dept.","2022","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","EO","20","[c]","28440","29250"
"Leaver Dept.","2022","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","G7","10","[c]","55240","54700"
"Leaver Dept.","2022","Security","London","HEO","20","[c]","35770","35390"
"Leaver Dept.","2022","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Outside London","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Outside London","AO","15","[c]","26500","21170"
"Leaver Dept.","2022","Security","Outside London","EO","15","[c]","28410","26670"
"Leaver Dept.","2022","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Outside London","HEO","25","[c]","32980","33300"
"Leaver Dept.","2022","Security","Outside London","SEO","20","[c]","39600","40580"
"Leaver Dept.","2022","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","AO","55","[c]","25350","25630"
"Leaver Dept.","2022","Unknown","London","EO","210","[c]","29450","28760"
"Leaver Dept.","2022","Unknown","London","G6","100","[c]","69500","68720"
"Leaver Dept.","2022","Unknown","London","G7","260","[c]","58380","57460"
"Leaver Dept.","2022","Unknown","London","HEO","350","[c]","35430","35070"
"Leaver Dept.","2022","Unknown","London","SCS level","65","[c]","93650","89830"
"Leaver Dept.","2022","Unknown","London","SEO","225","[c]","43000","42160"
"Leaver Dept.","2022","Unknown","London","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","AA","15","[c]","19850","19680"
"Leaver Dept.","2022","Unknown","Outside London","AO","810","[c]","21720","21680"
"Leaver Dept.","2022","Unknown","Outside London","EO","765","[c]","25900","25040"
"Leaver Dept.","2022","Unknown","Outside London","G6","45","[c]","67300","63500"
"Leaver Dept.","2022","Unknown","Outside London","G7","100","[c]","55210","53780"
"Leaver Dept.","2022","Unknown","Outside London","HEO","315","[c]","32500","31960"
"Leaver Dept.","2022","Unknown","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","SEO","175","[c]","40750","40310"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","London","AO","65","[c]","23950","23510"
"New entrant CS","2022","Analysis","London","EO","140","[c]","28160","27850"
"New entrant CS","2022","Analysis","London","G6","25","[c]","73660","70530"
"New entrant CS","2022","Analysis","London","G7","65","[c]","56560","54110"
"New entrant CS","2022","Analysis","London","HEO","245","[c]","34680","34260"
"New entrant CS","2022","Analysis","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","London","SEO","55","[c]","42840","41750"
"New entrant CS","2022","Analysis","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Outside London","AO","115","[c]","20670","21170"
"New entrant CS","2022","Analysis","Outside London","EO","130","[c]","25410","25010"
"New entrant CS","2022","Analysis","Outside London","G6","10","[c]","65980","62570"
"New entrant CS","2022","Analysis","Outside London","G7","50","[c]","50000","50210"
"New entrant CS","2022","Analysis","Outside London","HEO","420","[c]","30830","30710"
"New entrant CS","2022","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Outside London","SEO","135","[c]","38440","38340"
"New entrant CS","2022","Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","London","AO","10","[c]","22410","22900"
"New entrant CS","2022","Commercial","London","EO","40","[c]","27750","27500"
"New entrant CS","2022","Commercial","London","G6","15","[c]","86850","90230"
"New entrant CS","2022","Commercial","London","G7","75","[c]","63930","65000"
"New entrant CS","2022","Commercial","London","HEO","60","[c]","33170","33110"
"New entrant CS","2022","Commercial","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","London","SEO","65","[c]","42890","41750"
"New entrant CS","2022","Commercial","Outside London","AA","10","[c]","19760","18310"
"New entrant CS","2022","Commercial","Outside London","AO","40","[c]","20480","21170"
"New entrant CS","2022","Commercial","Outside London","EO","165","[c]","25360","25520"
"New entrant CS","2022","Commercial","Outside London","G6","30","[c]","78130","76000"
"New entrant CS","2022","Commercial","Outside London","G7","115","[c]","62880","64000"
"New entrant CS","2022","Commercial","Outside London","HEO","145","[c]","31030","30450"
"New entrant CS","2022","Commercial","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Outside London","SEO","140","[c]","38260","37080"
"New entrant CS","2022","Commercial","Outside London","Unknown","25","[c]","33640","31500"
"New entrant CS","2022","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","G7","15","[c]","64070","67500"
"New entrant CS","2022","Commercial","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","London","AO","30","[c]","22910","23210"
"New entrant CS","2022","Communications","London","EO","120","[c]","27450","27270"
"New entrant CS","2022","Communications","London","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","London","G7","50","[c]","55400","54270"
"New entrant CS","2022","Communications","London","HEO","135","[c]","34760","34550"
"New entrant CS","2022","Communications","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","London","SEO","80","[c]","42110","41740"
"New entrant CS","2022","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","AO","125","[c]","21160","21250"
"New entrant CS","2022","Communications","Outside London","EO","675","[c]","26560","26590"
"New entrant CS","2022","Communications","Outside London","G6","10","[c]","65250","64200"
"New entrant CS","2022","Communications","Outside London","G7","15","[c]","52000","49530"
"New entrant CS","2022","Communications","Outside London","HEO","190","[c]","32540","33080"
"New entrant CS","2022","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","SEO","45","[c]","38020","37420"
"New entrant CS","2022","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","AO","100","[c]","25120","25110"
"New entrant CS","2022","Counter Fraud","London","EO","155","[c]","30340","30750"
"New entrant CS","2022","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","HEO","45","[c]","36320","37610"
"New entrant CS","2022","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","AO","435","[c]","21600","21260"
"New entrant CS","2022","Counter Fraud","Outside London","EO","685","[c]","27050","26590"
"New entrant CS","2022","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","G7","15","[c]","51800","52080"
"New entrant CS","2022","Counter Fraud","Outside London","HEO","105","[c]","32900","33080"
