"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Accountant in Bankruptcy","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","London","London","5","5","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","South East (England)","Outside London","25","20","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Attorney General's Office","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","London","London","170","165","48320","40820"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","Wales","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Companies House","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","London","London","35","35","47180","46160"
"In post","2022","Mixed","Competition and Markets Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Criminal Injuries Compensation Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Office and Procurator Fiscal Service","Scotland","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","East of England","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","London","London","75","70","42960","35020"
"In post","2022","Mixed","Crown Prosecution Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","South East (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","West Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","Yorkshire and The Humber","Outside London","20","15","[c]","[c]"
"In post","2022","Mixed","Defence Electronics and Components Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Electronics and Components Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","South West (England)","Outside London","125","120","35860","32000"
"In post","2022","Mixed","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Science and Technology Laboratory","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Science and Technology Laboratory","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Science and Technology Laboratory","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Science and Technology Laboratory","South East (England)","Outside London","30","30","37820","38070"
"In post","2022","Mixed","Defence Science and Technology Laboratory","South West (England)","Outside London","45","45","35880","33900"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","London","240","235","46620","42610"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","London","London","95","90","45490","38020"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Education (excl. agencies)","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Department for Education (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Education (excl. agencies)","London","London","80","80","48960","53420"
"In post","2022","Mixed","Department for Education (excl. agencies)","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Department for Education (excl. agencies)","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Mixed","Department for Education (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Education (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Education (excl. agencies)","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Department for Education (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Education (excl. agencies)","West Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Department for Education (excl. agencies)","Yorkshire and The Humber","Outside London","25","25","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","London","85","85","40950","34550"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Outside London","35","30","39520","36450"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","London","London","95","95","45280","40830"
"In post","2022","Mixed","Department for International Trade","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","London","65","65","43410","39600"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","London","London","110","110","43940","42470"
"In post","2022","Mixed","Department for Transport (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport (excl. agencies)","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Outside London","100","90","25480","27570"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","East of England","Outside London","120","110","27830","27570"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","London","London","405","385","32780","31060"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","North East (England)","Outside London","85","80","27610","27570"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","North West (England)","Outside London","240","225","26040","27570"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","Scotland","Outside London","50","50","25770","27570"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","South East (England)","Outside London","145","135","27250","27570"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","South West (England)","Outside London","95","85","25520","27570"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","Wales","Outside London","65","60","26170","27570"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Outside London","160","145","25800","27570"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Outside London","165","155","29010","27570"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","London","London","80","80","45140","40650"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Disclosure Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","Wales","Outside London","40","35","25100","21840"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","London","London","15","15","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","London","London","10","10","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Education and Skills Funding Agency","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Education Scotland","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Education Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","FCDO Services","London","London","5","5","[c]","[c]"
"In post","2022","Mixed","FCDO Services","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","FCDO Services","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
