"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Food Standards Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","London","160","155","46780","42270"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","80","80","50830","52400"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Forestry and Land Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Forestry and Land Scotland","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Actuary's Department","London","London","5","5","[c]","[c]"
"In post","2022","Mixed","Government Actuary's Department","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Legal Department","London","London","90","85","53230","51590"
"In post","2022","Mixed","Government Legal Department","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Legal Department","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Legal Department","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Property Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Property Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Property Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Property Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Property Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Property Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Property Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Property Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Property Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","HM Courts and Tribunals Service","East Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Mixed","HM Courts and Tribunals Service","East of England","Outside London","20","20","[c]","[c]"
"In post","2022","Mixed","HM Courts and Tribunals Service","London","London","130","125","31040","28310"
"In post","2022","Mixed","HM Courts and Tribunals Service","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","HM Courts and Tribunals Service","North West (England)","Outside London","35","35","26990","25120"
"In post","2022","Mixed","HM Courts and Tribunals Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Courts and Tribunals Service","South East (England)","Outside London","30","30","23760","21490"
"In post","2022","Mixed","HM Courts and Tribunals Service","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Courts and Tribunals Service","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","HM Courts and Tribunals Service","West Midlands (England)","Outside London","45","40","21960","20970"
"In post","2022","Mixed","HM Courts and Tribunals Service","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","HM Crown Prosecution Service Inspectorate","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","East of England","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","London","London","20","20","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Prison and Probation Service","East Midlands (England)","Outside London","110","105","28960","25610"
"In post","2022","Mixed","HM Prison and Probation Service","East of England","Outside London","135","135","30220","29260"
"In post","2022","Mixed","HM Prison and Probation Service","London","London","335","325","34470","33490"
"In post","2022","Mixed","HM Prison and Probation Service","North East (England)","Outside London","40","40","32200","28000"
"In post","2022","Mixed","HM Prison and Probation Service","North West (England)","Outside London","130","125","29420","26330"
"In post","2022","Mixed","HM Prison and Probation Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Prison and Probation Service","South East (England)","Outside London","210","200","31480","30910"
"In post","2022","Mixed","HM Prison and Probation Service","South West (England)","Outside London","75","70","31610","28550"
"In post","2022","Mixed","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Prison and Probation Service","Wales","Outside London","50","50","29920","27380"
"In post","2022","Mixed","HM Prison and Probation Service","West Midlands (England)","Outside London","150","140","30280","25850"
"In post","2022","Mixed","HM Prison and Probation Service","Yorkshire and The Humber","Outside London","105","105","30420","27120"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Outside London","70","65","30260","26820"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","East of England","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","London","London","240","230","45380","37930"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","North East (England)","Outside London","65","60","30580","28570"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","North West (England)","Outside London","200","195","32010","26820"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","Scotland","Outside London","50","50","31290","26590"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","South East (England)","Outside London","30","25","[c]","[c]"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","South West (England)","Outside London","25","20","[c]","[c]"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","Wales","Outside London","70","70","31140","33080"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Outside London","70","70","31620","28920"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Outside London","50","50","32940","33080"
"In post","2022","Mixed","HM Treasury (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Treasury (excl. agencies)","London","London","90","90","47300","43150"
"In post","2022","Mixed","HM Treasury (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Treasury (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Home Office","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Home Office","East of England","Outside London","25","20","[c]","[c]"
