"Status","Year","Function_of_post","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Cumbria","West Cumbria","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","South Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Devon","Devon CC","25","25","31000","26190"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Anglia","Suffolk CC","15","10","35700","30660"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","50","45","40130","37020"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","20","20","41020","36750"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Inner London - West","Westminster","55","55","45030","42680"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","North Yorkshire","York","15","10","43870","47550"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Tyneside","10","10","38090","36570"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Sussex (South West)","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","West Yorkshire","Leeds","20","20","43130","40610"
"In post","2022","Human Resources","Department for International Trade","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Inner London - West","Westminster","110","110","44200","38540"
"In post","2022","Human Resources","Department for International Trade","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","20","20","38410","40720"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Inner London - West","Westminster","35","35","51990","53130"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Merseyside","Wirral","35","30","33280","30190"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","West Midlands","Wolverhampton","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Bedfordshire and Hertfordshire","Bedford","15","10","29500","31780"
"In post","2022","Human Resources","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Derbyshire and Nottinghamshire","Nottingham","15","15","37890","40100"
"In post","2022","Human Resources","Department for Transport","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","45","45","37390","38650"
"In post","2022","Human Resources","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Hampshire and Isle of Wight","Southampton","35","30","34380","31380"
"In post","2022","Human Resources","Department for Transport","Inner London - West","Westminster","55","55","48370","46350"
"In post","2022","Human Resources","Department for Transport","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Northumberland, and Tyne and Wear","Tyneside","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Surrey, East and West Sussex","East Sussex CC","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","West Midlands","Birmingham","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","West Wales and The Valleys","Swansea","215","200","32240","30730"
"In post","2022","Human Resources","Department for Transport","West Yorkshire","Leeds","10","10","44620","38650"
"In post","2022","Human Resources","Department for Work and Pensions","Bedfordshire and Hertfordshire","Bedford","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Cheshire","Warrington","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Derbyshire and Nottinghamshire","Nottingham","15","15","28470","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Devon","Devon CC","15","15","33360","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Dorset and Somerset","Somerset CC","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Wales","Cardiff and Vale of Glamorgan","20","15","31310","27570"
"In post","2022","Human Resources","Department for Work and Pensions","East Wales","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Eastern Scotland","Angus and Dundee City","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Eastern Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Eastern Scotland","Falkirk","15","15","30490","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Essex","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Greater Manchester","Greater Manchester North East","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Greater Manchester","Greater Manchester North West","20","20","29350","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Greater Manchester","Greater Manchester South East","20","15","28790","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Greater Manchester","Manchester","20","20","32600","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Hampshire and Isle of Wight","Portsmouth","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Inner London - West","Westminster","190","185","42060","36900"
"In post","2022","Human Resources","Department for Work and Pensions","Kent","East Kent","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Lancashire","Blackburn with Darwen","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Lancashire","Blackpool","140","130","37100","33730"
"In post","2022","Human Resources","Department for Work and Pensions","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Lancashire","Mid Lancashire","35","30","27480","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","Leicester","10","10","27780","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Lincolnshire","Lincolnshire CC","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Merseyside","East Merseyside","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Merseyside","Sefton","105","95","36450","31710"
"In post","2022","Human Resources","Department for Work and Pensions","Merseyside","Wirral","20","20","29590","27570"
"In post","2022","Human Resources","Department for Work and Pensions","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","North Yorkshire","York","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Northumberland, and Tyne and Wear","Sunderland","25","25","31010","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Northumberland, and Tyne and Wear","Tyneside","165","155","35470","31990"
"In post","2022","Human Resources","Department for Work and Pensions","Outer London - East and North East","Barking & Dagenham and Havering","15","15","32520","31060"
"In post","2022","Human Resources","Department for Work and Pensions","Outer London - South","Bromley","15","15","32180","31880"
"In post","2022","Human Resources","Department for Work and Pensions","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Outer London - West and North West","Ealing","20","20","32900","31060"
"In post","2022","Human Resources","Department for Work and Pensions","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Shropshire and Staffordshire","Shropshire","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Shropshire and Staffordshire","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Shropshire and Staffordshire","Telford and Wrekin","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","South Yorkshire","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","South Yorkshire","Sheffield","125","115","37130","32770"
"In post","2022","Human Resources","Department for Work and Pensions","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Surrey, East and West Sussex","East Sussex CC","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Tees Valley and Durham","Durham","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Tees Valley and Durham","South Teesside","10","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Central Scotland","Glasgow City","45","40","30300","27570"
"In post","2022","Human Resources","Department for Work and Pensions","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Central Scotland","North Lanarkshire","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Midlands","Birmingham","35","35","31620","27570"
"In post","2022","Human Resources","Department for Work and Pensions","West Midlands","Coventry","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Midlands","Dudley","15","10","29260","27570"
"In post","2022","Human Resources","Department for Work and Pensions","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Midlands","Wolverhampton","10","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Wales and The Valleys","Bridgend and Neath Port Talbot","10","10","27710","27570"
"In post","2022","Human Resources","Department for Work and Pensions","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Wales and The Valleys","South West Wales","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Wales and The Valleys","Swansea","10","10","26880","27570"
"In post","2022","Human Resources","Department for Work and Pensions","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Yorkshire","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","West Yorkshire","Leeds","135","125","37220","32990"
"In post","2022","Human Resources","Department for Work and Pensions","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
