"Status","Year","Function_of_post","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Ministry of Justice","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Yorkshire","Leeds","55","55","35860","30450"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","75","70","39980","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Inner London - West","Westminster","25","25","47540","42850"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","120","115","46210","39080"
"In post","2022","Analysis","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","55","55","39680","35000"
"In post","2022","Analysis","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Inner London - East","Tower Hamlets","25","25","56150","55430"
"In post","2022","Analysis","Office of Rail and Road","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Eastern Scotland","City of Edinburgh","30","30","38780","37710"
"In post","2022","Analysis","Scottish Government","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Inner London - West","Westminster","30","30","49920","44750"
"In post","2022","Analysis","UK Statistics Authority","East Wales","Monmouthshire and Newport","1215","1165","37230","36840"
"In post","2022","Analysis","UK Statistics Authority","Eastern Scotland","City of Edinburgh","15","10","44510","41590"
"In post","2022","Analysis","UK Statistics Authority","Hampshire and Isle of Wight","South Hampshire","520","495","38000","36840"
"In post","2022","Analysis","UK Statistics Authority","Inner London - West","Westminster","210","210","43700","39840"
"In post","2022","Analysis","UK Statistics Authority","Tees Valley and Durham","Darlington","15","15","31410","30710"
"In post","2022","Analysis","Water Services Regulation Authority","Inner London - West","Camden and City of London","30","30","62630","54800"
"In post","2022","Analysis","Water Services Regulation Authority","West Midlands","Birmingham","15","10","55030","51630"
"In post","2022","Analysis","Welsh Government","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Inner London - West","Westminster","10","10","38800","34500"
"In post","2022","Commercial","Attorney General's Departments","North Yorkshire","York","15","15","37940","38180"
"In post","2022","Commercial","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","5","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","5","5","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","10","10","84830","75000"
"In post","2022","Commercial","Cabinet Office","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","East Anglia","Norwich and East Norfolk","115","110","44230","39170"
"In post","2022","Commercial","Cabinet Office","East Anglia","Peterborough","10","10","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","East Wales","Monmouthshire and Newport","75","75","37870","31710"
"In post","2022","Commercial","Cabinet Office","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","25","25","77710","73000"
"In post","2022","Commercial","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","20","20","78180","69710"
"In post","2022","Commercial","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","50","50","72050","64500"
"In post","2022","Commercial","Cabinet Office","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Greater Manchester","Greater Manchester South West","70","70","59610","61710"
"In post","2022","Commercial","Cabinet Office","Greater Manchester","Manchester","40","40","63860","61710"
"In post","2022","Commercial","Cabinet Office","Hampshire and Isle of Wight","Central Hampshire","35","35","69290","68400"
"In post","2022","Commercial","Cabinet Office","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Hampshire and Isle of Wight","South Hampshire","5","5","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Inner London - East","Lewisham and Southwark","10","10","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Inner London - East","Tower Hamlets","90","85","52470","54700"
"In post","2022","Commercial","Cabinet Office","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Inner London - West","Westminster","725","715","74640","65640"
"In post","2022","Commercial","Cabinet Office","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Lancashire","Blackpool","35","35","57940","61710"
"In post","2022","Commercial","Cabinet Office","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Merseyside","Liverpool","230","225","42520","38980"
