"Status","Year","Profession_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Inspector of Education and Training","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","Female","Heterosexual / straight","30","[c]","27740","26350"
"New entrant CS","2022","Intelligence Analysis","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","Male","Heterosexual / straight","35","[c]","28670","26590"
"New entrant CS","2022","Intelligence Analysis","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","Male","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","Female","Heterosexual / straight","50","[c]","37350","31800"
"New entrant CS","2022","International Trade","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","Female","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","Male","Heterosexual / straight","45","[c]","36160","31800"
"New entrant CS","2022","International Trade","London","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Female","Heterosexual / straight","35","[c]","35690","31060"
"New entrant CS","2022","Knowledge and Information Management","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Female","Heterosexual / straight","60","[c]","28100","27060"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Male","Heterosexual / straight","40","[c]","28290","27570"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Female","Heterosexual / straight","220","[c]","47130","50500"
"New entrant CS","2022","Legal","London","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Female","Unknown","45","[c]","41030","34260"
"New entrant CS","2022","Legal","London","Male","Heterosexual / straight","105","[c]","48640","50500"
"New entrant CS","2022","Legal","London","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Male","Unknown","40","[c]","37570","34260"
"New entrant CS","2022","Legal","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Female","Heterosexual / straight","245","[c]","39850","40000"
"New entrant CS","2022","Legal","Outside London","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Female","Unknown","60","[c]","34770","30450"
"New entrant CS","2022","Legal","Outside London","Male","Heterosexual / straight","120","[c]","40760","41750"
"New entrant CS","2022","Legal","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Female","Heterosexual / straight","100","[c]","42730","34170"
"New entrant CS","2022","Medicine","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Female","Unknown","80","[c]","40660","34170"
"New entrant CS","2022","Medicine","Outside London","Male","Heterosexual / straight","60","[c]","58050","50060"
"New entrant CS","2022","Medicine","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","London","Female","Heterosexual / straight","1735","[c]","31980","31060"
"New entrant CS","2022","Operational Delivery","London","Female","LGBO","145","[c]","32690","30460"
"New entrant CS","2022","Operational Delivery","London","Female","Undeclared","210","[c]","33690","31060"
"New entrant CS","2022","Operational Delivery","London","Female","Unknown","1015","[c]","32310","28650"
"New entrant CS","2022","Operational Delivery","London","Male","Heterosexual / straight","960","[c]","33110","31060"
"New entrant CS","2022","Operational Delivery","London","Male","LGBO","100","[c]","33800","31060"
"New entrant CS","2022","Operational Delivery","London","Male","Undeclared","100","[c]","34960","31060"
"New entrant CS","2022","Operational Delivery","London","Male","Unknown","685","[c]","34400","30520"
"New entrant CS","2022","Operational Delivery","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Outside London","Female","Heterosexual / straight","11170","[c]","25330","23170"
"New entrant CS","2022","Operational Delivery","Outside London","Female","LGBO","1140","[c]","24620","23140"
"New entrant CS","2022","Operational Delivery","Outside London","Female","Undeclared","610","[c]","25610","23170"
"New entrant CS","2022","Operational Delivery","Outside London","Female","Unknown","5985","[c]","24430","23140"
"New entrant CS","2022","Operational Delivery","Outside London","Male","Heterosexual / straight","7145","[c]","25840","23640"
"New entrant CS","2022","Operational Delivery","Outside London","Male","LGBO","745","[c]","25180","23140"
"New entrant CS","2022","Operational Delivery","Outside London","Male","Undeclared","470","[c]","27510","25500"
"New entrant CS","2022","Operational Delivery","Outside London","Male","Unknown","4290","[c]","25000","23140"
"New entrant CS","2022","Operational Delivery","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Female","Heterosexual / straight","90","[c]","25930","23140"
"New entrant CS","2022","Operational Delivery","Unknown","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Female","Unknown","95","[c]","27480","24800"
"New entrant CS","2022","Operational Delivery","Unknown","Male","Heterosexual / straight","45","[c]","27980","26310"
"New entrant CS","2022","Operational Delivery","Unknown","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Male","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","London","Female","Heterosexual / straight","190","[c]","32270","27140"
"New entrant CS","2022","Other","London","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Other","London","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Other","London","Female","Unknown","55","[c]","30220","28650"
"New entrant CS","2022","Other","London","Male","Heterosexual / straight","135","[c]","37590","26950"
"New entrant CS","2022","Other","London","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other","London","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Other","London","Male","Unknown","50","[c]","35540","28650"
"New entrant CS","2022","Other","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outside London","Female","Heterosexual / straight","690","[c]","25100","21260"
"New entrant CS","2022","Other","Outside London","Female","LGBO","65","[c]","24110","21260"
"New entrant CS","2022","Other","Outside London","Female","Undeclared","40","[c]","25800","21260"
"New entrant CS","2022","Other","Outside London","Female","Unknown","220","[c]","24140","21260"
"New entrant CS","2022","Other","Outside London","Male","Heterosexual / straight","635","[c]","26340","21260"
"New entrant CS","2022","Other","Outside London","Male","LGBO","55","[c]","26950","23450"
"New entrant CS","2022","Other","Outside London","Male","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outside London","Male","Unknown","210","[c]","27210","23330"
"New entrant CS","2022","Other","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Female","Unknown","35","[c]","21090","16190"
"New entrant CS","2022","Other","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Male","Unknown","120","[c]","20600","16190"
"New entrant CS","2022","Other","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","London","Female","Heterosexual / straight","770","[c]","37780","34020"
"New entrant CS","2022","Policy","London","Female","LGBO","135","[c]","35270","33210"
"New entrant CS","2022","Policy","London","Female","Undeclared","130","[c]","36000","32790"
"New entrant CS","2022","Policy","London","Female","Unknown","260","[c]","38710","34550"
"New entrant CS","2022","Policy","London","Male","Heterosexual / straight","590","[c]","38440","34020"
"New entrant CS","2022","Policy","London","Male","LGBO","110","[c]","37090","33570"
"New entrant CS","2022","Policy","London","Male","Undeclared","75","[c]","37110","33570"
"New entrant CS","2022","Policy","London","Male","Unknown","215","[c]","38380","34550"
"New entrant CS","2022","Policy","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Outside London","Female","Heterosexual / straight","635","[c]","34420","30960"
"New entrant CS","2022","Policy","Outside London","Female","LGBO","75","[c]","33430","30190"
"New entrant CS","2022","Policy","Outside London","Female","Undeclared","65","[c]","36780","35900"
"New entrant CS","2022","Policy","Outside London","Female","Unknown","150","[c]","32760","30190"
"New entrant CS","2022","Policy","Outside London","Male","Heterosexual / straight","465","[c]","35220","31860"
"New entrant CS","2022","Policy","Outside London","Male","LGBO","45","[c]","34070","30730"
"New entrant CS","2022","Policy","Outside London","Male","Undeclared","45","[c]","33040","30960"
