"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Communications","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Ministry of Justice","Communications","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Export Finance","Communications","5","5","[c]","[c]"
"In post","2022","Asian","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Attorney General's Departments","Counter Fraud","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Department for Work and Pensions","Counter Fraud","570","510","27470","27570"
"In post","2022","Asian","Counter Fraud","Department for Work and Pensions","Operational Delivery","75","65","24850","25110"
"In post","2022","Asian","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs","Legal","180","175","33470","33080"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs","Operational Delivery","220","205","31130","30750"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs","Other","35","30","38550","33440"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs","Tax","160","155","37820","33520"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs","Unknown","55","55","32730","30750"
"In post","2022","Asian","Counter Fraud","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Department for Work and Pensions","Other","310","260","22760","21260"
"In post","2022","Asian","Debt","HM Revenue and Customs","Operational Delivery","340","295","24280","22080"
"In post","2022","Asian","Debt","HM Revenue and Customs","Tax","90","85","21940","21250"
"In post","2022","Asian","Debt","HM Revenue and Customs","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Debt","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Cabinet Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Cabinet Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Cabinet Office","Unknown","130","125","47850","54700"
"In post","2022","Asian","Digital, Data & Technology","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","55","55","40530","36650"
"In post","2022","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Education","Digital, Data and Technology","75","75","39650","36500"
"In post","2022","Asian","Digital, Data & Technology","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Education","Policy","30","30","40430","36870"
"In post","2022","Asian","Digital, Data & Technology","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","40","40","36470","35900"
"In post","2022","Asian","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","35","35","35320","30730"
"In post","2022","Asian","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","225","225","43100","39530"
"In post","2022","Asian","Digital, Data & Technology","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
