"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Commercial","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","UK Export Finance","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Revenue and Customs","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Revenue and Customs","Tax","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Department for Work and Pensions","Counter Fraud","35","30","27730","27570"
"In post","2022","Other ethnicity","Counter Fraud","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Revenue and Customs","Legal","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Revenue and Customs","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Revenue and Customs","Tax","10","5","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Department for Work and Pensions","Other","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Debt","HM Revenue and Customs","Operational Delivery","20","15","[c]","[c]"
"In post","2022","Other ethnicity","Debt","HM Revenue and Customs","Tax","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Debt","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Cabinet Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Cabinet Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Cabinet Office","Unknown","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Education","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
