"Status","Year","Disability","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","The National Archives","London","Unknown","90","85","35080","34770"
"In post","2022","Declared non-disabled","The National Archives","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","London","Heterosexual / straight","355","350","52650","49000"
"In post","2022","Declared non-disabled","UK Export Finance","London","LGBO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","Heterosexual / straight","115","110","47920","41340"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","LGBO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","Heterosexual / straight","2195","1945","34390","30710"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","LGBO","105","100","33840","30710"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","Undeclared","110","100","34720","31860"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","Unknown","375","330","34910","31700"
"In post","2022","Declared non-disabled","UK Supreme Court","London","Heterosexual / straight","35","35","39370","31680"
"In post","2022","Declared non-disabled","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","Heterosexual / straight","40","35","68530","64630"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","LGBO","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","Heterosexual / straight","115","110","50160","45360"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","Unknown","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","Outside London","Heterosexual / straight","4305","4065","42160","38160"
"In post","2022","Declared non-disabled","Welsh Government","Outside London","LGBO","190","185","42410","38160"
"In post","2022","Declared non-disabled","Welsh Government","Outside London","Undeclared","475","450","42460","38160"
"In post","2022","Declared non-disabled","Welsh Government","Outside London","Unknown","45","45","43950","38160"
"In post","2022","Declared non-disabled","Welsh Government","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","London","Heterosexual / straight","70","65","53710","51830"
"In post","2022","Undeclared","Attorney General's Departments","London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","London","Undeclared","45","40","55690","63730"
"In post","2022","Undeclared","Attorney General's Departments","London","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","London","Heterosexual / straight","95","90","52850","54700"
"In post","2022","Undeclared","Cabinet Office","London","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","London","Undeclared","75","75","46960","42000"
"In post","2022","Undeclared","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Outside London","Heterosexual / straight","70","65","33750","32000"
"In post","2022","Undeclared","Cabinet Office","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Outside London","Undeclared","45","45","38760","33970"
"In post","2022","Undeclared","Cabinet Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","125","125","48610","45270"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","LGBO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","Undeclared","150","145","51200","53380"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","75","75","33650","30950"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","75","70","37240","36240"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","30","30","43720","36000"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","Undeclared","35","35","48110","51730"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","Heterosexual / straight","60","60","50030","45850"
"In post","2022","Undeclared","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","Undeclared","30","30","52730","53760"
"In post","2022","Undeclared","Department for Education","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Outside London","Heterosexual / straight","155","150","40370","36500"
"In post","2022","Undeclared","Department for Education","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Outside London","Undeclared","75","75","42810","42580"
"In post","2022","Undeclared","Department for Education","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","55","55","44350","39640"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","Undeclared","40","40","42880","38750"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","185","175","35960","34640"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","185","180","36610","35900"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","Undeclared","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","55","55","45670","42980"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","Undeclared","40","40","47750","53130"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","40","40","40890","36340"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","Undeclared","40","35","43780","43570"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","London","Heterosexual / straight","110","110","45470","42470"
"In post","2022","Undeclared","Department for Transport","London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","London","Undeclared","105","105","47540","43360"
"In post","2022","Undeclared","Department for Transport","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Outside London","Heterosexual / straight","390","360","29720","26580"
"In post","2022","Undeclared","Department for Transport","Outside London","LGBO","40","40","28820","26700"
"In post","2022","Undeclared","Department for Transport","Outside London","Undeclared","435","395","30730","26780"
"In post","2022","Undeclared","Department for Transport","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","London","Heterosexual / straight","235","225","33890","31060"
"In post","2022","Undeclared","Department for Work and Pensions","London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","London","Undeclared","105","100","34080","31060"
"In post","2022","Undeclared","Department for Work and Pensions","London","Unknown","65","60","32620","31060"
"In post","2022","Undeclared","Department for Work and Pensions","Outside London","Heterosexual / straight","2140","1970","27700","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Outside London","LGBO","195","185","27650","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Outside London","Undeclared","950","890","29880","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Outside London","Unknown","570","505","26580","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","Undeclared","10","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Outside London","Heterosexual / straight","30","30","43440","39980"
"In post","2022","Undeclared","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Estyn","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","Heterosexual / straight","50","50","46760","40350"
"In post","2022","Undeclared","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Outside London","Heterosexual / straight","215","210","35770","32350"
"In post","2022","Undeclared","Food Standards Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Outside London","Undeclared","50","50","37330","37350"
"In post","2022","Undeclared","Food Standards Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","65","60","51120","45490"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","Undeclared","100","95","51660","42030"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Undeclared","35","35","44370","44290"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","Undeclared","60","60","51090","52930"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Outside London","Heterosexual / straight","90","80","31670","27130"
"In post","2022","Undeclared","HM Land Registry","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Outside London","Undeclared","155","135","33910","33840"
"In post","2022","Undeclared","HM Land Registry","Outside London","Unknown","30","25","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","London","Heterosexual / straight","165","155","44650","38000"
"In post","2022","Undeclared","HM Revenue and Customs","London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","London","Undeclared","330","310","47340","40910"
"In post","2022","Undeclared","HM Revenue and Customs","London","Unknown","60","55","41380","33440"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","Heterosexual / straight","925","855","30970","26880"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","LGBO","135","130","30170","26820"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","Undeclared","1585","1450","34830","33370"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","Unknown","250","220","33100","28570"
"In post","2022","Undeclared","HM Treasury","London","Heterosexual / straight","200","195","46530","50180"
"In post","2022","Undeclared","HM Treasury","London","LGBO","35","35","42680","36690"
"In post","2022","Undeclared","HM Treasury","London","Undeclared","110","105","46010","42960"
"In post","2022","Undeclared","HM Treasury","London","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","London","Heterosexual / straight","220","210","37370","33290"
"In post","2022","Undeclared","Home Office","London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Home Office","London","Undeclared","390","370","41650","36600"
"In post","2022","Undeclared","Home Office","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Home Office","Outside London","Heterosexual / straight","315","290","28010","25580"
"In post","2022","Undeclared","Home Office","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Undeclared","Home Office","Outside London","Undeclared","670","615","29750","27370"
"In post","2022","Undeclared","Home Office","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Home Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","London","Heterosexual / straight","140","140","40250","37960"
"In post","2022","Undeclared","Ministry of Defence","London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","London","Undeclared","140","135","42360","40640"
"In post","2022","Undeclared","Ministry of Defence","London","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Outside London","Heterosexual / straight","1660","1595","32070","28680"
"In post","2022","Undeclared","Ministry of Defence","Outside London","LGBO","90","90","33730","33000"
"In post","2022","Undeclared","Ministry of Defence","Outside London","Undeclared","1745","1690","34700","33300"
"In post","2022","Undeclared","Ministry of Defence","Outside London","Unknown","100","95","33340","33300"
"In post","2022","Undeclared","Ministry of Defence","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Overseas","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","London","Heterosexual / straight","620","590","37100","34260"
"In post","2022","Undeclared","Ministry of Justice","London","LGBO","45","45","39540","35170"
"In post","2022","Undeclared","Ministry of Justice","London","Undeclared","390","375","39820","34920"
"In post","2022","Undeclared","Ministry of Justice","London","Unknown","340","315","34140","34750"
"In post","2022","Undeclared","Ministry of Justice","Outside London","Heterosexual / straight","3380","3095","30370","30450"
"In post","2022","Undeclared","Ministry of Justice","Outside London","LGBO","260","250","30400","30120"
"In post","2022","Undeclared","Ministry of Justice","Outside London","Undeclared","1855","1725","30470","30450"
"In post","2022","Undeclared","Ministry of Justice","Outside London","Unknown","1640","1440","30580","31650"
"In post","2022","Undeclared","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
