"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","EO","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","G7","35","35","52850","51730"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","35","35","35000","34020"
"In post","2022","Undeclared","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","EO","EO","30","25","[c]","[c]"
"In post","2022","Undeclared","Department for Education","G6/G7","G6","55","55","64380","64700"
"In post","2022","Undeclared","Department for Education","G6/G7","G7","75","75","51960","50400"
"In post","2022","Undeclared","Department for Education","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","SEO/HEO","HEO","75","70","30810","30090"
"In post","2022","Undeclared","Department for Education","SEO/HEO","SEO","110","105","38710","37100"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","AO","55","50","21730","21300"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","EO","EO","90","85","26240","25270"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","G7","110","105","51180","50370"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","115","110","31370","31120"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","120","115","38250","37580"
"In post","2022","Undeclared","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","EO","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","G6/G7","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","EO","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","G6","30","25","64320","63470"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","G7","55","50","52310","53130"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","50","50","32360","32780"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","30","30","39810","39600"
"In post","2022","Undeclared","Department for Transport","AA/AO","AA","80","60","18700","18310"
"In post","2022","Undeclared","Department for Transport","AA/AO","AO","280","250","22680","21840"
"In post","2022","Undeclared","Department for Transport","EO","EO","270","255","28000","26780"
"In post","2022","Undeclared","Department for Transport","G6/G7","G6","40","40","67650","65440"
"In post","2022","Undeclared","Department for Transport","G6/G7","G7","105","100","57390","54650"
"In post","2022","Undeclared","Department for Transport","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","SEO/HEO","HEO","155","155","33770","33350"
"In post","2022","Undeclared","Department for Transport","SEO/HEO","SEO","165","165","43410","42470"
"In post","2022","Undeclared","Department for Work and Pensions","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","AA/AO","AO","1305","1170","21420","21260"
"In post","2022","Undeclared","Department for Work and Pensions","EO","EO","2260","2090","28110","27570"
"In post","2022","Undeclared","Department for Work and Pensions","G6/G7","G6","45","45","71380","66630"
"In post","2022","Undeclared","Department for Work and Pensions","G6/G7","G7","140","135","55250","53660"
"In post","2022","Undeclared","Department for Work and Pensions","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","SEO/HEO","HEO","320","305","33600","31990"
"In post","2022","Undeclared","Department for Work and Pensions","SEO/HEO","SEO","215","210","41380","39850"
"In post","2022","Undeclared","Department of Health and Social Care","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","EO","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","SEO/HEO","HEO","20","15","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","EO","EO","75","75","27150","26750"
"In post","2022","Undeclared","Food Standards Agency","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","G6/G7","G7","45","45","54300","54180"
"In post","2022","Undeclared","Food Standards Agency","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","SEO/HEO","HEO","90","90","31520","30810"
"In post","2022","Undeclared","Food Standards Agency","SEO/HEO","SEO","115","115","39010","37910"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","EO","EO","35","30","30390","30150"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","G6","45","45","67630","68440"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","G7","75","75","57040","56220"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","SCS level","SCS level","30","30","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","95","90","36190","36360"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","35","35","43920","44110"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","AA/AO","AO","40","35","22770","22600"
"In post","2022","Undeclared","HM Land Registry","EO","EO","110","95","27560","27130"
"In post","2022","Undeclared","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","G6/G7","G7","20","15","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","SEO/HEO","HEO","85","75","34590","33840"
"In post","2022","Undeclared","HM Land Registry","SEO/HEO","SEO","40","40","41670","40860"
"In post","2022","Undeclared","HM Revenue and Customs","AA/AO","AA","35","25","21370","21250"
"In post","2022","Undeclared","HM Revenue and Customs","AA/AO","AO","795","690","21990","21750"
"In post","2022","Undeclared","HM Revenue and Customs","EO","EO","745","685","27950","26820"
"In post","2022","Undeclared","HM Revenue and Customs","G6/G7","G6","130","120","71960","72200"
"In post","2022","Undeclared","HM Revenue and Customs","G6/G7","G7","390","375","56610","55210"
"In post","2022","Undeclared","HM Revenue and Customs","SCS level","SCS level","25","25","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","SEO/HEO","HEO","845","805","34260","33370"
"In post","2022","Undeclared","HM Revenue and Customs","SEO/HEO","SEO","490","465","41750","40520"
"In post","2022","Undeclared","HM Treasury","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","EO","EO","30","30","26500","24970"
"In post","2022","Undeclared","HM Treasury","G6/G7","G6","35","35","66850","66380"
"In post","2022","Undeclared","HM Treasury","G6/G7","G7","135","130","55050","53070"
"In post","2022","Undeclared","HM Treasury","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","SEO/HEO","HEO","160","160","33910","32320"
"In post","2022","Undeclared","HM Treasury","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Home Office","AA/AO","AA","30","30","19880","18240"
"In post","2022","Undeclared","Home Office","AA/AO","AO","220","190","22930","21680"
"In post","2022","Undeclared","Home Office","EO","EO","695","630","27360","27370"
"In post","2022","Undeclared","Home Office","G6/G7","G6","50","50","69690","68940"
"In post","2022","Undeclared","Home Office","G6/G7","G7","130","130","57470","57460"
"In post","2022","Undeclared","Home Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Home Office","SEO/HEO","HEO","330","315","33410","32740"
"In post","2022","Undeclared","Home Office","SEO/HEO","SEO","205","200","41090","41950"
"In post","2022","Undeclared","Ministry of Defence","AA/AO","AA","375","365","19840","19810"
"In post","2022","Undeclared","Ministry of Defence","AA/AO","AO","780","745","25220","21830"
"In post","2022","Undeclared","Ministry of Defence","EO","EO","800","770","28270","26740"
"In post","2022","Undeclared","Ministry of Defence","G6/G7","G6","90","85","72320","69800"
"In post","2022","Undeclared","Ministry of Defence","G6/G7","G7","255","250","55420","54540"
"In post","2022","Undeclared","Ministry of Defence","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","SEO/HEO","HEO","840","815","34360","33300"
"In post","2022","Undeclared","Ministry of Defence","SEO/HEO","SEO","670","645","42350","41330"
"In post","2022","Undeclared","Ministry of Defence","Unknown","Unknown","140","135","43020","40350"
"In post","2022","Undeclared","Ministry of Justice","AA/AO","AA","970","855","21960","21650"
"In post","2022","Undeclared","Ministry of Justice","AA/AO","AO","3520","3145","28050","31230"
"In post","2022","Undeclared","Ministry of Justice","EO","EO","1470","1390","30970","32040"
"In post","2022","Undeclared","Ministry of Justice","G6/G7","G6","60","60","73380","70130"
"In post","2022","Undeclared","Ministry of Justice","G6/G7","G7","185","185","60250","59000"
"In post","2022","Undeclared","Ministry of Justice","SCS level","SCS level","25","25","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","SEO/HEO","HEO","930","885","35730","36480"
"In post","2022","Undeclared","Ministry of Justice","SEO/HEO","SEO","600","575","47440","46650"
"In post","2022","Undeclared","Ministry of Justice","Unknown","Unknown","770","715","31110","28690"
"In post","2022","Undeclared","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","AA/AO","AA","30","25","21980","22140"
"In post","2022","Undeclared","Scottish Government","AA/AO","AO","45","40","24470","24400"
"In post","2022","Undeclared","Scottish Government","EO","EO","65","65","29870","30040"
"In post","2022","Undeclared","Scottish Government","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","G6/G7","G7","55","55","60260","62170"
"In post","2022","Undeclared","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","SEO/HEO","HEO","75","75","34830","36130"
"In post","2022","Undeclared","Scottish Government","SEO/HEO","SEO","85","80","46630","47490"
"In post","2022","Undeclared","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","AA/AO","AA","10","5","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","AA/AO","AO","45","30","20370","20350"
"In post","2022","Undeclared","UK Statistics Authority","EO","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","G6/G7","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","SEO/HEO","HEO","30","30","31170","30710"
"In post","2022","Undeclared","UK Statistics Authority","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","AA/AO","AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","EO","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","G6/G7","G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","SEO/HEO","HEO","40","35","37250","38160"
"In post","2022","Undeclared","Welsh Government","SEO/HEO","SEO","50","50","46270","47470"
"In post","2022","Unknown","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","AA/AO","AO","385","370","22990","23720"
"In post","2022","Unknown","Attorney General's Departments","EO","EO","355","335","27090","26970"
"In post","2022","Unknown","Attorney General's Departments","G6/G7","G6","195","180","69400","67420"
"In post","2022","Unknown","Attorney General's Departments","G6/G7","G7","735","695","53860","53050"
"In post","2022","Unknown","Attorney General's Departments","SCS level","SCS level","40","40","96550","82600"
"In post","2022","Unknown","Attorney General's Departments","SEO/HEO","HEO","210","205","35420","35290"
"In post","2022","Unknown","Attorney General's Departments","SEO/HEO","SEO","70","65","39810","39750"
"In post","2022","Unknown","Cabinet Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","AA/AO","AO","120","115","21360","21050"
"In post","2022","Unknown","Cabinet Office","EO","EO","245","240","26290","26350"
"In post","2022","Unknown","Cabinet Office","G6/G7","G6","430","425","73680","69200"
"In post","2022","Unknown","Cabinet Office","G6/G7","G7","1160","1140","58460","55060"
"In post","2022","Unknown","Cabinet Office","SCS level","SCS level","245","240","105940","98440"
"In post","2022","Unknown","Cabinet Office","SEO/HEO","HEO","2070","2055","30370","29250"
"In post","2022","Unknown","Cabinet Office","SEO/HEO","SEO","345","340","39870","40580"
"In post","2022","Unknown","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","G6/G7","G6","20","15","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","AA/AO","AO","20","15","[c]","[c]"
"In post","2022","Unknown","Charity Commission","EO","EO","60","60","25400","24440"
"In post","2022","Unknown","Charity Commission","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","G6/G7","G7","15","15","[c]","[c]"
"In post","2022","Unknown","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","SEO/HEO","HEO","65","60","29780","29160"
"In post","2022","Unknown","Charity Commission","SEO/HEO","SEO","45","40","37550","37910"
"In post","2022","Unknown","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","EO","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","SCS level","SCS level","20","15","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","AA","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","AO","435","400","21630","21130"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","EO","EO","470","455","26100","24570"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","G6","105","105","66800","64790"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","G7","320","310","55070","53600"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","25","20","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","560","545","33570","33570"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","430","420","41880","40440"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","EO","EO","20","15","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","G7","60","60","54120","52130"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","75","75","36160","34090"
"In post","2022","Unknown","Department for Education","AA/AO","AO","40","40","21690","21250"
"In post","2022","Unknown","Department for Education","EO","EO","415","410","25740","25000"
"In post","2022","Unknown","Department for Education","G6/G7","G6","120","115","64170","64180"
"In post","2022","Unknown","Department for Education","G6/G7","G7","465","455","51760","50080"
"In post","2022","Unknown","Department for Education","SCS level","SCS level","40","35","85450","76000"
"In post","2022","Unknown","Department for Education","SEO/HEO","HEO","560","550","30960","29360"
"In post","2022","Unknown","Department for Education","SEO/HEO","SEO","570","555","38620","36500"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","AO","120","105","22190","21300"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","EO","EO","155","145","26000","25190"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","G6","85","80","63540","63550"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","G7","250","240","51700","52290"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","SCS level","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","300","290","31500","31120"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","285","270","38860","37960"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","EO","EO","95","95","27280","26250"
"In post","2022","Unknown","Department for International Trade","G6/G7","G6","85","85","65840","64500"
"In post","2022","Unknown","Department for International Trade","G6/G7","G7","325","320","53610","51970"
"In post","2022","Unknown","Department for International Trade","SCS level","SCS level","50","50","88910","78470"
"In post","2022","Unknown","Department for International Trade","SEO/HEO","HEO","245","240","32760","31800"
"In post","2022","Unknown","Department for International Trade","SEO/HEO","SEO","245","245","40190","38300"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","AO","50","45","22160","22560"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","EO","EO","80","75","27230","27850"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","G6","90","80","64480","63680"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","G7","150","145","52330","53130"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","SCS level","SCS level","30","30","90930","84900"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","115","110","32850","33210"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","90","85","39690","39600"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","AA/AO","AA","250","215","18650","18310"
"In post","2022","Unknown","Department for Transport","AA/AO","AO","810","755","23930","21840"
"In post","2022","Unknown","Department for Transport","EO","EO","780","760","27540","26470"
"In post","2022","Unknown","Department for Transport","G6/G7","G6","70","70","68130","65440"
"In post","2022","Unknown","Department for Transport","G6/G7","G7","200","195","56840","54110"
"In post","2022","Unknown","Department for Transport","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Transport","SEO/HEO","HEO","290","285","33510","34710"
"In post","2022","Unknown","Department for Transport","SEO/HEO","SEO","210","205","42610","42470"
"In post","2022","Unknown","Department for Work and Pensions","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","AA/AO","AO","980","925","21560","21260"
"In post","2022","Unknown","Department for Work and Pensions","EO","EO","1725","1650","28300","27570"
"In post","2022","Unknown","Department for Work and Pensions","G6/G7","G6","55","55","70760","69880"
"In post","2022","Unknown","Department for Work and Pensions","G6/G7","G7","160","155","56490","55200"
"In post","2022","Unknown","Department for Work and Pensions","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","SEO/HEO","HEO","215","210","33730","31990"
"In post","2022","Unknown","Department for Work and Pensions","SEO/HEO","SEO","205","205","41480","40130"
"In post","2022","Unknown","Department of Health and Social Care","AA/AO","AA","45","35","20970","21120"
"In post","2022","Unknown","Department of Health and Social Care","AA/AO","AO","155","140","22530","23080"
"In post","2022","Unknown","Department of Health and Social Care","EO","EO","725","700","27030","27270"
"In post","2022","Unknown","Department of Health and Social Care","G6/G7","G6","700","680","67870","66230"
"In post","2022","Unknown","Department of Health and Social Care","G6/G7","G7","1545","1500","53310","53360"
"In post","2022","Unknown","Department of Health and Social Care","SCS level","SCS level","425","405","98800","93000"
"In post","2022","Unknown","Department of Health and Social Care","SEO/HEO","HEO","1125","1090","32570","32790"
"In post","2022","Unknown","Department of Health and Social Care","SEO/HEO","SEO","1200","1155","40400","40650"
"In post","2022","Unknown","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","EO","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","SEO/HEO","SEO","30","30","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","AA/AO","AO","70","70","25310","25500"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","EO","EO","130","125","28870","28390"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","G6/G7","G6","230","230","65710","65500"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","G6/G7","G7","480","465","54270","54270"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","SCS level","SCS level","90","90","86770","77950"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","305","300","35660","34770"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","160","155","41190","41000"
"In post","2022","Unknown","HM Land Registry","AA/AO","AA","20","20","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","AA/AO","AO","840","800","22710","22600"
"In post","2022","Unknown","HM Land Registry","EO","EO","425","415","27640","27130"
"In post","2022","Unknown","HM Land Registry","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","G6/G7","G7","45","40","57390","56750"
"In post","2022","Unknown","HM Land Registry","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","SEO/HEO","HEO","90","90","35680","33840"
"In post","2022","Unknown","HM Land Registry","SEO/HEO","SEO","90","90","41310","38550"
"In post","2022","Unknown","HM Revenue and Customs","AA/AO","AA","235","170","21350","21250"
"In post","2022","Unknown","HM Revenue and Customs","AA/AO","AO","7270","6455","21610","21250"
"In post","2022","Unknown","HM Revenue and Customs","EO","EO","4995","4740","27250","26820"
"In post","2022","Unknown","HM Revenue and Customs","G6/G7","G6","355","345","70140","67910"
"In post","2022","Unknown","HM Revenue and Customs","G6/G7","G7","1110","1075","56560","55210"
"In post","2022","Unknown","HM Revenue and Customs","SCS level","SCS level","70","65","92620","80000"
"In post","2022","Unknown","HM Revenue and Customs","SEO/HEO","HEO","4040","3910","34080","33370"
"In post","2022","Unknown","HM Revenue and Customs","SEO/HEO","SEO","1590","1545","41290","40520"
"In post","2022","Unknown","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","EO","EO","15","15","[c]","[c]"
"In post","2022","Unknown","HM Treasury","G6/G7","G6","30","30","[c]","[c]"
"In post","2022","Unknown","HM Treasury","G6/G7","G7","65","65","59960","56840"
"In post","2022","Unknown","HM Treasury","SCS level","SCS level","5","5","[c]","[c]"
