"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","HM Treasury","SEO/HEO","HEO","40","35","36440","35150"
"In post","2022","Unknown","HM Treasury","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2022","Unknown","Home Office","AA/AO","AA","95","95","20310","19210"
"In post","2022","Unknown","Home Office","AA/AO","AO","950","930","22160","21680"
"In post","2022","Unknown","Home Office","EO","EO","2565","2445","26820","24880"
"In post","2022","Unknown","Home Office","G6/G7","G6","130","130","69430","68700"
"In post","2022","Unknown","Home Office","G6/G7","G7","530","525","57290","57430"
"In post","2022","Unknown","Home Office","SCS level","SCS level","35","35","100600","93000"
"In post","2022","Unknown","Home Office","SEO/HEO","HEO","665","660","33950","35050"
"In post","2022","Unknown","Home Office","SEO/HEO","SEO","535","530","41410","41950"
"In post","2022","Unknown","Home Office","Unknown","Unknown","210","210","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","AA/AO","AA","1060","1020","20080","19810"
"In post","2022","Unknown","Ministry of Defence","AA/AO","AO","1885","1820","27260","23280"
"In post","2022","Unknown","Ministry of Defence","EO","EO","1360","1315","26920","26670"
"In post","2022","Unknown","Ministry of Defence","G6/G7","G6","230","210","74140","71800"
"In post","2022","Unknown","Ministry of Defence","G6/G7","G7","465","445","56590","54910"
"In post","2022","Unknown","Ministry of Defence","SCS level","SCS level","60","55","96760","90100"
"In post","2022","Unknown","Ministry of Defence","SEO/HEO","HEO","1370","1320","35470","33300"
"In post","2022","Unknown","Ministry of Defence","SEO/HEO","SEO","945","915","42600","41500"
"In post","2022","Unknown","Ministry of Defence","Unknown","Unknown","2035","2030","37620","34160"
"In post","2022","Unknown","Ministry of Justice","AA/AO","AA","1095","1055","21130","20890"
"In post","2022","Unknown","Ministry of Justice","AA/AO","AO","4270","4160","25160","23720"
"In post","2022","Unknown","Ministry of Justice","EO","EO","615","605","27770","28310"
"In post","2022","Unknown","Ministry of Justice","G6/G7","G6","65","65","69120","67300"
"In post","2022","Unknown","Ministry of Justice","G6/G7","G7","240","235","57630","56520"
"In post","2022","Unknown","Ministry of Justice","SCS level","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice","SEO/HEO","HEO","645","620","32850","34260"
"In post","2022","Unknown","Ministry of Justice","SEO/HEO","SEO","430","420","41490","41750"
"In post","2022","Unknown","Ministry of Justice","Unknown","Unknown","3400","3065","27700","25760"
"In post","2022","Unknown","National Crime Agency","AA/AO","AO","205","190","23500","24470"
"In post","2022","Unknown","National Crime Agency","EO","EO","1840","1800","34000","34060"
"In post","2022","Unknown","National Crime Agency","G6/G7","G6","45","45","74060","74010"
"In post","2022","Unknown","National Crime Agency","G6/G7","G7","170","170","61600","60960"
"In post","2022","Unknown","National Crime Agency","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","SEO/HEO","HEO","970","950","41590","40600"
"In post","2022","Unknown","National Crime Agency","SEO/HEO","SEO","415","410","49330","48900"
"In post","2022","Unknown","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","EO","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","30","25","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","EO","EO","20","20","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","60","55","49570","51360"
"In post","2022","Unknown","Office of Gas and Electricity Markets","EO","EO","20","20","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","G6/G7","G7","35","30","55410","54440"
"In post","2022","Unknown","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","G7","25","25","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","EO","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","EO","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government","AA/AO","AA","1170","1060","21920","21640"
"In post","2022","Unknown","Scottish Government","AA/AO","AO","2325","2200","24890","24400"
"In post","2022","Unknown","Scottish Government","EO","EO","3350","3165","31900","32170"
"In post","2022","Unknown","Scottish Government","G6/G7","G6","430","415","73540","75340"
"In post","2022","Unknown","Scottish Government","G6/G7","G7","760","730","57270","57190"
"In post","2022","Unknown","Scottish Government","SCS level","SCS level","75","75","89650","83230"
"In post","2022","Unknown","Scottish Government","SEO/HEO","HEO","1625","1545","35820","36130"
"In post","2022","Unknown","Scottish Government","SEO/HEO","SEO","1260","1180","44910","46020"
"In post","2022","Unknown","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","AA/AO","AO","35","35","21810","21350"
"In post","2022","Unknown","The National Archives","EO","EO","25","25","[c]","[c]"
"In post","2022","Unknown","The National Archives","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Unknown","The National Archives","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Unknown","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","SEO/HEO","HEO","40","35","30710","30300"
"In post","2022","Unknown","The National Archives","SEO/HEO","SEO","40","40","41900","40400"
"In post","2022","Unknown","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","AA/AO","AA","200","125","20470","19860"
"In post","2022","Unknown","UK Statistics Authority","AA/AO","AO","430","335","20340","20350"
"In post","2022","Unknown","UK Statistics Authority","EO","EO","280","265","24330","23880"
"In post","2022","Unknown","UK Statistics Authority","G6/G7","G6","50","50","62620","62400"
"In post","2022","Unknown","UK Statistics Authority","G6/G7","G7","285","280","51720","50210"
"In post","2022","Unknown","UK Statistics Authority","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","SEO/HEO","HEO","510","500","31000","30710"
"In post","2022","Unknown","UK Statistics Authority","SEO/HEO","SEO","440","430","37900","37570"
"In post","2022","Unknown","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","EO","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Welsh Government","AA/AO","AO","85","80","23920","24630"
"In post","2022","Unknown","Welsh Government","EO","EO","75","70","28250","29430"
"In post","2022","Unknown","Welsh Government","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Unknown","Welsh Government","G6/G7","G7","55","55","59090","61440"
"In post","2022","Unknown","Welsh Government","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Welsh Government","SEO/HEO","HEO","95","95","35750","38160"
"In post","2022","Unknown","Welsh Government","SEO/HEO","SEO","50","45","45400","47470"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
