"Status","Year","Ethnicity","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Charity Commission","Charity Commission","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Charity Commission","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Economics","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Cabinet Office","Commercial","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Cabinet Office","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Cabinet Office","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","75","[c]","25730","23230"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Legal","145","[c]","56020","55000"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","120","[c]","24940","22200"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Ministry of Defence","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Commercial","35","[c]","43290","37940"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Finance","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Other","210","[c]","29120","25340"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Project Delivery","125","[c]","36210","31600"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Science and Engineering","190","[c]","36370","33740"
"Leaver CS","2022","White","Defence Equipment and Support","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","130","[c]","35840","32530"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","130","[c]","50960","53380"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
