"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","AA/AO","AO","195","[c]","22650","21260"
"New entrant CS","2022","Black","Department for Work and Pensions","EO","EO","435","[c]","29430","31060"
"New entrant CS","2022","Black","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","EO","EO","75","[c]","26140","26880"
"New entrant CS","2022","Black","Department of Health and Social Care","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","SEO/HEO","HEO","60","[c]","32390","32330"
"New entrant CS","2022","Black","Department of Health and Social Care","SEO/HEO","SEO","40","[c]","39530","40070"
"New entrant CS","2022","Black","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Revenue and Customs","AA/AO","AO","115","[c]","21490","21250"
"New entrant CS","2022","Black","HM Revenue and Customs","EO","EO","105","[c]","28230","26590"
"New entrant CS","2022","Black","HM Revenue and Customs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Revenue and Customs","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Revenue and Customs","SEO/HEO","HEO","65","[c]","35090","33220"
"New entrant CS","2022","Black","HM Revenue and Customs","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Treasury","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Home Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Home Office","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Home Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Home Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Home Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice","AA/AO","AA","40","[c]","23140","24080"
"New entrant CS","2022","Black","Ministry of Justice","AA/AO","AO","190","[c]","25720","23720"
"New entrant CS","2022","Black","Ministry of Justice","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice","Unknown","Unknown","465","[c]","30310","28180"
"New entrant CS","2022","Black","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
