"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","AA/AO","AO","65","[c]","21610","21260"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","EO","EO","320","[c]","28920","27570"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","AA/AO","AA","35","[c]","21120","22350"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","AA/AO","AO","100","[c]","22060","22030"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","EO","EO","160","[c]","26060","26880"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","G6/G7","G6","35","[c]","77320","68790"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","G6/G7","G7","110","[c]","53550","52610"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","SCS level","SCS level","60","[c]","109920","107460"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","SEO/HEO","HEO","190","[c]","32150","32330"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","SEO/HEO","SEO","150","[c]","40230","40070"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","AA/AO","AO","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","EO","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","EO","EO","85","[c]","27080","28650"
"Leaver Dept.","2022","Asian","Home Office","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","SEO/HEO","HEO","35","[c]","34050","35070"
"Leaver Dept.","2022","Asian","Home Office","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","AA/AO","AO","95","[c]","21220","20970"
"Leaver Dept.","2022","Asian","Ministry of Justice","EO","EO","50","[c]","25230","25120"
"Leaver Dept.","2022","Asian","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Gas and Electricity Markets","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Gas and Electricity Markets","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of the Secretary of State for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of the Secretary of State for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of the Secretary of State for Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
