"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","Scottish Government","SEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","SEO","Heterosexual / straight","35","35","43950","41470"
"In post","2022","Digital, Data & Technology","The National Archives","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","EO","Heterosexual / straight","50","50","24660","23880"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","EO","Unknown","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G6","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G7","Heterosexual / straight","155","150","51790","50210"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G7","Unknown","50","50","52450","50800"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","HEO","Heterosexual / straight","60","60","31320","30210"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","HEO","Unknown","40","40","31220","30210"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SEO","Heterosexual / straight","105","100","37530","36840"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SEO","Unknown","65","60","37680","36840"
"In post","2022","Digital, Data & Technology","UK Supreme Court","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Supreme Court","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Supreme Court","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Supreme Court","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","AO","Heterosexual / straight","30","25","22350","22200"
"In post","2022","Finance","Attorney General's Departments","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","EO","Heterosexual / straight","35","30","26360","26010"
"In post","2022","Finance","Attorney General's Departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Cabinet Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","G7","Heterosexual / straight","35","35","54460","54700"
"In post","2022","Finance","Cabinet Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Cabinet Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Cabinet Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Charity Commission","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","AO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","65","65","56030","57870"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","60","55","33790","33570"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","50","50","43890","42210"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","EO","Heterosexual / straight","100","95","25970","25000"
"In post","2022","Finance","Department for Education","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Education","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Department for Education","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Finance","Department for Education","G6","Heterosexual / straight","80","80","63370","61960"
"In post","2022","Finance","Department for Education","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","G6","Unknown","15","10","[c]","[c]"
"In post","2022","Finance","Department for Education","G7","Heterosexual / straight","195","190","51400","50400"
"In post","2022","Finance","Department for Education","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Education","G7","Undeclared","30","30","51210","50400"
"In post","2022","Finance","Department for Education","G7","Unknown","45","45","51770","50630"
"In post","2022","Finance","Department for Education","HEO","Heterosexual / straight","240","235","30700","30090"
"In post","2022","Finance","Department for Education","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","Department for Education","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Finance","Department for Education","HEO","Unknown","50","50","31230","30200"
"In post","2022","Finance","Department for Education","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","SEO","Heterosexual / straight","255","245","38490","36960"
"In post","2022","Finance","Department for Education","SEO","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","Department for Education","SEO","Undeclared","35","30","38350","37100"
"In post","2022","Finance","Department for Education","SEO","Unknown","75","70","39280","38150"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","40","35","25700","25440"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","35","35","63140","62580"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","85","85","51610","50660"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","G7","Unknown","10","10","[c]","[c]"
