"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department of Health and Social Care","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Medicine","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Medicine","EO","EO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","Medicine","G6/G7","G6","95","80","76450","72180"
"In post","2022","Department of Health and Social Care","Medicine","G6/G7","G7","70","65","54150","53620"
"In post","2022","Department of Health and Social Care","Medicine","SCS level","SCS level","285","255","108290","104920"
"In post","2022","Department of Health and Social Care","Medicine","SEO/HEO","HEO","30","25","33530","32790"
"In post","2022","Department of Health and Social Care","Medicine","SEO/HEO","SEO","60","55","42270","40940"
"In post","2022","Department of Health and Social Care","Operational Delivery","AA/AO","AA","100","75","20440","19520"
"In post","2022","Department of Health and Social Care","Operational Delivery","AA/AO","AO","490","420","21760","21820"
"In post","2022","Department of Health and Social Care","Operational Delivery","EO","EO","730","670","26460","26880"
"In post","2022","Department of Health and Social Care","Operational Delivery","G6/G7","G6","395","385","67430","66230"
"In post","2022","Department of Health and Social Care","Operational Delivery","G6/G7","G7","860","830","53080","53100"
"In post","2022","Department of Health and Social Care","Operational Delivery","SCS level","SCS level","200","190","96290","93000"
"In post","2022","Department of Health and Social Care","Operational Delivery","SEO/HEO","HEO","850","800","31910","32330"
"In post","2022","Department of Health and Social Care","Operational Delivery","SEO/HEO","SEO","800","765","39640","40070"
"In post","2022","Department of Health and Social Care","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Operational Research","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other","EO","EO","40","40","27490","27400"
"In post","2022","Department of Health and Social Care","Other","G6/G7","G6","45","45","67070","66560"
"In post","2022","Department of Health and Social Care","Other","G6/G7","G7","90","90","53150","53360"
"In post","2022","Department of Health and Social Care","Other","SCS level","SCS level","35","35","89790","87490"
"In post","2022","Department of Health and Social Care","Other","SEO/HEO","HEO","45","45","32720","32790"
"In post","2022","Department of Health and Social Care","Other","SEO/HEO","SEO","70","70","40920","40850"
"In post","2022","Department of Health and Social Care","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Policy","EO","EO","70","70","27150","27270"
"In post","2022","Department of Health and Social Care","Policy","G6/G7","G6","175","165","66680","66230"
"In post","2022","Department of Health and Social Care","Policy","G6/G7","G7","350","340","53420","53360"
"In post","2022","Department of Health and Social Care","Policy","SCS level","SCS level","75","70","85560","76700"
"In post","2022","Department of Health and Social Care","Policy","SEO/HEO","HEO","265","260","32380","32790"
"In post","2022","Department of Health and Social Care","Policy","SEO/HEO","SEO","175","165","40290","40650"
"In post","2022","Department of Health and Social Care","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Project Delivery","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","EO","EO","10","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","SEO/HEO","HEO","15","10","34090","33740"
"In post","2022","Department of Health and Social Care","Property","SEO/HEO","SEO","30","30","40040","40650"
"In post","2022","Department of Health and Social Care","Science and Engineering","AA/AO","AA","25","25","20780","21120"
"In post","2022","Department of Health and Social Care","Science and Engineering","AA/AO","AO","115","110","21600","21820"
"In post","2022","Department of Health and Social Care","Science and Engineering","EO","EO","250","240","26110","26880"
"In post","2022","Department of Health and Social Care","Science and Engineering","G6/G7","G6","180","170","71630","68580"
"In post","2022","Department of Health and Social Care","Science and Engineering","G6/G7","G7","495","470","53090","52610"
"In post","2022","Department of Health and Social Care","Science and Engineering","SCS level","SCS level","45","40","93500","91740"
"In post","2022","Department of Health and Social Care","Science and Engineering","SEO/HEO","HEO","580","535","32330","32330"
"In post","2022","Department of Health and Social Care","Science and Engineering","SEO/HEO","SEO","660","620","40720","40450"
"In post","2022","Department of Health and Social Care","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Statistics","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Statistics","G6/G7","G7","25","25","53710","53360"
"In post","2022","Department of Health and Social Care","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Statistics","SEO/HEO","HEO","10","10","31760","32790"
"In post","2022","Department of Health and Social Care","Statistics","SEO/HEO","SEO","10","10","40500","40550"
"In post","2022","Department of Health and Social Care","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","EO","EO","15","15","26160","27140"
"In post","2022","Department of Health and Social Care","Unknown","G6/G7","G6","30","30","65720","66230"
"In post","2022","Department of Health and Social Care","Unknown","G6/G7","G7","65","65","52400","53360"
"In post","2022","Department of Health and Social Care","Unknown","SCS level","SCS level","20","20","86190","72940"
"In post","2022","Department of Health and Social Care","Unknown","SEO/HEO","HEO","40","35","32350","32790"
"In post","2022","Department of Health and Social Care","Unknown","SEO/HEO","SEO","35","30","41060","40650"
"In post","2022","Estyn","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Inspector of Education and Training","G6/G7","G6","65","60","75110","75480"
"In post","2022","Estyn","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Operational Delivery","EO","EO","15","15","28730","29430"
"In post","2022","Estyn","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Property","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","SEO/HEO","HEO","15","15","31460","30810"
"In post","2022","Food Standards Agency","Communications","SEO/HEO","SEO","20","20","40120","40350"
