"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Transport","Digital, Data and Technology","G6/G7","G7","185","180","58860","56490"
"In post","2022","Department for Transport","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data and Technology","SEO/HEO","HEO","315","310","34050","32180"
"In post","2022","Department for Transport","Digital, Data and Technology","SEO/HEO","SEO","360","355","43940","42260"
"In post","2022","Department for Transport","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Economics","EO","EO","10","10","28880","29970"
"In post","2022","Department for Transport","Economics","G6/G7","G6","20","20","66650","66140"
"In post","2022","Department for Transport","Economics","G6/G7","G7","60","60","55170","54760"
"In post","2022","Department for Transport","Economics","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Transport","Economics","SEO/HEO","HEO","45","45","33140","34710"
"In post","2022","Department for Transport","Economics","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Department for Transport","Finance","AA/AO","AA","10","10","18310","18310"
"In post","2022","Department for Transport","Finance","AA/AO","AO","35","35","22170","21840"
"In post","2022","Department for Transport","Finance","EO","EO","85","80","26440","26350"
"In post","2022","Department for Transport","Finance","G6/G7","G6","40","40","66610","66230"
"In post","2022","Department for Transport","Finance","G6/G7","G7","95","95","53730","54110"
"In post","2022","Department for Transport","Finance","SCS level","SCS level","10","10","86320","84830"
"In post","2022","Department for Transport","Finance","SEO/HEO","HEO","90","85","32690","32020"
"In post","2022","Department for Transport","Finance","SEO/HEO","SEO","105","105","42130","42470"
"In post","2022","Department for Transport","Human Resources","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","AA/AO","AO","40","35","21840","21840"
"In post","2022","Department for Transport","Human Resources","EO","EO","100","95","27600","26700"
"In post","2022","Department for Transport","Human Resources","G6/G7","G6","20","20","64650","65440"
"In post","2022","Department for Transport","Human Resources","G6/G7","G7","50","50","51830","50610"
"In post","2022","Department for Transport","Human Resources","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","SEO/HEO","HEO","120","115","32270","31860"
"In post","2022","Department for Transport","Human Resources","SEO/HEO","SEO","100","95","40200","39040"
"In post","2022","Department for Transport","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Department for Transport","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","International Trade","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Department for Transport","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Knowledge and Information Management","EO","EO","15","15","26150","26780"
"In post","2022","Department for Transport","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Knowledge and Information Management","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Department for Transport","Knowledge and Information Management","SEO/HEO","HEO","25","25","32600","32530"
"In post","2022","Department for Transport","Knowledge and Information Management","SEO/HEO","SEO","25","25","41580","41370"
"In post","2022","Department for Transport","Legal","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Medicine","G6/G7","G6","40","35","88860","86520"
"In post","2022","Department for Transport","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Medicine","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2022","Department for Transport","Operational Delivery","AA/AO","AA","1195","950","18350","18310"
"In post","2022","Department for Transport","Operational Delivery","AA/AO","AO","4085","3630","23030","21840"
"In post","2022","Department for Transport","Operational Delivery","EO","EO","3175","2970","28000","26780"
"In post","2022","Department for Transport","Operational Delivery","G6/G7","G6","20","20","67430","66090"
"In post","2022","Department for Transport","Operational Delivery","G6/G7","G7","130","125","58380","55300"
"In post","2022","Department for Transport","Operational Delivery","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Transport","Operational Delivery","SEO/HEO","HEO","695","680","33590","32980"
"In post","2022","Department for Transport","Operational Delivery","SEO/HEO","SEO","320","315","45100","42520"
"In post","2022","Department for Transport","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Operational Research","AA/AO","AO","20","15","21840","21840"
"In post","2022","Department for Transport","Operational Research","EO","EO","15","10","26330","26130"
"In post","2022","Department for Transport","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Operational Research","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Department for Transport","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Operational Research","SEO/HEO","HEO","20","20","32860","33350"
"In post","2022","Department for Transport","Operational Research","SEO/HEO","SEO","15","15","40550","39470"
"In post","2022","Department for Transport","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other","EO","EO","5","5","[c]","[c]"
"In post","2022","Department for Transport","Other","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Department for Transport","Other","G6/G7","G7","20","20","55310","54760"
"In post","2022","Department for Transport","Other","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Transport","Other","SEO/HEO","HEO","10","10","33790","34710"
"In post","2022","Department for Transport","Other","SEO/HEO","SEO","10","10","41420","42470"
"In post","2022","Department for Transport","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Policy","AA/AO","AO","55","50","22260","21840"
"In post","2022","Department for Transport","Policy","EO","EO","125","120","27950","26780"
"In post","2022","Department for Transport","Policy","G6/G7","G6","175","170","66020","65490"
"In post","2022","Department for Transport","Policy","G6/G7","G7","405","395","54470","54110"
"In post","2022","Department for Transport","Policy","SCS level","SCS level","70","65","77590","73890"
"In post","2022","Department for Transport","Policy","SEO/HEO","HEO","390","375","33790","34710"
"In post","2022","Department for Transport","Policy","SEO/HEO","SEO","340","330","41800","42470"
"In post","2022","Department for Transport","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Project Delivery","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Department for Transport","Project Delivery","EO","EO","70","70","26940","26470"
"In post","2022","Department for Transport","Project Delivery","G6/G7","G6","75","70","66680","66090"
"In post","2022","Department for Transport","Project Delivery","G6/G7","G7","140","140","54380","54110"
"In post","2022","Department for Transport","Project Delivery","SCS level","SCS level","35","35","88870","84460"
"In post","2022","Department for Transport","Project Delivery","SEO/HEO","HEO","105","105","33440","34710"
"In post","2022","Department for Transport","Project Delivery","SEO/HEO","SEO","115","115","41730","42470"
"In post","2022","Department for Transport","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Property","AA/AO","AO","25","20","21840","21840"
"In post","2022","Department for Transport","Property","EO","EO","35","35","26580","26350"
"In post","2022","Department for Transport","Property","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Department for Transport","Property","G6/G7","G7","20","20","51870","49240"
"In post","2022","Department for Transport","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Property","SEO/HEO","HEO","55","50","31740","31040"
"In post","2022","Department for Transport","Property","SEO/HEO","SEO","30","30","40390","39530"
"In post","2022","Department for Transport","Science and Engineering","EO","EO","10","10","[c]","[c]"
"In post","2022","Department for Transport","Science and Engineering","G6/G7","G6","10","10","65780","66000"
"In post","2022","Department for Transport","Science and Engineering","G6/G7","G7","30","30","57790","54760"
"In post","2022","Department for Transport","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Science and Engineering","SEO/HEO","HEO","50","45","37700","37260"
"In post","2022","Department for Transport","Science and Engineering","SEO/HEO","SEO","50","50","45440","43490"
"In post","2022","Department for Transport","Security","AA/AO","AA","55","50","24730","24720"
"In post","2022","Department for Transport","Security","AA/AO","AO","10","10","26420","24570"
"In post","2022","Department for Transport","Security","EO","EO","5","5","[c]","[c]"
"In post","2022","Department for Transport","Security","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Department for Transport","Security","G6/G7","G7","25","25","54710","54650"
"In post","2022","Department for Transport","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Security","SEO/HEO","HEO","40","40","36060","35430"
"In post","2022","Department for Transport","Security","SEO/HEO","SEO","55","55","43180","43360"
"In post","2022","Department for Transport","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Social Research","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Department for Transport","Social Research","G6/G7","G7","15","15","54470","54110"
"In post","2022","Department for Transport","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Social Research","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Department for Transport","Social Research","SEO/HEO","SEO","15","15","43080","42470"
"In post","2022","Department for Transport","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Statistics","EO","EO","15","15","29780","30270"
"In post","2022","Department for Transport","Statistics","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Department for Transport","Statistics","G6/G7","G7","20","15","55150","54650"
"In post","2022","Department for Transport","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Statistics","SEO/HEO","HEO","20","20","34940","35060"
"In post","2022","Department for Transport","Statistics","SEO/HEO","SEO","20","20","43210","42470"
"In post","2022","Department for Transport","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","AA/AO","AO","40","35","25990","25730"
"In post","2022","Department for Transport","Unknown","EO","EO","170","170","28620","29970"
"In post","2022","Department for Transport","Unknown","G6/G7","G6","55","55","74970","67370"
"In post","2022","Department for Transport","Unknown","G6/G7","G7","150","145","64010","54870"
"In post","2022","Department for Transport","Unknown","SCS level","SCS level","80","75","97520","93000"
"In post","2022","Department for Transport","Unknown","SEO/HEO","HEO","115","115","33790","34710"
"In post","2022","Department for Transport","Unknown","SEO/HEO","SEO","85","80","41540","42470"
"In post","2022","Department for Work and Pensions","Commercial","AA/AO","AO","65","55","21220","21260"
"In post","2022","Department for Work and Pensions","Commercial","EO","EO","95","85","27700","27570"
"In post","2022","Department for Work and Pensions","Commercial","G6/G7","G6","25","25","63840","60760"
"In post","2022","Department for Work and Pensions","Commercial","G6/G7","G7","60","60","51890","49170"
"In post","2022","Department for Work and Pensions","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Commercial","SEO/HEO","HEO","195","180","33330","32010"
"In post","2022","Department for Work and Pensions","Commercial","SEO/HEO","SEO","75","75","37640","36300"
"In post","2022","Department for Work and Pensions","Communications","EO","EO","15","15","30860","31060"
"In post","2022","Department for Work and Pensions","Communications","G6/G7","G6","10","10","65390","66250"
"In post","2022","Department for Work and Pensions","Communications","G6/G7","G7","15","15","51530","54070"
"In post","2022","Department for Work and Pensions","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Communications","SEO/HEO","HEO","30","25","37120","36970"
"In post","2022","Department for Work and Pensions","Communications","SEO/HEO","SEO","40","35","40620","40840"
"In post","2022","Department for Work and Pensions","Counter Fraud","AA/AO","AA","15","15","21240","21760"
"In post","2022","Department for Work and Pensions","Counter Fraud","AA/AO","AO","1350","1150","22590","21260"
"In post","2022","Department for Work and Pensions","Counter Fraud","EO","EO","3370","3015","28290","27570"
"In post","2022","Department for Work and Pensions","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Counter Fraud","G6/G7","G7","35","35","51710","50380"
"In post","2022","Department for Work and Pensions","Counter Fraud","SEO/HEO","HEO","675","635","33720","32470"
"In post","2022","Department for Work and Pensions","Counter Fraud","SEO/HEO","SEO","120","115","37620","36270"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","AA/AO","AO","65","65","21270","21260"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","EO","EO","880","810","27890","27570"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","G6/G7","G6","370","365","69010","67480"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","G6/G7","G7","900","880","54630","53910"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","SCS level","SCS level","50","50","94800","89550"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","HEO","735","710","32780","31990"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","SEO","995","970","39570","38610"
"In post","2022","Department for Work and Pensions","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Economics","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions","Economics","SEO/HEO","HEO","40","40","34910","35000"
"In post","2022","Department for Work and Pensions","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Finance","AA/AO","AO","120","100","21040","21260"
"In post","2022","Department for Work and Pensions","Finance","EO","EO","170","160","27940","27570"
"In post","2022","Department for Work and Pensions","Finance","G6/G7","G6","65","60","68250","67090"
"In post","2022","Department for Work and Pensions","Finance","G6/G7","G7","190","185","53290","52750"
"In post","2022","Department for Work and Pensions","Finance","SCS level","SCS level","15","15","85800","74970"
"In post","2022","Department for Work and Pensions","Finance","SEO/HEO","HEO","300","280","33080","31990"
"In post","2022","Department for Work and Pensions","Finance","SEO/HEO","SEO","355","330","37820","35950"
"In post","2022","Department for Work and Pensions","Human Resources","AA/AO","AO","15","15","21430","21260"
"In post","2022","Department for Work and Pensions","Human Resources","EO","EO","215","200","27980","27570"
"In post","2022","Department for Work and Pensions","Human Resources","G6/G7","G6","50","50","64540","62610"
"In post","2022","Department for Work and Pensions","Human Resources","G6/G7","G7","160","150","51640","49350"
"In post","2022","Department for Work and Pensions","Human Resources","SCS level","SCS level","15","15","78780","77400"
"In post","2022","Department for Work and Pensions","Human Resources","SEO/HEO","HEO","240","225","33140","31990"
"In post","2022","Department for Work and Pensions","Human Resources","SEO/HEO","SEO","140","130","37830","36960"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","AA/AO","AO","30","25","22290","21260"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","EO","EO","160","150","28470","27570"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","G6/G7","G6","15","15","66370","66250"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","G6/G7","G7","55","50","54360","54070"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","HEO","155","145","34910","33650"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","SEO","60","60","41030","40490"
"In post","2022","Department for Work and Pensions","Legal","EO","EO","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Operational Delivery","AA/AO","AA","200","160","20350","20480"
"In post","2022","Department for Work and Pensions","Operational Delivery","AA/AO","AO","23735","20445","21350","21260"
"In post","2022","Department for Work and Pensions","Operational Delivery","EO","EO","39025","35195","28100","27570"
"In post","2022","Department for Work and Pensions","Operational Delivery","G6/G7","G6","215","210","65140","63180"
"In post","2022","Department for Work and Pensions","Operational Delivery","G6/G7","G7","770","745","53860","49610"
"In post","2022","Department for Work and Pensions","Operational Delivery","SCS level","SCS level","75","75","83990","76740"
"In post","2022","Department for Work and Pensions","Operational Delivery","SEO/HEO","HEO","3535","3305","33400","32420"
"In post","2022","Department for Work and Pensions","Operational Delivery","SEO/HEO","SEO","1485","1415","43770","39960"
"In post","2022","Department for Work and Pensions","Operational Research","SEO/HEO","HEO","15","15","33520","33580"
"In post","2022","Department for Work and Pensions","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other","AA/AO","AA","65","55","20400","20480"
"In post","2022","Department for Work and Pensions","Other","AA/AO","AO","3130","2740","21400","21260"
"In post","2022","Department for Work and Pensions","Other","EO","EO","3735","3465","28150","27570"
"In post","2022","Department for Work and Pensions","Other","G6/G7","G6","15","15","67180","66740"
"In post","2022","Department for Work and Pensions","Other","G6/G7","G7","40","40","51900","49170"
"In post","2022","Department for Work and Pensions","Other","SCS level","SCS level","45","45","96780","83450"
"In post","2022","Department for Work and Pensions","Other","SEO/HEO","HEO","560","520","33290","31990"
"In post","2022","Department for Work and Pensions","Other","SEO/HEO","SEO","135","130","37350","35720"
"In post","2022","Department for Work and Pensions","Policy","AA/AO","AO","10","10","23190","23190"
"In post","2022","Department for Work and Pensions","Policy","EO","EO","105","105","29530","31060"
"In post","2022","Department for Work and Pensions","Policy","G6/G7","G6","105","95","67730","66260"
"In post","2022","Department for Work and Pensions","Policy","G6/G7","G7","305","285","53720","54070"
"In post","2022","Department for Work and Pensions","Policy","SCS level","SCS level","45","40","81640","78000"
"In post","2022","Department for Work and Pensions","Policy","SEO/HEO","HEO","260","250","35170","36650"
"In post","2022","Department for Work and Pensions","Policy","SEO/HEO","SEO","280","265","39470","39960"
"In post","2022","Department for Work and Pensions","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Project Delivery","AA/AO","AO","330","265","21970","21260"
"In post","2022","Department for Work and Pensions","Project Delivery","EO","EO","230","200","28110","27570"
"In post","2022","Department for Work and Pensions","Project Delivery","G6/G7","G6","70","70","63150","60740"
"In post","2022","Department for Work and Pensions","Project Delivery","G6/G7","G7","165","155","51060","49170"
"In post","2022","Department for Work and Pensions","Project Delivery","SCS level","SCS level","30","30","85280","77800"
"In post","2022","Department for Work and Pensions","Project Delivery","SEO/HEO","HEO","410","365","33680","33180"
"In post","2022","Department for Work and Pensions","Project Delivery","SEO/HEO","SEO","260","240","37480","36650"
"In post","2022","Department for Work and Pensions","Property","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Property","EO","EO","20","20","28420","27570"
"In post","2022","Department for Work and Pensions","Property","G6/G7","G6","15","15","68350","66250"
"In post","2022","Department for Work and Pensions","Property","G6/G7","G7","35","35","54640","49170"
"In post","2022","Department for Work and Pensions","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Property","SEO/HEO","HEO","65","60","36050","35120"
"In post","2022","Department for Work and Pensions","Property","SEO/HEO","SEO","60","55","39320","37710"
"In post","2022","Department for Work and Pensions","Psychology","EO","EO","15","15","28940","27570"
"In post","2022","Department for Work and Pensions","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Psychology","SEO/HEO","HEO","35","30","35420","34340"
"In post","2022","Department for Work and Pensions","Psychology","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Science and Engineering","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Science and Engineering","EO","EO","135","135","26510","26370"
"In post","2022","Department for Work and Pensions","Science and Engineering","G6/G7","G6","20","15","71680","72340"
"In post","2022","Department for Work and Pensions","Science and Engineering","G6/G7","G7","70","65","55600","54320"
"In post","2022","Department for Work and Pensions","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Science and Engineering","SEO/HEO","HEO","105","90","33050","31710"
"In post","2022","Department for Work and Pensions","Science and Engineering","SEO/HEO","SEO","145","135","41600","39990"
"In post","2022","Department for Work and Pensions","Security","AA/AO","AO","25","20","20990","21260"
"In post","2022","Department for Work and Pensions","Security","EO","EO","70","65","28110","27570"
"In post","2022","Department for Work and Pensions","Security","G6/G7","G6","30","30","67160","65630"
"In post","2022","Department for Work and Pensions","Security","G6/G7","G7","80","75","54020","54000"
"In post","2022","Department for Work and Pensions","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Security","SEO/HEO","HEO","130","125","33430","31990"
"In post","2022","Department for Work and Pensions","Security","SEO/HEO","SEO","125","120","37630","36910"
"In post","2022","Department for Work and Pensions","Social Research","SEO/HEO","HEO","40","40","35380","35000"
"In post","2022","Department for Work and Pensions","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Statistics","G6/G7","G6","15","15","69490","66370"
"In post","2022","Department for Work and Pensions","Statistics","G6/G7","G7","70","65","56750","54210"
"In post","2022","Department for Work and Pensions","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Statistics","SEO/HEO","HEO","55","55","33580","31990"
"In post","2022","Department for Work and Pensions","Statistics","SEO/HEO","SEO","65","60","38330","36780"
"In post","2022","Department for Work and Pensions","Unknown","AA/AO","AO","160","150","21920","21260"
"In post","2022","Department for Work and Pensions","Unknown","EO","EO","140","130","28270","27570"
"In post","2022","Department for Work and Pensions","Unknown","G6/G7","G6","35","35","68290","66370"
"In post","2022","Department for Work and Pensions","Unknown","G6/G7","G7","60","55","54390","54070"
"In post","2022","Department for Work and Pensions","Unknown","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","SEO/HEO","HEO","70","70","34440","32500"
"In post","2022","Department for Work and Pensions","Unknown","SEO/HEO","SEO","50","50","39270","38880"
"In post","2022","Department of Health and Social Care","Commercial","AA/AO","AO","10","10","21760","22660"
"In post","2022","Department of Health and Social Care","Commercial","EO","EO","40","35","26580","27270"
"In post","2022","Department of Health and Social Care","Commercial","G6/G7","G6","55","50","65980","66030"
"In post","2022","Department of Health and Social Care","Commercial","G6/G7","G7","150","145","52930","53360"
"In post","2022","Department of Health and Social Care","Commercial","SCS level","SCS level","45","45","80150","75460"
"In post","2022","Department of Health and Social Care","Commercial","SEO/HEO","HEO","65","60","31690","32790"
"In post","2022","Department of Health and Social Care","Commercial","SEO/HEO","SEO","150","145","39800","40650"
"In post","2022","Department of Health and Social Care","Communications","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","Communications","AA/AO","AO","10","10","23160","23170"
"In post","2022","Department of Health and Social Care","Communications","EO","EO","100","95","27420","27270"
"In post","2022","Department of Health and Social Care","Communications","G6/G7","G6","85","80","66620","66230"
"In post","2022","Department of Health and Social Care","Communications","G6/G7","G7","125","120","53890","53360"
"In post","2022","Department of Health and Social Care","Communications","SCS level","SCS level","15","15","93400","89350"
"In post","2022","Department of Health and Social Care","Communications","SEO/HEO","HEO","85","80","33200","32790"
"In post","2022","Department of Health and Social Care","Communications","SEO/HEO","SEO","60","60","41020","40650"
"In post","2022","Department of Health and Social Care","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","EO","EO","35","35","27000","27270"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","G6/G7","G6","25","25","72360","67390"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","G6/G7","G7","95","90","54400","53360"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","SCS level","SCS level","20","20","87160","79720"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","HEO","125","120","32620","32790"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","SEO","90","90","40740","40650"
"In post","2022","Department of Health and Social Care","Economics","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Economics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Economics","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","Economics","G6/G7","G7","30","25","53280","53360"
"In post","2022","Department of Health and Social Care","Economics","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","Economics","SEO/HEO","HEO","25","25","32810","32790"
"In post","2022","Department of Health and Social Care","Economics","SEO/HEO","SEO","10","10","39880","40650"
"In post","2022","Department of Health and Social Care","Finance","AA/AO","AO","15","15","21360","20010"
"In post","2022","Department of Health and Social Care","Finance","EO","EO","100","100","25550","24250"
"In post","2022","Department of Health and Social Care","Finance","G6/G7","G6","60","55","65960","66230"
"In post","2022","Department of Health and Social Care","Finance","G6/G7","G7","140","140","53110","53360"
"In post","2022","Department of Health and Social Care","Finance","SCS level","SCS level","30","30","82630","76660"
"In post","2022","Department of Health and Social Care","Finance","SEO/HEO","HEO","120","120","31790","32790"
"In post","2022","Department of Health and Social Care","Finance","SEO/HEO","SEO","155","150","39740","40650"
"In post","2022","Department of Health and Social Care","Human Resources","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Human Resources","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","Human Resources","EO","EO","150","145","26660","27140"
"In post","2022","Department of Health and Social Care","Human Resources","G6/G7","G6","55","55","65840","66230"
"In post","2022","Department of Health and Social Care","Human Resources","G6/G7","G7","100","95","53150","53360"
"In post","2022","Department of Health and Social Care","Human Resources","SCS level","SCS level","25","20","85180","77290"
"In post","2022","Department of Health and Social Care","Human Resources","SEO/HEO","HEO","120","120","32110","32330"
"In post","2022","Department of Health and Social Care","Human Resources","SEO/HEO","SEO","90","85","39900","40450"
"In post","2022","Department of Health and Social Care","Knowledge and Information Management","EO","EO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
