"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Undeclared","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Digital, Data & Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Digital, Data & Technology","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","No function","London","55","[c]","38680","33640"
"New entrant CS","2022","Undeclared","Undeclared","No function","Outside London","145","[c]","29010","26590"
"New entrant CS","2022","Undeclared","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Project Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","No function","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","No function","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Analysis","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Analysis","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Communications","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Counter Fraud","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Debt","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","Outside London","40","[c]","34350","33000"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Grants Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Human Resources","Outside London","35","[c]","31130","27570"
"New entrant CS","2022","Undeclared","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Legal","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Legal","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","No function","London","125","[c]","34980","32350"
"New entrant CS","2022","Undeclared","White","No function","Outside London","640","[c]","26320","24800"
"New entrant CS","2022","Undeclared","White","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Project Delivery","Outside London","30","[c]","33620","29870"
"New entrant CS","2022","Undeclared","White","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Property","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Unknown","Outside London","105","[c]","28780","27230"
"New entrant CS","2022","Undeclared","White","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Analysis","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Analysis","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Debt","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","Outside London","35","[c]","35530","33840"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Legal","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Legal","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","No function","London","90","[c]","36340","32490"
"New entrant CS","2022","Unknown","Asian","No function","Outside London","160","[c]","27680","25000"
"New entrant CS","2022","Unknown","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","London","45","[c]","34140","28650"
"New entrant CS","2022","Unknown","Asian","Unknown","Outside London","65","[c]","26580","24880"
"New entrant CS","2022","Unknown","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Legal","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","No function","London","50","[c]","33100","31060"
"New entrant CS","2022","Unknown","Black","No function","Outside London","50","[c]","27950","26590"
"New entrant CS","2022","Unknown","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Grants Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Legal","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","No function","London","40","[c]","38340","33570"
"New entrant CS","2022","Unknown","Mixed","No function","Outside London","50","[c]","28340","26360"
"New entrant CS","2022","Unknown","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Unknown","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Unknown","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Grants Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","No function","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","No function","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
