"Status","Year","Organisation","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Defence Electronics and Components Agency","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","EO","Heterosexual / straight","95","95","20800","20160"
"In post","2022","Defence Equipment and Support","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","HEO","Heterosexual / straight","45","45","29120","27890"
"In post","2022","Defence Equipment and Support","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outside London","EO","Heterosexual / straight","1755","1680","22700","22000"
"In post","2022","Defence Equipment and Support","Outside London","EO","LGBO","80","80","23040","22230"
"In post","2022","Defence Equipment and Support","Outside London","EO","Undeclared","175","165","23010","22470"
"In post","2022","Defence Equipment and Support","Outside London","EO","Unknown","225","215","21540","20480"
"In post","2022","Defence Equipment and Support","Outside London","G6","Heterosexual / straight","360","350","68380","67230"
"In post","2022","Defence Equipment and Support","Outside London","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outside London","G6","Undeclared","55","50","67590","66440"
"In post","2022","Defence Equipment and Support","Outside London","G6","Unknown","20","20","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outside London","G7","Heterosexual / straight","1080","1050","52160","52500"
"In post","2022","Defence Equipment and Support","Outside London","G7","LGBO","35","35","50920","51920"
"In post","2022","Defence Equipment and Support","Outside London","G7","Undeclared","160","155","52870","53900"
"In post","2022","Defence Equipment and Support","Outside London","G7","Unknown","60","60","51660","51980"
"In post","2022","Defence Equipment and Support","Outside London","HEO","Heterosexual / straight","2520","2420","30320","30420"
"In post","2022","Defence Equipment and Support","Outside London","HEO","LGBO","95","95","29290","29550"
"In post","2022","Defence Equipment and Support","Outside London","HEO","Undeclared","335","320","31510","31950"
"In post","2022","Defence Equipment and Support","Outside London","HEO","Unknown","190","180","30350","30590"
"In post","2022","Defence Equipment and Support","Outside London","SCS level","Heterosexual / straight","95","95","101200","93640"
"In post","2022","Defence Equipment and Support","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outside London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outside London","SEO","Heterosexual / straight","2550","2465","40280","40640"
"In post","2022","Defence Equipment and Support","Outside London","SEO","LGBO","70","70","38770","38670"
"In post","2022","Defence Equipment and Support","Outside London","SEO","Undeclared","405","390","41170","41280"
"In post","2022","Defence Equipment and Support","Outside London","SEO","Unknown","195","190","40110","39830"
"In post","2022","Defence Equipment and Support","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","SEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","AA","Unknown","40","40","18680","17790"
"In post","2022","Defence Science and Technology Laboratory","Outside London","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","AO","Unknown","105","105","21110","22230"
"In post","2022","Defence Science and Technology Laboratory","Outside London","EO","Heterosexual / straight","50","50","24250","23490"
"In post","2022","Defence Science and Technology Laboratory","Outside London","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","EO","Unknown","225","210","24990","23490"
"In post","2022","Defence Science and Technology Laboratory","Outside London","G6","Heterosexual / straight","40","40","69640","67780"
"In post","2022","Defence Science and Technology Laboratory","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","G6","Unknown","120","110","71040","68170"
"In post","2022","Defence Science and Technology Laboratory","Outside London","G7","Heterosexual / straight","390","375","50510","47060"
"In post","2022","Defence Science and Technology Laboratory","Outside London","G7","LGBO","20","20","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","G7","Undeclared","35","35","48890","47010"
"In post","2022","Defence Science and Technology Laboratory","Outside London","G7","Unknown","1335","1275","51260","47490"
"In post","2022","Defence Science and Technology Laboratory","Outside London","HEO","Heterosexual / straight","225","225","30130","29230"
"In post","2022","Defence Science and Technology Laboratory","Outside London","HEO","LGBO","55","55","29550","29230"
"In post","2022","Defence Science and Technology Laboratory","Outside London","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","HEO","Unknown","880","855","30310","29230"
"In post","2022","Defence Science and Technology Laboratory","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","SEO","Heterosexual / straight","220","210","38940","38070"
"In post","2022","Defence Science and Technology Laboratory","Outside London","SEO","LGBO","20","20","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","SEO","Unknown","800","770","39500","38070"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","Heterosexual / straight","35","35","25840","24900"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","Heterosexual / straight","240","235","28730","27690"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","LGBO","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","Unknown","35","35","28730","27680"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","Heterosexual / straight","475","455","67620","64990"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","LGBO","45","45","66100","64990"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","Undeclared","80","80","68840","66830"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","Unknown","45","45","66260","64700"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","Heterosexual / straight","1310","1280","55420","53600"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","LGBO","140","135","54760","53400"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","Undeclared","175","170","55490","53600"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","Unknown","115","110","55150","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","Heterosexual / straight","755","740","34660","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","LGBO","105","100","34160","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","Undeclared","95","95","35150","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","Unknown","100","100","34630","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","Heterosexual / straight","245","230","88310","82550"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","Unknown","15","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","Heterosexual / straight","815","805","41550","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","LGBO","110","110","41260","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","Undeclared","90","85","41370","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","Unknown","110","105","41220","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","Heterosexual / straight","85","80","25310","24570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","Heterosexual / straight","50","45","63290","60930"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","Heterosexual / straight","130","130","51250","49100"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","Unknown","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","Heterosexual / straight","155","155","32430","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","Heterosexual / straight","130","130","43160","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","EO","Heterosexual / straight","120","115","26990","26180"
"In post","2022","Department for Digital, Culture, Media and Sport","London","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","G6","Heterosexual / straight","165","160","64270","63580"
"In post","2022","Department for Digital, Culture, Media and Sport","London","G6","LGBO","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","G6","Unknown","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","G7","Heterosexual / straight","455","445","53730","52130"
"In post","2022","Department for Digital, Culture, Media and Sport","London","G7","LGBO","70","70","53840","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","London","G7","Undeclared","35","35","53040","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","London","G7","Unknown","50","50","54390","52130"
"In post","2022","Department for Digital, Culture, Media and Sport","London","HEO","Heterosexual / straight","480","475","35680","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","London","HEO","LGBO","75","75","35030","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","London","HEO","Undeclared","50","50","35780","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","London","HEO","Unknown","60","60","36440","34280"
"In post","2022","Department for Digital, Culture, Media and Sport","London","SCS level","Heterosexual / straight","95","90","84150","75600"
"In post","2022","Department for Digital, Culture, Media and Sport","London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","G7","Heterosexual / straight","55","50","51760","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","HEO","Heterosexual / straight","85","85","33890","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","EO","Heterosexual / straight","120","120","29260","29500"
"In post","2022","Department for Education (excl. agencies)","London","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","EO","Unknown","40","40","29010","28500"
"In post","2022","Department for Education (excl. agencies)","London","G6","Heterosexual / straight","230","220","66030","65070"
"In post","2022","Department for Education (excl. agencies)","London","G6","LGBO","30","25","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","G6","Undeclared","25","25","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","G6","Unknown","60","55","66300","65340"
"In post","2022","Department for Education (excl. agencies)","London","G7","Heterosexual / straight","430","410","54810","53760"
"In post","2022","Department for Education (excl. agencies)","London","G7","LGBO","45","45","55250","53760"
"In post","2022","Department for Education (excl. agencies)","London","G7","Undeclared","45","45","54840","53760"
"In post","2022","Department for Education (excl. agencies)","London","G7","Unknown","100","95","54870","53760"
"In post","2022","Department for Education (excl. agencies)","London","HEO","Heterosexual / straight","215","210","34370","33610"
"In post","2022","Department for Education (excl. agencies)","London","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","HEO","Undeclared","25","20","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","HEO","Unknown","60","60","33870","32940"
"In post","2022","Department for Education (excl. agencies)","London","SCS level","Heterosexual / straight","110","105","82320","74100"
"In post","2022","Department for Education (excl. agencies)","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","SEO","Heterosexual / straight","295","285","42030","40520"
"In post","2022","Department for Education (excl. agencies)","London","SEO","LGBO","35","35","41810","40510"
"In post","2022","Department for Education (excl. agencies)","London","SEO","Undeclared","30","30","41880","40510"
"In post","2022","Department for Education (excl. agencies)","London","SEO","Unknown","70","65","41620","40510"
"In post","2022","Department for Education (excl. agencies)","Outside London","AO","Heterosexual / straight","45","40","21270","21250"
"In post","2022","Department for Education (excl. agencies)","Outside London","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Outside London","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Outside London","EO","Heterosexual / straight","395","380","25410","25000"
"In post","2022","Department for Education (excl. agencies)","Outside London","EO","LGBO","30","30","25190","25000"
"In post","2022","Department for Education (excl. agencies)","Outside London","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Outside London","EO","Unknown","70","70","25560","25000"
"In post","2022","Department for Education (excl. agencies)","Outside London","G6","Heterosexual / straight","350","335","63070","61680"
"In post","2022","Department for Education (excl. agencies)","Outside London","G6","LGBO","20","20","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Outside London","G6","Undeclared","35","35","64160","62100"
"In post","2022","Department for Education (excl. agencies)","Outside London","G6","Unknown","45","45","63170","61680"
"In post","2022","Department for Education (excl. agencies)","Outside London","G7","Heterosexual / straight","815","785","50720","50130"
"In post","2022","Department for Education (excl. agencies)","Outside London","G7","LGBO","45","45","50570","50000"
"In post","2022","Department for Education (excl. agencies)","Outside London","G7","Undeclared","80","80","50700","50400"
"In post","2022","Department for Education (excl. agencies)","Outside London","G7","Unknown","95","90","50700","50130"
"In post","2022","Department for Education (excl. agencies)","Outside London","HEO","Heterosexual / straight","660","640","30380","29730"
"In post","2022","Department for Education (excl. agencies)","Outside London","HEO","LGBO","65","65","29990","29360"
"In post","2022","Department for Education (excl. agencies)","Outside London","HEO","Undeclared","65","60","30690","30090"
"In post","2022","Department for Education (excl. agencies)","Outside London","HEO","Unknown","105","100","30370","29730"
"In post","2022","Department for Education (excl. agencies)","Outside London","SCS level","Heterosexual / straight","65","65","80500","74100"
"In post","2022","Department for Education (excl. agencies)","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Outside London","SEO","Heterosexual / straight","880","845","37850","36670"
"In post","2022","Department for Education (excl. agencies)","Outside London","SEO","LGBO","65","65","37930","36500"
"In post","2022","Department for Education (excl. agencies)","Outside London","SEO","Undeclared","95","95","37900","36780"
"In post","2022","Department for Education (excl. agencies)","Outside London","SEO","Unknown","130","125","38100","36500"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","Heterosexual / straight","55","55","24730","24370"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","Unknown","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","Heterosexual / straight","190","185","28250","27960"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","Unknown","60","55","27950","27960"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","Heterosexual / straight","175","170","64890","64270"
