"Status","Year","Ethnicity","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Security","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Home Office","Home Office","210","200","32940","28670"
"In post","2022","Other ethnicity","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Scottish Government (excl. agencies)","Scottish Government","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Social Security Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Welsh Government (excl. agencies)","Welsh Government","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2022","Undeclared","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Competition and Markets Authority","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2022","Undeclared","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","55","55","43360","47010"
"In post","2022","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","Department for Education (excl. agencies)","Department for Education","10","10","[c]","[c]"
"In post","2022","Undeclared","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Department for Transport (excl. agencies)","Department for Transport","10","10","[c]","[c]"
"In post","2022","Undeclared","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","20","15","[c]","[c]"
"In post","2022","Undeclared","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","Driver and Vehicle Standards Agency","Department for Transport","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Government Actuary's Department","Chancellor's other departments","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","HM Courts and Tribunals Service","Ministry of Justice","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2022","Undeclared","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","Undeclared","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","15","15","[c]","[c]"
"In post","2022","Undeclared","Analysis","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","UK Statistics Authority","UK Statistics Authority","15","15","[c]","[c]"
"In post","2022","Undeclared","Analysis","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Crown Commercial Service","Cabinet Office","15","15","[c]","[c]"
"In post","2022","Undeclared","Commercial","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Defence Equipment and Support","Ministry of Defence","25","25","[c]","[c]"
"In post","2022","Undeclared","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Department for Education (excl. agencies)","Department for Education","5","5","[c]","[c]"
"In post","2022","Undeclared","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Driver and Vehicle Standards Agency","Department for Transport","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2022","Undeclared","Commercial","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Undeclared","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","45","45","37920","37920"
"In post","2022","Undeclared","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","5","5","[c]","[c]"
"In post","2022","Undeclared","Commercial","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Scottish Prison Service","Scottish Government","5","5","[c]","[c]"
"In post","2022","Undeclared","Commercial","Submarine Delivery Agency","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","UK Export Finance","UK Export Finance","5","5","[c]","[c]"
"In post","2022","Undeclared","Commercial","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2022","Undeclared","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","90","85","29920","26820"
"In post","2022","Undeclared","Communications","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","20","20","[c]","[c]"
"In post","2022","Undeclared","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","UK Health Security Agency","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2022","Undeclared","Communications","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","5","5","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","400","350","27790","27570"
"In post","2022","Undeclared","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","5","5","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","520","485","38160","33440"
"In post","2022","Undeclared","Counter Fraud","Serious Fraud Office","Attorney General's Departments","5","5","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","The Insolvency Service","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Undeclared","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","110","95","22560","21260"
"In post","2022","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","125","110","24950","22080"
"In post","2022","Undeclared","Debt","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","40","40","51110","54700"
"In post","2022","Undeclared","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","30","25","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","30","30","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","50","45","41350","37330"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","60","55","43710","47550"
"In post","2022","Undeclared","Digital, Data & Technology","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","220","210","42530","38190"
"In post","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","50","50","44920","43140"
"In post","2022","Undeclared","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Health and Safety Executive","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Courts and Tribunals Service","Ministry of Justice","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Land Registry","HM Land Registry","35","30","39340","38450"
"In post","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","125","120","42210","40180"
"In post","2022","Undeclared","Digital, Data & Technology","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Met Office","Department for Business, Energy and Industrial Strategy","95","90","40530","39650"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","205","200","34370","33300"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","40","40","51470","54500"
"In post","2022","Undeclared","Digital, Data & Technology","National Crime Agency","National Crime Agency","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Cabinet Office (excl. agencies)","Cabinet Office","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Defence Equipment and Support","Ministry of Defence","15","15","[c]","[c]"
"In post","2022","Undeclared","Finance","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education (excl. agencies)","Department for Education","20","20","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Transport (excl. agencies)","Department for Transport","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","115","110","38550","35310"
"In post","2022","Undeclared","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
