"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Department for Work and Pensions","Outside London","AA/AO","185","155","21060","21260"
"In post","2022","Finance","Department for Work and Pensions","Outside London","EO","230","210","27490","27570"
"In post","2022","Finance","Department for Work and Pensions","Outside London","G6/G7","345","335","56210","52750"
"In post","2022","Finance","Department for Work and Pensions","Outside London","SCS level","10","10","89240","80430"
"In post","2022","Finance","Department for Work and Pensions","Outside London","SEO/HEO","905","850","34790","35310"
"In post","2022","Finance","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","London","EO","30","30","27900","27270"
"In post","2022","Finance","Department of Health and Social Care","London","G6/G7","90","90","58110","53360"
"In post","2022","Finance","Department of Health and Social Care","London","SCS level","20","20","86200","79890"
"In post","2022","Finance","Department of Health and Social Care","London","SEO/HEO","175","175","37480","40650"
"In post","2022","Finance","Department of Health and Social Care","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","Outside London","EO","80","75","24270","23690"
"In post","2022","Finance","Department of Health and Social Care","Outside London","G6/G7","100","95","55540","51860"
"In post","2022","Finance","Department of Health and Social Care","Outside London","SCS level","10","10","77870","75360"
"In post","2022","Finance","Department of Health and Social Care","Outside London","SEO/HEO","125","120","34090","36820"
"In post","2022","Finance","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Outside London","G6/G7","15","15","55120","52070"
"In post","2022","Finance","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Outside London","SEO/HEO","20","20","36090","37350"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","London","EO","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","London","G6/G7","50","50","59830","57730"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","London","SCS level","15","10","81830","77650"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","London","SEO/HEO","55","55","39110","38600"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Outside London","AA/AO","15","15","22310","21740"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Outside London","EO","40","35","26890","26120"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Outside London","G6/G7","55","55","55460","52410"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","70","70","37220","38300"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","London","EO","10","10","[c]","[c]"
"In post","2022","Finance","HM Land Registry","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Finance","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","London","SEO/HEO","15","15","44070","43180"
"In post","2022","Finance","HM Land Registry","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Finance","HM Land Registry","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs","London","AA/AO","45","40","25640","25330"
"In post","2022","Finance","HM Revenue and Customs","London","EO","65","60","31610","31020"
"In post","2022","Finance","HM Revenue and Customs","London","G6/G7","155","155","65490","62120"
"In post","2022","Finance","HM Revenue and Customs","London","SCS level","30","30","91490","80500"
"In post","2022","Finance","HM Revenue and Customs","London","SEO/HEO","210","210","41340","43430"
"In post","2022","Finance","HM Revenue and Customs","Outside London","AA/AO","960","780","21550","21250"
"In post","2022","Finance","HM Revenue and Customs","Outside London","EO","345","315","27030","26820"
"In post","2022","Finance","HM Revenue and Customs","Outside London","G6/G7","250","245","57500","55210"
"In post","2022","Finance","HM Revenue and Customs","Outside London","SCS level","15","15","81470","77240"
"In post","2022","Finance","HM Revenue and Customs","Outside London","SEO/HEO","685","660","36530","33380"
"In post","2022","Finance","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury","London","EO","15","15","26090","24300"
"In post","2022","Finance","HM Treasury","London","G6/G7","55","50","63840","63000"
"In post","2022","Finance","HM Treasury","London","SCS level","10","10","[c]","[c]"
"In post","2022","Finance","HM Treasury","London","SEO/HEO","25","25","39100","40350"
"In post","2022","Finance","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Finance","HM Treasury","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Defence","London","AA/AO","10","10","25060","25640"
"In post","2022","Finance","Ministry of Defence","London","EO","40","40","30190","30370"
"In post","2022","Finance","Ministry of Defence","London","G6/G7","45","45","64950","62730"
"In post","2022","Finance","Ministry of Defence","London","SCS level","15","15","92960","92720"
"In post","2022","Finance","Ministry of Defence","London","SEO/HEO","90","85","44580","44500"
"In post","2022","Finance","Ministry of Defence","Outside London","AA/AO","185","165","21480","21380"
"In post","2022","Finance","Ministry of Defence","Outside London","EO","545","525","25830","26670"
"In post","2022","Finance","Ministry of Defence","Outside London","G6/G7","235","230","59140","57540"
"In post","2022","Finance","Ministry of Defence","Outside London","SCS level","30","30","89670","86530"
"In post","2022","Finance","Ministry of Defence","Outside London","SEO/HEO","795","765","38660","38070"
"In post","2022","Finance","Ministry of Defence","Outside London","Unknown","50","45","52820","46000"
