"Status","Year","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Work and Pensions","Undeclared","220","[c]","30790","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","495","[c]","31450","27570"
"Leaver Dept.","2022","Department of Health and Social Care","Heterosexual / straight","4745","[c]","41210","36330"
"Leaver Dept.","2022","Department of Health and Social Care","LGBO","370","[c]","39460","32650"
"Leaver Dept.","2022","Department of Health and Social Care","Undeclared","1700","[c]","44330","39400"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","1055","[c]","50900","44430"
"Leaver Dept.","2022","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Heterosexual / straight","50","[c]","39480","37910"
"Leaver Dept.","2022","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","75","[c]","42960","39630"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Unknown","335","[c]","45740","42200"
"Leaver Dept.","2022","HM Revenue and Customs","Heterosexual / straight","40","[c]","35160","27720"
"Leaver Dept.","2022","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","1350","[c]","27980","25250"
"Leaver Dept.","2022","HM Treasury","Heterosexual / straight","160","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Heterosexual / straight","1010","[c]","35500","28810"
"Leaver Dept.","2022","Home Office","LGBO","75","[c]","36610","30820"
"Leaver Dept.","2022","Home Office","Undeclared","105","[c]","37160","33190"
"Leaver Dept.","2022","Home Office","Unknown","210","[c]","34060","29380"
"Leaver Dept.","2022","Ministry of Defence","Heterosexual / straight","820","[c]","36060","33300"
"Leaver Dept.","2022","Ministry of Defence","LGBO","50","[c]","34090","33000"
"Leaver Dept.","2022","Ministry of Defence","Undeclared","120","[c]","38310","38150"
"Leaver Dept.","2022","Ministry of Defence","Unknown","125","[c]","38350","37320"
"Leaver Dept.","2022","Ministry of Justice","Heterosexual / straight","1230","[c]","31810","26550"
"Leaver Dept.","2022","Ministry of Justice","LGBO","90","[c]","31760","28310"
"Leaver Dept.","2022","Ministry of Justice","Undeclared","130","[c]","34100","30850"
"Leaver Dept.","2022","Ministry of Justice","Unknown","295","[c]","29310","23700"
"Leaver Dept.","2022","National Crime Agency","Heterosexual / straight","85","[c]","43670","40170"
"Leaver Dept.","2022","National Crime Agency","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","35","[c]","39170","35010"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Heterosexual / straight","50","[c]","35780","31720"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Unknown","35","[c]","40190","32100"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Heterosexual / straight","65","[c]","37950","31540"
"Leaver Dept.","2022","Scottish Government","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Unknown","55","[c]","40170","33840"
"Leaver Dept.","2022","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Heterosexual / straight","125","[c]","36000","31130"
"Leaver Dept.","2022","UK Statistics Authority","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","85","[c]","34700","30810"
"Leaver Dept.","2022","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Heterosexual / straight","40","[c]","40590","37410"
"Leaver Dept.","2022","Welsh Government","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","880","[c]","34940","27010"
"New entrant CS","2022","Attorney General's Departments","LGBO","75","[c]","28610","25480"
"New entrant CS","2022","Attorney General's Departments","Undeclared","55","[c]","31540","26950"
"New entrant CS","2022","Attorney General's Departments","Unknown","35","[c]","36990","31140"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","775","[c]","38070","32000"
"New entrant CS","2022","Cabinet Office","LGBO","100","[c]","34700","32000"
"New entrant CS","2022","Cabinet Office","Undeclared","70","[c]","40430","34550"
"New entrant CS","2022","Cabinet Office","Unknown","1025","[c]","39300","28000"
"New entrant CS","2022","Chancellor's other departments","Heterosexual / straight","40","[c]","45220","45490"
"New entrant CS","2022","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","65","[c]","28350","27570"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","105","[c]","44990","33120"
"New entrant CS","2022","Competition and Markets Authority","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","950","[c]","33510","31000"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","125","[c]","30870","30360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","105","[c]","35090","31390"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","290","[c]","31000","27680"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","295","[c]","36040","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","40","[c]","35300","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","40","[c]","32060","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Heterosexual / straight","725","[c]","34640","30000"
"New entrant CS","2022","Department for Education","LGBO","85","[c]","32480","29360"
"New entrant CS","2022","Department for Education","Undeclared","65","[c]","35200","32870"
"New entrant CS","2022","Department for Education","Unknown","220","[c]","35170","32940"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1685","[c]","33610","30320"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","LGBO","235","[c]","33170","30290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","165","[c]","33860","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","865","[c]","28790","24920"
"New entrant CS","2022","Department for International Trade","Heterosexual / straight","235","[c]","37150","31800"
"New entrant CS","2022","Department for International Trade","LGBO","35","[c]","31800","31800"
"New entrant CS","2022","Department for International Trade","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","150","[c]","36440","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","440","[c]","36130","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","LGBO","85","[c]","33230","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","40","[c]","32960","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","130","[c]","34250","32780"
"New entrant CS","2022","Department for Transport","Heterosexual / straight","1155","[c]","31070","26130"
"New entrant CS","2022","Department for Transport","LGBO","145","[c]","31810","26840"
"New entrant CS","2022","Department for Transport","Undeclared","85","[c]","33000","29970"
"New entrant CS","2022","Department for Transport","Unknown","860","[c]","29560","26130"
"New entrant CS","2022","Department for Work and Pensions","Heterosexual / straight","7815","[c]","26510","27570"
"New entrant CS","2022","Department for Work and Pensions","LGBO","755","[c]","25500","27570"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","470","[c]","26560","27570"
"New entrant CS","2022","Department for Work and Pensions","Unknown","1525","[c]","26590","27570"
"New entrant CS","2022","Department of Health and Social Care","Heterosexual / straight","1765","[c]","35780","32330"
"New entrant CS","2022","Department of Health and Social Care","LGBO","215","[c]","34030","29490"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","825","[c]","36020","32330"
"New entrant CS","2022","Department of Health and Social Care","Unknown","525","[c]","45420","38730"
"New entrant CS","2022","Estyn","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","150","[c]","33660","31320"
"New entrant CS","2022","Food Standards Agency","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","265","[c]","27110","22600"
"New entrant CS","2022","HM Land Registry","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","220","[c]","27150","22600"
"New entrant CS","2022","HM Revenue and Customs","Heterosexual / straight","4190","[c]","27430","26590"
"New entrant CS","2022","HM Revenue and Customs","LGBO","460","[c]","26900","26590"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","235","[c]","28130","26590"
"New entrant CS","2022","HM Revenue and Customs","Unknown","3625","[c]","26360","22010"
"New entrant CS","2022","HM Treasury","Heterosexual / straight","255","[c]","35100","29320"
"New entrant CS","2022","HM Treasury","LGBO","40","[c]","32020","28500"
"New entrant CS","2022","HM Treasury","Undeclared","45","[c]","36250","31660"
"New entrant CS","2022","HM Treasury","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","545","[c]","30120","24880"
"New entrant CS","2022","Home Office","LGBO","60","[c]","29910","24880"
"New entrant CS","2022","Home Office","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","1945","[c]","29660","24880"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","2830","[c]","31010","27200"
"New entrant CS","2022","Ministry of Defence","LGBO","175","[c]","29460","26750"
"New entrant CS","2022","Ministry of Defence","Undeclared","140","[c]","31950","28000"
"New entrant CS","2022","Ministry of Defence","Unknown","1840","[c]","29080","26030"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","9945","[c]","27160","24430"
"New entrant CS","2022","Ministry of Justice","LGBO","985","[c]","26740","23900"
"New entrant CS","2022","Ministry of Justice","Undeclared","580","[c]","29030","26310"
"New entrant CS","2022","Ministry of Justice","Unknown","6665","[c]","26480","24620"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","410","[c]","37020","34140"
"New entrant CS","2022","National Crime Agency","LGBO","30","[c]","36050","36410"
"New entrant CS","2022","National Crime Agency","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","50","[c]","37160","32260"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","220","[c]","49060","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","365","[c]","36620","30000"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","50","[c]","31890","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","35","[c]","36150","34240"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","45","[c]","38620","38000"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","35","[c]","44520","42670"
"New entrant CS","2022","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","2140","[c]","30220","27230"
"New entrant CS","2022","Scottish Government","LGBO","320","[c]","29450","27230"
"New entrant CS","2022","Scottish Government","Undeclared","140","[c]","30880","27230"
"New entrant CS","2022","Scottish Government","Unknown","1905","[c]","29190","27230"
"New entrant CS","2022","The National Archives","Heterosexual / straight","55","[c]","34170","29200"
"New entrant CS","2022","The National Archives","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Heterosexual / straight","105","[c]","43380","37910"
"New entrant CS","2022","UK Export Finance","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","745","[c]","29560","30210"
"New entrant CS","2022","UK Statistics Authority","LGBO","80","[c]","30020","30710"
"New entrant CS","2022","UK Statistics Authority","Undeclared","70","[c]","30880","30710"
"New entrant CS","2022","UK Statistics Authority","Unknown","120","[c]","25760","19860"
"New entrant CS","2022","UK Supreme Court","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Heterosexual / straight","35","[c]","46040","38000"
"New entrant CS","2022","Water Services Regulation Authority","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Heterosexual / straight","275","[c]","36000","31210"
"New entrant CS","2022","Welsh Government","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Unknown","40","[c]","30580","31210"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed its name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
