"Status","Year","Ethnicity","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","London","SEO","35","35","40220","39600"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","London","AO","15","15","[c]","[c]"
"In post","2022","Black","Department for Transport","London","EO","45","45","30600","30720"
"In post","2022","Black","Department for Transport","London","G6","5","5","[c]","[c]"
"In post","2022","Black","Department for Transport","London","G7","35","35","54390","54110"
"In post","2022","Black","Department for Transport","London","HEO","40","40","35580","35060"
"In post","2022","Black","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","London","SEO","40","40","43230","42890"
"In post","2022","Black","Department for Transport","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","Outside London","AO","15","15","[c]","[c]"
"In post","2022","Black","Department for Transport","Outside London","EO","25","25","[c]","[c]"
"In post","2022","Black","Department for Transport","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Black","Department for Transport","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Black","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","Outside London","SEO","15","15","[c]","[c]"
"In post","2022","Black","Department for Transport","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","London","AO","365","330","24600","25110"
"In post","2022","Black","Department for Work and Pensions","London","EO","1620","1545","31110","31060"
"In post","2022","Black","Department for Work and Pensions","London","G6","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","London","G7","30","30","56040","54070"
"In post","2022","Black","Department for Work and Pensions","London","HEO","165","165","37120","36650"
"In post","2022","Black","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","London","SEO","55","50","41280","40310"
"In post","2022","Black","Department for Work and Pensions","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Outside London","AO","495","450","21520","21260"
"In post","2022","Black","Department for Work and Pensions","Outside London","EO","1135","1075","28010","27570"
"In post","2022","Black","Department for Work and Pensions","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Outside London","G7","20","20","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Outside London","HEO","90","85","32790","31990"
"In post","2022","Black","Department for Work and Pensions","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Outside London","SEO","45","45","44480","39020"
"In post","2022","Black","Department for Work and Pensions","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Unknown","AO","10","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Unknown","EO","25","25","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","London","AA","5","5","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","London","AO","35","30","24260","23780"
"In post","2022","Black","Department of Health and Social Care","London","EO","105","100","27930","27270"
"In post","2022","Black","Department of Health and Social Care","London","G6","20","20","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","London","G7","55","55","54290","53360"
"In post","2022","Black","Department of Health and Social Care","London","HEO","115","115","33260","32790"
"In post","2022","Black","Department of Health and Social Care","London","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","London","SEO","95","90","41400","40650"
"In post","2022","Black","Department of Health and Social Care","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Outside London","AO","25","20","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Outside London","EO","45","40","24900","25010"
"In post","2022","Black","Department of Health and Social Care","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Outside London","G7","25","25","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Outside London","HEO","50","45","31680","31310"
"In post","2022","Black","Department of Health and Social Care","Outside London","SCS level","15","15","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Outside London","SEO","55","50","39120","40060"
"In post","2022","Black","Department of Health and Social Care","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","HEO","5","5","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","EO","25","20","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","London","AO","35","35","28360","28250"
"In post","2022","Black","Foreign, Commonwealth and Development Office","London","EO","50","50","31510","30800"
"In post","2022","Black","Foreign, Commonwealth and Development Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","London","G7","25","25","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","London","HEO","50","50","36850","37560"
"In post","2022","Black","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","London","SEO","15","15","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Overseas","G6","[c]","[c]","[c]","[c]"
