"Status","Year","Ethnicity","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","G7","10","5","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Outside London","AA","35","30","21680","21050"
"In post","2022","Asian","Scottish Government","Outside London","AO","45","40","24100","24400"
"In post","2022","Asian","Scottish Government","Outside London","EO","55","50","28690","27580"
"In post","2022","Asian","Scottish Government","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Asian","Scottish Government","Outside London","G7","25","25","[c]","[c]"
"In post","2022","Asian","Scottish Government","Outside London","HEO","60","60","33470","31540"
"In post","2022","Asian","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Outside London","SEO","65","65","45040","41750"
"In post","2022","Asian","Scottish Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","London","AO","10","10","[c]","[c]"
"In post","2022","Asian","The National Archives","London","EO","5","5","[c]","[c]"
"In post","2022","Asian","The National Archives","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","London","G7","5","5","[c]","[c]"
"In post","2022","Asian","The National Archives","London","HEO","10","10","[c]","[c]"
"In post","2022","Asian","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","London","SEO","10","10","[c]","[c]"
"In post","2022","Asian","The National Archives","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","London","EO","20","20","[c]","[c]"
"In post","2022","Asian","UK Export Finance","London","G6","10","10","[c]","[c]"
"In post","2022","Asian","UK Export Finance","London","G7","20","20","[c]","[c]"
"In post","2022","Asian","UK Export Finance","London","HEO","20","20","[c]","[c]"
"In post","2022","Asian","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","London","SEO","20","20","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","HEO","10","10","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","SEO","5","5","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Outside London","AA","20","15","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Outside London","AO","35","30","21160","19860"
"In post","2022","Asian","UK Statistics Authority","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Outside London","G7","25","25","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Outside London","HEO","35","35","30660","30710"
"In post","2022","Asian","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Outside London","AO","15","15","[c]","[c]"
"In post","2022","Asian","Welsh Government","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Welsh Government","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Asian","Welsh Government","Outside London","HEO","20","15","[c]","[c]"
"In post","2022","Asian","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Outside London","SEO","15","15","[c]","[c]"
"In post","2022","Asian","Welsh Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","London","AO","90","85","23620","23770"
"In post","2022","Black","Attorney General's Departments","London","EO","125","120","28440","27710"
"In post","2022","Black","Attorney General's Departments","London","G6","25","25","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","London","G7","145","140","57040","54770"
"In post","2022","Black","Attorney General's Departments","London","HEO","65","60","35390","33930"
"In post","2022","Black","Attorney General's Departments","London","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","London","SEO","15","15","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Outside London","AO","25","25","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Outside London","EO","30","30","27110","27010"
"In post","2022","Black","Attorney General's Departments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Outside London","G7","40","40","54590","53720"
"In post","2022","Black","Attorney General's Departments","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","London","AO","15","15","[c]","[c]"
"In post","2022","Black","Cabinet Office","London","EO","45","45","27960","27500"
"In post","2022","Black","Cabinet Office","London","G6","15","15","[c]","[c]"
"In post","2022","Black","Cabinet Office","London","G7","55","55","55760","54700"
"In post","2022","Black","Cabinet Office","London","HEO","55","55","35210","34550"
"In post","2022","Black","Cabinet Office","London","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Cabinet Office","London","SEO","45","40","41130","40600"
"In post","2022","Black","Cabinet Office","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Black","Cabinet Office","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Black","Cabinet Office","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Black","Cabinet Office","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Black","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","HEO","5","5","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","EO","5","5","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","G7","10","10","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","HEO","10","10","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","SEO","10","10","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","London","AO","20","20","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","London","EO","55","55","28980","27960"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","London","G6","10","10","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","London","G7","80","80","54540","53600"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","London","HEO","135","135","34690","33570"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","London","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","London","SEO","70","70","41020","40050"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Outside London","AO","20","15","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Outside London","EO","25","25","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Outside London","HEO","40","40","32610","30950"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Outside London","SEO","20","20","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","London","EO","25","25","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","London","G7","25","25","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","London","HEO","45","45","34750","34020"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education","London","AO","10","10","[c]","[c]"
"In post","2022","Black","Department for Education","London","EO","35","35","29270","29500"
"In post","2022","Black","Department for Education","London","G6","10","10","[c]","[c]"
"In post","2022","Black","Department for Education","London","G7","40","35","54970","54160"
"In post","2022","Black","Department for Education","London","HEO","30","30","34250","33740"
"In post","2022","Black","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education","London","SEO","45","45","42370","40650"
"In post","2022","Black","Department for Education","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Black","Department for Education","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education","Outside London","G7","35","35","50390","49860"
"In post","2022","Black","Department for Education","Outside London","HEO","40","40","30400","29370"
"In post","2022","Black","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education","Outside London","SEO","50","45","37380","36760"
"In post","2022","Black","Department for Education","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","London","AO","25","25","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","London","EO","45","45","29140","29130"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","London","G7","20","20","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","London","HEO","40","40","33600","33120"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","London","SEO","25","25","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Outside London","AO","15","15","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Outside London","G7","20","20","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Outside London","HEO","20","20","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","London","EO","30","30","27780","26710"
"In post","2022","Black","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","London","G7","30","30","[c]","[c]"
"In post","2022","Black","Department for International Trade","London","HEO","30","30","[c]","[c]"
"In post","2022","Black","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","London","SEO","30","30","[c]","[c]"
"In post","2022","Black","Department for International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","London","AO","5","5","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","London","EO","25","25","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","London","G6","10","10","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","London","G7","40","40","54180","53130"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","London","HEO","50","50","34160","33210"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
