"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Food Standards Agency","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","G6/G7","35","35","66800","65590"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","SEO/HEO","15","15","49780","48860"
"In post","2022","Analysis","Government Actuary's Department","Other","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Other","EO","10","10","28720","28230"
"In post","2022","Analysis","Government Actuary's Department","Other","G6/G7","120","105","86270","80750"
"In post","2022","Analysis","Government Actuary's Department","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Other","SEO/HEO","50","50","40160","38670"
"In post","2022","Analysis","Government Internal Audit Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Operational Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Statistics","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Delivery","G6/G7","10","10","58980","54850"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Delivery","SEO/HEO","20","20","36420","36050"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","EO","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","SEO/HEO","15","15","38400","35560"
"In post","2022","Analysis","HM Prison and Probation Service","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Economics","EO","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Economics","G6/G7","40","40","63640","62120"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Economics","SEO/HEO","65","65","37240","37930"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","EO","10","10","30610","31020"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","SEO/HEO","15","15","37300","37930"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","G6/G7","35","30","58780","55210"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","SEO/HEO","60","60","38260","37930"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","G6/G7","40","40","61690","62120"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","SEO/HEO","65","65","38080","37610"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","EO","15","15","29270","28920"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","G6/G7","100","95","60740","62120"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","SEO/HEO","180","175","38190","37930"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Tax","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","G6/G7","25","25","61030","62120"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","25","25","39000","37930"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Economics","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Intelligence Analysis","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Intelligence Analysis","SEO/HEO","10","10","32900","31610"
"In post","2022","Analysis","Intellectual Property Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Other","G6/G7","15","15","55640","53830"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Other","SEO/HEO","15","15","37340","40450"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Geography","AA/AO","10","10","20330","21170"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Geography","EO","15","15","27570","26670"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Geography","SEO/HEO","30","30","34930","33300"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Statistics","AA/AO","10","10","22580","22640"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Statistics","EO","55","55","28130","27850"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Statistics","G6/G7","40","35","61210","61550"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Statistics","SEO/HEO","135","130","40110","40000"
