"Status","Year","Organisation","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","AA/AO","665","600","21020","20970"
"In post","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","EO","235","225","25180","25120"
"In post","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","G6/G7","15","15","52420","50430"
"In post","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","SEO/HEO","100","95","32520","30450"
"In post","2022","Office of the Scottish Charity Regulator","Scotland","Eastern Scotland","AA/AO","10","10","24760","25930"
"In post","2022","Office of the Scottish Charity Regulator","Scotland","Eastern Scotland","EO","10","10","28710","28990"
"In post","2022","Office of the Scottish Charity Regulator","Scotland","Eastern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scotland","Eastern Scotland","SEO/HEO","15","15","41330","47490"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Inner London - West","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Inner London - West","G6/G7","10","10","59150","56750"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Inner London - West","SEO/HEO","15","15","36880","34260"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Eastern Scotland","AA/AO","10","10","23070","23230"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Eastern Scotland","G6/G7","35","35","61500","62170"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Eastern Scotland","SEO/HEO","20","20","40790","41100"
"In post","2022","Office of the Secretary of State for Wales","London","Inner London - West","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","Inner London - West","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","Inner London - West","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Wales","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Wales","East Wales","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Wales","East Wales","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Wales","East Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","25","20","55810","58810"
"In post","2022","Planning Inspectorate","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","10","10","59590","58810"
"In post","2022","Planning Inspectorate","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","East Midlands (England)","Lincolnshire","G6/G7","10","10","56070","58810"
"In post","2022","Planning Inspectorate","East of England","Bedfordshire and Hertfordshire","G6/G7","10","5","[c]","[c]"
"In post","2022","Planning Inspectorate","East of England","East Anglia","G6/G7","15","15","59110","58810"
"In post","2022","Planning Inspectorate","East of England","Essex","G6/G7","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","East of England","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Inner London - East","G6/G7","10","5","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Outer London - South","G6/G7","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Outer London - West and North West","G6/G7","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","North East (England)","Northumberland, and Tyne and Wear","G6/G7","25","25","54190","53240"
"In post","2022","Planning Inspectorate","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","North East (England)","Tees Valley and Durham","G6/G7","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Cheshire","G6/G7","10","10","57560","58810"
"In post","2022","Planning Inspectorate","North West (England)","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Greater Manchester","G6/G7","15","15","55860","58810"
"In post","2022","Planning Inspectorate","North West (England)","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Lancashire","G6/G7","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Northern Ireland","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Northern Ireland","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Scotland","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Scotland","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Hampshire and Isle of Wight","G6/G7","10","5","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Kent","G6/G7","10","10","63230","58810"
"In post","2022","Planning Inspectorate","South East (England)","Surrey, East and West Sussex","G6/G7","20","15","55050","51110"
"In post","2022","Planning Inspectorate","South West (England)","Cornwall and Isles of Scilly","G6/G7","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","South West (England)","Devon","G6/G7","15","10","56580","58810"
"In post","2022","Planning Inspectorate","South West (England)","Dorset and Somerset","G6/G7","10","10","52590","49380"
"In post","2022","Planning Inspectorate","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","150","140","21500","21520"
"In post","2022","Planning Inspectorate","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","90","85","26740","26050"
"In post","2022","Planning Inspectorate","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","60","55","57310","54940"
"In post","2022","Planning Inspectorate","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","140","135","36420","34860"
"In post","2022","Planning Inspectorate","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Wales","East Wales","G6/G7","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","Wales","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Wales","West Wales and The Valleys","G6/G7","15","10","55110","58810"
"In post","2022","Planning Inspectorate","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","15","10","53180","47660"
"In post","2022","Planning Inspectorate","West Midlands (England)","Shropshire and Staffordshire","G6/G7","10","10","61610","58810"
"In post","2022","Planning Inspectorate","West Midlands (England)","West Midlands","G6/G7","10","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","North Yorkshire","G6/G7","15","15","61750","58810"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","South Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","West Yorkshire","G6/G7","10","5","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","Inner London - West","EO","10","10","29780","29330"
"In post","2022","Queen Elizabeth II Centre","London","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","Inner London - West","SEO/HEO","25","25","39240","39330"
"In post","2022","Registers of Scotland","Scotland","Eastern Scotland","AA/AO","315","300","24830","25050"
"In post","2022","Registers of Scotland","Scotland","Eastern Scotland","EO","290","280","30670","30840"
"In post","2022","Registers of Scotland","Scotland","Eastern Scotland","G6/G7","55","55","62990","62000"
"In post","2022","Registers of Scotland","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Scotland","Eastern Scotland","SEO/HEO","330","320","40600","37710"
"In post","2022","Registers of Scotland","Scotland","West Central Scotland","AA/AO","55","50","24310","25050"
"In post","2022","Registers of Scotland","Scotland","West Central Scotland","EO","60","55","30840","30840"
"In post","2022","Registers of Scotland","Scotland","West Central Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Registers of Scotland","Scotland","West Central Scotland","SEO/HEO","70","65","39930","37710"
"In post","2022","Revenue Scotland","Scotland","Eastern Scotland","AA/AO","10","10","24810","24400"
"In post","2022","Revenue Scotland","Scotland","Eastern Scotland","EO","15","15","28560","27940"
"In post","2022","Revenue Scotland","Scotland","Eastern Scotland","G6/G7","15","15","60480","57190"
"In post","2022","Revenue Scotland","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Scotland","Eastern Scotland","SEO/HEO","35","35","39040","36130"
"In post","2022","Royal Fleet Auxiliary","Unknown","Unknown","Unknown","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","50","50","21040","21300"
"In post","2022","Rural Payments Agency","East Midlands (England)","Derbyshire and Nottinghamshire","EO","25","25","25120","24920"
"In post","2022","Rural Payments Agency","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","20","15","32160","31090"
"In post","2022","Rural Payments Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East Midlands (England)","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East Midlands (England)","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East of England","East Anglia","AA/AO","30","30","21300","21300"
"In post","2022","Rural Payments Agency","East of England","East Anglia","EO","15","15","25780","26520"
"In post","2022","Rural Payments Agency","East of England","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East of England","East Anglia","SEO/HEO","10","10","33610","31900"
"In post","2022","Rural Payments Agency","East of England","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East of England","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","London","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","London","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North East (England)","Northumberland, and Tyne and Wear","AA/AO","245","225","21250","21300"
"In post","2022","Rural Payments Agency","North East (England)","Northumberland, and Tyne and Wear","EO","90","85","25280","24920"
"In post","2022","Rural Payments Agency","North East (England)","Northumberland, and Tyne and Wear","G6/G7","25","25","52290","49370"
"In post","2022","Rural Payments Agency","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","90","85","32340","30410"
"In post","2022","Rural Payments Agency","North East (England)","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North East (England)","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North West (England)","Cheshire","AA/AO","70","65","21300","21300"
"In post","2022","Rural Payments Agency","North West (England)","Cheshire","EO","35","30","25380","25190"
"In post","2022","Rural Payments Agency","North West (England)","Cheshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Rural Payments Agency","North West (England)","Cheshire","SEO/HEO","15","15","32020","30790"
"In post","2022","Rural Payments Agency","North West (England)","Cumbria","AA/AO","500","440","21300","21300"
"In post","2022","Rural Payments Agency","North West (England)","Cumbria","EO","195","175","25350","25100"
"In post","2022","Rural Payments Agency","North West (England)","Cumbria","G6/G7","25","25","50020","48990"
"In post","2022","Rural Payments Agency","North West (England)","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North West (England)","Cumbria","SEO/HEO","130","120","32720","31150"
"In post","2022","Rural Payments Agency","North West (England)","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North West (England)","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North West (England)","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","75","70","21300","21300"
"In post","2022","Rural Payments Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","35","35","25590","25470"
"In post","2022","Rural Payments Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","15","15","53780","53620"
"In post","2022","Rural Payments Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","55","50","34080","32030"
"In post","2022","Rural Payments Agency","South East (England)","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Devon","AA/AO","80","75","21300","21300"
"In post","2022","Rural Payments Agency","South West (England)","Devon","EO","65","55","25820","25880"
"In post","2022","Rural Payments Agency","South West (England)","Devon","G6/G7","10","10","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Devon","SEO/HEO","50","45","32980","31040"
"In post","2022","Rural Payments Agency","South West (England)","Dorset and Somerset","AA/AO","10","10","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Dorset and Somerset","EO","10","5","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","25","20","21300","21300"
"In post","2022","Rural Payments Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","15","25650","25150"
"In post","2022","Rural Payments Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","5","5","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","15","15","34590","34020"
"In post","2022","Rural Payments Agency","Wales","West Wales and The Valleys","AA/AO","5","5","[c]","[c]"
"In post","2022","Rural Payments Agency","Wales","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","85","80","21300","21300"
"In post","2022","Rural Payments Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","50","45","25350","24920"
"In post","2022","Rural Payments Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Rural Payments Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","30","25","31720","30040"
"In post","2022","Rural Payments Agency","West Midlands (England)","Shropshire and Staffordshire","EO","5","5","[c]","[c]"
"In post","2022","Rural Payments Agency","West Midlands (England)","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","North Yorkshire","AA/AO","75","70","21270","21300"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","North Yorkshire","EO","60","55","25400","25060"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","North Yorkshire","G6/G7","10","10","52070","49910"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","North Yorkshire","SEO/HEO","50","45","32730","30810"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","West Yorkshire","AA/AO","40","40","21300","21300"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","West Yorkshire","EO","30","25","25300","24920"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","West Yorkshire","SEO/HEO","15","15","32680","30040"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Eastern Scotland","AA/AO","435","390","22400","22000"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Eastern Scotland","EO","255","240","29210","30450"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Eastern Scotland","G6/G7","60","60","58840","60820"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Eastern Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Eastern Scotland","SEO/HEO","255","240","38440","36360"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Highlands and Islands","AA/AO","50","35","22470","22890"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Highlands and Islands","EO","25","20","30010","30450"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Highlands and Islands","SEO/HEO","10","10","39540","36360"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","North Eastern Scotland","AA/AO","55","45","22290","22000"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","North Eastern Scotland","EO","20","20","29740","30450"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","North Eastern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Southern Scotland","AA/AO","240","220","22750","23780"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Southern Scotland","EO","85","80","29370","30450"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Southern Scotland","SEO/HEO","35","35","36460","36360"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","West Central Scotland","AA/AO","225","195","22190","22000"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","West Central Scotland","EO","105","100","29440","30450"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","West Central Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","West Central Scotland","SEO/HEO","40","40","40030","38640"
"In post","2022","Scottish Fiscal Commission","Scotland","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Scotland","Eastern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Scotland","Eastern Scotland","SEO/HEO","15","15","37950","37890"
"In post","2022","Scottish Forestry","Scotland","Eastern Scotland","AA/AO","10","10","24560","24020"
"In post","2022","Scottish Forestry","Scotland","Eastern Scotland","EO","25","20","30710","31060"
"In post","2022","Scottish Forestry","Scotland","Eastern Scotland","G6/G7","15","15","60060","59590"
"In post","2022","Scottish Forestry","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","Eastern Scotland","SEO/HEO","40","40","42010","39520"
"In post","2022","Scottish Forestry","Scotland","Highlands and Islands","AA/AO","10","10","25000","24980"
"In post","2022","Scottish Forestry","Scotland","Highlands and Islands","EO","10","10","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","Highlands and Islands","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","North Eastern Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","Southern Scotland","AA/AO","25","20","24910","24020"
"In post","2022","Scottish Forestry","Scotland","Southern Scotland","EO","15","15","31770","31060"
"In post","2022","Scottish Forestry","Scotland","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","Southern Scotland","SEO/HEO","15","15","40650","39520"
"In post","2022","Scottish Forestry","Scotland","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","North West (England)","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","North West (England)","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","North West (England)","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Northern Ireland","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Overseas","G6/G7","10","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Eastern Scotland","AA/AO","750","725","24900","24400"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Eastern Scotland","EO","765","740","29020","28990"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Eastern Scotland","G6/G7","1845","1760","63460","62170"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Eastern Scotland","SCS level","185","180","89110","83230"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Eastern Scotland","SEO/HEO","2775","2665","39780","39660"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Highlands and Islands","AA/AO","55","50","23360","23230"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Highlands and Islands","EO","95","85","29390","30040"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Highlands and Islands","G6/G7","15","15","58430","62170"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Highlands and Islands","SEO/HEO","100","95","37180","36130"
"In post","2022","Scottish Government (excl. agencies)","Scotland","North Eastern Scotland","AA/AO","55","45","23960","23230"
"In post","2022","Scottish Government (excl. agencies)","Scotland","North Eastern Scotland","EO","115","105","29550","30040"
"In post","2022","Scottish Government (excl. agencies)","Scotland","North Eastern Scotland","G6/G7","40","40","64590","62170"
"In post","2022","Scottish Government (excl. agencies)","Scotland","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Scotland","North Eastern Scotland","SEO/HEO","160","150","39880","36540"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Southern Scotland","AA/AO","20","20","23230","23230"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Southern Scotland","EO","80","70","28810","29510"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Southern Scotland","G6/G7","20","15","63060","62170"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Southern Scotland","SEO/HEO","60","55","38160","36130"
