"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Commercial","Department for Work and Pensions","40","40","41310","39330"
"In post","2022","White","Commercial","Department of Health and Social Care","235","225","50240","49890"
"In post","2022","White","Commercial","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Food Standards Agency","10","10","[c]","[c]"
"In post","2022","White","Commercial","Foreign, Commonwealth and Development Office","125","120","41320","38790"
"In post","2022","White","Commercial","HM Land Registry","15","15","[c]","[c]"
"In post","2022","White","Commercial","HM Revenue and Customs","95","90","38960","35980"
"In post","2022","White","Commercial","HM Treasury","5","5","[c]","[c]"
"In post","2022","White","Commercial","Ministry of Defence","1390","1345","38710","35630"
"In post","2022","White","Commercial","Ministry of Justice","165","165","34950","34260"
"In post","2022","White","Commercial","National Crime Agency","10","10","[c]","[c]"
"In post","2022","White","Commercial","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2022","White","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Scottish Government","45","45","37040","35000"
"In post","2022","White","Commercial","The National Archives","20","20","[c]","[c]"
"In post","2022","White","Commercial","UK Export Finance","145","145","54550","50530"
"In post","2022","White","Commercial","UK Statistics Authority","30","30","41510","36840"
"In post","2022","White","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Attorney General's Departments","55","50","43860","39750"
"In post","2022","White","Communications","Cabinet Office","210","205","48940","41440"
"In post","2022","White","Communications","Chancellor's other departments","20","20","[c]","[c]"
"In post","2022","White","Communications","Charity Commission","15","10","[c]","[c]"
"In post","2022","White","Communications","Competition and Markets Authority","25","25","[c]","[c]"
"In post","2022","White","Communications","Department for Business, Energy and Industrial Strategy","170","165","43920","40240"
"In post","2022","White","Communications","Department for Digital, Culture, Media and Sport","30","25","[c]","[c]"
"In post","2022","White","Communications","Department for Education","170","165","41130","36570"
"In post","2022","White","Communications","Department for Environment, Food and Rural Affairs","225","210","39550","36970"
"In post","2022","White","Communications","Department for International Trade","50","50","45550","39480"
"In post","2022","White","Communications","Department for Levelling Up, Housing and Communities","70","70","44090","39600"
"In post","2022","White","Communications","Department for Transport","155","145","37460","32100"
"In post","2022","White","Communications","Department for Work and Pensions","140","130","43090","41530"
"In post","2022","White","Communications","Department of Health and Social Care","255","250","47900","49530"
"In post","2022","White","Communications","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Food Standards Agency","45","45","42280","37910"
"In post","2022","White","Communications","Foreign, Commonwealth and Development Office","70","65","50780","49120"
"In post","2022","White","Communications","HM Land Registry","10","10","[c]","[c]"
"In post","2022","White","Communications","HM Revenue and Customs","2415","2315","31500","26820"
"In post","2022","White","Communications","HM Treasury","40","40","47810","43290"
"In post","2022","White","Communications","Ministry of Defence","495","475","35270","33290"
"In post","2022","White","Communications","Ministry of Justice","105","105","44080","41750"
"In post","2022","White","Communications","National Crime Agency","15","15","[c]","[c]"
"In post","2022","White","Communications","Northern Ireland Office","15","15","[c]","[c]"
"In post","2022","White","Communications","Office for Standards in Education, Children's Services and Skills","30","25","[c]","[c]"
"In post","2022","White","Communications","Office of Gas and Electricity Markets","30","30","45910","42480"
"In post","2022","White","Communications","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2022","White","Communications","Office of Rail and Road","15","10","[c]","[c]"
"In post","2022","White","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Office of the Secretary of State for Wales","5","5","[c]","[c]"
"In post","2022","White","Communications","Scottish Government","40","40","39210","37710"
"In post","2022","White","Communications","The National Archives","10","10","[c]","[c]"
"In post","2022","White","Communications","UK Export Finance","45","45","58410","52500"
"In post","2022","White","Communications","UK Statistics Authority","45","45","37800","36840"
"In post","2022","White","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2022","White","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","Attorney General's Departments","150","145","46620","40330"
"In post","2022","White","Counter Fraud","Cabinet Office","95","90","48090","49700"
"In post","2022","White","Counter Fraud","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","Department for Business, Energy and Industrial Strategy","295","275","32750","31000"
"In post","2022","White","Counter Fraud","Department for Digital, Culture, Media and Sport","15","10","[c]","[c]"
"In post","2022","White","Counter Fraud","Department for Transport","40","35","31200","30730"
"In post","2022","White","Counter Fraud","Department for Work and Pensions","4560","4050","27470","27570"
"In post","2022","White","Counter Fraud","Food Standards Agency","50","45","37930","34250"
"In post","2022","White","Counter Fraud","HM Revenue and Customs","6295","5905","35660","33370"
"In post","2022","White","Counter Fraud","HM Treasury","30","25","[c]","[c]"
"In post","2022","White","Counter Fraud","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","Department for Work and Pensions","1855","1575","22620","21260"
"In post","2022","White","Debt","HM Revenue and Customs","2330","2105","25070","22080"
"In post","2022","White","Debt","HM Treasury","10","10","[c]","[c]"
"In post","2022","White","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Attorney General's Departments","140","135","42430","38540"
"In post","2022","White","Digital, Data & Technology","Cabinet Office","795","780","50790","54700"
"In post","2022","White","Digital, Data & Technology","Chancellor's other departments","10","10","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Charity Commission","30","30","35460","29160"
"In post","2022","White","Digital, Data & Technology","Competition and Markets Authority","35","35","64540","60280"
"In post","2022","White","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","1580","1510","40010","39650"
"In post","2022","White","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Department for Education","615","595","42640","40230"
"In post","2022","White","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","680","660","43030","44680"
"In post","2022","White","Digital, Data & Technology","Department for International Trade","90","90","48350","48510"
"In post","2022","White","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","120","115","45000","40720"
"In post","2022","White","Digital, Data & Technology","Department for Transport","955","935","39770","38650"
"In post","2022","White","Digital, Data & Technology","Department for Work and Pensions","3030","2890","42020","36430"
"In post","2022","White","Digital, Data & Technology","Department of Health and Social Care","240","235","44500","40650"
"In post","2022","White","Digital, Data & Technology","Food Standards Agency","50","50","45320","40960"
"In post","2022","White","Digital, Data & Technology","Foreign, Commonwealth and Development Office","225","220","42990","40330"
"In post","2022","White","Digital, Data & Technology","HM Land Registry","500","475","38690","38450"
"In post","2022","White","Digital, Data & Technology","HM Revenue and Customs","1930","1860","42360","40180"
"In post","2022","White","Digital, Data & Technology","HM Treasury","40","40","51140","51130"
"In post","2022","White","Digital, Data & Technology","Ministry of Defence","2530","2470","34350","33150"
"In post","2022","White","Digital, Data & Technology","Ministry of Justice","740","725","46590","43300"
"In post","2022","White","Digital, Data & Technology","National Crime Agency","200","190","43770","41280"
"In post","2022","White","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","55","55","49060","39850"
"In post","2022","White","Digital, Data & Technology","Office of Gas and Electricity Markets","40","40","54760","50630"
"In post","2022","White","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","15","15","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Scottish Government","140","135","40910","37710"
"In post","2022","White","Digital, Data & Technology","The National Archives","80","80","41410","42560"
"In post","2022","White","Digital, Data & Technology","UK Export Finance","15","15","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","UK Statistics Authority","440","430","42650","37750"
"In post","2022","White","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Water Services Regulation Authority","15","15","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Attorney General's Departments","95","90","35010","27350"
"In post","2022","White","Finance","Cabinet Office","95","95","49500","49700"
"In post","2022","White","Finance","Chancellor's other departments","15","15","[c]","[c]"
"In post","2022","White","Finance","Charity Commission","10","10","[c]","[c]"
"In post","2022","White","Finance","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2022","White","Finance","Department for Business, Energy and Industrial Strategy","225","215","46860","45200"
"In post","2022","White","Finance","Department for Digital, Culture, Media and Sport","45","45","57730","56730"
"In post","2022","White","Finance","Department for Education","845","815","41730","37100"
"In post","2022","White","Finance","Department for Environment, Food and Rural Affairs","325","315","41770","37410"
"In post","2022","White","Finance","Department for International Trade","35","35","52080","51970"
"In post","2022","White","Finance","Department for Levelling Up, Housing and Communities","90","85","50490","53130"
"In post","2022","White","Finance","Department for Transport","330","315","39640","35860"
"In post","2022","White","Finance","Department for Work and Pensions","1500","1395","38020","35310"
"In post","2022","White","Finance","Department of Health and Social Care","355","345","43110","40650"
"In post","2022","White","Finance","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Food Standards Agency","40","40","42690","37630"
"In post","2022","White","Finance","Foreign, Commonwealth and Development Office","215","205","45370","42870"
"In post","2022","White","Finance","HM Land Registry","30","30","[c]","[c]"
"In post","2022","White","Finance","HM Revenue and Customs","1810","1625","35020","33080"
"In post","2022","White","Finance","HM Treasury","90","85","54660","57480"
"In post","2022","White","Finance","Ministry of Defence","1665","1600","38320","33300"
"In post","2022","White","Finance","Ministry of Justice","420","410","43960","41100"
"In post","2022","White","Finance","National Crime Agency","45","40","38630","36740"
"In post","2022","White","Finance","Northern Ireland Office","5","5","[c]","[c]"
"In post","2022","White","Finance","Office for Standards in Education, Children's Services and Skills","25","25","[c]","[c]"
"In post","2022","White","Finance","Office of Gas and Electricity Markets","25","25","[c]","[c]"
"In post","2022","White","Finance","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2022","White","Finance","Office of Rail and Road","5","5","[c]","[c]"
"In post","2022","White","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Scottish Government","75","70","37990","34600"
"In post","2022","White","Finance","The National Archives","5","5","[c]","[c]"
"In post","2022","White","Finance","UK Export Finance","35","35","53110","45000"
"In post","2022","White","Finance","UK Statistics Authority","40","40","37870","30810"
"In post","2022","White","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Water Services Regulation Authority","20","20","[c]","[c]"
"In post","2022","White","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","Department for Environment, Food and Rural Affairs","1305","1175","25890","24920"
"In post","2022","White","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","Attorney General's Departments","180","175","42020","38180"
"In post","2022","White","Human Resources","Cabinet Office","855","810","39630","35590"
"In post","2022","White","Human Resources","Chancellor's other departments","10","10","[c]","[c]"
"In post","2022","White","Human Resources","Charity Commission","15","15","[c]","[c]"
"In post","2022","White","Human Resources","Competition and Markets Authority","25","25","[c]","[c]"
"In post","2022","White","Human Resources","Department for Business, Energy and Industrial Strategy","305","290","41940","39820"
"In post","2022","White","Human Resources","Department for Digital, Culture, Media and Sport","55","55","46920","38020"
"In post","2022","White","Human Resources","Department for Education","125","120","37480","32940"
"In post","2022","White","Human Resources","Department for Environment, Food and Rural Affairs","250","235","41790","38010"
"In post","2022","White","Human Resources","Department for International Trade","65","60","48230","51710"
"In post","2022","White","Human Resources","Department for Levelling Up, Housing and Communities","80","80","42250","36340"
"In post","2022","White","Human Resources","Department for Transport","370","350","35810","32180"
"In post","2022","White","Human Resources","Department for Work and Pensions","1295","1205","34800","31880"
"In post","2022","White","Human Resources","Department of Health and Social Care","245","235","44440","40450"
"In post","2022","White","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","Food Standards Agency","30","30","40320","37350"
"In post","2022","White","Human Resources","Foreign, Commonwealth and Development Office","245","235","48040","44230"
"In post","2022","White","Human Resources","HM Land Registry","85","80","40590","38550"
"In post","2022","White","Human Resources","HM Revenue and Customs","1310","1210","37760","33370"
"In post","2022","White","Human Resources","HM Treasury","85","80","41750","39980"
"In post","2022","White","Human Resources","Ministry of Defence","1825","1710","32400","26670"
"In post","2022","White","Human Resources","Ministry of Justice","880","855","41980","38160"
"In post","2022","White","Human Resources","National Crime Agency","140","130","41690","40170"
"In post","2022","White","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","Office for Standards in Education, Children's Services and Skills","55","50","41080","32010"
"In post","2022","White","Human Resources","Office of Gas and Electricity Markets","35","35","43150","42810"
"In post","2022","White","Human Resources","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2022","White","Human Resources","Office of Rail and Road","10","10","[c]","[c]"
"In post","2022","White","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","Scottish Government","185","175","36930","35000"
"In post","2022","White","Human Resources","The National Archives","10","10","[c]","[c]"
"In post","2022","White","Human Resources","UK Export Finance","20","20","[c]","[c]"
"In post","2022","White","Human Resources","UK Statistics Authority","130","120","39110","36840"
"In post","2022","White","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2022","White","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","White","Internal Audit","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","Department for Transport","15","15","[c]","[c]"
"In post","2022","White","Internal Audit","Food Standards Agency","5","5","[c]","[c]"
"In post","2022","White","Internal Audit","Foreign, Commonwealth and Development Office","30","30","44220","39060"
"In post","2022","White","Internal Audit","HM Land Registry","5","5","[c]","[c]"
"In post","2022","White","Internal Audit","HM Revenue and Customs","45","40","49430","43710"
"In post","2022","White","Internal Audit","HM Treasury","260","245","49970","47110"
"In post","2022","White","Internal Audit","Ministry of Defence","125","120","38990","36050"
"In post","2022","White","Internal Audit","Ministry of Justice","45","45","50310","51150"
"In post","2022","White","Internal Audit","Scottish Government","10","10","[c]","[c]"
"In post","2022","White","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","Attorney General's Departments","5985","5555","45560","48830"
"In post","2022","White","Legal","Cabinet Office","40","40","82300","79760"
"In post","2022","White","Legal","Charity Commission","10","10","[c]","[c]"
"In post","2022","White","Legal","Competition and Markets Authority","120","115","71140","72430"
"In post","2022","White","Legal","Department for Business, Energy and Industrial Strategy","80","75","48380","43740"
"In post","2022","White","Legal","Department for Education","60","55","52200","57380"
"In post","2022","White","Legal","Department for Transport","10","10","[c]","[c]"
"In post","2022","White","Legal","Department for Work and Pensions","60","55","35480","28360"
"In post","2022","White","Legal","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2022","White","Legal","Food Standards Agency","15","15","[c]","[c]"
"In post","2022","White","Legal","Foreign, Commonwealth and Development Office","100","85","56870","57540"
"In post","2022","White","Legal","HM Land Registry","205","185","49670","57000"
"In post","2022","White","Legal","HM Revenue and Customs","800","745","44060","37930"
"In post","2022","White","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","Ministry of Defence","40","40","53070","53500"
"In post","2022","White","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","National Crime Agency","30","30","55890","60960"
"In post","2022","White","Legal","Office for Standards in Education, Children's Services and Skills","15","15","[c]","[c]"
"In post","2022","White","Legal","Office of Gas and Electricity Markets","60","55","63810","65000"
"In post","2022","White","Legal","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","White","Legal","Office of Rail and Road","10","10","[c]","[c]"
"In post","2022","White","Legal","Scottish Government","685","650","54030","53490"
"In post","2022","White","Legal","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","UK Export Finance","15","15","[c]","[c]"
"In post","2022","White","Legal","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","UK Supreme Court","25","25","[c]","[c]"
"In post","2022","White","Legal","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2022","White","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","Attorney General's Departments","35","35","49220","40980"
"In post","2022","White","No function","Cabinet Office","1525","1505","48580","49700"
"In post","2022","White","No function","Chancellor's other departments","40","40","61870","43760"
"In post","2022","White","No function","Charity Commission","220","205","32300","29160"
"In post","2022","White","No function","Department for Business, Energy and Industrial Strategy","5805","5535","43330","40050"
"In post","2022","White","No function","Department for Digital, Culture, Media and Sport","1160","1140","47710","51730"
"In post","2022","White","No function","Department for Education","3410","3265","45260","40780"
"In post","2022","White","No function","Department for Environment, Food and Rural Affairs","5075","4865","37670","34710"
"In post","2022","White","No function","Department for International Trade","1050","1035","48840","51100"
"In post","2022","White","No function","Department for Levelling Up, Housing and Communities","2160","2065","46290","47660"
"In post","2022","White","No function","Department for Transport","8670","7850","30420","26700"
"In post","2022","White","No function","Department for Work and Pensions","53720","47680","26790","27570"
"In post","2022","White","No function","Department of Health and Social Care","4835","4500","45530","40070"
"In post","2022","White","No function","Food Standards Agency","840","815","36130","30810"
"In post","2022","White","No function","Foreign, Commonwealth and Development Office","2600","2570","49960","43970"
"In post","2022","White","No function","HM Land Registry","3950","3520","29280","27130"
"In post","2022","White","No function","HM Revenue and Customs","20745","18805","31500","26820"
"In post","2022","White","No function","HM Treasury","1385","1355","49100","52500"
"In post","2022","White","No function","Ministry of Defence","2895","2780","38880","38070"
"In post","2022","White","No function","Ministry of Justice","57635","53695","29930","27380"
"In post","2022","White","No function","National Crime Agency","3680","3600","40620","37560"
"In post","2022","White","No function","Northern Ireland Office","80","75","46920","41750"
"In post","2022","White","No function","Office for Standards in Education, Children's Services and Skills","1215","1175","53610","51360"
"In post","2022","White","No function","Office of Gas and Electricity Markets","615","605","41130","34000"
"In post","2022","White","No function","Office of Qualifications and Examinations Regulation","175","165","47440","46660"
"In post","2022","White","No function","Office of Rail and Road","175","170","56940","55430"
"In post","2022","White","No function","Office of the Secretary of State for Scotland","15","15","[c]","[c]"
"In post","2022","White","No function","Office of the Secretary of State for Wales","20","20","[c]","[c]"
"In post","2022","White","No function","Scottish Government","3925","3675","31320","30840"
"In post","2022","White","No function","The National Archives","215","205","34690","30380"
"In post","2022","White","No function","UK Statistics Authority","1975","1615","27670","23470"
"In post","2022","White","No function","Water Services Regulation Authority","80","75","57380","52140"
"In post","2022","White","No function","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Attorney General's Departments","20","20","[c]","[c]"
"In post","2022","White","Project Delivery","Cabinet Office","145","145","68150","58650"
"In post","2022","White","Project Delivery","Chancellor's other departments","20","20","[c]","[c]"
"In post","2022","White","Project Delivery","Charity Commission","15","15","[c]","[c]"
"In post","2022","White","Project Delivery","Competition and Markets Authority","255","245","65240","60850"
"In post","2022","White","Project Delivery","Department for Business, Energy and Industrial Strategy","640","615","43700","40510"
"In post","2022","White","Project Delivery","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2022","White","Project Delivery","Department for Education","60","60","44720","47200"
"In post","2022","White","Project Delivery","Department for Environment, Food and Rural Affairs","250","235","33950","29750"
"In post","2022","White","Project Delivery","Department for International Trade","30","30","54820","51970"
"In post","2022","White","Project Delivery","Department for Levelling Up, Housing and Communities","115","115","45950","48200"
"In post","2022","White","Project Delivery","Department for Transport","370","360","47730","42770"
"In post","2022","White","Project Delivery","Department for Work and Pensions","1165","1045","35680","33180"
"In post","2022","White","Project Delivery","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2022","White","Project Delivery","Estyn","90","85","65090","75480"
"In post","2022","White","Project Delivery","Food Standards Agency","30","30","42030","37630"
"In post","2022","White","Project Delivery","Foreign, Commonwealth and Development Office","1055","1015","53840","55270"
"In post","2022","White","Project Delivery","HM Land Registry","135","135","39190","38550"
"In post","2022","White","Project Delivery","HM Revenue and Customs","3410","3235","46540","40520"
"In post","2022","White","Project Delivery","HM Treasury","30","30","49340","48780"
"In post","2022","White","Project Delivery","Ministry of Defence","11670","11270","39260","37850"
"In post","2022","White","Project Delivery","Ministry of Justice","185","180","43290","41750"
"In post","2022","White","Project Delivery","National Crime Agency","65","65","45490","45480"
"In post","2022","White","Project Delivery","Northern Ireland Office","5","5","[c]","[c]"
"In post","2022","White","Project Delivery","Office for Standards in Education, Children's Services and Skills","30","30","45410","39850"
"In post","2022","White","Project Delivery","Office of Gas and Electricity Markets","20","15","[c]","[c]"
"In post","2022","White","Project Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Scottish Government","20","20","[c]","[c]"
"In post","2022","White","Project Delivery","UK Export Finance","10","10","[c]","[c]"
"In post","2022","White","Project Delivery","UK Statistics Authority","205","195","41600","36840"
"In post","2022","White","Project Delivery","Water Services Regulation Authority","15","15","[c]","[c]"
"In post","2022","White","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Attorney General's Departments","25","20","[c]","[c]"
"In post","2022","White","Property","Cabinet Office","295","290","51870","52000"
"In post","2022","White","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2022","White","Property","Department for Business, Energy and Industrial Strategy","60","60","36980","33050"
"In post","2022","White","Property","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","White","Property","Department for Education","410","405","51280","50630"
"In post","2022","White","Property","Department for Environment, Food and Rural Affairs","325","310","39210","36000"
"In post","2022","White","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Department for Transport","110","105","33730","30730"
"In post","2022","White","Property","Department for Work and Pensions","160","150","42630","38000"
"In post","2022","White","Property","Department of Health and Social Care","50","50","42520","38560"
"In post","2022","White","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Foreign, Commonwealth and Development Office","350","350","42710","40330"
"In post","2022","White","Property","HM Land Registry","15","15","[c]","[c]"
"In post","2022","White","Property","HM Revenue and Customs","2290","2140","35780","31900"
"In post","2022","White","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Ministry of Defence","2035","1975","31900","33000"
"In post","2022","White","Property","Ministry of Justice","385","370","43470","41750"
"In post","2022","White","Property","National Crime Agency","25","25","[c]","[c]"
"In post","2022","White","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2022","White","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Scottish Government","100","95","34790","32530"
"In post","2022","White","Property","The National Archives","10","10","[c]","[c]"
"In post","2022","White","Property","UK Statistics Authority","15","15","[c]","[c]"
"In post","2022","White","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Attorney General's Departments","35","35","35320","30830"
"In post","2022","White","Security","Cabinet Office","630","605","34970","33300"
"In post","2022","White","Security","Chancellor's other departments","10","10","[c]","[c]"
"In post","2022","White","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Business, Energy and Industrial Strategy","25","25","[c]","[c]"
"In post","2022","White","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Education","25","25","[c]","[c]"
"In post","2022","White","Security","Department for International Trade","10","10","[c]","[c]"
"In post","2022","White","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Department for Transport","145","140","38240","36160"
"In post","2022","White","Security","Department for Work and Pensions","110","100","31200","30760"
"In post","2022","White","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Food Standards Agency","5","5","[c]","[c]"
"In post","2022","White","Security","Foreign, Commonwealth and Development Office","470","460","39200","34770"
"In post","2022","White","Security","HM Revenue and Customs","130","125","44290","40520"
"In post","2022","White","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Ministry of Defence","5755","5625","30600","26930"
"In post","2022","White","Security","Ministry of Justice","655","650","39500","37520"
"In post","2022","White","Security","National Crime Agency","35","30","33700","33400"
"In post","2022","White","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Scottish Government","5","5","[c]","[c]"
"In post","2022","White","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","UK Statistics Authority","45","45","36250","30810"
"In post","2022","White","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Attorney General's Departments","125","120","47000","41430"
"In post","2022","White","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2022","White","Unknown","Department for Environment, Food and Rural Affairs","115","110","41410","38810"
"In post","2022","White","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Department for Transport","10","10","[c]","[c]"
"In post","2022","White","Unknown","Department for Work and Pensions","1240","1165","39430","35310"
"In post","2022","White","Unknown","Department of Health and Social Care","135","130","50990","49700"
"In post","2022","White","Unknown","Foreign, Commonwealth and Development Office","150","145","53180","53470"
"In post","2022","White","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","HM Treasury","20","20","[c]","[c]"
"In post","2022","White","Unknown","Home Office","23150","21590","32670","27370"
"In post","2022","White","Unknown","Ministry of Defence","14190","13625","30780","26670"
"In post","2022","White","Unknown","Ministry of Justice","10","10","[c]","[c]"
"In post","2022","White","Unknown","Office of the Secretary of State for Scotland","50","50","51090","53000"
"In post","2022","White","Unknown","Scottish Government","11470","11010","41220","36130"
"In post","2022","White","Unknown","Welsh Government","5350","5050","41990","38160"
"Leaver CS","2022","Asian","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
