"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for Education","50","50","47620","50400"
"In post","2022","Asian","Property","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2022","Asian","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for Transport","5","5","[c]","[c]"
"In post","2022","Asian","Property","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2022","Asian","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2022","Asian","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","HM Revenue and Customs","200","185","33980","31000"
"In post","2022","Asian","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Ministry of Defence","70","65","26920","22290"
"In post","2022","Asian","Property","Ministry of Justice","40","40","41740","34950"
"In post","2022","Asian","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Attorney General's Departments","10","10","[c]","[c]"
"In post","2022","Asian","Security","Cabinet Office","35","30","38230","34550"
"In post","2022","Asian","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for International Trade","5","5","[c]","[c]"
"In post","2022","Asian","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for Transport","15","15","[c]","[c]"
"In post","2022","Asian","Security","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2022","Asian","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2022","Asian","Security","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2022","Asian","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Ministry of Defence","150","150","28640","25000"
"In post","2022","Asian","Security","Ministry of Justice","35","35","38410","35780"
"In post","2022","Asian","Security","National Crime Agency","10","10","[c]","[c]"
"In post","2022","Asian","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Attorney General's Departments","15","10","[c]","[c]"
"In post","2022","Asian","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2022","Asian","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Department for Work and Pensions","150","145","35600","35310"
"In post","2022","Asian","Unknown","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2022","Asian","Unknown","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Home Office","4490","4180","31920","28910"
"In post","2022","Asian","Unknown","Ministry of Defence","420","400","34210","26670"
"In post","2022","Asian","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Scottish Government","205","200","35850","31540"
"In post","2022","Asian","Unknown","Welsh Government","70","65","39470","38160"
"In post","2022","Black","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Black","Analysis","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","Black","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Department for International Trade","10","10","[c]","[c]"
"In post","2022","Black","Analysis","Department for Levelling Up, Housing and Communities","15","15","[c]","[c]"
"In post","2022","Black","Analysis","Department for Transport","5","5","[c]","[c]"
"In post","2022","Black","Analysis","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2022","Black","Analysis","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2022","Black","Analysis","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","HM Revenue and Customs","30","30","42860","40520"
"In post","2022","Black","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","Black","Analysis","Ministry of Justice","20","20","[c]","[c]"
"In post","2022","Black","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Office of Gas and Electricity Markets","20","20","[c]","[c]"
"In post","2022","Black","Analysis","Office of Rail and Road","5","5","[c]","[c]"
"In post","2022","Black","Analysis","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","UK Statistics Authority","35","35","34990","33210"
"In post","2022","Black","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Cabinet Office","20","20","[c]","[c]"
"In post","2022","Black","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Black","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Department for Education","10","10","[c]","[c]"
"In post","2022","Black","Commercial","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2022","Black","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Department for Transport","15","15","[c]","[c]"
"In post","2022","Black","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2022","Black","Commercial","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2022","Black","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Ministry of Defence","30","30","[c]","[c]"
"In post","2022","Black","Commercial","Ministry of Justice","25","25","[c]","[c]"
"In post","2022","Black","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","UK Export Finance","15","15","[c]","[c]"
"In post","2022","Black","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Attorney General's Departments","5","5","[c]","[c]"
"In post","2022","Black","Communications","Cabinet Office","10","10","[c]","[c]"
"In post","2022","Black","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
