"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Science and Engineering","EO","120","[c]","24180","24920"
"Leaver CS","2022","20-29","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Science and Engineering","SEO/HEO","160","[c]","32500","31950"
"Leaver CS","2022","20-29","Science and Engineering","Unknown","15","[c]","27480","27540"
"Leaver CS","2022","20-29","Security","AA/AO","90","[c]","25540","25540"
"Leaver CS","2022","20-29","Security","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","SEO/HEO","15","[c]","34540","33120"
"Leaver CS","2022","20-29","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","AA/AO","30","[c]","22390","22460"
"Leaver CS","2022","20-29","Statistics","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","SEO/HEO","20","[c]","34960","34600"
"Leaver CS","2022","20-29","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA/AO","1175","[c]","21770","21260"
"Leaver CS","2022","20-29","Unknown","EO","415","[c]","27330","27570"
"Leaver CS","2022","20-29","Unknown","G6/G7","60","[c]","56420","54700"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","315","[c]","34340","34550"
"Leaver CS","2022","20-29","Unknown","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","SEO/HEO","55","[c]","35890","36500"
"Leaver CS","2022","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","SEO/HEO","75","[c]","38650","37910"
"Leaver CS","2022","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","EO","50","[c]","27210","26630"
"Leaver CS","2022","30-39","Digital, Data and Technology","G6/G7","110","[c]","57620","56550"
"Leaver CS","2022","30-39","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","SEO/HEO","185","[c]","37810","37230"
"Leaver CS","2022","30-39","Economics","G6/G7","20","[c]","59500","58700"
"Leaver CS","2022","30-39","Economics","SEO/HEO","15","[c]","37600","35070"
"Leaver CS","2022","30-39","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","EO","20","[c]","25930","26670"
"Leaver CS","2022","30-39","Finance","G6/G7","30","[c]","58360","57800"
"Leaver CS","2022","30-39","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","SEO/HEO","50","[c]","36560","33970"
"Leaver CS","2022","30-39","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","AA/AO","20","[c]","21430","21170"
"Leaver CS","2022","30-39","Human Resources","EO","25","[c]","26590","27130"
"Leaver CS","2022","30-39","Human Resources","G6/G7","20","[c]","55380","53150"
"Leaver CS","2022","30-39","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","SEO/HEO","60","[c]","36840","35690"
"Leaver CS","2022","30-39","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","SEO/HEO","10","[c]","36180","35880"
"Leaver CS","2022","30-39","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","EO","20","[c]","25330","25040"
"Leaver CS","2022","30-39","Knowledge and Information Management","G6/G7","15","[c]","52580","52610"
"Leaver CS","2022","30-39","Knowledge and Information Management","SEO/HEO","50","[c]","36430","36330"
"Leaver CS","2022","30-39","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","G6/G7","100","[c]","55190","53390"
"Leaver CS","2022","30-39","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","SEO/HEO","25","[c]","41100","38000"
"Leaver CS","2022","30-39","Medicine","AA/AO","20","[c]","22640","23280"
"Leaver CS","2022","30-39","Medicine","EO","15","[c]","31090","31530"
"Leaver CS","2022","30-39","Medicine","G6/G7","15","[c]","63460","65660"
"Leaver CS","2022","30-39","Medicine","SCS level","10","[c]","89550","89860"
"Leaver CS","2022","30-39","Medicine","SEO/HEO","35","[c]","38190","39030"
"Leaver CS","2022","30-39","Operational Delivery","AA/AO","2040","[c]","21420","21260"
"Leaver CS","2022","30-39","Operational Delivery","EO","1050","[c]","27910","27570"
"Leaver CS","2022","30-39","Operational Delivery","G6/G7","140","[c]","56460","54240"
"Leaver CS","2022","30-39","Operational Delivery","SCS level","10","[c]","85370","85200"
"Leaver CS","2022","30-39","Operational Delivery","SEO/HEO","400","[c]","36150","36330"
"Leaver CS","2022","30-39","Operational Delivery","Unknown","320","[c]","33520","27610"
"Leaver CS","2022","30-39","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Research","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","AA/AO","105","[c]","20970","21170"
"Leaver CS","2022","30-39","Other","EO","115","[c]","27050","27570"
"Leaver CS","2022","30-39","Other","G6/G7","25","[c]","61190","58790"
"Leaver CS","2022","30-39","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","SEO/HEO","70","[c]","35630","36810"
"Leaver CS","2022","30-39","Other","Unknown","60","[c]","34410","32700"
"Leaver CS","2022","30-39","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","EO","20","[c]","27060","27680"
"Leaver CS","2022","30-39","Policy","G6/G7","170","[c]","55940","53600"
"Leaver CS","2022","30-39","Policy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","SEO/HEO","165","[c]","37140","36800"
"Leaver CS","2022","30-39","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","EO","10","[c]","25010","25530"
"Leaver CS","2022","30-39","Project Delivery","G6/G7","35","[c]","58630","57460"
"Leaver CS","2022","30-39","Project Delivery","SEO/HEO","95","[c]","35960","36810"
"Leaver CS","2022","30-39","Project Delivery","Unknown","10","[c]","41870","41000"
"Leaver CS","2022","30-39","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","SEO/HEO","30","[c]","38670","39040"
"Leaver CS","2022","30-39","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","AA/AO","15","[c]","21510","21210"
"Leaver CS","2022","30-39","Science and Engineering","EO","30","[c]","25470","24960"
"Leaver CS","2022","30-39","Science and Engineering","G6/G7","40","[c]","55130","52610"
"Leaver CS","2022","30-39","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","SEO/HEO","180","[c]","36260","36330"
"Leaver CS","2022","30-39","Science and Engineering","Unknown","20","[c]","35890","33000"
"Leaver CS","2022","30-39","Security","AA/AO","80","[c]","29180","26610"
"Leaver CS","2022","30-39","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","SEO/HEO","15","[c]","34650","33500"
"Leaver CS","2022","30-39","Unknown","AA/AO","550","[c]","22090","21260"
"Leaver CS","2022","30-39","Unknown","EO","290","[c]","28170","27570"
"Leaver CS","2022","30-39","Unknown","G6/G7","210","[c]","60580","58360"
"Leaver CS","2022","30-39","Unknown","SCS level","20","[c]","91540","86900"
"Leaver CS","2022","30-39","Unknown","SEO/HEO","295","[c]","38210","38540"
"Leaver CS","2022","30-39","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","G6/G7","15","[c]","59490","59000"
"Leaver CS","2022","40-49","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","SEO/HEO","30","[c]","37690","37520"
"Leaver CS","2022","40-49","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","G6/G7","25","[c]","58710","57730"
"Leaver CS","2022","40-49","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SEO/HEO","25","[c]","39030","40000"
"Leaver CS","2022","40-49","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","EO","20","[c]","27400","27130"
"Leaver CS","2022","40-49","Digital, Data and Technology","G6/G7","100","[c]","61700","59980"
"Leaver CS","2022","40-49","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","SEO/HEO","125","[c]","39110","38500"
"Leaver CS","2022","40-49","Economics","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","EO","15","[c]","27440","26670"
"Leaver CS","2022","40-49","Finance","G6/G7","30","[c]","60180","57270"
"Leaver CS","2022","40-49","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SEO/HEO","35","[c]","38080","37740"
"Leaver CS","2022","40-49","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","AA/AO","15","[c]","21800","21340"
"Leaver CS","2022","40-49","Human Resources","EO","20","[c]","27380","26950"
"Leaver CS","2022","40-49","Human Resources","G6/G7","25","[c]","58160","57540"
"Leaver CS","2022","40-49","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SEO/HEO","35","[c]","37800","38000"
"Leaver CS","2022","40-49","Inspector of Education and Training","G6/G7","10","[c]","75000","75500"
"Leaver CS","2022","40-49","Inspector of Education and Training","SEO/HEO","10","[c]","48450","46360"
"Leaver CS","2022","40-49","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","EO","20","[c]","25170","25080"
"Leaver CS","2022","40-49","Knowledge and Information Management","G6/G7","30","[c]","55170","53190"
"Leaver CS","2022","40-49","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","SEO/HEO","40","[c]","36140","36330"
"Leaver CS","2022","40-49","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G6/G7","75","[c]","59540","57280"
"Leaver CS","2022","40-49","Legal","SCS level","15","[c]","95430","93840"
"Leaver CS","2022","40-49","Legal","SEO/HEO","15","[c]","46840","43920"
"Leaver CS","2022","40-49","Medicine","AA/AO","10","[c]","22680","23280"
"Leaver CS","2022","40-49","Medicine","EO","20","[c]","31020","31530"
"Leaver CS","2022","40-49","Medicine","G6/G7","15","[c]","66910","66560"
"Leaver CS","2022","40-49","Medicine","SCS level","30","[c]","93740","95140"
"Leaver CS","2022","40-49","Medicine","SEO/HEO","35","[c]","40030","39030"
"Leaver CS","2022","40-49","Medicine","Unknown","[c]","[c]","[c]","[c]"
