"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Rail and Road","Outside London","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","EO","Female","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","EO","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Outside London","AA/AO","Female","3775","3445","23350","23230"
"In post","2022","Scottish Government","Outside London","AA/AO","Male","3055","2955","24250","23330"
"In post","2022","Scottish Government","Outside London","EO","Female","3075","2905","29850","30040"
"In post","2022","Scottish Government","Outside London","EO","Male","3115","2990","31850","31060"
"In post","2022","Scottish Government","Outside London","G6/G7","Female","2080","1965","63170","62170"
"In post","2022","Scottish Government","Outside London","G6/G7","Male","1595","1570","64050","62170"
"In post","2022","Scottish Government","Outside London","SCS level","Female","130","125","88080","83230"
"In post","2022","Scottish Government","Outside London","SCS level","Male","155","155","88550","83230"
"In post","2022","Scottish Government","Outside London","SEO/HEO","Female","4520","4280","39480","39600"
"In post","2022","Scottish Government","Outside London","SEO/HEO","Male","3800","3670","40490","39660"
"In post","2022","Scottish Government","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Scottish Government","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","London","AA/AO","Female","40","35","21820","20900"
"In post","2022","The National Archives","London","AA/AO","Male","60","50","21380","20900"
"In post","2022","The National Archives","London","EO","Female","40","35","25000","24270"
"In post","2022","The National Archives","London","EO","Male","35","35","25270","24630"
"In post","2022","The National Archives","London","G6/G7","Female","50","50","51320","50000"
"In post","2022","The National Archives","London","G6/G7","Male","45","45","54140","52250"
"In post","2022","The National Archives","London","SCS level","Female","5","5","[c]","[c]"
"In post","2022","The National Archives","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","London","SEO/HEO","Female","165","160","34810","34260"
"In post","2022","The National Archives","London","SEO/HEO","Male","130","125","37290","35340"
"In post","2022","The National Archives","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","London","EO","Female","40","40","29400","29000"
"In post","2022","UK Export Finance","London","EO","Male","20","20","[c]","[c]"
"In post","2022","UK Export Finance","London","G6/G7","Female","60","60","66490","65880"
"In post","2022","UK Export Finance","London","G6/G7","Male","105","105","66340","64550"
"In post","2022","UK Export Finance","London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","UK Export Finance","London","SCS level","Male","20","20","[c]","[c]"
"In post","2022","UK Export Finance","London","SEO/HEO","Female","95","95","40850","41000"
"In post","2022","UK Export Finance","London","SEO/HEO","Male","115","115","42370","41000"
"In post","2022","UK Export Finance","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Outside London","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","UK Export Finance","Outside London","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","UK Statistics Authority","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","London","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","London","EO","Female","15","15","[c]","[c]"
"In post","2022","UK Statistics Authority","London","EO","Male","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","London","G6/G7","Female","40","40","58200","56240"
"In post","2022","UK Statistics Authority","London","G6/G7","Male","45","45","57330","54270"
"In post","2022","UK Statistics Authority","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","UK Statistics Authority","London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","UK Statistics Authority","London","SEO/HEO","Female","120","115","36610","33710"
"In post","2022","UK Statistics Authority","London","SEO/HEO","Male","80","80","36310","33710"
"In post","2022","UK Statistics Authority","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Outside London","AA/AO","Female","895","630","20240","19860"
"In post","2022","UK Statistics Authority","Outside London","AA/AO","Male","620","450","20470","20350"
"In post","2022","UK Statistics Authority","Outside London","EO","Female","460","420","24510","23880"
"In post","2022","UK Statistics Authority","Outside London","EO","Male","255","245","24550","23880"
"In post","2022","UK Statistics Authority","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Outside London","G6/G7","Female","505","480","52700","50210"
"In post","2022","UK Statistics Authority","Outside London","G6/G7","Male","490","485","54260","51210"
"In post","2022","UK Statistics Authority","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Outside London","SCS level","Female","20","20","[c]","[c]"
"In post","2022","UK Statistics Authority","Outside London","SCS level","Male","30","30","82230","74060"
"In post","2022","UK Statistics Authority","Outside London","SEO/HEO","Female","1295","1220","34040","32260"
"In post","2022","UK Statistics Authority","Outside London","SEO/HEO","Male","965","945","34340","34970"
"In post","2022","UK Statistics Authority","Outside London","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","UK Supreme Court","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","EO","Female","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","London","EO","Male","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","London","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","UK Supreme Court","London","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","UK Supreme Court","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","London","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","EO","Female","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","EO","Male","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","EO","Female","25","25","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","EO","Male","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SEO/HEO","Female","55","50","44870","42840"
"In post","2022","Water Services Regulation Authority","Outside London","SEO/HEO","Male","50","50","47540","46330"
"In post","2022","Welsh Government","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Outside London","AA/AO","Female","555","500","24210","24630"
"In post","2022","Welsh Government","Outside London","AA/AO","Male","315","305","24330","24630"
"In post","2022","Welsh Government","Outside London","EO","Female","640","585","28820","29430"
"In post","2022","Welsh Government","Outside London","EO","Male","465","455","28850","29430"
"In post","2022","Welsh Government","Outside London","G6/G7","Female","585","550","61810","61440"
"In post","2022","Welsh Government","Outside London","G6/G7","Male","510","500","63190","61440"
"In post","2022","Welsh Government","Outside London","SCS level","Female","85","80","83910","78470"
"In post","2022","Welsh Government","Outside London","SCS level","Male","105","100","89610","81760"
"In post","2022","Welsh Government","Outside London","SEO/HEO","Female","1670","1560","41250","38160"
"In post","2022","Welsh Government","Outside London","SEO/HEO","Male","1010","985","41640","38160"
"In post","2022","Welsh Government","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Welsh Government","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Welsh Government","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","AA/AO","Female","30","[c]","22900","23770"
"Leaver CS","2022","Attorney General's Departments","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","EO","Female","35","[c]","27970","26990"
"Leaver CS","2022","Attorney General's Departments","London","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","G6/G7","Female","110","[c]","58700","55000"
"Leaver CS","2022","Attorney General's Departments","London","G6/G7","Male","80","[c]","59060","55000"
"Leaver CS","2022","Attorney General's Departments","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Outside London","AA/AO","Female","80","[c]","21950","22200"
"Leaver CS","2022","Attorney General's Departments","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Outside London","G6/G7","Female","65","[c]","57350","55610"
"Leaver CS","2022","Attorney General's Departments","Outside London","G6/G7","Male","50","[c]","58030","55610"
"Leaver CS","2022","Attorney General's Departments","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Outside London","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Outside London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","London","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","London","G6/G7","Female","90","[c]","60740","57290"
"Leaver CS","2022","Cabinet Office","London","G6/G7","Male","115","[c]","63280","60640"
"Leaver CS","2022","Cabinet Office","London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","London","SCS level","Male","35","[c]","101880","94860"
"Leaver CS","2022","Cabinet Office","London","SEO/HEO","Female","85","[c]","35440","34550"
"Leaver CS","2022","Cabinet Office","London","SEO/HEO","Male","60","[c]","36520","35780"
"Leaver CS","2022","Cabinet Office","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Outside London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Outside London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Outside London","G6/G7","Male","40","[c]","64700","61000"
"Leaver CS","2022","Cabinet Office","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Outside London","SEO/HEO","Female","45","[c]","34950","34980"
"Leaver CS","2022","Cabinet Office","Outside London","SEO/HEO","Male","40","[c]","34340","33300"
"Leaver CS","2022","Cabinet Office","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","G6/G7","Female","55","[c]","57140","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","G6/G7","Male","80","[c]","56960","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Female","65","[c]","37100","38530"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Male","75","[c]","36850","35990"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Female","60","[c]","20950","21130"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Male","55","[c]","20240","20880"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","EO","Female","50","[c]","25770","24990"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","EO","Male","45","[c]","25840","24250"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Male","50","[c]","56560","56180"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Female","70","[c]","35530","36240"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Male","105","[c]","37860","38000"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","Male","25","[c]","[c]","[c]"
