"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Work and Pensions","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","SEO/HEO","Female","55","50","36980","35310"
"In post","2022","Department for Work and Pensions","Unknown","SEO/HEO","Male","50","50","36780","36650"
"In post","2022","Department of Health and Social Care","London","AA/AO","Female","175","145","23840","23780"
"In post","2022","Department of Health and Social Care","London","AA/AO","Male","75","65","23470","23780"
"In post","2022","Department of Health and Social Care","London","EO","Female","605","570","27840","27270"
"In post","2022","Department of Health and Social Care","London","EO","Male","250","240","27550","27270"
"In post","2022","Department of Health and Social Care","London","G6/G7","Female","1360","1300","59090","54410"
"In post","2022","Department of Health and Social Care","London","G6/G7","Male","845","830","59550","54830"
"In post","2022","Department of Health and Social Care","London","SCS level","Female","285","265","92920","84460"
"In post","2022","Department of Health and Social Care","London","SCS level","Male","230","225","94740","88840"
"In post","2022","Department of Health and Social Care","London","SEO/HEO","Female","1660","1600","37150","37500"
"In post","2022","Department of Health and Social Care","London","SEO/HEO","Male","820","805","37510","40070"
"In post","2022","Department of Health and Social Care","Outside London","AA/AO","Female","415","355","20760","19880"
"In post","2022","Department of Health and Social Care","Outside London","AA/AO","Male","160","150","20690","19880"
"In post","2022","Department of Health and Social Care","Outside London","EO","Female","495","460","24930","24100"
"In post","2022","Department of Health and Social Care","Outside London","EO","Male","195","190","25070","24130"
"In post","2022","Department of Health and Social Care","Outside London","G6/G7","Female","960","905","55770","51970"
"In post","2022","Department of Health and Social Care","Outside London","G6/G7","Male","655","635","57540","53620"
"In post","2022","Department of Health and Social Care","Outside London","SCS level","Female","160","145","98570","97130"
"In post","2022","Department of Health and Social Care","Outside London","SCS level","Male","135","130","104450","106770"
"In post","2022","Department of Health and Social Care","Outside London","SEO/HEO","Female","1520","1390","35140","36330"
"In post","2022","Department of Health and Social Care","Outside London","SEO/HEO","Male","765","745","35110","36330"
"In post","2022","Department of Health and Social Care","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","EO","Female","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Estyn","Outside London","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Estyn","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Outside London","EO","Female","15","15","[c]","[c]"
"In post","2022","Estyn","Outside London","EO","Male","10","10","[c]","[c]"
"In post","2022","Estyn","Outside London","G6/G7","Female","35","30","73370","75480"
"In post","2022","Estyn","Outside London","G6/G7","Male","35","35","74380","75480"
"In post","2022","Estyn","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Outside London","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Estyn","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","London","EO","Female","15","15","[c]","[c]"
"In post","2022","Food Standards Agency","London","EO","Male","15","15","[c]","[c]"
"In post","2022","Food Standards Agency","London","G6/G7","Female","40","40","59260","56130"
"In post","2022","Food Standards Agency","London","G6/G7","Male","30","30","57880","56130"
"In post","2022","Food Standards Agency","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","London","SEO/HEO","Female","75","70","37840","40350"
"In post","2022","Food Standards Agency","London","SEO/HEO","Male","60","60","37660","40350"
"In post","2022","Food Standards Agency","Outside London","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outside London","EO","Female","80","75","26430","26750"
"In post","2022","Food Standards Agency","Outside London","EO","Male","325","310","27200","26750"
"In post","2022","Food Standards Agency","Outside London","G6/G7","Female","85","85","54040","52070"
"In post","2022","Food Standards Agency","Outside London","G6/G7","Male","105","100","55510","52070"
"In post","2022","Food Standards Agency","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Outside London","SEO/HEO","Female","335","325","34950","37350"
"In post","2022","Food Standards Agency","Outside London","SEO/HEO","Male","260","260","35650","37350"
"In post","2022","Foreign, Commonwealth and Development Office","London","AA/AO","Female","115","105","27880","28250"
"In post","2022","Foreign, Commonwealth and Development Office","London","AA/AO","Male","105","105","28800","28250"
"In post","2022","Foreign, Commonwealth and Development Office","London","EO","Female","260","250","31780","30780"
"In post","2022","Foreign, Commonwealth and Development Office","London","EO","Male","175","175","31570","30720"
"In post","2022","Foreign, Commonwealth and Development Office","London","G6/G7","Female","880","835","59910","58470"
"In post","2022","Foreign, Commonwealth and Development Office","London","G6/G7","Male","830","820","61910","60720"
"In post","2022","Foreign, Commonwealth and Development Office","London","SCS level","Female","110","105","83480","78010"
"In post","2022","Foreign, Commonwealth and Development Office","London","SCS level","Male","160","155","89240","78660"
"In post","2022","Foreign, Commonwealth and Development Office","London","SEO/HEO","Female","775","755","39100","38600"
"In post","2022","Foreign, Commonwealth and Development Office","London","SEO/HEO","Male","645","645","39590","38600"
"In post","2022","Foreign, Commonwealth and Development Office","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","AA/AO","Female","155","150","24070","25000"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","AA/AO","Male","120","120","23950","23950"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","EO","Female","195","185","26990","26120"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","EO","Male","150","150","27910","27050"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","G6/G7","Female","230","215","56230","54270"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","G6/G7","Male","250","235","58090","56610"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","Female","350","335","36630","34070"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","Male","435","420","39600","38500"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","Unknown","Male","50","50","20530","20260"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","EO","Female","35","35","26970","27250"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","EO","Male","40","40","27650","27600"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","G6/G7","Female","460","460","58520","56590"
