"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Mixed","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","London","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","London","EO","55","[c]","30700","31060"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","AO","70","[c]","21430","21260"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","EO","90","[c]","27440","27570"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Disclosure Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Disclosure Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Disclosure Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","London","SCS level","[c]","[c]","[c]","[c]"
