"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","HEO","30","30","30650","30190"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","AO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","EO","35","35","30260","30270"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","G6","30","30","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","G7","70","70","55160","54650"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","HEO","70","70","35110","34710"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","London","SEO","70","70","42580","42470"
"In post","2022","Asian","Department for Transport (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","AO","485","405","24550","25110"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","EO","1695","1555","31050","31060"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","G6","10","10","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","G7","50","50","56400","54070"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","HEO","215","210","37100","36650"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","London","SEO","85","80","41440","40310"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","AA","25","20","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","AO","1855","1585","21230","21260"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","EO","3140","2915","27730","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","G6","20","20","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","G7","80","80","54160","53340"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","HEO","220","210","32680","31990"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Outside London","SEO","115","115","38160","37080"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","AO","45","35","24500","25110"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","EO","80","70","30020","30330"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","London","EO","25","25","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","London","G6","10","10","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","London","G7","45","45","54650","53360"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","London","HEO","50","50","33220","32790"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","London","SEO","55","50","41180","40650"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Outside London","G7","20","15","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Outside London","HEO","20","20","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","AA","10","10","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","AO","50","45","22020","21840"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","London","EO","30","30","30810","30470"
"In post","2022","Asian","Driver and Vehicle Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","AO","35","35","24520","21840"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","EO","50","45","27540","26700"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","HEO","20","20","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","London","EO","5","5","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","London","G6","5","5","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","London","G7","10","10","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","London","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","London","SEO","20","20","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Outside London","EO","25","25","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Outside London","G7","35","35","50790","50130"
"In post","2022","Asian","Education and Skills Funding Agency","Outside London","HEO","60","60","30060","29730"
"In post","2022","Asian","Education and Skills Funding Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Outside London","SEO","55","55","38040","37100"
"In post","2022","Asian","Education and Skills Funding Agency","Overseas","G7","[c]","[c]","[c]","[c]"
