"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Declared non-disabled","Food Standards Scotland","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","190","180","54330","49940"
"In post","2022","60-64","Declared non-disabled","Forestry and Land Scotland","105","95","32520","31060"
"In post","2022","60-64","Declared non-disabled","Government Actuary's Department","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Government Internal Audit Agency","40","30","43590","43320"
"In post","2022","60-64","Declared non-disabled","Government Legal Department","65","60","62520","65980"
"In post","2022","60-64","Declared non-disabled","Government Property Agency","15","15","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Health and Safety Executive","180","160","46100","45870"
"In post","2022","60-64","Declared non-disabled","HM Courts and Tribunals Service","1160","985","25280","21410"
"In post","2022","60-64","Declared non-disabled","HM Land Registry","405","290","32800","33840"
"In post","2022","60-64","Declared non-disabled","HM Prison and Probation Service","2725","2220","30430","28200"
"In post","2022","60-64","Declared non-disabled","HM Revenue and Customs (excl. agencies)","3020","2330","32870","28920"
"In post","2022","60-64","Declared non-disabled","HM Treasury (excl. agencies)","25","25","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Home Office","1860","1525","30900","27370"
"In post","2022","60-64","Declared non-disabled","Institute for Apprenticeships and Technical Education","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Intellectual Property Office","55","45","36930","31600"
"In post","2022","60-64","Declared non-disabled","Legal Aid Agency","80","75","33510","26900"
"In post","2022","60-64","Declared non-disabled","Maritime and Coastguard Agency","60","55","44110","42520"
"In post","2022","60-64","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","35","30","62450","66710"
"In post","2022","60-64","Declared non-disabled","Met Office","90","80","41730","39750"
"In post","2022","60-64","Declared non-disabled","Ministry of Defence (excl. agencies)","3065","2875","30490","26670"
"In post","2022","60-64","Declared non-disabled","Ministry of Justice (excl. agencies)","240","220","41210","38370"
"In post","2022","60-64","Declared non-disabled","National Crime Agency","130","115","44760","43710"
"In post","2022","60-64","Declared non-disabled","National Records of Scotland","20","15","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","National Savings and Investments","10","10","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","105","100","58240","64500"
"In post","2022","60-64","Declared non-disabled","Office of Gas and Electricity Markets","25","25","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Office of Rail and Road","20","20","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Office of the Public Guardian","45","40","23670","20970"
"In post","2022","60-64","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Planning Inspectorate","45","35","52180","58810"
"In post","2022","60-64","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Registers of Scotland","30","25","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Rural Payments Agency","170","145","26560","24920"
"In post","2022","60-64","Declared non-disabled","Scottish Courts and Tribunals Service","35","35","32270","23780"
"In post","2022","60-64","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Scottish Forestry","10","10","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Scottish Government (excl. agencies)","265","235","47930","47490"
"In post","2022","60-64","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Scottish Prison Service","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Scottish Public Pensions Agency","15","15","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Serious Fraud Office","20","20","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Social Security Scotland","20","20","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Standards and Testing Agency","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Submarine Delivery Agency","70","65","51660","44480"
"In post","2022","60-64","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","The Insolvency Service","90","80","32570","28670"
"In post","2022","60-64","Declared non-disabled","The National Archives","20","20","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Transport Scotland","15","10","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","UK Export Finance","25","25","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","UK Health Security Agency","165","140","49340","39030"
"In post","2022","60-64","Declared non-disabled","UK Hydrographic Office","35","25","36870","34670"
"In post","2022","60-64","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","UK Statistics Authority","255","195","28430","23470"
"In post","2022","60-64","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Valuation Office Agency","235","190","36890","33810"
"In post","2022","60-64","Declared non-disabled","Vehicle Certification Agency","20","15","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Veterinary Medicines Directorate","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Welsh Government (excl. agencies)","355","310","44670","38160"
"In post","2022","60-64","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Wilton Park","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Advisory, Conciliation and Arbitration Service","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Animal and Plant Health Agency","15","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Cabinet Office (excl. agencies)","15","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Companies House","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Criminal Injuries Compensation Authority","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Crown Office and Procurator Fiscal Service","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Defence Electronics and Components Agency","30","25","27890","28150"
"In post","2022","60-64","Undeclared","Defence Equipment and Support","90","85","36200","37150"
"In post","2022","60-64","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Education (excl. agencies)","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport (excl. agencies)","15","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Work and Pensions (excl. agencies)","360","310","26890","27570"
"In post","2022","60-64","Undeclared","Driver and Vehicle Licensing Agency","50","40","25500","21840"
"In post","2022","60-64","Undeclared","Driver and Vehicle Standards Agency","35","30","27900","26830"
"In post","2022","60-64","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","FCDO Services","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Food Standards Agency","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","25","25","[c]","[c]"
"In post","2022","60-64","Undeclared","Government Internal Audit Agency","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Government Legal Department","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Health and Safety Executive","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Courts and Tribunals Service","125","110","24470","21410"
"In post","2022","60-64","Undeclared","HM Land Registry","40","30","35020","33840"
"In post","2022","60-64","Undeclared","HM Prison and Probation Service","780","575","29670","31650"
"In post","2022","60-64","Undeclared","HM Revenue and Customs (excl. agencies)","320","250","34490","28920"
"In post","2022","60-64","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","145","115","31070","27370"
"In post","2022","60-64","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Maritime and Coastguard Agency","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Medicines and Healthcare Products Regulatory Agency","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence (excl. agencies)","425","395","30400","26670"
"In post","2022","60-64","Undeclared","Ministry of Justice (excl. agencies)","35","35","37710","36800"
"In post","2022","60-64","Undeclared","Office of the Public Guardian","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Scottish Government (excl. agencies)","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Submarine Delivery Agency","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","UK Statistics Authority","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Valuation Office Agency","35","25","37760","34000"
"In post","2022","60-64","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Welsh Government (excl. agencies)","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Advisory, Conciliation and Arbitration Service","40","30","34400","34500"
"In post","2022","60-64","Unknown","Animal and Plant Health Agency","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Cabinet Office (excl. agencies)","80","70","54710","55800"
"In post","2022","60-64","Unknown","Centre for Environment, Fisheries and Aquaculture Science","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Charity Commission","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Companies House","25","20","[c]","[c]"
"In post","2022","60-64","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Crown Commercial Service","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Crown Prosecution Service","55","45","43940","48080"
"In post","2022","60-64","Unknown","Defence Equipment and Support","60","50","33610","30760"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Education (excl. agencies)","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Department for International Trade","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport (excl. agencies)","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Work and Pensions (excl. agencies)","125","115","27900","27570"
"In post","2022","60-64","Unknown","Department of Health and Social Care (excl. agencies)","75","70","54850","49950"
"In post","2022","60-64","Unknown","Disclosure Scotland","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Driver and Vehicle Licensing Agency","25","20","[c]","[c]"
"In post","2022","60-64","Unknown","Driver and Vehicle Standards Agency","55","50","28320","26700"
"In post","2022","60-64","Unknown","Education and Skills Funding Agency","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Education Scotland","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","FCDO Services","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Food Standards Scotland","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","45","45","47050","39110"
"In post","2022","60-64","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Government Legal Department","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","HM Courts and Tribunals Service","65","55","22260","20970"
"In post","2022","60-64","Unknown","HM Land Registry","35","30","24760","22600"
"In post","2022","60-64","Unknown","HM Prison and Probation Service","340","285","29050","28200"
"In post","2022","60-64","Unknown","HM Revenue and Customs (excl. agencies)","1270","990","28920","22080"
"In post","2022","60-64","Unknown","Home Office","115","90","33750","31170"
"In post","2022","60-64","Unknown","Intellectual Property Office","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Maritime and Coastguard Agency","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Medicines and Healthcare Products Regulatory Agency","35","30","56110","53620"
"In post","2022","60-64","Unknown","Ministry of Defence (excl. agencies)","500","465","29970","23770"
"In post","2022","60-64","Unknown","Ministry of Justice (excl. agencies)","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","180","170","40450","37860"
"In post","2022","60-64","Unknown","National Records of Scotland","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Office for Standards in Education, Children's Services and Skills","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Office of the Public Guardian","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Planning Inspectorate","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Registers of Scotland","30","25","31610","30840"
"In post","2022","60-64","Unknown","Royal Fleet Auxiliary","115","115","40070","37300"
"In post","2022","60-64","Unknown","Scottish Courts and Tribunals Service","145","115","26170","23780"
"In post","2022","60-64","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Scottish Government (excl. agencies)","110","100","42880","36130"
"In post","2022","60-64","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Scottish Prison Service","320","215","35180","35000"
"In post","2022","60-64","Unknown","Scottish Public Pensions Agency","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Serious Fraud Office","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Social Security Scotland","40","35","28870","27230"
"In post","2022","60-64","Unknown","Student Awards Agency for Scotland","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Submarine Delivery Agency","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","The Insolvency Service","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","The National Archives","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Transport Scotland","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","UK Debt Management Office","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","UK Health Security Agency","185","175","57540","48860"
"In post","2022","60-64","Unknown","UK Hydrographic Office","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","UK Statistics Authority","125","90","23580","20350"
"In post","2022","60-64","Unknown","Valuation Office Agency","40","40","31160","26920"
"In post","2022","60-64","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Welsh Government (excl. agencies)","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Animal and Plant Health Agency","20","15","[c]","[c]"
"In post","2022","65+","Declared disabled","Cabinet Office (excl. agencies)","10","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Crown Prosecution Service","15","15","[c]","[c]"
"In post","2022","65+","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Defence Equipment and Support","35","30","33910","33370"
"In post","2022","65+","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Department for Education (excl. agencies)","10","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","10","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","10","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Department for Transport (excl. agencies)","5","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Department for Work and Pensions (excl. agencies)","600","430","26360","27570"
"In post","2022","65+","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Driver and Vehicle Licensing Agency","35","25","20450","18310"
"In post","2022","65+","Declared disabled","Driver and Vehicle Standards Agency","35","25","28790","26780"
"In post","2022","65+","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","FCDO Services","5","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","15","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","HM Courts and Tribunals Service","85","70","22710","20970"
"In post","2022","65+","Declared disabled","HM Land Registry","25","15","[c]","[c]"
"In post","2022","65+","Declared disabled","HM Prison and Probation Service","240","180","30300","28200"
"In post","2022","65+","Declared disabled","HM Revenue and Customs (excl. agencies)","240","175","30000","26820"
"In post","2022","65+","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Home Office","115","85","26750","25630"
"In post","2022","65+","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Legal Aid Agency","5","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","145","130","28130","25190"
"In post","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","15","15","[c]","[c]"
"In post","2022","65+","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Rural Payments Agency","10","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Scottish Government (excl. agencies)","10","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Scottish Prison Service","10","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Submarine Delivery Agency","5","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","The Insolvency Service","5","5","[c]","[c]"
"In post","2022","65+","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","UK Health Security Agency","5","5","[c]","[c]"
"In post","2022","65+","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","UK Statistics Authority","30","20","23630","20350"
"In post","2022","65+","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Valuation Office Agency","10","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Welsh Government (excl. agencies)","15","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","20","15","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Animal and Plant Health Agency","60","50","33770","29390"
"In post","2022","65+","Declared non-disabled","Cabinet Office (excl. agencies)","45","40","50580","34640"
"In post","2022","65+","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Companies House","20","15","[c]","[c]"
