"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Declared non-disabled","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","30","25","29870","23230"
"In post","2022","65+","Declared non-disabled","Crown Prosecution Service","75","60","44470","36240"
"In post","2022","65+","Declared non-disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Defence Equipment and Support","200","165","37130","35560"
"In post","2022","65+","Declared non-disabled","Defence Science and Technology Laboratory","105","80","47380","47100"
"In post","2022","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","35","30","46500","43560"
"In post","2022","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Department for Education (excl. agencies)","40","35","43730","43410"
"In post","2022","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","65","60","35370","29750"
"In post","2022","65+","Declared non-disabled","Department for International Trade","15","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","20","15","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Department for Transport (excl. agencies)","35","30","44140","37660"
"In post","2022","65+","Declared non-disabled","Department for Work and Pensions (excl. agencies)","2035","1480","26330","27570"
"In post","2022","65+","Declared non-disabled","Department of Health and Social Care (excl. agencies)","10","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Driver and Vehicle Licensing Agency","95","60","24930","21840"
"In post","2022","65+","Declared non-disabled","Driver and Vehicle Standards Agency","225","160","28430","26780"
"In post","2022","65+","Declared non-disabled","Education and Skills Funding Agency","20","15","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Education Scotland","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Estyn","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","FCDO Services","50","30","49070","53430"
"In post","2022","65+","Declared non-disabled","Food Standards Agency","45","30","32620","28800"
"In post","2022","65+","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","45550","34500"
"In post","2022","65+","Declared non-disabled","Forestry and Land Scotland","30","25","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Government Legal Department","25","20","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Health and Safety Executive","50","35","52730","45870"
"In post","2022","65+","Declared non-disabled","HM Courts and Tribunals Service","510","400","23560","21410"
"In post","2022","65+","Declared non-disabled","HM Land Registry","95","60","32800","33840"
"In post","2022","65+","Declared non-disabled","HM Prison and Probation Service","815","610","29510","27380"
"In post","2022","65+","Declared non-disabled","HM Revenue and Customs (excl. agencies)","755","535","31790","28920"
"In post","2022","65+","Declared non-disabled","HM Treasury (excl. agencies)","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Home Office","655","500","29010","25630"
"In post","2022","65+","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Intellectual Property Office","30","20","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Legal Aid Agency","20","15","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Maritime and Coastguard Agency","25","20","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Met Office","35","25","43730","40990"
"In post","2022","65+","Declared non-disabled","Ministry of Defence (excl. agencies)","1080","980","29650","25640"
"In post","2022","65+","Declared non-disabled","Ministry of Justice (excl. agencies)","60","50","39170","36050"
"In post","2022","65+","Declared non-disabled","National Crime Agency","25","25","[c]","[c]"
"In post","2022","65+","Declared non-disabled","National Records of Scotland","10","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","25","25","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Office of Rail and Road","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Office of the Public Guardian","10","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Planning Inspectorate","40","25","60430","65270"
"In post","2022","65+","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Registers of Scotland","10","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Rural Payments Agency","55","45","24490","21300"
"In post","2022","65+","Declared non-disabled","Scottish Courts and Tribunals Service","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Scottish Government (excl. agencies)","75","65","41200","35360"
"In post","2022","65+","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Scottish Public Pensions Agency","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Serious Fraud Office","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Social Security Scotland","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Submarine Delivery Agency","25","25","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","The Insolvency Service","35","30","36910","36060"
"In post","2022","65+","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","UK Export Finance","10","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","UK Health Security Agency","65","50","46140","36920"
"In post","2022","65+","Declared non-disabled","UK Hydrographic Office","10","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","UK Statistics Authority","150","100","24610","20350"
"In post","2022","65+","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Valuation Office Agency","60","45","34710","31660"
"In post","2022","65+","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Welsh Government (excl. agencies)","160","120","40770","38160"
"In post","2022","65+","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Cabinet Office (excl. agencies)","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Defence Electronics and Components Agency","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Defence Equipment and Support","30","25","36470","33850"
"In post","2022","65+","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Department for Work and Pensions (excl. agencies)","80","60","25830","27570"
"In post","2022","65+","Undeclared","Driver and Vehicle Licensing Agency","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Driver and Vehicle Standards Agency","15","10","[c]","[c]"
"In post","2022","65+","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Food Standards Agency","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","HM Courts and Tribunals Service","55","40","22460","21190"
"In post","2022","65+","Undeclared","HM Land Registry","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","HM Prison and Probation Service","240","170","29420","27060"
"In post","2022","65+","Undeclared","HM Revenue and Customs (excl. agencies)","90","60","30760","28920"
"In post","2022","65+","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Home Office","40","30","29640","28860"
"In post","2022","65+","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Ministry of Defence (excl. agencies)","145","130","28530","25000"
"In post","2022","65+","Undeclared","Ministry of Justice (excl. agencies)","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
