"Status","Year","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Defence","790","[c]","36360","33300"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Justice","1125","[c]","31940","26520"
"Leaver Dept.","2022","Declared non-disabled","National Crime Agency","35","[c]","48220","45480"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","45","[c]","42800","39850"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","90","[c]","37420","32940"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","70","[c]","39310","33840"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","80","[c]","37990","32610"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","50","[c]","40610","37410"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","50","[c]","41540","38200"
"Leaver Dept.","2022","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","45","[c]","44170","40220"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","175","[c]","30790","27570"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","80","[c]","38870","35100"
"Leaver Dept.","2022","Undeclared","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","30","[c]","33220","30460"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","75","[c]","37310","37640"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","125","[c]","32460","28310"
"Leaver Dept.","2022","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","50","[c]","35780","32540"
"Leaver Dept.","2022","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","95","[c]","40900","32410"
"Leaver Dept.","2022","Unknown","Cabinet Office","845","[c]","37830","32000"
"Leaver Dept.","2022","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","195","[c]","37520","34540"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","30","[c]","46660","38160"
"Leaver Dept.","2022","Unknown","Department for Education","135","[c]","39440","36500"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","60","[c]","41700","33340"
"Leaver Dept.","2022","Unknown","Department for Transport","170","[c]","35190","31040"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","260","[c]","31650","27570"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","3000","[c]","49370","41990"
"Leaver Dept.","2022","Unknown","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","135","[c]","46060","41970"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","515","[c]","27080","25000"
"Leaver Dept.","2022","Unknown","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","235","[c]","33260","28660"
"Leaver Dept.","2022","Unknown","Ministry of Defence","135","[c]","36270","34460"
"Leaver Dept.","2022","Unknown","Ministry of Justice","280","[c]","29200","23390"
"Leaver Dept.","2022","Unknown","National Crime Agency","70","[c]","40360","36740"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","55","[c]","37240","31300"
"Leaver Dept.","2022","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","80","[c]","33240","30350"
"Leaver Dept.","2022","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Attorney General's Departments","110","[c]","34010","26970"
"New entrant CS","2022","Declared disabled","Cabinet Office","130","[c]","37040","34550"
"New entrant CS","2022","Declared disabled","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","95","[c]","30010","27680"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","35","[c]","34610","34020"
"New entrant CS","2022","Declared disabled","Department for Education","45","[c]","30960","29360"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","290","[c]","33840","29810"
"New entrant CS","2022","Declared disabled","Department for International Trade","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","75","[c]","32680","30190"
"New entrant CS","2022","Declared disabled","Department for Transport","75","[c]","32130","29970"
"New entrant CS","2022","Declared disabled","Department for Work and Pensions","1175","[c]","25870","26370"
"New entrant CS","2022","Declared disabled","Department of Health and Social Care","185","[c]","34500","32330"
"New entrant CS","2022","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Food Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Land Registry","35","[c]","26260","22600"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","410","[c]","27010","26590"
"New entrant CS","2022","Declared disabled","HM Treasury","35","[c]","35090","29910"
"New entrant CS","2022","Declared disabled","Home Office","65","[c]","32680","24880"
"New entrant CS","2022","Declared disabled","Ministry of Defence","230","[c]","30850","26700"
"New entrant CS","2022","Declared disabled","Ministry of Justice","1710","[c]","28270","25740"
"New entrant CS","2022","Declared disabled","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Gas and Electricity Markets","35","[c]","30090","27500"
"New entrant CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scottish Government","265","[c]","27570","27230"
"New entrant CS","2022","Declared disabled","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Statistics Authority","85","[c]","29270","30710"
"New entrant CS","2022","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Welsh Government","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Attorney General's Departments","765","[c]","35170","29280"
"New entrant CS","2022","Declared non-disabled","Cabinet Office","725","[c]","38300","32950"
"New entrant CS","2022","Declared non-disabled","Chancellor's other departments","35","[c]","43570","44000"
"New entrant CS","2022","Declared non-disabled","Charity Commission","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","120","[c]","45680","36000"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","960","[c]","33450","31170"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","310","[c]","35710","34020"
"New entrant CS","2022","Declared non-disabled","Department for Education","165","[c]","37700","36500"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","2085","[c]","31240","29180"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","200","[c]","36590","31800"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","435","[c]","36160","33210"
"New entrant CS","2022","Declared non-disabled","Department for Transport","1110","[c]","31240","26130"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","7385","[c]","26490","27570"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","1590","[c]","35100","30460"
"New entrant CS","2022","Declared non-disabled","Estyn","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","90","[c]","34750","30860"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","195","[c]","27330","22600"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","4615","[c]","27480","26590"
"New entrant CS","2022","Declared non-disabled","HM Treasury","240","[c]","34650","28500"
"New entrant CS","2022","Declared non-disabled","Home Office","45","[c]","30040","24880"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","2735","[c]","30800","27480"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","9105","[c]","26920","24090"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","215","[c]","50300","46360"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","400","[c]","36570","30000"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","50","[c]","37490","38000"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","40","[c]","44350","42670"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","2130","[c]","29830","27230"
"New entrant CS","2022","Declared non-disabled","The National Archives","70","[c]","34990","30050"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","110","[c]","42950","39000"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","560","[c]","30190","30210"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","40","[c]","45740","38000"
"New entrant CS","2022","Declared non-disabled","Welsh Government","270","[c]","35180","31210"
"New entrant CS","2022","Undeclared","Attorney General's Departments","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","30","[c]","37300","34550"
"New entrant CS","2022","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","35","[c]","33260","33570"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","105","[c]","35270","34710"
"New entrant CS","2022","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","30","[c]","34280","32990"
"New entrant CS","2022","Undeclared","Department for Transport","115","[c]","32000","28160"
"New entrant CS","2022","Undeclared","Department for Work and Pensions","405","[c]","26750","27570"
"New entrant CS","2022","Undeclared","Department of Health and Social Care","35","[c]","33050","28590"
"New entrant CS","2022","Undeclared","Food Standards Agency","50","[c]","32190","30350"
"New entrant CS","2022","Undeclared","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Revenue and Customs","190","[c]","27160","26590"
"New entrant CS","2022","Undeclared","HM Treasury","65","[c]","35590","29320"
"New entrant CS","2022","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","115","[c]","30310","26350"
"New entrant CS","2022","Undeclared","Ministry of Justice","490","[c]","29310","27060"
"New entrant CS","2022","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","60","[c]","30580","27230"
"New entrant CS","2022","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","40","[c]","26990","23880"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","150","[c]","31360","25480"
"New entrant CS","2022","Unknown","Cabinet Office","1085","[c]","39060","28000"
"New entrant CS","2022","Unknown","Chancellor's other departments","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","65","[c]","27720","24440"
"New entrant CS","2022","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","380","[c]","32190","28280"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education","865","[c]","34180","29360"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","470","[c]","35330","32560"
"New entrant CS","2022","Unknown","Department for International Trade","210","[c]","37460","31800"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","150","[c]","34170","32780"
"New entrant CS","2022","Unknown","Department for Transport","950","[c]","29600","26130"
"New entrant CS","2022","Unknown","Department for Work and Pensions","1600","[c]","26630","27570"
"New entrant CS","2022","Unknown","Department of Health and Social Care","1520","[c]","40970","32790"
"New entrant CS","2022","Unknown","Food Standards Agency","50","[c]","32490","30350"
"New entrant CS","2022","Unknown","HM Land Registry","275","[c]","27150","22600"
"New entrant CS","2022","Unknown","HM Revenue and Customs","3295","[c]","26320","22010"
"New entrant CS","2022","Unknown","HM Treasury","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","2455","[c]","29680","24880"
"New entrant CS","2022","Unknown","Ministry of Defence","1905","[c]","29430","26000"
"New entrant CS","2022","Unknown","Ministry of Justice","6875","[c]","26470","24620"
"New entrant CS","2022","Unknown","National Crime Agency","470","[c]","36920","34140"
"New entrant CS","2022","Unknown","Northern Ireland Office","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","2050","[c]","29920","27230"
"New entrant CS","2022","Unknown","The National Archives","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","330","[c]","27850","23880"
"New entrant CS","2022","Unknown","UK Supreme Court","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government","65","[c]","33010","31210"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed its name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"Disability","Self reported disability.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
