"Status","Year","Disability","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","White","National Infrastructure Commission","HM Treasury","5","5","[c]","[c]"
"In post","2022","Undeclared","White","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Northern Ireland Office","Northern Ireland Office","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Office of the Public Guardian","Ministry of Justice","30","25","[c]","[c]"
"In post","2022","Undeclared","White","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Planning Inspectorate","Department for Levelling Up, Housing and Communities","20","15","[c]","[c]"
"In post","2022","Undeclared","White","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Registers of Scotland","Scottish Government","30","30","38250","37710"
"In post","2022","Undeclared","White","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","15","10","[c]","[c]"
"In post","2022","Undeclared","White","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Scottish Government (excl. agencies)","Scottish Government","125","120","42800","39660"
"In post","2022","Undeclared","White","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Scottish Prison Service","Scottish Government","10","10","[c]","[c]"
"In post","2022","Undeclared","White","Scottish Public Pensions Agency","Scottish Government","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Serious Fraud Office","Attorney General's Departments","10","10","[c]","[c]"
"In post","2022","Undeclared","White","Social Security Scotland","Scottish Government","40","40","30360","27230"
"In post","2022","Undeclared","White","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Submarine Delivery Agency","Ministry of Defence","75","70","43150","40820"
"In post","2022","Undeclared","White","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","The Insolvency Service","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2022","Undeclared","White","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","UK Export Finance","UK Export Finance","15","15","[c]","[c]"
"In post","2022","Undeclared","White","UK Health Security Agency","Department of Health and Social Care","40","35","36030","34330"
"In post","2022","Undeclared","White","UK Hydrographic Office","Ministry of Defence","25","25","[c]","[c]"
"In post","2022","Undeclared","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Undeclared","White","UK Statistics Authority","UK Statistics Authority","100","85","28910","25340"
"In post","2022","Undeclared","White","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Valuation Office Agency","HM Revenue and Customs","95","90","35770","31000"
"In post","2022","Undeclared","White","Vehicle Certification Agency","Department for Transport","15","10","[c]","[c]"
"In post","2022","Undeclared","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Welsh Government (excl. agencies)","Welsh Government","90","85","40910","38160"
"In post","2022","Undeclared","White","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","20","15","[c]","[c]"
"In post","2022","Unknown","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Cabinet Office (excl. agencies)","Cabinet Office","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Competition and Markets Authority","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Crown Commercial Service","Cabinet Office","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Crown Prosecution Service","Attorney General's Departments","155","150","39610","40000"
"In post","2022","Unknown","Asian","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Defence Equipment and Support","Ministry of Defence","25","25","[c]","[c]"
"In post","2022","Unknown","Asian","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","45","45","40600","39600"
"In post","2022","Unknown","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Department for Education (excl. agencies)","Department for Education","160","160","37360","36500"
"In post","2022","Unknown","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Department for International Trade","Department for International Trade","65","65","44540","38160"
"In post","2022","Unknown","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Department for Transport (excl. agencies)","Department for Transport","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","70","70","28360","27570"
"In post","2022","Unknown","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","155","150","42330","40650"
"In post","2022","Unknown","Asian","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Driver and Vehicle Standards Agency","Department for Transport","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Education and Skills Funding Agency","Department for Education","35","35","34770","29360"
"In post","2022","Unknown","Asian","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","40","40","45930","38910"
"In post","2022","Unknown","Asian","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Government Actuary's Department","Chancellor's other departments","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Government Legal Department","Attorney General's Departments","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","HM Courts and Tribunals Service","Ministry of Justice","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","HM Land Registry","HM Land Registry","50","50","29570","22600"
"In post","2022","Unknown","Asian","HM Prison and Probation Service","Ministry of Justice","40","35","29080","26850"
"In post","2022","Unknown","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","650","605","32900","31020"
"In post","2022","Unknown","Asian","HM Treasury (excl. agencies)","HM Treasury","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Home Office","Home Office","235","230","31920","28650"
"In post","2022","Unknown","Asian","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Maritime and Coastguard Agency","Department for Transport","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","160","160","42560","36600"
"In post","2022","Unknown","Asian","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","115","110","35530","30200"
"In post","2022","Unknown","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","National Crime Agency","National Crime Agency","195","190","36320","36200"
"In post","2022","Unknown","Asian","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Office of the Public Guardian","Ministry of Justice","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Scottish Government (excl. agencies)","Scottish Government","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Scottish Prison Service","Scottish Government","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Social Security Scotland","Scottish Government","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Standards and Testing Agency","Department for Education","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Teaching Regulation Agency","Department for Education","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","The National Archives","The National Archives","15","10","[c]","[c]"
"In post","2022","Unknown","Asian","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","UK Debt Management Office","HM Treasury","25","25","[c]","[c]"
"In post","2022","Unknown","Asian","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","UK Health Security Agency","Department of Health and Social Care","175","165","51860","40560"
"In post","2022","Unknown","Asian","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","UK Statistics Authority","UK Statistics Authority","80","70","31620","30210"
"In post","2022","Unknown","Asian","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Valuation Office Agency","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Water Services Regulation Authority","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Cabinet Office (excl. agencies)","Cabinet Office","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Crown Commercial Service","Cabinet Office","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Crown Prosecution Service","Attorney General's Departments","65","65","33410","26970"
"In post","2022","Unknown","Black","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Defence Equipment and Support","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2022","Unknown","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Department for Education (excl. agencies)","Department for Education","60","60","38230","36500"
"In post","2022","Unknown","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Department for International Trade","Department for International Trade","30","30","[c]","[c]"
"In post","2022","Unknown","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Department for Transport (excl. agencies)","Department for Transport","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2022","Unknown","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","95","95","43270","38810"
"In post","2022","Unknown","Black","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Driver and Vehicle Standards Agency","Department for Transport","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Education and Skills Funding Agency","Department for Education","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2022","Unknown","Black","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","HM Courts and Tribunals Service","Ministry of Justice","15","15","[c]","[c]"
"In post","2022","Unknown","Black","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","HM Land Registry","HM Land Registry","20","20","[c]","[c]"
"In post","2022","Unknown","Black","HM Prison and Probation Service","Ministry of Justice","45","45","29000","28140"
"In post","2022","Unknown","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","205","195","33980","33080"
"In post","2022","Unknown","Black","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Home Office","Home Office","70","70","36700","35050"
"In post","2022","Unknown","Black","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","40","40","38470","32960"
"In post","2022","Unknown","Black","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","50","50","31930","28800"
"In post","2022","Unknown","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","5","5","[c]","[c]"
"In post","2022","Unknown","Black","National Crime Agency","National Crime Agency","65","65","35780","36200"
"In post","2022","Unknown","Black","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Scottish Government (excl. agencies)","Scottish Government","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Scottish Prison Service","Scottish Government","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Unknown","Black","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","UK Debt Management Office","HM Treasury","10","5","[c]","[c]"
"In post","2022","Unknown","Black","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","UK Health Security Agency","Department of Health and Social Care","70","65","55710","42820"
"In post","2022","Unknown","Black","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","UK Statistics Authority","UK Statistics Authority","35","30","31300","30710"
"In post","2022","Unknown","Black","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
