"Status","Year","Disability","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Asian","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Met Office","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","50","[c]","31130","27630"
"New entrant CS","2022","Declared non-disabled","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","55","[c]","39160","36050"
"New entrant CS","2022","Declared non-disabled","Asian","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","60","[c]","36420","26380"
"New entrant CS","2022","Declared non-disabled","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Office of Rail and Road","Office of Rail and Road","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Office of the Public Guardian","Ministry of Justice","30","[c]","21540","20970"
"New entrant CS","2022","Declared non-disabled","Asian","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Public Health England","Department of Health and Social Care","30","[c]","39480","30460"
"New entrant CS","2022","Declared non-disabled","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Scottish Government (excl. agencies)","Scottish Government","30","[c]","32480","31540"
"New entrant CS","2022","Declared non-disabled","Asian","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Serious Fraud Office","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Social Security Scotland","Scottish Government","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Submarine Delivery Agency","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","The National Archives","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","UK Export Finance","UK Export Finance","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","UK Health Security Agency","Department of Health and Social Care","190","[c]","31530","27440"
"New entrant CS","2022","Declared non-disabled","Asian","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","UK Statistics Authority","UK Statistics Authority","40","[c]","30430","30210"
"New entrant CS","2022","Declared non-disabled","Asian","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Valuation Office Agency","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Water Services Regulation Authority","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Cabinet Office (excl. agencies)","Cabinet Office","35","[c]","36190","34550"
"New entrant CS","2022","Declared non-disabled","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Competition and Markets Authority","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Crown Prosecution Service","Attorney General's Departments","35","[c]","28370","25480"
"New entrant CS","2022","Declared non-disabled","Black","Defence Equipment and Support","Ministry of Defence","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","45","[c]","33390","31860"
"New entrant CS","2022","Declared non-disabled","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Department for Education (excl. agencies)","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","55","[c]","34720","32560"
"New entrant CS","2022","Declared non-disabled","Black","Department for International Trade","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Department for Transport (excl. agencies)","Department for Transport","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","560","[c]","27860","27570"
"New entrant CS","2022","Declared non-disabled","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Driver and Vehicle Licensing Agency","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Driver and Vehicle Standards Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
