"Status","Year","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Cabinet Office","LGBO","30","30","43350","39180"
"In post","2022","Undeclared","Cabinet Office","Undeclared","120","120","43700","40600"
"In post","2022","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","205","200","42970","39620"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","LGBO","35","35","41670","40050"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Undeclared","225","215","46500","45250"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Heterosexual / straight","40","40","42950","35590"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Undeclared","45","45","47060","51730"
"In post","2022","Undeclared","Department for Education","Heterosexual / straight","215","210","43010","37030"
"In post","2022","Undeclared","Department for Education","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Undeclared","105","105","45740","45540"
"In post","2022","Undeclared","Department for Education","Unknown","20","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Heterosexual / straight","240","230","37920","35900"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","LGBO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Undeclared","230","220","37720","35900"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Undeclared","30","30","49980","51970"
"In post","2022","Undeclared","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Heterosexual / straight","95","90","43580","39600"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Undeclared","75","75","45790","46120"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Heterosexual / straight","500","470","33250","27930"
"In post","2022","Undeclared","Department for Transport","LGBO","55","55","34150","30730"
"In post","2022","Undeclared","Department for Transport","Undeclared","540","500","34040","29730"
"In post","2022","Undeclared","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Heterosexual / straight","2390","2210","28330","27570"
"In post","2022","Undeclared","Department for Work and Pensions","LGBO","210","205","28250","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Undeclared","1065","995","30290","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","640","565","27210","27570"
"In post","2022","Undeclared","Department of Health and Social Care","Heterosexual / straight","55","50","43220","39420"
"In post","2022","Undeclared","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Undeclared","55","50","46740","41020"
"In post","2022","Undeclared","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Heterosexual / straight","260","260","37780","37350"
"In post","2022","Undeclared","Food Standards Agency","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Undeclared","65","65","38860","37350"
"In post","2022","Undeclared","Food Standards Agency","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Heterosexual / straight","120","115","47080","40380"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Undeclared","195","190","50110","44740"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Heterosexual / straight","95","85","31860","27130"
"In post","2022","Undeclared","HM Land Registry","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Undeclared","165","145","34420","33840"
"In post","2022","Undeclared","HM Land Registry","Unknown","30","25","33770","31740"
"In post","2022","Undeclared","HM Revenue and Customs","Heterosexual / straight","1085","1015","33020","30750"
"In post","2022","Undeclared","HM Revenue and Customs","LGBO","145","140","31490","26820"
"In post","2022","Undeclared","HM Revenue and Customs","Undeclared","1910","1760","36980","33370"
"In post","2022","Undeclared","HM Revenue and Customs","Unknown","310","275","34680","30610"
"In post","2022","Undeclared","HM Treasury","Heterosexual / straight","230","225","46030","43600"
"In post","2022","Undeclared","HM Treasury","LGBO","35","35","41340","34320"
"In post","2022","Undeclared","HM Treasury","Undeclared","130","125","45670","43220"
"In post","2022","Undeclared","HM Treasury","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Home Office","Heterosexual / straight","540","505","31820","28790"
"In post","2022","Undeclared","Home Office","LGBO","40","40","32300","28010"
"In post","2022","Undeclared","Home Office","Undeclared","1065","985","34080","30460"
"In post","2022","Undeclared","Home Office","Unknown","15","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Heterosexual / straight","1835","1765","32850","29290"
"In post","2022","Undeclared","Ministry of Defence","LGBO","105","100","33430","33000"
"In post","2022","Undeclared","Ministry of Defence","Undeclared","1915","1855","35320","33300"
"In post","2022","Undeclared","Ministry of Defence","Unknown","120","115","34910","33300"
"In post","2022","Undeclared","Ministry of Justice","Heterosexual / straight","4000","3685","31420","31180"
"In post","2022","Undeclared","Ministry of Justice","LGBO","305","295","31720","30450"
"In post","2022","Undeclared","Ministry of Justice","Undeclared","2250","2100","32100","31080"
"In post","2022","Undeclared","Ministry of Justice","Unknown","1980","1755","31190","31650"
"In post","2022","Undeclared","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
