"Status","Year","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","45","45","44680","41750"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Heterosexual / straight","3065","2890","39830","35000"
"In post","2022","Unknown","Scottish Government","LGBO","195","195","36850","35000"
"In post","2022","Unknown","Scottish Government","Undeclared","175","160","41390","36130"
"In post","2022","Unknown","Scottish Government","Unknown","7555","7120","33120","30450"
"In post","2022","Unknown","The National Archives","Heterosexual / straight","40","35","34780","28460"
"In post","2022","Unknown","The National Archives","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","The National Archives","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","The National Archives","Unknown","120","115","35780","31310"
"In post","2022","Unknown","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Heterosexual / straight","1135","1020","32740","30710"
"In post","2022","Unknown","UK Statistics Authority","LGBO","90","85","33140","30210"
"In post","2022","Unknown","UK Statistics Authority","Undeclared","70","65","32930","30710"
"In post","2022","Unknown","UK Statistics Authority","Unknown","925","835","32000","30210"
"In post","2022","Unknown","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Unknown","30","30","50010","43080"
"In post","2022","Unknown","Welsh Government","Heterosexual / straight","150","145","36640","31210"
"In post","2022","Unknown","Welsh Government","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Welsh Government","Undeclared","50","45","47230","47470"
"In post","2022","Unknown","Welsh Government","Unknown","175","170","40820","33190"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","Heterosexual / straight","40","[c]","41320","48830"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","Heterosexual / straight","40","[c]","39580","34640"
"Leaver CS","2022","Declared disabled","Cabinet Office","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","35","[c]","38830","33570"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","Heterosexual / straight","65","[c]","31600","26780"
"Leaver CS","2022","Declared disabled","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","Heterosexual / straight","1010","[c]","26710","27570"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","LGBO","135","[c]","27060","27570"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","Undeclared","140","[c]","26760","27570"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","Unknown","85","[c]","26090","26120"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","Heterosexual / straight","115","[c]","40250","35970"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","Heterosexual / straight","35","[c]","34480","27130"
"Leaver CS","2022","Declared disabled","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","Heterosexual / straight","35","[c]","27650","26400"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","Unknown","410","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Heterosexual / straight","145","[c]","30520","26160"
"Leaver CS","2022","Declared disabled","Home Office","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Undeclared","40","[c]","32710","28350"
"Leaver CS","2022","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","Heterosexual / straight","360","[c]","31990","26670"
"Leaver CS","2022","Declared disabled","Ministry of Defence","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","Undeclared","75","[c]","33450","31600"
"Leaver CS","2022","Declared disabled","Ministry of Defence","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","Heterosexual / straight","760","[c]","26200","21180"
"Leaver CS","2022","Declared disabled","Ministry of Justice","LGBO","120","[c]","23610","20970"
"Leaver CS","2022","Declared disabled","Ministry of Justice","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","National Crime Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Heterosexual / straight","65","[c]","36210","35000"
"Leaver CS","2022","Declared disabled","Scottish Government","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Unknown","30","[c]","32260","35000"
"Leaver CS","2022","Declared disabled","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Heterosexual / straight","30","[c]","28800","23990"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Heterosexual / straight","320","[c]","44950","49420"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","Unknown","65","[c]","51010","55610"
"Leaver CS","2022","Declared non-disabled","Cabinet Office","Heterosexual / straight","290","[c]","49420","42490"
"Leaver CS","2022","Declared non-disabled","Cabinet Office","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cabinet Office","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Chancellor's other departments","Heterosexual / straight","35","[c]","53110","46640"
"Leaver CS","2022","Declared non-disabled","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","Heterosexual / straight","70","[c]","54120","54320"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","355","[c]","41410","39650"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","LGBO","40","[c]","37940","40050"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Undeclared","70","[c]","38800","38310"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","85","[c]","41870","36520"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education","Heterosexual / straight","165","[c]","45880","40260"
"Leaver CS","2022","Declared non-disabled","Department for Education","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Heterosexual / straight","450","[c]","30540","25190"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","125","[c]","25380","21300"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Heterosexual / straight","135","[c]","46550","43690"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Transport","Heterosexual / straight","540","[c]","34230","27140"
"Leaver CS","2022","Declared non-disabled","Department for Transport","LGBO","40","[c]","29990","26780"
"Leaver CS","2022","Declared non-disabled","Department for Transport","Undeclared","150","[c]","29260","26780"
"Leaver CS","2022","Declared non-disabled","Department for Transport","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions","Heterosexual / straight","4560","[c]","27580","27570"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions","LGBO","330","[c]","26780","27570"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions","Undeclared","410","[c]","28120","27570"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions","Unknown","855","[c]","27160","26120"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care","Heterosexual / straight","1410","[c]","40990","36330"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care","LGBO","85","[c]","38440","31190"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care","Undeclared","160","[c]","40850","32650"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care","Unknown","45","[c]","50950","48860"
"Leaver CS","2022","Declared non-disabled","Estyn","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","Heterosexual / straight","40","[c]","33910","30810"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","125","[c]","47920","41330"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Land Registry","Heterosexual / straight","135","[c]","35530","33840"
"Leaver CS","2022","Declared non-disabled","HM Land Registry","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Land Registry","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Land Registry","Unknown","50","[c]","31400","27130"
"Leaver CS","2022","Declared non-disabled","HM Revenue and Customs","Heterosexual / straight","200","[c]","32070","26820"
"Leaver CS","2022","Declared non-disabled","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Revenue and Customs","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Revenue and Customs","Unknown","2375","[c]","31310","26000"
"Leaver CS","2022","Declared non-disabled","HM Treasury","Heterosexual / straight","140","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Treasury","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Treasury","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Home Office","Heterosexual / straight","1215","[c]","32000","26910"
"Leaver CS","2022","Declared non-disabled","Home Office","LGBO","50","[c]","30920","24890"
"Leaver CS","2022","Declared non-disabled","Home Office","Undeclared","150","[c]","32820","28350"
"Leaver CS","2022","Declared non-disabled","Home Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","Heterosexual / straight","2590","[c]","32640","29350"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","LGBO","80","[c]","31730","26670"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","Undeclared","250","[c]","33180","31350"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","Unknown","210","[c]","34020","31950"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","Heterosexual / straight","4640","[c]","28360","21490"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","LGBO","345","[c]","26130","21300"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","Undeclared","325","[c]","27700","21310"
